ID	GTEX-1122O	GTEX-11DXX	GTEX-11EQ9	GTEX-11LCK	GTEX-11P7K	GTEX-11P81	GTEX-11VI4	GTEX-11XUK	GTEX-1211K	GTEX-12WSG	GTEX-12WSJ	GTEX-12WSK	GTEX-12WSN	GTEX-13111	GTEX-1399R	GTEX-139T6	GTEX-139YR	GTEX-13CF3	GTEX-13FH7	GTEX-13N11	GTEX-13PL7	GTEX-13S86	GTEX-13U4I	GTEX-13VXT	GTEX-13X6H	GTEX-O5YT	GTEX-OIZH	GTEX-OOBJ	GTEX-P4PP	GTEX-P4QS	GTEX-PLZ6	GTEX-POMQ	GTEX-PW2O	GTEX-PX3G	GTEX-Q2AH	GTEX-Q734	GTEX-QCQG	GTEX-QDVN	GTEX-QLQW	GTEX-QMRM	GTEX-QV31	GTEX-QV44	GTEX-R55G	GTEX-RUSQ	GTEX-S3XE	GTEX-S4Z8	GTEX-T5JW	GTEX-U3ZH	GTEX-U3ZN	GTEX-U4B1	GTEX-UJHI	GTEX-UPK5	GTEX-VJYA	GTEX-W5WG	GTEX-WFON	GTEX-WHWD	GTEX-X3Y1	GTEX-X4LF	GTEX-X585	GTEX-XAJ8	GTEX-XGQ4	GTEX-XMK1	GTEX-XPVG	GTEX-XQ8I	GTEX-XUJ4	GTEX-XV7Q	GTEX-XXEK	GTEX-Y114	GTEX-Y3I4	GTEX-Y3IK	GTEX-Y5LM	GTEX-Y8LW	GTEX-YB5E	GTEX-YB5K	GTEX-YEC4	GTEX-YFCO	GTEX-Z9EW	GTEX-ZAB5	GTEX-ZDTT	GTEX-ZLFU	GTEX-ZLWG	GTEX-ZP4G	GTEX-ZPU1	GTEX-ZV6S	GTEX-ZVP2	GTEX-ZVZP	GTEX-ZYFG	GTEX-ZYWO	GTEX-ZZPU 
C1	-0.0205	-0.0218	-0.0209	-0.0219	0.1244	-0.0222	-0.0206	-0.0217	-0.021	-0.0207	-0.0204	-0.0204	-0.0221	-0.0108	-0.0224	-0.0193	-0.0228	-0.0226	-0.0218	0.1151	-0.0224	-0.0213	-0.0222	0.1053	-0.0209	-0.0208	-0.0123	0.129	-0.0195	0.1074	-0.0215	0.0802	-0.0158	-0.0206	0.091	-0.022	-0.0159	-0.0207	0.0509	-0.0224	-0.0212	-0.0204	-0.0221	-0.0214	-0.0234	-0.0217	-0.0187	-0.0158	-0.0212	-0.0222	0.113	-0.0219	0.1238	-0.0223	-0.0214	-0.0208	0.1098	-0.0205	0.1336	-0.0221	-0.0209	-0.0202	-0.0213	-0.0211	-0.0118	-0.022	-0.0216	0.1321	-0.0206	0.1006	-0.0214	-0.0202	0.031	-0.0208	-0.0206	0.0119	-0.0218	-0.0217	-0.0223	0.1234	0.0682	-0.0203	0.1027	-0.0196	0.1268	-0.0202	-0.0202	-0.0209	-0.021
C2	0.0164	0.008	0.002	0.0119	0.0252	0.012	0.01	0.0124	0.0092	0.0055	0.0102	0.0023	-0.0038	-0.0493	0.0128	0.0081	0.0087	0.0065	3e-04	0.0024	-0.0014	0.0014	0.0073	0.0097	0.0166	0.0069	-0.0178	0.0191	0.005	-0.0029	0.0059	0.0051	0.0074	0.0024	0.0198	0.0175	-7e-04	0.0012	0.0096	0.0102	-0.0019	-0.0024	0.0107	0.0137	0.0093	0.0056	0.0027	0.0136	0.0105	0.0155	0.0036	5e-04	0.0123	0.0042	0.0126	0.0027	0.0094	0.0139	0.0149	0.0083	0.0056	0.0024	0.0011	0.0017	0.0043	0.0181	0.0079	0.0152	0.0123	0.0155	0.0035	-0.0016	0.0097	0.0135	0.0068	-0.0895	0.0144	2e-04	0.0118	-0.0039	-0.0062	4e-04	-0.0095	0.0014	0.0115	0.001	0.0011	-0.0021	0.0051
C3	0.0178	0.015	-0.0158	0.0102	0.0143	0.002	-0.0108	0.0462	0.0138	0.0109	-0.0159	0.0325	0.0196	-0.1495	0.0381	-0.0109	0.0426	0.0519	-0.011	-0.0016	0.052	0.0094	0.0084	-0.0115	0.0271	0.0167	-0.1342	0.0122	-0.0127	0.036	0.0017	0.0174	0.0164	0.004	0.0282	0.0368	-0.0943	0.0313	4e-04	0.0433	-0.0039	0.0104	0.024	0.0223	0.0373	0.0276	0.0206	0.0016	-0.0151	0.0113	2e-04	0.0026	-0.0041	0.0063	-5e-04	0.0049	0.022	-0.0285	-0.0084	0.0239	0.0114	0.0288	0.042	-0.0109	-0.1876	0.0426	0.0164	0.005	5e-04	0.0268	0.0133	-0.0067	0.0024	0.0171	0.0138	-0.0576	-0.002	0.0166	0.0045	-0.0212	0.0212	0.0087	-0.0127	-0.0301	0.0125	-0.0156	0.0074	-0.0231	-0.0099
InferredCov1	0.0864637345075607	0.0781413316726685	0.140720024704933	0.0243246424943209	0.179254025220871	0.0161246750503778	0.0664510577917099	-0.0174747966229916	0.15951581299305	-0.0369495339691639	-0.0989388599991798	0.0498767197132111	-0.0176450591534376	0.0497682467103004	-0.0884107351303101	0.173673450946808	0.0106064332649112	0.044217873364687	0.0528123080730438	-0.0862583220005035	0.0885548740625381	-0.0313188321888447	-0.0418238565325737	0.0668322369456291	-0.0506508201360703	-0.115845322608948	-0.0529694594442844	-0.0388740412890911	0.0604269541800022	-0.0289744418114424	0.0553199425339699	-0.0602424927055836	-0.0243514068424702	-0.115779124200344	-0.0221807509660721	-0.0904549807310104	0.00960558839142323	-0.0221053846180439	-0.133222624659538	-0.0267125256359577	-0.0856209769845009	-0.100969679653645	0.013215996325016	-0.102762706577778	-0.0109671372920275	-0.00532325496897101	-0.0259463433176279	-0.148008286952972	-0.0660775229334831	-0.0436182655394077	0.0391790643334389	-0.138690575957298	0.0246175285428762	0.0483290515840054	-0.0267210695892572	0.0308239534497261	0.000443144730525091	0.00699354102835059	-0.0819962620735168	0.00667133228853345	-0.0358549952507019	-0.0367302186787128	0.0747454613447189	-0.113012693822384	-0.0439308695495129	-0.00505773350596428	-0.0980372652411461	0.189381882548332	-0.0147472890093923	-0.130739882588387	0.0492703653872013	0.0335534289479256	0.0566149801015854	0.0432659722864628	0.0354979522526264	0.0774251967668533	0.00893845222890377	0.0228199288249016	0.0188418198376894	0.0327611863613129	0.0988873913884163	0.0863393843173981	0.0362878628075123	-0.0155204143375158	-0.0220745671540499	0.0637174770236015	0.0136800417676568	-0.0150719191879034	0.0424397103488445
InferredCov2	0.0172504428774118	-0.0952574536204338	-0.00439451448619366	0.0369821637868881	-0.0746684223413467	-0.053672481328249	-0.058928407728672	0.00415870500728488	-0.000125253805890679	-0.00934446416795254	0.12578484416008	-0.102306261658669	0.0319218747317791	0.0238350741565228	-0.100134707987309	-0.0230777878314257	-0.136791571974754	-0.0083670811727643	-0.0631577372550964	-0.0702197998762131	-0.0338238663971424	-0.105641558766365	-0.189888626337051	-0.0627933740615845	0.084628127515316	0.0937079563736916	0.0507133826613426	-0.107780084013939	0.00115903839468956	0.0910642892122269	0.130331188440323	-0.0227340813726187	-0.104197517037392	-0.0695255249738693	-0.00817952584475279	-0.0488261543214321	0.0758878141641617	0.0782769620418549	0.0587099939584732	-0.00365468440577388	0.0599487982690334	-0.100166454911232	-0.0295870807021856	0.0246339086443186	0.136194109916687	0.138600081205368	0.142971649765968	-0.0257904026657343	0.0413175895810127	0.060034416615963	0.0653042793273926	-0.0604304447770119	-0.0741113051772118	0.0486971735954285	0.100846067070961	-0.0613620541989803	0.0330461040139198	0.101874142885208	0.0447346866130829	-0.0231688041239977	0.0207062643021345	-0.0557360723614693	0.0522675737738609	0.00270932982675731	0.0769831612706184	-0.0471818074584007	-0.118676654994488	0.00903304293751717	0.0335360951721668	-0.135107114911079	-0.0275288689881563	-0.0996120795607567	0.0342492237687111	0.0935695618391037	0.0774813070893288	0.0147804105654359	0.0585059002041817	-0.100558221340179	0.104076474905014	-0.0408861227333546	0.00427494058385491	-0.070604033768177	-0.077450342476368	0.0322794243693352	0.0247751008719206	0.0282003581523895	0.105827629566193	-0.0193643812090158	0.0486889332532883
InferredCov3	-0.045624915510416	-0.126934453845024	0.0806552097201347	-0.0722922533750534	-0.0247159320861101	0.077199213206768	-0.0448558926582336	-0.0605093911290169	-0.095317505300045	-0.0272776521742344	-0.031548272818327	-0.125938400626183	0.0979044660925865	0.0101749962195754	-0.0588931292295456	-0.0573110096156597	0.15671095252037	-0.0284353923052549	-0.0888981372117996	-0.0640607103705406	0.0237487889826298	0.134147346019745	-0.0280771292746067	-0.0630569234490395	0.0215876009315252	0.030185054987669	0.0100392829626799	-0.0709247440099716	0.0489932261407375	0.0283804573118687	0.069146104156971	0.14059542119503	0.0841400176286697	-0.0135246301069856	-0.0762628167867661	0.177492931485176	-0.0336396917700768	-0.0029664218891412	-0.0748059675097466	0.0819972157478333	-0.0673260539770126	-0.00269070966169238	-0.0249987654387951	0.0904123187065125	0.00378785468637943	0.0549663566052914	0.00639750575646758	-0.00249354238621891	0.0982157662510872	0.0634108334779739	0.108879394829273	-0.0416912920773029	0.111325465142727	-0.0209185220301151	-0.039545726031065	0.0523510724306107	-0.123826496303082	-0.114404641091824	-0.00501118693500757	-0.034667931497097	-0.146800667047501	-0.0412950776517391	0.125735878944397	-0.140895694494247	-0.113442920148373	0.186568230390549	-0.0665275305509567	-0.0333958119153976	-0.0298786200582981	0.00357063277624547	-0.0340399593114853	-0.080791287124157	0.114587396383286	0.00612181564792991	-0.0675861462950706	0.014016879722476	-0.0786845684051514	0.142671585083008	0.0420773141086102	-0.0457206554710865	0.0400948487222195	-0.0425206050276756	0.0132363587617874	-0.00104838144034147	-0.0999804064631462	0.0267497934401035	0.0238547753542662	0.0837884768843651	0.130760788917542
InferredCov4	0.0262074992060661	0.0513870008289814	0.00599537370726466	0.0210795421153307	-0.00267267413437366	-0.0643764361739159	-0.0892695263028145	-0.0748028606176376	0.080516092479229	0.0961078926920891	-0.00316940736956894	-0.0353170558810234	-0.0382384657859802	-0.0169254541397095	0.0563417673110962	0.0168180670589209	-0.0130395395681262	-0.0749476626515388	-0.0583204738795757	-0.0854875147342682	0.0397286228835583	0.0773659944534302	-0.11037677526474	0.074677512049675	-0.120443001389503	-0.0994194447994232	0.0863761156797409	0.0959713906049728	0.0179326105862856	0.0819944739341736	0.0817901417613029	-0.0474746040999889	0.0743339583277702	-0.0956793501973152	0.0671098157763481	0.134501785039902	-0.0495886653661728	0.0619819834828377	-0.0839113518595695	-0.0827970579266548	-0.092512458562851	0.0306387562304735	0.0371398068964481	0.0662277489900589	0.0558278784155846	0.0169966462999582	-0.113524958491325	-0.0366756431758404	-0.0704695209860802	-0.0859875306487083	0.0029217922128737	0.147857278585434	-0.100540541112423	0.0780994072556496	-0.000687905761878937	0.126831740140915	0.107610747218132	0.0158302895724773	0.253101259469986	-0.0564951933920383	0.00335758831351995	-0.127619102597237	0.0190437976270914	0.176268979907036	-0.000345463427947834	0.109715007245541	0.0179321672767401	0.0593966767191887	0.0443414114415646	-0.0796123445034027	-0.100235141813755	-0.0470213927328587	-0.00659641716629267	0.0600929744541645	-0.120075061917305	0.0420095585286617	0.0576520003378391	0.0616053454577923	-0.024974936619401	-0.0134613597765565	-0.0210472978651524	-0.150929987430573	-0.0102229537442327	-0.10709972679615	-0.030038433149457	-0.0117701385170221	-0.0254659932106733	-0.00795973464846611	-0.151185691356659
InferredCov5	0.0360161811113358	-0.139848247170448	0.0707829296588898	0.0183281302452087	-0.0287669077515602	-0.0880020558834076	0.0234062727540731	-0.157922893762589	-0.0212033651769161	0.112999446690083	0.0320067591965199	0.0757252052426338	-0.0509835928678513	0.131721124053001	-0.00507573084905744	-0.0421878732740879	-0.0392427034676075	-0.0408336296677589	0.010609976015985	-0.0749812871217728	0.0178440064191818	-0.205219224095345	0.0332894772291183	0.0465601570904255	-0.0386350601911545	-0.0237082801759243	-0.05141556635499	0.0926746279001236	0.161351934075356	0.00566075136885047	0.0697673037648201	0.124536834657192	0.0924061238765717	0.215036451816559	-0.0997861847281456	0.00813793297857046	-0.0951164066791534	0.0274786166846752	0.0844953209161758	0.0224085673689842	0.052509717643261	-0.0183010865002871	-0.059311218559742	-0.191937804222107	0.0140183232724667	0.0161149390041828	0.0634348019957542	0.000642538710962981	0.0046009081415832	-0.0573042221367359	0.109709300100803	0.081411324441433	0.0470388121902943	-0.0171565841883421	-0.00193622289225459	-0.049968495965004	0.0647378489375114	0.0421486832201481	-0.00891761668026447	-0.0381113067269325	-0.0514409653842449	0.0441288352012634	0.154364481568336	-0.0180009044706821	0.05323601141572	-0.0929882079362869	-0.0655507668852806	0.0905933603644371	-0.021170362830162	0.168441280722618	-0.150490984320641	-0.0477068834006786	0.114401236176491	-0.0292893685400486	-0.15268138051033	-0.0498749241232872	-0.000895844132173806	-0.0569182932376862	-0.100279271602631	0.0556519590318203	0.0691858753561974	0.00476084230467677	0.0408960618078709	-0.0337635912001133	-0.00631251744925976	-0.0192294996231794	-0.0703000202775002	-0.151577800512314	-0.0413646064698696
InferredCov6	0.0290075689554214	0.0194146241992712	-0.0323334112763405	-0.136720106005669	-0.136761114001274	-0.046251580119133	-0.047578614205122	0.0708855241537094	0.0657644793391228	0.107721731066704	0.0408838950097561	0.0343935862183571	-0.0455103442072868	0.0165745168924332	-0.0233424566686153	0.040379773825407	-0.15067532658577	0.140093088150024	0.119000241160393	0.0746328756213188	-0.0921003669500351	-0.040541023015976	-0.0820355713367462	-0.104637615382671	-0.0568788349628448	0.0614956915378571	0.0650476068258286	0.0198065098375082	0.0322143472731113	-0.0181328132748604	-0.0939160734415054	0.0515706762671471	-0.0869537144899368	0.02631357870996	0.100401721894741	-0.0986176654696465	-0.00689355051144958	0.0431912392377853	0.0346221998333931	0.0705703422427177	0.0339910872280598	-0.0685978606343269	0.0615103505551815	0.117714487016201	0.115573637187481	-0.0556898638606071	0.00497262459248304	0.0258902423083782	-0.0428500510752201	0.0426902249455452	-0.0450051985681057	-0.0700300559401512	0.0399499163031578	-9.48629894992337e-05	-0.113802365958691	0.0756798014044762	-0.0702148228883743	0.00565282860770822	-0.0128782549872994	-0.0652541592717171	-0.0286194235086441	0.114413365721703	0.0546919032931328	-0.107907988131046	0.0653709024190903	0.17687126994133	0.167162671685219	0.123402088880539	-0.165211051702499	-0.0837041735649109	0.0127370730042458	-0.138972386717796	0.0459395870566368	0.0303580537438393	-0.137609496712685	-0.0424837842583656	-0.093623474240303	-0.0400816909968853	-0.0607982240617275	0.0679823085665703	0.0830016285181046	0.00562614854425192	0.144808188080788	-0.150628477334976	-0.0484050810337067	0.0812507942318916	-0.0195111278444529	0.12520931661129	-0.124896988272667
InferredCov7	0.0649575218558311	0.13521820306778	0.091161236166954	0.0655392780900002	0.0243577938526869	0.0194082707166672	-0.096601665019989	-0.0260544661432505	0.00675558438524604	0.0368203297257423	0.0499871969223022	-0.165516898036003	0.0215496551245451	0.107633203268051	-0.026600044220686	-0.00549501553177834	-0.0439030006527901	-0.0809451714158058	-0.0925857126712799	-0.13773737847805	-0.0469031445682049	0.149605423212051	-0.130331635475159	-0.0583666935563087	-0.0155279003083706	-0.032047975808382	-0.00491486908867955	0.037845604121685	-0.0621131062507629	-0.00726737687364221	-0.0111364470794797	0.0644171535968781	0.00380885158665478	-0.030776446685195	0.0426208786666393	-0.0969755947589874	-0.133500993251801	-0.120936907827854	0.109294541180134	0.133268624544144	0.0539119020104408	-0.0407826453447342	-0.127730265259743	-0.0503540523350239	-0.0361190773546696	-0.00472641736268997	-0.0496377609670162	-0.0912768989801407	0.0721047222614288	0.0250099916011095	0.0521772988140583	0.0534018166363239	0.171758309006691	0.00952687300741673	0.0091997217386961	0.152913346886635	0.102648369967937	-0.0260516107082367	-0.110532775521278	0.128620207309723	0.0815490856766701	0.11849632114172	0.0175063032656908	0.000893202202860266	-0.0576432012021542	-0.136140555143356	0.180524930357933	-0.135260090231895	-0.00897876266390085	-0.140920981764793	-0.0163651537150145	-0.0581778287887573	-0.0608630925416946	0.0244616754353046	-0.0426407903432846	-0.00554944761097431	0.117170117795467	-0.0169391930103302	0.0138956727460027	-0.0235612951219082	-0.0954070687294006	0.00424910429865122	0.203236117959023	0.0167424455285072	0.0743004307150841	0.0461872778832912	-0.098427452147007	-0.0812320783734322	0.046754565089941
