ID	GTEX-11GSP	GTEX-11WQC	GTEX-11ZUS	GTEX-12126	GTEX-12WSC	GTEX-12WSE	GTEX-12WSF	GTEX-12WSH	GTEX-12WSI	GTEX-12WSM	GTEX-12ZZX	GTEX-12ZZZ	GTEX-1399T	GTEX-139TT	GTEX-139UW	GTEX-13CF2	GTEX-13CZV	GTEX-13FHO	GTEX-13FHP	GTEX-13FLV	GTEX-13FTY	GTEX-13FXS	GTEX-13G51	GTEX-13JUV	GTEX-13JVG	GTEX-13N2G	GTEX-13NYB	GTEX-13NYS	GTEX-13NZA	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVH	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13PLJ	GTEX-13QIC	GTEX-13RTJ	GTEX-13S7M	GTEX-13SLW	GTEX-13SLX	GTEX-13VXU	GTEX-13X6I	GTEX-13X6J	GTEX-13X6K	GTEX-145MH	GTEX-N7MS	GTEX-NL3H	GTEX-NL4W	GTEX-NPJ7	GTEX-NPJ8	GTEX-OHPN	GTEX-P44H	GTEX-Q2AG	GTEX-QDT8	GTEX-QMR6	GTEX-R55E	GTEX-RU72	GTEX-RVPV	GTEX-S7SE	GTEX-T2IS	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-UTHO	GTEX-WHSE	GTEX-WL46	GTEX-WVLH	GTEX-WWYW	GTEX-WZTO	GTEX-X261	GTEX-X4EP	GTEX-X4XX	GTEX-X585	GTEX-XMD1	GTEX-Y8DK	GTEX-YFC4	GTEX-YJ89	GTEX-Z93S	GTEX-ZAB4	GTEX-ZDXO	GTEX-ZE7O	GTEX-ZF28	GTEX-ZUA1	GTEX-ZVT3	GTEX-ZVZQ 
C1	-0.0218	0.1173	-0.0207	0.1181	-0.0212	-0.0222	-0.0221	-0.021	-0.0223	-0.0218	-0.0106	-0.0215	-0.0224	-0.0217	-0.0216	-0.0202	-0.0211	-0.0203	0.1121	-0.0215	-0.0216	0.1214	-0.0212	0.1161	-0.0206	-0.021	0.1132	-0.0216	-0.0218	-0.0217	-0.0215	-0.0223	-0.0208	-0.022	-0.021	-0.0217	-0.0219	-0.0207	-0.0234	-0.0173	-0.0216	-0.0217	-0.02	0.1041	-0.0199	-0.0219	-0.0159	-0.0213	-0.0201	-0.0217	0.0756	-0.0211	-0.02	-0.0219	-0.0166	-0.0216	-0.0222	-0.0196	-0.0202	-0.0186	0.0238	-0.0211	-0.0218	-0.0209	-0.0226	-0.0221	-0.0215	-0.0227	-0.0196	-0.0209	-0.0224	-0.0218	-0.0174	-0.0209	-0.0203	-0.0153	0.1336	-0.0208	-0.0215	-0.0215	-0.0114	-0.0215	-0.0189	-0.0221	-0.0197	-0.021	-0.0221	-0.0196	-0.0224
C2	0.0025	0.0101	0.0032	0.0209	0.0024	0.0069	0.0136	0.0071	0.0093	0.0028	-0.1344	0.0044	0.0028	0.0158	0.009	-0.0159	0.005	0.0058	0.0147	0.0049	0.001	0.0019	0.0025	-0.0059	0.0065	0.0131	0.0132	0.008	0.0061	0.0055	-0.0014	-0.0025	0.0084	0.0121	0.0146	0.0138	0.0063	0.0041	0.0135	-0.0043	-3e-04	-0.011	0.0109	0.0063	0.0043	0.0148	-0.0036	0.0113	-0.0052	0.01	-0.0353	0.0099	-0.0194	0.0045	0.0056	0.0185	0.0149	0.0021	-0.0074	0.0077	-0.603	-0.0294	0.015	0.0127	0.0065	0.0071	-0.0175	0.014	0.0112	0.0021	-0.0015	-0.001	-0.0018	0.0012	0.0074	-0.0097	0.0149	0.0147	0.0124	0.015	-4e-04	0.0034	2e-04	0.0069	0.0067	0.0155	0.0124	0.003	0.0141
C3	-0.012	-0.0079	-0.0309	0.0039	0.0025	0.0043	0.02	-0.0196	0.0271	0.0204	0.0568	0.0231	0.015	0.0121	0.0115	-0.0134	-0.0018	-0.0108	0.0156	-0.0185	-0.0046	0.0088	-0.008	0.0124	0.038	0.0098	0.0099	0.0565	0.0394	-0.004	0.0251	0.046	2e-04	0.0288	0.0099	0.0268	0.0337	-0.0118	0.0282	-0.0631	0.0219	0.0431	-0.0128	0.034	0.0196	0.0204	-0.1116	0.0205	-0.0222	0.0378	1e-04	0.0438	0.0571	0.0015	-0.0607	0.0254	0.0294	-0.023	0.0096	-0.022	0.0187	0.0685	0.0337	0.0092	0.0124	0.0181	0.0239	0.0268	-0.0639	0.0161	0.0154	0.019	-0.0696	0.0047	0.0218	-0.1789	-0.0084	-0.0075	0.0114	-0.0026	-0.1762	0.0247	0.0045	0.0148	0.0076	0.0198	0.0239	-0.0262	0.0219
InferredCov1	-0.0358087792992592	0.0849186927080154	-0.0846952497959137	-0.0450511313974857	-0.109498240053654	-0.0755426287651062	0.0647916197776794	0.0612872317433357	-0.0233018603175879	-0.0360317900776863	-0.0752685368061066	-0.0685192123055458	-0.0352393239736557	0.0519770979881287	0.155875533819199	-0.00740136718377471	0.127441853284836	0.0253968294709921	0.0125048728659749	0.177464678883553	-0.00574560323730111	0.00683568604290485	0.0760333985090256	0.12028332054615	0.0569489561021328	0.0173241775482893	-0.0260848831385374	0.0944400578737259	0.0481814332306385	-0.0214634425938129	-0.0272152572870255	0.0234899148344994	0.049968309700489	-0.0573092363774776	-0.00770960096269846	-0.0140907000750303	-0.0171684566885233	0.0287438277155161	0.0728090852499008	0.0503034181892872	0.0192444939166307	-0.00291169504635036	0.0457693375647068	0.0316707231104374	-0.0478388853371143	0.0856019333004951	0.0650992318987846	0.0261001251637936	0.00351740955375135	0.0431357361376286	0.00304050743579865	0.144823178648949	0.0353346988558769	0.0649208724498749	0.0497905388474464	-0.123221859335899	-0.104482524096966	-0.162869989871979	-0.100430317223072	-0.111134193837643	-0.0380654707551003	-0.0653762668371201	-0.0140181807801127	-0.148417219519615	-0.0380513966083527	-0.155238926410675	-0.0864276215434074	-0.098670594394207	0.0496988669037819	-0.0231029577553272	-0.142527550458908	0.0451164394617081	-0.026153203099966	0.0551164746284485	0.022714726626873	-0.0143557013943791	0.0335112437605858	0.0428275056183338	-0.0762348026037216	-0.0607222579419613	0.00228084228001535	-0.0311743933707476	-0.0219959858804941	-0.0236247163265944	0.0872150734066963	0.158091157674789	-0.0280130691826344	0.0433444678783417	-0.0466691292822361
InferredCov2	0.036565575748682	-0.0319949686527252	-0.111159317195415	-0.0282404106110334	-0.111103534698486	-0.0486262552440166	0.00950826983898878	0.0306770391762257	-0.0892655998468399	-0.0417474135756493	0.0173052586615086	-0.0735227093100548	-0.0432942360639572	-0.0883588865399361	-0.0356839895248413	-0.0367176942527294	-0.00305237085558474	0.0139396917074919	-0.039348516613245	-0.130614280700684	-0.00570123037323356	-0.0416952595114708	-0.101198114454746	-0.0245163105428219	0.0177450776100159	0.00935500580817461	-0.0229896102100611	0.200831770896912	-0.0236491598188877	-0.00743147870525718	-0.0296076852828264	0.00593231990933418	0.0586561746895313	-0.0226425044238567	0.113354228436947	-0.0307337362319231	-0.0406284853816032	0.00365409743972123	0.0047312593087554	-0.0393246598541737	0.0104570565745234	-0.01308882702142	0.0260497257113457	-0.00803545210510492	-0.0293433330953121	0.0209209341555834	-0.150318130850792	-0.0369212701916695	-0.0809881836175919	-0.104865178465843	0.131014436483383	-0.0218533016741276	0.0689633265137672	0.146918743848801	0.0203393399715424	0.0258482228964567	0.027057807892561	0.0857529044151306	0.0520116426050663	0.0454124435782433	0.0351720601320267	0.0021353701595217	-0.0714076012372971	-0.033866036683321	0.0468683168292046	0.0331283807754517	0.0597876608371735	0.100039824843407	0.0222090613096952	-0.0495023801922798	0.00529331807047129	0.0573392547667027	-0.037334568798542	0.0250001419335604	0.154338017106056	0.12104620039463	0.177328824996948	0.206434220075607	-0.0011422703973949	-0.0045657018199563	-0.0640009120106697	-0.0389997772872448	0.0622842684388161	-0.0841298475861549	-0.0638833865523338	0.077116347849369	-0.0495932884514332	-0.0423642620444298	-0.0791558995842934
InferredCov3	-0.00678130239248276	0.00349435722455382	0.064426600933075	0.0762411803007126	0.11464799195528	0.039022408425808	-0.0290058869868517	0.0884974226355553	0.0201674308627844	0.0609203316271305	0.0808639675378799	0.134843021631241	-0.0403911247849464	0.0096416287124157	-0.135985031723976	-0.000276544044027105	-0.1556236743927	-0.123479031026363	-0.0152401039376855	0.0137092228978872	-0.0106046395376325	0.0560880936682224	-0.000774915853980929	-0.0180449485778809	-0.0203991401940584	0.0596512407064438	0.0704766139388084	0.0748363807797432	-0.052262157201767	-0.0371631383895874	0.0248809009790421	0.0394396632909775	-0.0762980654835701	-0.00960027612745762	0.0717926025390625	0.0120581351220608	-0.0199036113917828	-0.0506812408566475	-0.0644259303808212	-0.0870987251400948	-0.0259060394018888	0.00130721519235522	-0.106217220425606	0.072041317820549	0.0687800720334053	-0.000817451218608767	0.0227157659828663	-0.098635122179985	0.0735436975955963	0.012217553332448	0.158318608999252	0.0818426311016083	0.0246604233980179	0.130373701453209	-0.161138534545898	-0.225183010101318	0.0845779329538345	-0.203939467668533	-0.206523135304451	0.0489652901887894	-0.00421128654852509	-0.00968063529580832	-0.0126331681385636	0.00831104535609484	0.0369398854672909	-0.0532902255654335	-0.0579116120934486	-0.0476527772843838	0.03195471316576	0.0189990289509296	-0.00342101370915771	0.0963505282998085	0.0705887377262115	0.0577722787857056	-0.0517126321792603	0.129083752632141	0.0369325168430805	0.00993324723094702	-0.00992798060178757	0.033415425568819	-0.00397886848077178	0.0252617429941893	-0.0911531820893288	-0.0639994218945503	-0.0649156272411346	0.0240801330655813	-0.0125456266105175	-0.0661631599068642	0.0609697550535202
InferredCov4	0.0760206952691078	0.0157144833356142	-0.109857946634293	-0.128248542547226	-0.167159765958786	0.154380723834038	0.00660638185217977	-0.119390763342381	-0.0213004443794489	-0.00120487518142909	0.0130652477964759	-0.025695376098156	0.0225648749619722	0.0373050197958946	-0.097075417637825	0.06837248057127	-0.0514663681387901	0.0917269065976143	0.129894450306892	-0.000291847682092339	-0.00134307146072388	-0.0119220847263932	0.0139297368004918	-0.0860860422253609	0.118249423801899	-0.0131831644102931	0.0766335353255272	-0.0968458652496338	0.0398712158203125	0.0408164896070957	0.0852744802832603	0.0535334721207619	0.137503072619438	0.137301415205002	0.0370371043682098	0.087055079638958	0.0478155687451363	0.0793952494859695	-0.0349422767758369	0.0135969929397106	0.103374175727367	0.0769127905368805	0.0434860587120056	0.109292410314083	0.0715689063072205	-0.0110763534903526	-0.107858262956142	-0.0198589079082012	0.0170346591621637	0.00581555627286434	-0.0828332602977753	-0.129899442195892	0.106244303286076	0.0332020632922649	-0.0992338433861732	-0.108553037047386	0.0479335784912109	-0.0963358804583549	-0.101603507995605	0.0280513409525156	0.0291097667068243	0.141668930649757	-0.0678749606013298	-0.10288542509079	0.0440118834376335	-0.0674585551023483	-0.0924472138285637	-0.0751659646630287	-0.00809763558208942	-0.0781000182032585	0.0474902279675007	-0.168811336159706	-0.0102803092449903	0.029697485268116	0.0121098598465323	0.0092668579891324	-0.0370740070939064	0.0416404455900192	-0.028768127784133	-0.0464684292674065	0.0154192792251706	-0.00774404313415289	0.0702205300331116	0.0437672287225723	0.0123766036704183	-0.109301887452602	-0.0863894149661064	0.0374129191040993	-0.0510640144348145
InferredCov5	-0.0125826792791486	-0.0246852394193411	0.0403257980942726	-0.0988295078277588	-0.00415994133800268	0.0105875767767429	0.0951937586069107	0.165357083082199	0.0534380711615086	-0.108844764530659	-0.113956779241562	-0.0395994670689106	0.0108108138665557	0.0440180338919163	-0.248255178332329	-0.00301083433441818	-0.00161499762907624	-0.00796174071729183	0.00348184653557837	-0.000694476300850511	0.0410486236214638	-0.061649601906538	-0.0334680154919624	-0.0617805793881416	0.00292311562225223	-0.132505834102631	-0.0544019527733326	-0.0249513182789087	0.102950684726238	-0.113411962985992	0.0815708488225937	0.0115926265716553	-0.0820303112268448	0.0230183396488428	-0.0827516466379166	0.0470547191798687	0.0784738287329674	-0.0515150614082813	-0.0850485861301422	0.0540102049708366	0.0134968841448426	0.0520005263388157	0.0749890133738518	0.0440602377057076	-0.00659147324040532	-0.0322700142860413	0.0324853137135506	-0.10830744355917	0.0609656646847725	0.13985350728035	0.182993978261948	0.0747598186135292	-0.0613710023462772	0.000780513801146299	-0.0164336692541838	0.0717652887105942	-0.142250373959541	-0.0266015715897083	0.00628974754363298	-0.0895580723881721	-0.00457042688503861	0.0218492206186056	-0.0448209866881371	0.030850438401103	-0.0597844049334526	-0.00111872050911188	0.0118203833699226	0.151361480355263	-0.200903385877609	0.0359357856214046	0.0383408516645432	0.0571274645626545	-0.104941844940186	0.0190395191311836	0.00946090463548899	0.0149973686784506	-0.0808186903595924	0.164263337850571	-0.026837071403861	-0.100517436861992	0.134460940957069	0.0522439852356911	0.0101087652146816	0.0774817764759064	0.00165300606749952	0.0341145135462284	-0.0303530059754848	0.096212349832058	0.00427768100053072
InferredCov6	-0.037800244987011	-0.141920059919357	0.0825038626790047	-0.0228421911597252	0.0892019718885422	0.0286785177886486	0.0503913760185242	-0.109846621751785	0.0914529263973236	-0.0265131276100874	-0.0766776576638222	0.0380183309316635	-0.0152445947751403	0.0318740084767342	-0.0150417583063245	-0.0426342934370041	-0.0359825976192951	0.121737852692604	-0.0557309351861477	0.0608594007790089	-0.133274167776108	-0.0214445032179356	0.0703356564044952	0.00705945724621415	-0.0748504847288132	-0.0848382711410522	-0.0324906222522259	0.153250426054001	-0.105145372450352	0.0693608671426773	0.00260461238212883	-0.00045361605589278	-0.0297331251204014	-0.0202467869967222	0.0223522558808327	0.0507560595870018	-0.025952473282814	0.0747005343437195	-0.166614145040512	-0.0827452465891838	0.0650970339775085	-0.04250717908144	-0.0459398254752159	0.046720877289772	0.0451428145170212	0.0671109557151794	0.107439272105694	0.0286755077540874	0.0675598680973053	0.0735256522893906	-0.0594995208084583	-0.0475594364106655	-0.0863385647535324	-0.0997187495231628	-0.0490103662014008	0.0796999782323837	-0.0913635343313217	-0.0949051156640053	-0.00761528965085745	-0.0931756049394608	-0.116685912013054	0.0235076621174812	0.0485833212733269	0.0173448827117682	0.200887948274612	-0.0472669266164303	0.00354983075521886	-0.0755217671394348	0.0827350169420242	0.0528348758816719	-0.0167228244245052	-0.0131503790616989	0.0292513761669397	-0.0393375381827354	0.293541818857193	-0.0901435613632202	0.159528285264969	0.134133487939835	-0.0453602410852909	-0.0489347353577614	0.0164069551974535	0.0283286198973656	0.0660160779953003	0.00280275149270892	-0.0525924935936928	-0.137976095080376	0.0169985145330429	-0.036828089505434	-0.00644011003896594
InferredCov7	-0.134409978985786	-0.0491997934877872	0.0993506237864494	-0.0919323191046715	0.099206879734993	0.0286999605596066	-0.0110278744250536	-0.155342474579811	0.0268496479839087	0.0432621762156487	0.0375425145030022	0.0561720505356789	0.0410240963101387	-0.0387506261467934	-0.00746125774458051	-0.0519523173570633	0.049959771335125	0.0185325238853693	0.0235127676278353	-0.0660426840186119	-0.0800953581929207	-0.120909683406353	0.00330792111344635	0.0970771387219429	-0.149712234735489	0.0668903738260269	0.0206151641905308	-0.0877138674259186	-0.0278872661292553	-0.148158922791481	0.0411338731646538	0.0229357816278934	-0.226531907916069	0.0132998339831829	0.0975239425897598	-0.0757306814193726	-0.0895577296614647	-0.024279547855258	0.0130924498662353	0.0545977018773556	0.0850897580385208	0.0562367290258408	0.0698051750659943	-0.198277801275253	0.00573421455919743	0.154459416866302	0.0171464737504721	0.00315508502535522	-0.00136578478850424	-0.00576352374628186	-0.0474256463348866	0.022516556084156	0.163939490914345	0.100578479468822	0.164241597056389	0.00046516177826561	0.0267975367605686	-0.00679123774170876	-0.00702099315822124	0.00973822269588709	0.0540645718574524	0.0153508139774203	-0.0531775206327438	-0.00165142933838069	0.12290097028017	-0.0795845687389374	-0.230072796344757	0.0468318983912468	-0.0992500633001328	-0.0392897017300129	-0.00645950110629201	-0.0984878018498421	-0.0192701034247875	0.0553020611405373	-0.0964015424251556	0.0342294983565807	0.0389795452356339	0.0688983276486397	0.0100697418674827	-0.0237573776394129	-0.0110484762117267	0.104512214660645	0.124697126448154	0.0357758700847626	-0.0418656654655933	0.0723459720611572	-0.000486518663819879	0.074261836707592	0.0114094400778413
