ID	GTEX-111CU	GTEX-111YS	GTEX-1122O	GTEX-1128S	GTEX-11DXX	GTEX-11EQ9	GTEX-11I78	GTEX-11LCK	GTEX-11ONC	GTEX-11P7K	GTEX-11TT1	GTEX-11VI4	GTEX-11XUK	GTEX-1211K	GTEX-12WSG	GTEX-12WSK	GTEX-12WSL	GTEX-12WSN	GTEX-1339X	GTEX-1399R	GTEX-1399U	GTEX-139YR	GTEX-13CF3	GTEX-13D11	GTEX-13FH7	GTEX-13FLV	GTEX-13FTW	GTEX-13FTX	GTEX-13N11	GTEX-13O1R	GTEX-13O61	GTEX-13OVI	GTEX-13PL7	GTEX-13U4I	GTEX-13VXT	GTEX-13W3W	GTEX-13X6H	GTEX-145MO	GTEX-NFK9	GTEX-NPJ8	GTEX-O5YT	GTEX-OHPL	GTEX-OHPM	GTEX-OOBJ	GTEX-OOBK	GTEX-P4PP	GTEX-P4PQ	GTEX-P4QS	GTEX-PLZ6	GTEX-PSDG	GTEX-PW2O	GTEX-PWOO	GTEX-PX3G	GTEX-Q2AH	GTEX-Q2AI	GTEX-Q734	GTEX-QCQG	GTEX-QDVJ	GTEX-QDVN	GTEX-QEL4	GTEX-QLQ7	GTEX-QLQW	GTEX-QMRM	GTEX-QV31	GTEX-QV44	GTEX-R53T	GTEX-R55D	GTEX-R55G	GTEX-RM2N	GTEX-RWS6	GTEX-S32W	GTEX-S33H	GTEX-S3XE	GTEX-S4P3	GTEX-S95S	GTEX-SE5C	GTEX-SIU7	GTEX-SNOS	GTEX-SUCS	GTEX-T5JW	GTEX-T8EM	GTEX-TKQ2	GTEX-TML8	GTEX-TMMY	GTEX-U4B1	GTEX-UJHI	GTEX-UJMC	GTEX-V1D1	GTEX-V955	GTEX-VJYA	GTEX-W5WG	GTEX-WFG7	GTEX-WFG8	GTEX-WFJO	GTEX-WFON	GTEX-WH7G	GTEX-WHWD	GTEX-WI4N	GTEX-WQUQ	GTEX-WRHK	GTEX-WYVS	GTEX-X15G	GTEX-X3Y1	GTEX-X4LF	GTEX-X5EB	GTEX-XBED	GTEX-XBEW	GTEX-XGQ4	GTEX-XMK1	GTEX-XPVG	GTEX-XQ8I	GTEX-XUW1	GTEX-XV7Q	GTEX-XXEK	GTEX-XYKS	GTEX-Y114	GTEX-Y3I4	GTEX-Y3IK	GTEX-Y5LM	GTEX-Y5V5	GTEX-Y8E4	GTEX-Y8LW	GTEX-Y9LG	GTEX-YB5E	GTEX-YB5K	GTEX-YEC3	GTEX-YEC4	GTEX-YF7O	GTEX-YFCO	GTEX-ZAB4	GTEX-ZAB5	GTEX-ZC5H	GTEX-ZF3C	GTEX-ZG7Y	GTEX-ZLFU	GTEX-ZLWG	GTEX-ZP4G	GTEX-ZPIC	GTEX-ZPU1	GTEX-ZT9W	GTEX-ZTPG	GTEX-ZV7C	GTEX-ZVP2	GTEX-ZVT2	GTEX-ZVZP	GTEX-ZYFG	GTEX-ZYWO	GTEX-ZYY3	GTEX-ZZPU 
C1	-0.018	-0.0215	-0.0205	-0.0202	-0.0218	-0.0209	-0.0209	-0.0219	-0.0208	0.1244	0.0243	-0.0206	-0.0217	-0.021	-0.0207	-0.0204	-0.0207	-0.0221	-0.0221	-0.0224	-0.0193	-0.0228	-0.0226	-0.02	-0.0218	-0.0215	-0.0175	-0.022	0.1151	-0.0205	0.0271	0.1081	-0.0224	-0.0222	0.1053	-0.0216	-0.0209	-0.0204	0.0973	-0.0219	-0.0208	-0.0233	-0.0212	0.129	-0.0217	-0.0195	-0.0203	0.1074	-0.0215	-0.0232	-0.0158	-0.0202	-0.0206	0.091	-0.0202	-0.022	-0.0159	-0.024	-0.0207	-0.0165	0.0231	0.0509	-0.0224	-0.0212	-0.0204	0	0.0116	-0.0221	-0.0208	-0.0206	-0.0192	-0.0178	-0.0234	-0.0221	-0.0216	-0.0216	-0.0217	0.0763	-0.0232	-0.0187	-0.0219	-0.0228	0.0794	-0.0227	-0.0222	0.113	0.103	-0.0209	-0.0234	0.1238	-0.0223	-0.0169	-0.0202	-0.0209	-0.0214	-0.0212	-0.0208	-0.0211	-0.0226	-0.0207	-0.022	-0.0225	0.1098	-0.0205	-0.0208	-0.0207	-0.013	-0.0209	-0.0202	-0.0213	-0.0211	-0.022	-0.022	-0.0216	0.1236	0.1321	-0.0206	0.1006	-0.0214	-0.0224	-0.0128	-0.0202	-0.0226	0.031	-0.0208	-0.0203	-0.0206	-0.0203	0.0119	-0.0189	-0.0217	-0.0213	-0.022	-0.0208	0.1234	0.0682	-0.0203	-0.0214	0.1027	-0.0215	-0.0182	0.1011	0.1268	-0.0225	-0.0202	-0.0202	-0.0209	-0.0167	-0.021
C2	0.001	0.013	0.0164	0.0106	0.008	0.002	0.0121	0.0119	0.005	0.0252	0.0128	0.01	0.0124	0.0092	0.0055	0.0023	0.0115	-0.0038	-0.0032	0.0128	0.009	0.0087	0.0065	0.0061	3e-04	0.0049	0.0022	0.0103	0.0024	0.0106	-0.0949	0.0146	-0.0014	0.0073	0.0097	0.0099	0.0166	0.005	-0.0054	0.0045	0.0069	0.0055	0.0044	0.0191	0.0106	0.005	0.0071	-0.0029	0.0059	0.0086	0.0074	0.0089	0.0024	0.0198	0.0115	0.0175	-7e-04	0.0011	0.0012	-0.0035	-0.5859	0.0096	0.0102	-0.0019	-0.0024	-0.0117	-0.0869	0.0107	-0.0152	0.0053	0.0012	-0.0011	0.0093	0.002	0.0051	-0.0016	0.0094	0.0139	0.0176	0.0027	0.0073	0.0069	-0.0187	0.0111	0.0155	0.0036	0.0169	0.0028	0.0049	0.0123	0.0042	-0.0052	0.0136	0.0092	0.0126	0.0068	0.0027	0.0123	-0.0042	0.0011	0.0122	0.0139	0.0094	0.0139	0.0146	0.0111	0.0044	0.0056	0.0024	0.0011	0.0017	0.0059	0.0181	0.0079	-0.0057	0.0152	0.0123	0.0155	0.0035	-5e-04	0.002	-0.0016	0.0094	0.0097	0.0135	0.0056	0.0068	0.0011	-0.0895	2e-04	2e-04	-0.0018	0.0049	0.0141	-0.0039	-0.0062	4e-04	0.0117	-0.0095	0.0024	0.0058	0.0066	0.0115	0.0175	0.001	0.0011	-0.0021	0.0049	0.0051
C3	0.006	0.0081	0.0178	0.0322	0.015	-0.0158	-0.0064	0.0102	0.019	0.0143	0.0141	-0.0108	0.0462	0.0138	0.0109	0.0325	0.0144	0.0196	0.0129	0.0381	-0.0114	0.0426	0.0519	0.0147	-0.011	-0.0185	-0.0958	-6e-04	-0.0016	-0.0143	-0.0521	-0.0075	0.052	0.0084	-0.0115	0.0033	0.0271	0.0127	0.018	0.0015	0.0167	0.0358	-0.0169	0.0122	0.0396	-0.0127	0.0094	0.036	0.0017	0.009	0.0164	0.0025	0.004	0.0282	-0.0366	0.0368	-0.0943	0.0569	0.0313	-0.0818	0.0208	4e-04	0.0433	-0.0039	0.0104	0.0315	-0.0597	0.024	0.0539	-0.0095	-0.0097	-0.0517	0.0373	-2e-04	0.0158	0.0448	0.0074	-0.0055	0.0251	0.0206	0.0169	0.0123	-0.0333	0.0296	0.0113	2e-04	0.027	0.0044	0.0387	-0.0041	0.0063	-0.0827	0.0228	0.0158	-5e-04	-0.0058	0.0049	0.0087	0.0457	0.0084	0.019	0.0349	0.022	-0.0285	0.0102	0.002	-0.1819	0.0114	0.0288	0.042	-0.0109	0.0367	0.0426	0.0164	0.0045	0.005	5e-04	0.0268	0.0133	-0.0065	-0.2056	-0.0067	0.0303	0.0024	0.0171	0.0183	0.0138	0.0144	-0.0576	0.0045	0.0166	0.0578	0.0069	0.0204	-0.0212	0.0212	0.0087	0.0442	-0.0127	-0.0066	-0.0359	-0.0011	0.0125	-0.0045	-0.0156	0.0074	-0.0231	-0.1054	-0.0099
InferredCov1	0.0966722592711449	0.0702641233801842	0.0793272033333778	-0.0423720739781857	0.0862497910857201	0.0184526927769184	0.00875135511159897	0.0469176582992077	0.0284995902329683	0.0810216218233109	0.0346490815281868	-0.00247413525357842	0.00309104402549565	0.0950740873813629	-0.0149381179362535	0.0787229388952255	0.0529943183064461	-0.00856421887874603	0.0109279872849584	-0.067345567047596	0.093016043305397	-0.0763068050146103	0.00560324126854539	0.0477512702345848	0.0442485772073269	-0.0186761543154716	0.0433649383485317	-0.0187635663896799	-0.0860899165272713	-0.00622498895972967	0.0138863679021597	0.0819901078939438	-0.0197968538850546	-0.00397976022213697	0.00206710305064917	0.0594559535384178	0.0764400810003281	-0.0108536006882787	-0.013459425419569	-0.156192451715469	0.00586711661890149	0.046616043895483	-0.0404657796025276	-0.0240951906889677	-0.0298251919448376	0.0264484696090221	0.087108887732029	-0.0277315601706505	0.0113842636346817	-0.0432596057653427	-0.141703277826309	-0.0641895309090614	-0.0524608343839645	-0.0902067273855209	0.0366472639143467	-0.07474385201931	0.0747175589203835	-0.0822578966617584	-0.0461705960333347	-0.0545721352100372	0.0551724955439568	-0.0320466794073582	-0.0115129938349128	0.0577271319925785	-0.0844082534313202	-0.0299932062625885	-0.0615632049739361	0.042962621897459	0.0144195845350623	0.0132653275504708	-0.0457419902086258	-0.10408241301775	0.101411744952202	0.0235348735004663	0.000203381467144936	-0.054128285497427	0.0386475436389446	0.00566947879269719	-0.0286596976220608	0.0135266222059727	0.00574483349919319	-0.0370643846690655	0.0241344012320042	-0.00448948470875621	0.0611074976623058	-0.00550068868324161	0.038734145462513	-0.145815640687943	-0.0885439217090607	-0.0735838264226913	0.0890032798051834	0.0338631384074688	0.0154013093560934	-0.0323653630912304	-0.060268197208643	0.0653104186058044	0.0150098139420152	-0.121339030563831	-0.0613509565591812	0.0843666195869446	0.0283444467931986	-0.0287561845034361	-0.00677596824243665	0.0158746130764484	0.0388221815228462	0.0124804750084877	-0.0126116462051868	0.0786713883280754	-0.0131121752783656	0.0203216150403023	-0.0626652762293816	0.0312707647681236	-0.0877943485975266	-0.00564478943124413	-0.0965885668992996	0.0962022840976715	0.0356936603784561	-0.0939864739775658	0.0184510201215744	-0.014424892142415	-0.00747117353603244	0.0557318516075611	-0.0711920186877251	-0.00401240307837725	0.0335786454379559	0.017030343413353	0.0692671835422516	0.0440186932682991	0.0714190229773521	-0.0492921695113182	-0.0901802778244019	-0.168539971113205	-0.167450875043869	-0.0250567551702261	0.0645462796092033	0.0165266487747431	0.0850407406687737	0.0310194697231054	0.0096289599314332	0.112461686134338	-0.0870791003108025	0.027245631441474	0.0596879981458187	0.0223026759922504	0.0429483279585838	0.0795469805598259	0.0499110594391823	-0.0619508437812328	-0.0602932535111904
InferredCov2	0.0313549712300301	-0.0343717224895954	-0.0461931265890598	0.0148374270647764	-0.0234518442302942	-0.0363757088780403	-0.00397321209311485	-0.0352043844759464	-0.0620986223220825	0.0489020943641663	0.0896531939506531	0.0282775908708572	-0.0284823775291443	0.030784921720624	-0.0791943743824959	0.0366884879767895	-0.00808910373598337	-0.0401987954974174	0.0542154163122177	-0.00480586336925626	0.0444158501923084	0.1664047986269	0.0946605652570724	0.0161696244031191	0.00904173124581575	-0.0834241211414337	-0.00206166342832148	-0.0326135009527206	0.0913150608539581	0.0565010719001293	-0.0686963275074959	-0.03772197291255	0.0820495113730431	0.0634823143482208	0.0695697888731956	-0.0642997995018959	0.0845032557845116	-0.0733297169208527	-0.0542761795222759	-0.0363380834460258	0.0395694077014923	0.079047903418541	-0.0131601113826036	-0.0777271240949631	0.0700954794883728	-0.0891006737947464	0.00101271038874984	0.0207437537610531	-0.0566589310765266	-0.0543448925018311	-0.0827249810099602	0.0792539268732071	-0.0284252651035786	0.107349522411823	0.0192693658173084	-0.0468107014894485	0.0491688065230846	0.0902665555477142	0.0538830049335957	-0.11971540004015	0.00967056956142187	-0.0135594122111797	0.0583712197840214	-0.0858113318681717	-0.0601903460919857	0.0336399003863335	-0.0805406421422958	0.0791226550936699	-0.0419788621366024	-0.0836950093507767	-0.00214502029120922	-0.0643414631485939	-0.0393319800496101	0.0261301919817924	0.022505983710289	0.0195175334811211	-0.0151371909305453	0.0153015507385135	-0.0209470447152853	0.062204584479332	0.0543704107403755	-0.0265440046787262	-0.0536747574806213	-0.0615936852991581	0.0609588474035263	0.0430724062025547	-0.0726796463131905	-0.0121151078492403	-0.022686468437314	-0.0219180155545473	-0.0443858467042446	0.0649972558021545	0.068195678293705	0.0211520735174417	0.165895387530327	-0.0273672379553318	-0.0109488926827908	0.0175001639872789	-0.0787423923611641	-0.0254829209297895	-0.0190495811402798	-0.022922346368432	-0.0985511392354965	0.0362047180533409	0.0300355535000563	0.061321284621954	-0.0605931989848614	-0.0719357058405876	-0.0509630031883717	0.0129602868109941	-0.139728665351868	-0.0817881673574448	0.109833307564259	0.0605998039245605	0.0492449067533016	0.0313240997493267	-0.00757249025627971	0.0658882260322571	-0.00993652455508709	-0.0858289301395416	-0.0747155696153641	0.00285129761323333	0.14462673664093	0.098191611468792	-0.100013382732868	-0.0210133027285337	-0.0835203975439072	-0.0483126603066921	0.0375383011996746	-0.10853586345911	3.72501235688105e-05	-0.00465128058567643	-0.0243892855942249	-0.0290891155600548	0.0131048196926713	0.0452660173177719	0.0161873437464237	0.0139218149706721	0.0304839126765728	-0.0151622844859958	0.0654815435409546	0.0152048980817199	0.0467362999916077	0.00176036916673183	0.0577562525868416	0.0605554357171059	0.0211347714066505	-0.0676063448190689	-0.0582562759518623
InferredCov3	-0.00836594961583614	-0.00887128338217735	-0.0276460405439138	-0.0999502092599869	0.0109803574159741	0.0394127666950226	0.0685581341385841	-0.0722416862845421	0.0711435228586197	0.0597737208008766	-0.0548641793429852	0.065064549446106	-0.124788232147694	-0.0230563823133707	-0.0247614718973637	0.109636552631855	-0.0395229123532772	-0.0577426701784134	-0.119878955185413	0.135749861598015	0.0574143044650555	0.0174559783190489	-0.0509118475019932	0.0438093096017838	-0.0616758652031422	0.079335980117321	-0.0112690115347505	0.0450062975287437	0.0288732759654522	-0.167231604456902	-0.0177862495183945	0.0303390026092529	0.122821055352688	0.0797422975301743	-0.00877180695533752	-0.0865762829780579	-0.0459948740899563	-0.0352006852626801	0.0768711045384407	-0.132966846227646	-0.0507637858390808	-0.0267640892416239	0.0558567866683006	0.0654509142041206	-0.109824687242508	0.0422679074108601	-0.0481470935046673	-0.0386148653924465	0.00222349120303988	-0.0774063840508461	0.0542948357760906	-0.0933888778090477	0.0995388701558113	-0.0326776653528214	-0.0544517934322357	0.0840573906898499	0.0383321717381477	-0.0022701439447701	0.00700834859162569	-0.0691510066390038	-0.0285864342004061	-0.011100766249001	-0.0418178290128708	-0.0180752128362656	0.0581604465842247	0.111110240221024	0.00607126951217651	0.000900874263606966	0.000503688876051456	-0.0132569195702672	-0.0542326606810093	-0.0650902464985847	-0.0181255787611008	-0.00696261739358306	-0.0721965357661247	-0.0335899367928505	-0.0322817638516426	0.00761057762429118	-0.0262415949255228	0.0658270642161369	-0.0580776371061802	-0.0305264331400394	0.0446346774697304	-0.029630659148097	-0.081265889108181	0.0117376009002328	0.0402269288897514	0.00527861667796969	-0.0280895791947842	-0.00138376594986767	0.0553705021739006	0.00227481499314308	-0.0192876011133194	-0.0233252719044685	0.0126900272443891	0.0212318319827318	-0.0100980577990413	-0.16078482568264	0.00764537788927555	-0.0134156290441751	0.105709739029408	-0.0182369276881218	0.0113716861233115	0.0349777266383171	0.0179216265678406	-0.0739238485693932	-0.0410947054624557	0.00352760194800794	-0.00036201742477715	0.0102878957986832	0.028148178011179	-0.0254526697099209	0.0655158162117004	-0.112363524734974	0.10329508036375	-0.00703676696866751	-0.0634004399180412	0.0626322478055954	-0.0158786606043577	0.0700009688735008	0.0526962131261826	-0.0704795196652412	0.0618056058883667	0.0302154328674078	-0.0383629612624645	0.0297321081161499	-0.0279266033321619	0.0406432934105396	0.107912860810757	-0.0419988743960857	0.0608581379055977	0.0116493245586753	0.063501313328743	-0.0259403940290213	0.022164560854435	0.0561248622834682	0.0245462451130152	-0.0391470901668072	0.0955169424414635	0.013335426338017	-0.00812879484146833	-0.0276727024465799	0.0695664882659912	0.0817900374531746	0.0533153563737869	0.0340821817517281	-0.0441972985863686	-0.0305623915046453	0.00756169017404318
InferredCov4	-0.040294349193573	0.0360756553709507	0.0654895752668381	-0.161210671067238	-0.0130653493106365	0.0273272469639778	0.040510393679142	0.0106506589800119	-0.207587361335754	-0.0157887730747461	-0.0751246064901352	0.0277226902544498	0.0407846160233021	0.00431086262688041	-0.0263359528034925	-0.0500053763389587	0.00987310893833637	0.0178797487169504	-0.102571055293083	0.00064421008573845	0.0258087404072285	-0.0697801187634468	-0.0376925133168697	-0.0142415892332792	0.0376727767288685	-0.123822465538979	0.0569332465529442	0.011028771288693	0.0346489511430264	-0.0586078017950058	0.0429601930081844	0.054803479462862	0.0456958673894405	-0.13420358300209	0.031229805201292	0.0476904064416885	-0.00302703399211168	-0.0920799747109413	0.0578602403402328	-0.0204859636723995	-0.0170818399637938	-0.00085147371282801	0.0660873800516129	-0.0833702832460403	-0.0505564287304878	-0.0357505232095718	0.040098775178194	0.0884798094630241	0.0225384086370468	0.0156928654760122	0.0482494756579399	-0.0169515274465084	0.0592597164213657	0.0623139180243015	0.0314522944390774	-0.134439304471016	0.00843563117086887	0.0717981085181236	0.0948195606470108	-0.00493718311190605	0.00445444229990244	0.0528184324502945	-0.0315117835998535	0.0395900793373585	-0.071409747004509	-0.126262024044991	0.0489770546555519	0.00666075525805354	0.0175791252404451	0.0763903483748436	-0.00107634323649108	-0.0928774997591972	-0.0384673587977886	0.0181689765304327	0.0175129175186157	0.0231810994446278	0.0152697190642357	0.0419452860951424	0.0789693593978882	0.0428292602300644	0.00371512374840677	-0.00484613096341491	-0.0837836116552353	0.0479576289653778	-0.0189752597361803	-0.0502646192908287	0.0543268136680126	0.0661982521414757	0.0500056371092796	0.0366610549390316	-0.0443382561206818	-0.0474437586963177	0.0358849540352821	0.0767464488744736	0.085918016731739	0.00834754295647144	-0.0197943150997162	-0.0113966707140207	0.00972909945994616	0.0394031442701817	-0.0814720392227173	-0.00718135433271527	0.0813726633787155	0.074515126645565	0.0538319870829582	0.000729103805497289	0.0236719399690628	-0.0285556185990572	0.0748244449496269	0.0527872890233994	-0.00994333159178495	0.0309327729046345	-0.115542881190777	-0.179065585136414	0.0522606410086155	0.078469842672348	0.0727447345852852	-0.00533577986061573	0.0182454828172922	-0.120447300374508	-0.0450378507375717	-0.0354601368308067	0.111218050122261	0.023801414296031	0.0305131580680609	0.0307933203876019	0.025723485276103	0.0197376031428576	-0.0553771071135998	-0.0637306049466133	-0.052329707890749	0.000501620525028557	0.0539667829871178	0.0412864908576012	0.00106699671596289	0.00368105270899832	-0.00910931453108788	0.0502625964581966	-0.0311721004545689	-0.0249314475804567	-0.0662209764122963	-0.0460236445069313	0.0359595939517021	0.0579122416675091	-0.0285221096128225	-0.037655346095562	-0.138188138604164	-0.145700097084045	0.121044807136059
InferredCov5	-2.72248344117543e-05	-0.0251283813267946	-0.00232388684526086	-0.0496768206357956	0.0343259088695049	0.0800833702087402	-0.0106317494064569	-0.0338723473250866	-0.0123200369998813	-0.0681281983852386	0.0185581855475903	0.0919484496116638	0.0112986285239458	0.00207963888533413	0.0754943341016769	-0.100990302860737	-0.145183056592941	-0.0782911479473114	0.108504146337509	-0.143932029604912	-0.0549577176570892	0.00123368413187563	0.0382220707833767	-0.0370058827102184	-0.0237899478524923	0.0533600077033043	0.0705600157380104	0.0552151575684547	0.0580825805664062	0.1181301176548	0.0506697557866573	0.0681767985224724	-0.0770525187253952	0.102449409663677	0.0445773229002953	-0.0473418086767197	-0.108728557825089	-0.0388183705508709	0.0428184829652309	-0.114291362464428	-0.035489659756422	-0.108768343925476	-0.0729597136378288	0.0869255289435387	-0.00962845236063004	0.126972034573555	-0.172870025038719	-0.00174395006615669	0.0830215290188789	0.0662957429885864	-0.0115879494696856	-0.0378473214805126	0.0529400669038296	-0.0235331524163485	-0.0380637310445309	-0.0391670987010002	-0.137275233864784	0.0883243829011917	-0.0236697532236576	-0.0863479599356651	-0.0761329159140587	-0.00877421069890261	0.0596186071634293	-0.00643522338941693	0.0124044911935925	-0.00507829058915377	0.049253024160862	-0.0440105274319649	0.0421395674347878	-0.0274874567985535	-0.0966305583715439	0.0227768886834383	0.0341305360198021	0.0171858053654432	-0.00564841134473681	0.0916333198547363	-0.0383116416633129	0.0351492315530777	-0.0809583738446236	0.00603203941136599	0.132114991545677	0.0673039704561234	0.0358681827783585	0.0814607888460159	-0.0582834035158157	0.119752801954746	-0.0140391970053315	-0.0103661818429828	0.00752651738002896	-0.0357494875788689	-0.0338389053940773	0.0662551820278168	0.0862385407090187	-0.024689381942153	0.0230145901441574	0.0502118356525898	-0.145470008254051	0.0541304647922516	-0.0471417866647243	0.094280056655407	-0.120990425348282	-0.0216064117848873	-0.00965757854282856	0.0637982562184334	-0.10812995582819	0.0268426835536957	0.107099547982216	-0.00813048053532839	0.000692184607032686	0.0344737246632576	0.00600765226408839	0.0327124558389187	-0.0383039005100727	-0.0323630161583424	-0.0839248150587082	-0.0267828926444054	-0.0674072504043579	0.0105583975091577	0.0380489453673363	-0.0306028593331575	0.00340449204668403	-0.113999500870705	0.0691713243722916	0.095724955201149	-0.0112138455733657	0.081375889480114	0.00433124043047428	0.0128320325165987	0.0176088958978653	-0.000970948021858931	-0.00147813535295427	-0.0916724503040314	-0.127897128462791	-0.0105259334668517	0.0213860664516687	0.104772411286831	0.0610078908503056	-0.0247093699872494	0.0461829267442226	0.000162919284775853	-0.023326076567173	0.0211935080587864	-0.0634418129920959	0.04964704439044	0.0385331809520721	0.00195320183411241	-0.0579355023801327	0.0249293427914381	0.0133744040504098
InferredCov6	0.0376888960599899	-0.01227140519768	0.00369191449135542	-0.101871088147163	0.0292403623461723	-0.019226985052228	0.00806186441332102	-0.000496852153446525	-0.102415919303894	-0.0925224721431732	0.0752350091934204	0.00561323435977101	0.0467845275998116	0.0342782884836197	-0.0667027458548546	-0.155236303806305	0.0598936676979065	-0.00710867205634713	0.0591104663908482	-0.00347234471701086	-0.103161789476871	0.0316366441547871	-0.0267397537827492	0.0757242068648338	-0.0204054452478886	0.0135582834482193	0.0364219658076763	0.0603501759469509	0.0544766820967197	-0.247302860021591	-0.0592701099812984	-0.0462140217423439	-0.0255990941077471	0.0951655432581902	0.0151838576421142	0.0372598618268967	-0.0780897811055183	-0.0998156294226646	-0.0503740198910236	0.0328367240726948	0.0147494114935398	0.0213835723698139	0.0898179337382317	0.0486677438020706	-0.0223941076546907	-0.0200029946863651	0.0379004403948784	0.0861874967813492	0.0530331209301949	-0.0354289449751377	0.0144089395180345	0.0618481673300266	-0.0150814261287451	0.0689907371997833	0.128447875380516	0.131127804517746	-0.0202437024563551	0.0988153144717216	0.00685482611879706	0.0323774479329586	-0.0533575713634491	-0.0363475903868675	0.00502413278445601	0.0556918904185295	0.0337247028946877	0.149863764643669	-0.0726633667945862	0.0750007778406143	-0.0437846966087818	0.0468175299465656	0.0501015037298203	0.0220877081155777	0.0552965439856052	-0.0730788931250572	-0.0523701086640358	-0.0261284206062555	0.0371907204389572	0.0300829391926527	-0.0342041775584221	-0.0499172247946262	-0.0283706188201904	-0.0111169284209609	0.0623425357043743	0.0373724810779095	0.0502839423716068	-0.0257283337414265	-0.0733243823051453	-0.0740219131112099	0.0428824983537197	-0.0828325003385544	0.0183951258659363	0.0888664647936821	0.0941708609461784	-0.0173067040741444	0.0529599227011204	0.0365867987275124	0.090009443461895	-0.134354159235954	0.00119506649207324	-0.0310751292854548	-0.0667039752006531	0.0856300592422485	-0.0138239460065961	-0.00839169416576624	-0.095774881541729	0.059259545058012	-0.0303956996649504	0.0375694669783115	0.0127428537234664	-0.0249896626919508	0.09034463763237	0.0465115308761597	0.0515008792281151	-0.0812360718846321	0.011242694221437	-0.113267630338669	0.130099982023239	-0.126445844769478	0.0736047998070717	-0.0244359336793423	0.0590335465967655	-0.0395775623619556	-0.0377765446901321	-0.0483543835580349	-0.054565541446209	0.0412115044891834	-0.0385938882827759	0.0424205027520657	0.0415124408900738	-0.0521984696388245	0.0643724054098129	-0.0768793523311615	-0.151577785611153	0.0604118593037128	-0.0627186074852943	-0.0159873813390732	0.00808259844779968	0.114338606595993	-0.0569680035114288	-0.0135682998225093	0.0187341496348381	-0.0942744165658951	-0.0462988838553429	-0.0994168817996979	-0.109940946102142	0.0107682878151536	0.0320973806083202	0.00417192280292511	-0.00350132840685546
InferredCov7	-0.0208208151161671	-0.0432841181755066	-0.0410202331840992	0.0339492484927177	-0.0890392661094666	0.0567919947206974	-0.0546679422259331	0.0720897763967514	0.0198434181511402	0.0604599602520466	0.0799355357885361	0.053905364125967	-0.0169895198196173	-0.0187517311424017	-0.235173508524895	0.0656026378273964	-0.0131415687501431	0.0829048454761505	0.0609329491853714	-0.0512933544814587	-0.00229769595898688	-0.0639568790793419	0.0885674580931664	0.129160538315773	0.085917703807354	0.00518693262711167	-0.025824436917901	0.117073908448219	-0.0161698944866657	-0.03678372874856	0.00867982674390078	-0.00366372102871537	0.0577376931905746	0.0469514429569244	-0.0435428060591221	0.00679687829688191	-0.000880172417964786	0.0560027807950974	0.0418146550655365	0.0666712820529938	0.0772567912936211	0.00528650637716055	0.0116565180942416	-0.0129273440688848	0.00563782965764403	0.0631015226244926	-0.0174695681780577	-0.0117649817839265	0.120814308524132	0.0470822751522064	-0.0142734805122018	0.0689742341637611	-0.0837188512086868	0.127725839614868	-0.0753953084349632	-0.0493609048426151	0.0192543603479862	0.0318437591195107	0.0889080092310905	-0.0290320198982954	-0.0347770936787128	-0.0827139243483543	-0.11882758885622	-0.0221076253801584	0.00962125137448311	-0.0800226926803589	0.0448186174035072	-0.091823510825634	0.00411151302978396	0.0321083478629589	0.0812699273228645	-0.0858404263854027	-0.0295367911458015	-0.042755015194416	-0.0260011069476604	-0.0253576040267944	-0.0211704168468714	-0.0534721538424492	-0.0407245978713036	0.0716781541705132	-0.0384663119912148	-0.158240914344788	0.116697750985622	-0.0732596293091774	-0.0898586362600327	0.0210474077612162	0.124717049300671	0.00399769330397248	0.0560310147702694	-0.0190631914883852	0.0418806932866573	0.0957081615924835	0.0530114099383354	0.0279391016811132	-0.0745765715837479	-0.0375167019665241	-0.113020591437817	-0.0783368572592735	-0.0719368457794189	-0.0997134298086166	-0.0763986557722092	-0.121325425803661	0.0554395169019699	0.051139809191227	-0.0609927177429199	0.0471766293048859	0.02608422935009	-0.0022602251265198	-0.178605958819389	0.0357034914195538	0.0757711827754974	-0.0819648578763008	-0.0218876581639051	0.00440353713929653	0.126499608159065	-0.0600463524460793	-0.0774039924144745	-0.0736901089549065	0.0183550044894218	-0.0365852788090706	-0.0437964573502541	0.113647997379303	-0.0064321355894208	-0.0210378803312778	-0.00262219598516822	0.0406369417905807	0.0520296655595303	0.0877391472458839	0.00646224990487099	0.0646491721272469	-0.0593153201043606	-0.0415771938860416	0.0219212379306555	-0.0128252161666751	-0.00668129324913025	0.0322879329323769	-0.00576442154124379	-0.00404242472723126	-0.197958618402481	-0.0604705661535263	-0.0242947265505791	0.111385405063629	-0.0795075967907906	0.0889077261090279	0.0353617407381535	0.0238733720034361	-0.00632839277386665	0.0950241163372993	0.0783492028713226
