ID	GTEX-1122O	GTEX-11EM3	GTEX-11EMC	GTEX-11EQ9	GTEX-11I78	GTEX-11P7K	GTEX-11TT1	GTEX-11VI4	GTEX-11ZTT	GTEX-1211K	GTEX-1212Z	GTEX-12696	GTEX-RWS6	GTEX-S4Q7	GTEX-S7SF	GTEX-S95S	GTEX-SIU7	GTEX-SN8G	GTEX-SNOS	GTEX-SSA3	GTEX-SUCS	GTEX-T5JC	GTEX-T5JW	GTEX-T6MN	GTEX-T6MO	GTEX-TKQ1	GTEX-TKQ2	GTEX-TML8	GTEX-TMZS	GTEX-U3ZG	GTEX-U3ZH	GTEX-U3ZM	GTEX-U3ZN	GTEX-UPJH	GTEX-UPK5	GTEX-V1D1	GTEX-V955	GTEX-VJYA	GTEX-VUSG	GTEX-VUSH	GTEX-W5WG	GTEX-W5X1	GTEX-WCDI	GTEX-WEY5	GTEX-WFG7	GTEX-WFG8	GTEX-WFJO	GTEX-WFON	GTEX-WH7G	GTEX-WHPG	GTEX-WHSB	GTEX-WOFM	GTEX-WRHK	GTEX-WXYG	GTEX-WZTO	GTEX-X15G	GTEX-X3Y1	GTEX-X4EP	GTEX-X4LF	GTEX-X585	GTEX-X5EB	GTEX-X638	GTEX-X88G	GTEX-XBED	GTEX-XBEW	GTEX-XGQ4	GTEX-XLM4	GTEX-XMK1	GTEX-XPT6	GTEX-XQ3S	GTEX-XUJ4	GTEX-XUYS	GTEX-XXEK	GTEX-XYKS	GTEX-Y114	GTEX-Y3IK	GTEX-Y5LM	GTEX-Y5V5	GTEX-Y5V6	GTEX-Y8DK	GTEX-Y8E4	GTEX-Y8E5	GTEX-Y8LW	GTEX-Y9LG	GTEX-YB5E	GTEX-YB5K	GTEX-YEC3	GTEX-YEC4	GTEX-YFCO	GTEX-ZC5H	GTEX-ZDTS	GTEX-ZF3C	GTEX-ZG7Y	GTEX-ZLV1	GTEX-ZLWG	GTEX-ZP4G	GTEX-ZPCL	GTEX-ZPIC	GTEX-ZPU1	GTEX-ZQG8	GTEX-ZQUD	GTEX-ZT9W	GTEX-ZT9X	GTEX-ZTPG	GTEX-ZTSS	GTEX-ZTTD	GTEX-ZTX8	GTEX-ZUA1	GTEX-ZV6S	GTEX-ZV7C	GTEX-ZVT2	GTEX-ZVTK	GTEX-ZVZP	GTEX-ZXES 
C1	-0.0205	-0.0206	-0.0197	-0.0209	-0.0209	0.1244	0.0243	-0.0206	-0.0188	-0.021	-0.0205	-0.0219	-0.0206	-0.0124	-0.0147	-0.0216	-0.0217	-0.0206	0.0763	0.1148	-0.0232	-0.0226	-0.0187	-0.0221	-0.0218	0.071	-0.0228	0.0794	-0.0202	-0.0226	-0.0158	-0.0207	-0.0212	-0.0207	-0.0219	-0.0209	-0.0234	0.1238	-0.0226	0.1208	-0.0223	0.1279	0.1242	-0.0216	-0.0169	-0.0202	-0.0209	-0.0214	-0.0212	-0.0081	-0.0211	-0.022	-0.0207	0.1187	-0.0174	-0.0225	0.1098	-0.0203	-0.0205	0.1336	-0.0208	0.1171	0.1196	-0.0207	-0.013	-0.0209	-0.0216	-0.0202	-0.0196	-0.0208	-0.0118	0.1159	-0.0216	0.1236	0.1321	0.1006	-0.0214	-0.0224	-0.022	-0.0215	-0.0128	0.1138	-0.0202	-0.0226	0.031	-0.0208	-0.0203	-0.0206	0.0119	-0.0213	-0.0199	-0.022	-0.0208	-0.0209	0.0682	-0.0203	-0.0224	-0.0214	0.1027	-0.0213	0.1109	-0.0215	-0.0215	-0.0182	-0.0213	-0.0213	0.089	-0.0221	-0.0196	0.1011	-0.0225	0.0534	-0.0202	-0.0181
C2	0.0164	0.0072	-0.006	0.002	0.0121	0.0252	0.0128	0.01	0.0097	0.0092	0.0039	0.0178	0.0053	-0.0157	0.0029	0.0051	0.0094	0.0079	0.0139	-0.0087	0.0176	0.0065	0.0027	0.0071	0.0068	0.0102	0.0069	-0.0187	0.0085	0.0113	0.0136	-0.003	0.0105	0.0146	5e-04	0.0028	0.0049	0.0123	0.0183	0.0083	0.0042	0.0065	0.0121	0.0042	-0.0052	0.0136	0.0092	0.0126	0.0068	-0.1134	0.0064	0.0059	0.0011	0.0195	-0.0018	0.0139	0.0094	0.0074	0.0139	0.0149	0.0146	0.0111	0.0142	0.0111	0.0044	0.0056	0.0054	0.0024	0.0101	0.0039	0.0043	0.0151	0.0079	-0.0057	0.0152	0.0155	0.0035	-5e-04	0.0061	0.0124	0.002	0.0106	-0.0016	0.0094	0.0097	0.0135	0.0056	0.0068	-0.0895	-0.0018	0.0077	0.0049	0.0141	0.0072	-0.0062	4e-04	0.0072	0.0117	-0.0095	0.006	0.0135	0.0024	-0.0059	0.0058	0.0173	0.006	0.0018	0.0124	0.0014	0.0066	0.0175	0.0046	0.001	0.0126
C3	0.0178	0.0034	-0.0044	-0.0158	-0.0064	0.0143	0.0141	-0.0108	0.0187	0.0138	0.0042	0.0097	-0.0095	-0.2223	-0.0549	0.0158	0.0074	0.0322	-0.0055	0.0061	0.0251	0.0124	0.0206	0.0181	0.0245	-0.0231	0.0123	-0.0333	-0.0041	0.062	0.0016	0.0182	-0.0151	0.0277	0.0026	0.0044	0.0387	-0.0041	0.0225	0.015	0.0063	0.0181	0.0105	7e-04	-0.0827	0.0228	0.0158	-5e-04	-0.0058	0.0257	0.0151	0.0252	0.0084	0.0043	-0.0696	0.0349	0.022	0.0218	-0.0285	-0.0084	0.0102	0.0139	-0.0058	0.002	-0.1819	0.0114	0.035	0.0288	0.0235	0.0544	-0.1876	-0.0106	0.0164	0.0045	0.005	0.0268	0.0133	-0.0065	0.0207	0.0114	-0.2056	0.0126	-0.0067	0.0303	0.0024	0.0171	0.0183	0.0138	-0.0576	0.0578	-0.0038	0.0069	0.0204	0.0201	0.0212	0.0087	-0.0148	0.0442	-0.0127	0.0186	0.0217	-0.0066	0.0487	-0.0359	-0.0055	0.0217	0.014	0.0239	-0.0301	-0.0011	-0.0045	-0.0542	-0.0156	0.0268
InferredCov1	-0.0473542958498001	0.0250236708670855	-0.105880975723267	-0.00149921281263232	0.0880244597792625	-0.0342435240745544	0.0289129540324211	-0.000434373214375228	-0.124784089624882	-0.00638143718242645	-0.14216659963131	-0.126855239272118	-0.0243419837206602	0.166161939501762	0.154830321669579	0.0152895394712687	5.90859781368636e-05	0.147548243403435	0.0310879275202751	0.0204502418637276	0.0467122532427311	0.10332128405571	0.0247549433261156	-0.0336781963706017	-0.054395142942667	-0.0400292240083218	0.0399434417486191	-0.0919582322239876	-0.0199406091123819	-0.00224045710638165	-0.0222793035209179	-0.0177277345210314	0.0680946111679077	-0.0362305492162704	-0.0136896697804332	0.0769296288490295	0.0697370916604996	0.0793057531118393	0.0228385180234909	-0.137050956487656	-0.123221457004547	0.0175296030938625	0.0365077629685402	-0.0019208756275475	-0.133308559656143	0.0169070027768612	0.0199969038367271	0.0214886404573917	-0.0620660036802292	0.0822045058012009	0.159103155136108	0.0257250536233187	0.00358891813084483	-0.0314448624849319	-0.0646649748086929	0.0763643831014633	-0.0561442375183105	-0.0217047706246376	0.075304388999939	-0.123014964163303	0.0671786889433861	0.00333554320968688	-0.0205872617661953	0.0100211603567004	0.0095116775482893	0.0574174746870995	-0.0988077819347382	0.0268777050077915	0.0549941249191761	0.0946944430470467	-0.104392915964127	0.0349239632487297	0.0489189364016056	0.0168076474219561	-0.0676504820585251	0.0227766335010529	0.020704073831439	-0.0149895958602428	0.0183446146547794	0.138770297169685	0.0420881286263466	0.00553035456687212	0.0575168840587139	0.0374625660479069	-0.0247554946690798	-0.0865210145711899	0.0380349569022655	0.00159346032887697	-0.0913908705115318	-0.0457792468369007	-0.0788495242595673	-0.0367436110973358	0.00908594205975533	-0.0407993532717228	-0.0171255953609943	0.00137847103178501	-0.0689664855599403	-0.0267025958746672	0.0120195196941495	0.0423577539622784	0.00734582869336009	-0.000551993085537106	-0.0397077165544033	0.0423908121883869	0.0773249864578247	0.0268124304711819	-0.00309924222528934	-0.00807126797735691	-0.0742386355996132	0.124484062194824	-0.0750626623630524	-0.0185948554426432	-0.0630660727620125	-0.0878742411732674
InferredCov2	0.0370403788983822	-0.0285895764827728	0.0517171770334244	0.0181329417973757	-0.0282414853572845	-0.110160253942013	-0.181738689541817	-0.103849872946739	-0.163359060883522	-0.150264039635658	-0.0414976440370083	-0.0326330810785294	0.0464441552758217	-0.047694768756628	0.0259861554950476	0.00530868861824274	-0.00496545014902949	-0.0321384891867638	0.0232561584562063	0.0946531444787979	0.0222307685762644	0.00526209268718958	-0.0158988665789366	0.00596362259238958	0.022627517580986	0.0245797783136368	-0.0660784319043159	-0.00657904939725995	-0.00144354230724275	0.0869334936141968	-0.00744048319756985	0.0433864668011665	-0.0646875575184822	-0.0109155643731356	0.0632387697696686	0.0154451681300998	0.0187153648585081	0.0180172137916088	-0.00982064381241798	-0.00212094676680863	0.0013092216104269	-0.00464242324233055	0.0731512531638145	0.0413054749369621	0.0355718545615673	0.0839767903089523	0.0275638997554779	0.00936690904200077	0.0544732362031937	0.0261702388525009	-0.000803741277195513	0.0654651522636414	0.0223867632448673	0.0510483831167221	0.0869096145033836	0.0746756047010422	0.104026153683662	0.0534524358808994	0.0311874505132437	0.0740394443273544	0.0563676431775093	0.0884225517511368	0.0717529207468033	0.0235268864780664	0.0635063797235489	0.0127825774252415	0.0724157318472862	0.00908565800637007	-0.00534224137663841	0.0107420198619366	0.0757979974150658	0.0387091226875782	-0.025616692379117	0.0357364788651466	0.0781008005142212	-0.0386954285204411	0.100781962275505	0.0506449490785599	0.0414281748235226	-0.00481936009600759	0.0431488528847694	0.0813043043017387	0.060665886849165	0.0406603328883648	0.0468658693134785	0.0628459900617599	-0.238518327474594	0.0211293250322342	-0.201650008559227	0.00239670346491039	0.0442785136401653	-0.045972716063261	-0.032276589423418	-0.0510111413896084	-0.0964923948049545	-0.127399146556854	-0.093125157058239	-0.0495571754872799	-0.0829414501786232	-0.0946120619773865	0.00749688083305955	-0.0771622732281685	-0.0222836714237928	-0.0505508854985237	-0.0851365998387337	-0.0269547551870346	0.0249323695898056	-0.0281674824655056	-0.0337472781538963	0.00439607445150614	-0.0492561869323254	-0.0363004766404629	-0.0295426249504089	-0.0729232132434845
InferredCov3	0.0548387356102467	0.0372894816100597	0.0937751308083534	-0.00326206837780774	0.091747559607029	0.0543141886591911	-0.0182060394436121	0.056539848446846	-0.0137306144461036	-0.0458274409174919	0.0755595192313194	0.111866101622581	-0.0863573476672173	0.0510875508189201	0.114680595695972	0.141201063990593	0.0304322727024555	-0.00595117872580886	0.0632822960615158	-0.0836685225367546	0.0302468817681074	0.111639514565468	0.0552111193537712	-0.00772914895787835	0.00987805239856243	0.0110494112595916	0.0508052818477154	0.066216915845871	-0.0049452455714345	-0.126819953322411	-0.00797033682465553	-0.15986841917038	0.110165998339653	0.0754292085766792	0.127748683094978	-0.0326162055134773	-0.0883025005459785	-0.0348765961825848	0.00567560829222202	-0.0134156886488199	0.0295661352574825	-0.151146531105042	-0.0857573375105858	-0.102718383073807	-0.0358175598084927	-0.0359417200088501	-0.100959651172161	-0.132332980632782	-0.0608222186565399	0.019132386893034	0.0865564346313477	0.0194688588380814	-0.122835665941238	-0.0610810145735741	0.0589109621942043	-0.0463442765176296	0.0469382964074612	0.0243825726211071	0.056795809417963	0.040394451469183	0.0243096128106117	-0.0170288812369108	0.043263241648674	-0.0136817283928394	-0.0509580597281456	-0.0490267984569073	0.0575796030461788	0.0170759577304125	0.0982843786478043	-0.0412548780441284	0.008360605686903	-0.0552523508667946	-0.0475572533905506	-0.0644477531313896	-0.0226138290017843	-0.0703866928815842	-0.00455129472538829	0.0531847849488258	-0.0331713818013668	-0.0919852182269096	-0.00421570148319006	-0.0795337930321693	0.00155739660840482	0.000583228655159473	-0.0801469907164574	0.00625582551583648	-0.102838546037674	-0.0441816672682762	-0.131496652960777	-0.0195817667990923	0.00489420816302299	-0.0757876262068748	-0.00398941384628415	-0.0392378233373165	-0.00886695738881826	-0.109917722642422	0.0127649428322911	-0.12806025147438	-0.0639784559607506	-0.0123263746500015	0.12881039083004	0.0622575767338276	0.0975337997078896	0.044736236333847	0.134565576910973	0.0297062993049622	0.0356164611876011	0.149087816476822	0.0840689018368721	0.0194855015724897	-0.0346928760409355	0.0257405266165733	-0.0137239536270499	0.0319111570715904
InferredCov4	-0.0017864890396595	0.027856731787324	-0.0742966458201408	0.0433894507586956	0.0763257816433907	0.029833123087883	0.0252752434462309	0.0224821716547012	0.0710546597838402	0.0728194937109947	-0.0124096134677529	-0.0112548554316163	0.119603179395199	0.025895893573761	-0.0548787713050842	-0.0127500584349036	-0.0613751150667667	0.127551168203354	0.0831857621669769	0.0575777590274811	0.0555996522307396	0.108180478215218	-0.0681783556938171	0.142509058117867	0.0722234472632408	0.00665067788213491	0.0975558906793594	0.0740200579166412	0.00519658019766212	-0.00931314844638109	0.0355282127857208	-0.0461971797049046	0.0562455505132675	-0.0658030584454536	0.0571186281740665	-0.0190676636993885	0.056861624121666	-0.00228466186672449	-0.104511968791485	0.04072130843997	0.0177389346063137	0.11875457316637	0.139343470335007	0.0374049916863441	-0.0184001233428717	-0.0782154649496078	-0.117717444896698	-0.0839269161224365	-0.0994277372956276	0.05884625390172	-0.0384014621376991	-0.0534290820360184	0.0852297395467758	0.120343573391438	0.00233346177265048	-0.0107657695189118	0.0770292282104492	-0.0519833378493786	0.0339060388505459	-0.0535454340279102	-0.00692940317094326	-0.0123273143544793	0.062446340918541	-0.0366068370640278	0.11751376837492	-0.0469246655702591	0.0846035405993462	0.0216023344546556	-0.0782183930277824	-0.0868773460388184	-0.0409565716981888	-0.00915048085153103	-0.0333333350718021	-0.133870184421539	0.0709148198366165	-0.0788934156298637	-0.115060098469257	-0.0409237742424011	-0.140116676688194	-0.114492125809193	-0.145166158676147	0.0901939943432808	-0.0386775061488152	0.121348664164543	-0.0197001751512289	-0.049091175198555	-0.0449995137751102	0.0260814260691404	0.0997446030378342	-0.11022462695837	-0.0456663817167282	-0.103255666792393	0.0287795551121235	0.00219563860446215	-0.0839756801724434	-0.0891258716583252	-0.0327858403325081	0.0140691259875894	0.0324108004570007	-0.00913518108427525	0.0693392902612686	-0.111633159220219	-0.0413355715572834	0.0891092047095299	-0.112244263291359	-0.0526560842990875	-0.000581505242735147	-0.0161735899746418	0.0195761751383543	0.104763902723789	-0.00324471667408943	-0.024139454588294	-0.031914509832859	-0.0462078787386417
InferredCov5	0.115582413971424	-0.0505005680024624	0.0498756803572178	0.0134984916076064	-0.0525059849023819	-0.10342813283205	-0.0557218454778194	0.0131859444081783	-0.0155361304059625	-0.0581936314702034	0.0126102566719055	-0.0143445320427418	0.0711955800652504	0.0303111597895622	-0.101314999163151	0.0429363362491131	0.0421873703598976	0.0605754554271698	-0.130485758185387	-0.191355332732201	-0.00520012062042952	0.00570601178333163	0.00564545672386885	0.0917456746101379	0.0850089490413666	0.081241138279438	0.0702781528234482	0.0648990422487259	-0.0380316451191902	-0.1462731808424	0.146257847547531	0.0444357320666313	0.0504370704293251	0.0278557911515236	-0.123273625969887	0.0121769644320011	0.0691083669662476	0.0145067721605301	0.0870953276753426	0.0428331084549427	0.136323213577271	0.0562996454536915	-0.0857676044106483	0.0417305082082748	0.0886688306927681	0.037564679980278	-0.0444236993789673	-0.0448378771543503	0.0152288563549519	0.0248548537492752	0.0286040939390659	-0.00229972158558667	0.063453271985054	0.000791153288446367	-0.108588077127934	0.00496233301237226	-0.0726635754108429	-0.0566053427755833	0.02757185138762	-0.0348807275295258	0.0193952415138483	0.000689412059728056	-0.0947949886322021	0.0863697677850723	0.00399461714550853	-0.192056804895401	-0.119929499924183	0.0919137001037598	0.0327989384531975	0.0521488562226295	0.0128006357699633	-0.0811210870742798	-0.0311079323291779	0.00481549277901649	-0.0966669842600822	-0.102780923247337	0.057816706597805	0.0822909697890282	0.0209021158516407	0.0855173841118813	-0.00707064708694816	0.0400594174861908	0.0295796170830727	0.0366313420236111	0.045546792447567	-0.014038709923625	-0.0290664061903954	0.0514930821955204	-0.015625637024641	-0.121009737253189	-0.0383359678089619	0.0454976558685303	-0.0885095000267029	-0.0319131277501583	-0.0801442414522171	-0.136248126626015	-0.0740442126989365	0.031982634216547	-0.00707722548395395	0.0385690927505493	-0.021188834682107	0.0438575372099876	-0.116286411881447	0.041069783270359	0.0938265174627304	0.0359884388744831	-0.0466974340379238	-0.0872581154108047	0.110284544527531	-0.0375350341200829	0.00470315804705024	0.00900846533477306	0.139724493026733	-0.0218705218285322
InferredCov6	-0.069177620112896	-0.0408068187534809	-0.0275149494409561	-0.0640260949730873	-0.191362902522087	0.000315010169288144	0.0216452591121197	-0.00910921860486269	0.0681743919849396	0.0202283058315516	-0.0583880394697189	-0.0364040024578571	0.0595671944320202	0.0022985024843365	0.0830149501562119	0.127346932888031	0.108401976525784	-0.0480630472302437	0.127162054181099	0.0850548967719078	0.130830898880959	-0.0758176669478416	0.102561198174953	-0.0243179984390736	-0.0542690381407738	0.0923501327633858	0.0667693465948105	-0.0106020011007786	0.0333393700420856	0.0920669212937355	0.0320820063352585	0.0594216287136078	0.0244334731251001	0.114499807357788	-0.0120323775336146	0.0405031219124794	0.000497048313263804	-0.0772698223590851	-0.0837158262729645	-0.102887578308582	-0.117540448904037	-0.0550762042403221	0.070618212223053	0.00970545038580894	-0.0687819272279739	0.132266834378242	-0.109532065689564	-0.128517553210258	0.0870062634348869	-0.012616153806448	0.00159787468146533	-0.0680646300315857	-0.00167139188852161	-0.0486686713993549	-0.0252334475517273	0.0385872796177864	0.0245542209595442	0.0107815088704228	0.059144850820303	-0.0382342338562012	0.0847512483596802	-0.0665526837110519	0.0131497271358967	-0.0320883728563786	0.0445596724748611	-0.12029717862606	-0.0559554249048233	-0.0188710652291775	-0.0377166979014874	-0.00395496329292655	-0.0161783583462238	-0.18210580945015	-0.139408394694328	-0.0105222966521978	-0.0752664729952812	-0.0207929071038961	0.144387245178223	0.129656001925468	-0.0580665804445744	-0.0734870880842209	-0.0656809136271477	-0.077742911875248	0.0361781120300293	-0.00262798578478396	0.0239877142012119	-0.0255659744143486	0.0370696224272251	-0.0256333779543638	0.0650622770190239	0.0739589631557465	0.0886333510279655	0.16127510368824	0.0840166211128235	0.112513534724712	0.0352531857788563	-0.0816225111484528	-0.0380706377327442	0.0038448004052043	0.0473792254924774	-0.00733410473912954	0.0472164116799831	-0.0673348307609558	-0.0137780085206032	0.0751961171627045	-0.0584535226225853	0.0356401018798351	-0.0235868133604527	-0.048501618206501	-0.0897682160139084	-0.0704672783613205	0.0037611466832459	-0.0238710287958384	0.0195381324738264	-0.00253050215542316
InferredCov7	0.0533737018704414	0.0145929027348757	0.0334012843668461	-0.0317571461200714	0.131325006484985	0.0316885560750961	0.0772584453225136	-0.0567860826849937	0.0843425989151001	-0.013367548584938	0.0088431928306818	0.0437225103378296	0.199406042695045	-0.0266358330845833	0.0919735729694366	0.0413480252027512	0.16416309773922	0.00179277849383652	0.0647609680891037	0.00671467743813992	0.00784880761057138	0.0173147767782211	0.0343635082244873	0.0874540433287621	0.0135768633335829	0.0565971992909908	0.0470431298017502	0.0456511378288269	-0.0933075547218323	0.0739776268601418	0.0849030762910843	-0.0177091583609581	0.0502280704677105	0.0433471724390984	0.10613702237606	-0.0352571941912174	-0.0590509660542011	0.102910660207272	0.0638620257377625	-0.0829103216528893	0.0721744373440742	-0.022380031645298	-0.028061768040061	-0.0366578176617622	-0.0673852264881134	-0.0331405103206635	0.0783407166600227	0.00347381737083197	0.187407582998276	0.0162547621876001	-0.0269440449774265	0.0149072408676147	-0.0805902034044266	-0.0779684409499168	-0.090398758649826	-0.105822317302227	-0.0366331450641155	-0.0789386704564095	-0.0029313440900296	0.0170576889067888	-0.0688979625701904	0.0935430377721786	-0.0736910775303841	-0.158094152808189	-0.0342883802950382	-0.0402167253196239	0.043330866843462	-0.177087768912315	0.000467202393338084	-0.026686342433095	-0.0495957806706429	0.0639506429433823	0.0104621881619096	0.00137655204162002	0.0648829117417336	0.0110919792205095	0.097624696791172	-0.0424739718437195	0.0280178971588612	0.0062189195305109	0.0243756100535393	0.09815414249897	-0.0465441420674324	-0.115132696926594	0.0117103196680546	-0.00199060048907995	0.0734267085790634	-0.0697478279471397	0.0912547931075096	-0.130741015076637	0.0156023846939206	0.0397979505360126	-0.109988994896412	-0.0553563088178635	-0.0693424642086029	-0.0597048364579678	-0.103581048548222	0.0279568862169981	-0.0775670409202576	-0.0914805606007576	-0.112692505121231	-0.0144254816696048	-0.0280031338334084	-0.135613575577736	0.0250679329037666	0.0107625592499971	0.0391018316149712	-0.015724303200841	-0.138387054204941	0.0711023360490799	0.0810312330722809	-0.00779527425765991	-0.0751542001962662	-0.0681317150592804
