ID	GTEX-111YS	GTEX-1122O	GTEX-1128S	GTEX-113IC	GTEX-113JC	GTEX-117XS	GTEX-117YW	GTEX-1192W	GTEX-11DXW	GTEX-11DXX	GTEX-11DXY	GTEX-11DXZ	GTEX-11DYG	GTEX-11EI6	GTEX-11EM3	GTEX-11EMC	GTEX-11EQ8	GTEX-11EQ9	GTEX-11GS4	GTEX-11GSO	GTEX-11GSP	GTEX-11I78	GTEX-11LCK	GTEX-11NUK	GTEX-11NV4	GTEX-11ONC	GTEX-11P7K	GTEX-11P81	GTEX-11P82	GTEX-11PRG	GTEX-11TT1	GTEX-11TTK	GTEX-11TUW	GTEX-11UD2	GTEX-11VI4	GTEX-11WQC	GTEX-11WQK	GTEX-11XUK	GTEX-11ZTS	GTEX-11ZTT	GTEX-11ZUS	GTEX-1211K	GTEX-12126	GTEX-1212Z	GTEX-12584	GTEX-12696	GTEX-12KS4	GTEX-12WSA	GTEX-12WSC	GTEX-12WSD	GTEX-12WSE	GTEX-12WSF	GTEX-12WSG	GTEX-12WSH	GTEX-12WSI	GTEX-12WSJ	GTEX-12WSK	GTEX-12WSL	GTEX-12WSM	GTEX-12WSN	GTEX-12ZZW	GTEX-12ZZX	GTEX-13111	GTEX-13113	GTEX-1399Q	GTEX-1399R	GTEX-1399U	GTEX-139T6	GTEX-139T8	GTEX-139TS	GTEX-139TT	GTEX-139TU	GTEX-139UW	GTEX-13CF2	GTEX-13CF3	GTEX-13CIG	GTEX-13CZU	GTEX-13FTW	GTEX-13FTX	GTEX-13FTY	GTEX-13FTZ	GTEX-13FXS	GTEX-13G51	GTEX-13JUV	GTEX-13O61	GTEX-13OVG	GTEX-13OVH	GTEX-13OVI	GTEX-13OVJ	GTEX-13OVK	GTEX-13OVL	GTEX-13OW6	GTEX-13OW8	GTEX-13PL7	GTEX-13PLJ	GTEX-13S7M	GTEX-13S86	GTEX-13U4I	GTEX-13VXT	GTEX-13VXU	GTEX-13W3W	GTEX-N7MS	GTEX-N7MT	GTEX-NFK9	GTEX-NL3G	GTEX-NL3H	GTEX-NPJ7	GTEX-O5YT	GTEX-O5YV	GTEX-O5YW	GTEX-OHPK	GTEX-OHPL	GTEX-OHPM	GTEX-OHPN	GTEX-OIZF	GTEX-OIZG	GTEX-OIZH	GTEX-OIZI	GTEX-OOBJ	GTEX-OOBK	GTEX-OXRK	GTEX-OXRL	GTEX-OXRN	GTEX-OXRO	GTEX-OXRP	GTEX-P44H	GTEX-P4PP	GTEX-P4PQ	GTEX-P4QR	GTEX-P78B	GTEX-PLZ4	GTEX-PLZ5	GTEX-PLZ6	GTEX-POMQ	GTEX-POYW	GTEX-PSDG	GTEX-PVOW	GTEX-PW2O	GTEX-PWCY	GTEX-PWN1	GTEX-PWO3	GTEX-PWOO	GTEX-PX3G	GTEX-Q2AG	GTEX-Q2AH	GTEX-Q2AI	GTEX-Q734	GTEX-QCQG	GTEX-QDT8	GTEX-QDVJ	GTEX-QEG4	GTEX-QEG5	GTEX-QESD	GTEX-QLQ7	GTEX-QLQW	GTEX-QMRM	GTEX-QVJO	GTEX-QVUS	GTEX-QXCU	GTEX-R3RS	GTEX-R45C	GTEX-R53T	GTEX-R55C	GTEX-R55D	GTEX-R55E	GTEX-R55G	GTEX-REY6	GTEX-RM2N	GTEX-RNOR	GTEX-RTLS	GTEX-RU1J	GTEX-RU72	GTEX-RVPU	GTEX-RVPV	GTEX-RWS6	GTEX-RWSA	GTEX-S33H	GTEX-S341	GTEX-S3XE	GTEX-S4Q7	GTEX-S4UY	GTEX-S4Z8	GTEX-S7PM	GTEX-S7SE	GTEX-S7SF	GTEX-S95S	GTEX-SE5C	GTEX-SIU7	GTEX-SIU8	GTEX-SJXC	GTEX-SN8G	GTEX-SNOS	GTEX-SSA3	GTEX-SUCS	GTEX-T2YK	GTEX-T5JC	GTEX-T5JW	GTEX-T6MN	GTEX-T6MO	GTEX-T8EM	GTEX-TKQ1	GTEX-TKQ2	GTEX-TML8	GTEX-TMMY	GTEX-TMZS	GTEX-TSE9	GTEX-U3ZG	GTEX-U3ZH	GTEX-U3ZN	GTEX-U4B1	GTEX-U8T8	GTEX-U8XE	GTEX-UJHI	GTEX-UJMC	GTEX-UPJH	GTEX-UPK5	GTEX-UTHO	GTEX-V1D1	GTEX-V955	GTEX-VJWN	GTEX-VJYA	GTEX-VUSG	GTEX-VUSH	GTEX-W5WG	GTEX-W5X1	GTEX-WCDI	GTEX-WEY5	GTEX-WFG7	GTEX-WFG8	GTEX-WFJO	GTEX-WFON	GTEX-WH7G	GTEX-WHPG	GTEX-WHSB	GTEX-WHSE	GTEX-WHWD	GTEX-WK11	GTEX-WL46	GTEX-WOFL	GTEX-WOFM	GTEX-WQUQ	GTEX-WRHK	GTEX-WRHU	GTEX-WVLH	GTEX-WWYW	GTEX-WXYG	GTEX-WY7C	GTEX-WYJK	GTEX-WYVS	GTEX-WZTO	GTEX-X15G	GTEX-X261	GTEX-X3Y1	GTEX-X4EO	GTEX-X4EP	GTEX-X4LF	GTEX-X4XX	GTEX-X4XY	GTEX-X585	GTEX-X5EB	GTEX-X62O	GTEX-X638	GTEX-X88G	GTEX-X8HC	GTEX-XAJ8	GTEX-XBEC	GTEX-XBED	GTEX-XBEW	GTEX-XGQ4	GTEX-XLM4	GTEX-XMD2	GTEX-XMD3	GTEX-XMK1	GTEX-XOT4	GTEX-XPT6	GTEX-XPVG	GTEX-XQ3S	GTEX-XQ8I	GTEX-XUJ4	GTEX-XUW1	GTEX-XUYS	GTEX-XUZC	GTEX-XXEK	GTEX-XYKS	GTEX-Y111	GTEX-Y114	GTEX-Y3I4	GTEX-Y3IK	GTEX-Y5LM	GTEX-Y5V5	GTEX-Y5V6	GTEX-Y8DK	GTEX-Y8E4	GTEX-Y8E5	GTEX-Y8LW	GTEX-Y9LG	GTEX-YB5E	GTEX-YB5K	GTEX-YBZK	GTEX-YEC3	GTEX-YEC4	GTEX-YECK	GTEX-YF7O	GTEX-YFC4	GTEX-YFCO	GTEX-Z93S	GTEX-ZAB4	GTEX-ZC5H	GTEX-ZDTS	GTEX-ZE7O	GTEX-ZF3C	GTEX-ZG7Y	GTEX-ZGAY	GTEX-ZLV1	GTEX-ZP4G	GTEX-ZPCL	GTEX-ZPIC	GTEX-ZPU1	GTEX-ZQG8	GTEX-ZQUD	GTEX-ZT9W	GTEX-ZTPG	GTEX-ZTSS	GTEX-ZTTD	GTEX-ZTX8	GTEX-ZUA1	GTEX-ZV68	GTEX-ZV7C	GTEX-ZVE2	GTEX-ZVP2	GTEX-ZVT2	GTEX-ZVT3	GTEX-ZVT4	GTEX-ZVTK	GTEX-ZVZP	GTEX-ZVZQ	GTEX-ZXES	GTEX-ZXG5 
C1	-0.0215	-0.0205	-0.0202	0.0878	-0.0152	-0.0206	-0.0166	-0.0209	-0.0215	-0.0218	-0.0156	0.111	0.1161	-0.0218	-0.0206	-0.0197	-0.021	-0.0209	-0.0144	-0.0215	-0.0218	-0.0209	-0.0219	-0.0206	0.1172	-0.0208	0.1244	-0.0222	-0.0203	0.1369	0.0243	-0.0217	-0.0208	-0.02	-0.0206	0.1173	-0.02	-0.0217	-0.0212	-0.0188	-0.0207	-0.021	0.1181	-0.0205	-0.0198	-0.0219	-0.0159	-0.0219	-0.0212	0.1297	-0.0222	-0.0221	-0.0207	-0.021	-0.0223	-0.0204	-0.0204	-0.0207	-0.0218	-0.0221	-0.0205	-0.0106	-0.0108	0.0846	-0.0204	-0.0224	-0.0193	-0.0193	-0.022	-0.0208	-0.0217	-0.0142	-0.0216	-0.0202	-0.0226	-0.0222	-0.022	-0.0175	-0.022	-0.0216	-0.0197	0.1214	-0.0212	0.1161	0.0271	-0.0221	-0.0223	0.1081	-0.0208	-0.0196	-0.022	-0.0217	-0.0207	-0.0224	-0.0234	-0.0217	-0.0213	-0.0222	0.1053	-0.0199	-0.0216	-0.0217	-0.0225	0.0973	-0.0222	0.0756	-0.02	-0.0208	-0.021	-0.0113	0.1208	-0.0233	-0.0212	-0.0166	-0.0218	-0.0205	-0.0123	-0.0217	0.129	-0.0217	-0.0214	-0.0229	-0.022	-0.0165	-0.0136	-0.0216	-0.0195	-0.0203	-0.016	-0.0216	-0.0167	-0.0219	-0.0215	0.0802	-0.0208	-0.0232	-0.0201	-0.0158	-0.0219	-0.0211	-0.0207	-0.0202	-0.0206	-0.0222	0.091	-0.0202	-0.022	-0.0159	-0.0196	-0.024	-0.0226	-0.0215	-0.0217	0.0231	0.0509	-0.0224	-0.0196	-0.0229	-0.0229	-0.0211	-0.0218	0	-0.0221	0.0116	-0.0186	-0.0221	-0.0151	-0.0208	-0.0213	-0.0203	0.1161	0.0238	-0.0209	-0.0211	-0.0206	-0.0212	-0.0178	0.1372	-0.0234	-0.0124	-0.0116	-0.0217	0.0071	-0.0218	-0.0147	-0.0216	-0.0216	-0.0217	-0.0216	-0.0218	-0.0206	0.0763	0.1148	-0.0232	0.1145	-0.0226	-0.0187	-0.0221	-0.0218	-0.0219	0.071	-0.0228	0.0794	-0.0227	-0.0202	-0.0215	-0.0226	-0.0158	-0.0212	-0.0222	-0.0198	-0.0216	0.113	0.103	-0.0207	-0.0219	-0.0227	-0.0209	-0.0234	-0.0213	0.1238	-0.0226	0.1208	-0.0223	0.1279	0.1242	-0.0216	-0.0169	-0.0202	-0.0209	-0.0214	-0.0212	-0.0081	-0.0211	-0.0196	-0.0208	-0.0205	-0.0209	-0.0227	-0.022	-0.0226	-0.0207	-0.0213	-0.0224	-0.0218	0.1187	-0.0219	-0.0219	-0.022	-0.0174	-0.0225	-0.0209	0.1098	-0.0203	-0.0203	-0.0205	-0.0153	-0.0216	0.1336	-0.0208	-0.021	0.1171	0.1196	-0.022	-0.0221	-0.0206	-0.0207	-0.013	-0.0209	-0.0216	-0.02	0.0098	-0.0202	-0.0116	-0.0196	-0.0213	-0.0208	-0.0211	-0.0118	-0.022	0.1159	-0.0217	-0.0216	0.1236	-0.0209	0.1321	-0.0206	0.1006	-0.0214	-0.0224	-0.022	-0.0215	-0.0128	0.1138	-0.0202	-0.0226	0.031	-0.0208	0.0943	-0.0203	-0.0206	-0.0219	-0.0203	-0.0215	0.0119	-0.0215	-0.0189	-0.0213	-0.0199	-0.0197	-0.022	-0.0208	-0.0238	-0.0209	-0.0203	-0.0224	-0.0214	0.1027	-0.0213	0.1109	-0.0215	-0.0182	-0.0213	-0.0213	0.089	-0.0221	-0.0206	0.1011	-0.0209	0.1268	-0.0225	-0.0196	-0.0209	0.0534	-0.0202	-0.0224	-0.0181	-0.013
C2	0.013	0.0164	0.0106	-0.0079	-0.0058	0.0011	-0.0019	-0.0047	0.011	0.008	-0.0021	0.0047	0.0028	0.0054	0.0072	-0.006	-0.009	0.002	-0.0029	0.0052	0.0025	0.0121	0.0119	-0.0021	0.0134	0.005	0.0252	0.012	0.0065	0.0079	0.0128	-0.0024	0.0185	0.011	0.01	0.0101	0.0121	0.0124	0.0123	0.0097	0.0032	0.0092	0.0209	0.0039	0.0074	0.0178	0.0016	-0.0068	0.0024	0.0214	0.0069	0.0136	0.0055	0.0071	0.0093	0.0102	0.0023	0.0115	0.0028	-0.0038	0.0097	-0.1344	-0.0493	0.0177	-0.001	0.0128	0.009	0.0081	0.0088	0.0033	0.0158	-0.0085	0.009	-0.0159	0.0065	0.012	0.0115	0.0022	0.0103	0.001	0.0028	0.0019	0.0025	-0.0059	-0.0949	0.0098	-0.0025	0.0146	0.0084	-0.0034	0.0121	0.0138	0.0041	-0.0014	0.0135	-0.011	0.0014	0.0073	0.0097	0.0043	0.0099	0.01	0.005	-0.0054	0.0091	-0.0353	-0.0194	0.0069	0.0081	-0.0256	0.0078	0.0055	0.0044	0.0056	0.011	0.0037	-0.0178	-5e-04	0.0191	0.0106	0.0048	0.0046	-4e-04	0.0051	-0.0036	0.0185	0.005	0.0071	-0.0575	-0.004	0.0037	0.0121	0.0059	0.0051	0.0119	0.0086	0.0097	0.0074	0.0101	-3e-04	0.0031	0.0089	0.0024	0.0149	0.0198	0.0115	0.0175	-7e-04	0.0021	0.0011	0.003	0.0036	0.0081	-0.5859	0.0096	0.0102	0.0063	-2e-04	0.0022	0.0018	0.0067	-0.0117	0.0109	-0.0869	0.0077	0.0107	0.0031	-0.0152	-0.0074	0.011	0.0183	-0.603	0.0027	-0.0294	0.0053	0.0019	-0.0011	0.0288	0.0093	-0.0157	-0.0133	0.0056	-0.4243	0.015	0.0029	0.0051	-0.0016	0.0094	0.0055	0.0103	0.0079	0.0139	-0.0087	0.0176	0.0168	0.0065	0.0027	0.0071	0.0068	0.0073	0.0102	0.0069	-0.0187	0.0111	0.0085	-0.0175	0.0113	0.0136	0.0105	0.0155	0.004	0.0096	0.0036	0.0169	0.0146	5e-04	0.014	0.0028	0.0049	0.0118	0.0123	0.0183	0.0083	0.0042	0.0065	0.0121	0.0042	-0.0052	0.0136	0.0092	0.0126	0.0068	-0.1134	0.0064	0.0112	0.0027	-0.0041	0.0021	0.0162	0.0059	-0.0042	0.0011	0.016	-0.0015	-0.001	0.0195	0.0047	0.0031	0.0122	-0.0018	0.0139	0.0012	0.0094	0.0067	0.0074	0.0139	-0.0097	0.0058	0.0149	0.0146	-3e-04	0.0111	0.0142	-0.0028	0.0083	0.0083	0.0111	0.0044	0.0056	0.0054	9e-04	-0.0732	0.0024	-0.0014	0.0101	0.0011	0.0039	0.0017	0.0043	0.0059	0.0151	0.0092	0.0079	-0.0057	0.0034	0.0152	0.0123	0.0155	0.0035	-5e-04	0.0061	0.0124	0.002	0.0106	-0.0016	0.0094	0.0097	0.0135	0.0161	0.0056	0.0068	-0.0082	0.0011	0.015	-0.0895	0.0034	2e-04	-0.0018	0.0077	0.0067	0.0049	0.0141	0.006	0.0072	4e-04	0.0072	0.0117	-0.0095	0.006	0.0135	0.0024	0.0058	0.0173	0.006	0.0018	0.0124	-0.0013	0.0066	0.0139	0.0115	0.0175	0.003	0.0035	0.0046	0.001	0.0141	0.0126	-0.0284
C3	0.0081	0.0178	0.0322	0.0133	-0.01	-0.0233	-0.101	0.0153	-0.0097	0.015	-0.1011	-0.0062	-0.0039	0.0305	0.0034	-0.0044	0.0214	-0.0158	-0.1688	-0.0053	-0.012	-0.0064	0.0102	0.0084	-0.0069	0.019	0.0143	0.002	0.0049	-0.0039	0.0141	0.0364	-0.0149	0.0201	-0.0108	-0.0079	0.005	0.0462	0.0225	0.0187	-0.0309	0.0138	0.0039	0.0042	-0.0359	0.0097	-0.0938	0.0533	0.0025	-0.0052	0.0043	0.02	0.0109	-0.0196	0.0271	-0.0159	0.0325	0.0144	0.0204	0.0196	-0.0138	0.0568	-0.1495	-0.0107	0.0366	0.0381	-0.0114	-0.0109	0.001	0.0252	0.0121	-0.158	0.0115	-0.0134	0.0519	0.0327	0.0179	-0.0958	-6e-04	-0.0046	0.0047	0.0088	-0.008	0.0124	-0.0521	-0.0114	0.046	-0.0075	2e-04	-0.0146	0.0288	0.0268	-0.0118	0.052	0.0282	0.0431	0.0094	0.0084	-0.0115	0.0196	0.0033	0.0378	0.0533	0.018	0.0196	1e-04	0.0571	0.0167	-0.0177	-0.2239	-0.0039	0.0358	-0.0169	-0.0607	0.0248	-0.0122	-0.1342	0.015	0.0122	0.0396	0.0019	0.0273	0.0312	-0.0917	-0.1272	0.0254	-0.0127	0.0094	0.0134	0.0222	-0.09	0.0317	0.0017	0.0174	0.0108	0.009	0.0085	0.0164	0.0094	0.0219	0.0228	0.0025	0.004	0.0294	0.0282	-0.0366	0.0368	-0.0943	-0.023	0.0569	0.0292	-0.0037	0.0201	0.0208	4e-04	0.0433	0.0312	0.0086	0.0108	-0.0027	0.031	0.0315	0.0189	-0.0597	-0.022	0.024	-0.1838	0.0539	0.0152	0.0182	0.0131	0.0187	0.0184	0.0685	-0.0095	0.0119	-0.0517	-0.0052	0.0373	-0.2223	-0.1946	0.0276	0.1087	0.0337	-0.0549	0.0158	0.0448	0.0074	0.0244	0.0239	0.0322	-0.0055	0.0061	0.0251	0.0144	0.0124	0.0206	0.0181	0.0245	0.0169	-0.0231	0.0123	-0.0333	0.0296	-0.0041	0.0239	0.062	0.0016	-0.0151	0.0113	-0.0219	0.0316	2e-04	0.027	0.0277	0.0026	0.0268	0.0044	0.0387	0.0314	-0.0041	0.0225	0.015	0.0063	0.0181	0.0105	7e-04	-0.0827	0.0228	0.0158	-5e-04	-0.0058	0.0257	0.0151	-0.0639	0.0049	0.0048	0.0161	0.0355	0.0252	0.0457	0.0084	0.0215	0.0154	0.019	0.0043	0.0017	9e-04	0.019	-0.0696	0.0349	0.0047	0.022	0.0187	0.0218	-0.0285	-0.1789	0.0298	-0.0084	0.0102	0.0345	0.0139	-0.0058	0.0364	0.0239	0.0444	0.002	-0.1819	0.0114	0.035	0.0418	-0.0611	0.0288	-0.2336	0.0235	0.042	0.0544	-0.0109	-0.1876	0.0367	-0.0106	-0.0031	0.0164	0.0045	0.008	0.005	5e-04	0.0268	0.0133	-0.0065	0.0207	0.0114	-0.2056	0.0126	-0.0067	0.0303	0.0024	0.0171	0.0124	0.0183	0.0138	0.0067	0.0144	-0.0026	-0.0576	0.0247	0.0045	0.0578	-0.0038	0.0076	0.0069	0.0204	0.0316	0.0201	0.0087	-0.0148	0.0442	-0.0127	0.0186	0.0217	-0.0066	-0.0359	-0.0055	0.0217	0.014	0.0239	0.0194	-0.0011	0.0115	0.0125	-0.0045	-0.0262	0.0227	-0.0542	-0.0156	0.0219	0.0268	-0.1911
InferredCov1	-0.0302345845848322	-0.0555714815855026	0.0288219563663006	0.0031198023352772	0.0173505898565054	0.0499005615711212	0.0555777326226234	0.0377596653997898	0.0451775453984737	-0.0506037101149559	0.0385653451085091	-0.00617432314902544	0.0422978587448597	0.0354199446737766	-0.0517863221466541	0.0250988621264696	0.0345904305577278	-0.0283208806067705	0.0363416932523251	0.0343140661716461	0.0296084191650152	-0.0370255000889301	-0.0469766668975353	0.0495448186993599	0.0570153370499611	0.0492021441459656	-0.0260787829756737	-0.0328644029796124	-0.023553766310215	0.0540747717022896	-0.0310883745551109	0.0302454605698586	0.0120554594323039	0.0247972775250673	-0.0284151248633862	0.0370768830180168	0.0526381470263004	-0.030912647023797	0.0521001778542995	-0.0280036628246307	0.0385583899915218	-0.0627480372786522	0.0540529191493988	0.0295974034816027	0.0454077944159508	0.00387966842390597	0.034642118960619	0.00758965592831373	0.0544610619544983	0.0479452796280384	0.0427089929580688	0.032563254237175	0.0135616771876812	0.0143265295773745	0.0504899099469185	-0.0458796620368958	-0.0284186508506536	-0.0402518846094608	0.013298069126904	-0.0416622906923294	0.0194935891777277	0.0422054342925549	-0.0283049270510674	-0.0366689302027225	0.0387155786156654	0.00836562551558018	-0.0489731729030609	-0.0438685305416584	0.0235273391008377	0.0203287079930305	0.0462727732956409	0.029065914452076	0.0260315481573343	0.0483050420880318	-0.0375659316778183	0.016412241384387	-0.0408725216984749	-0.0296881701797247	-0.00546440714970231	0.0480163991451263	0.0520256385207176	0.0452153757214546	0.0528155118227005	0.0205117966979742	-0.0392702631652355	-0.0414066053926945	0.0270757973194122	-0.0313275344669819	0.0109337065368891	-0.00523420982062817	0.0486461371183395	0.0398229993879795	0.0346736200153828	-0.0266132187098265	0.0408784300088882	0.0155846811830997	-0.00904874596744776	0.0136404046788812	-0.0352844633162022	0.0527318455278873	-0.0553811714053154	0.0420345105230808	0.0267050862312317	0.0144748892635107	0.0238376650959253	0.0193828698247671	0.0324349738657475	-0.0403656139969826	0.0105980774387717	-0.0164531525224447	-0.0313111990690231	-0.0428071580827236	-0.0309119112789631	0.0354832224547863	-0.0218788832426071	0.0343728102743626	-0.0399282388389111	-0.000766530050896108	-0.0124685745686293	-0.0189392622560263	0.0231543947011232	-0.0442734844982624	0.0292340405285358	0.00764770293608308	0.0118015725165606	-0.0101120164617896	-0.0415214858949184	-0.066347062587738	-0.00508697330951691	0.00642118975520134	0.02077323384583	-0.0118447300046682	-0.0635619759559631	-0.0260434187948704	0.0149418944492936	0.00211370782926679	0.0504598245024681	0.00358672742731869	-0.0385124273598194	-0.0379793010652065	0.0116854319348931	-0.0413197092711926	-0.0149690788239241	0.0297944042831659	-0.0279739703983068	-0.0474148206412792	-0.00349160889163613	-0.0445001609623432	0.0203674677759409	0.0156474243849516	0.0322254337370396	0.00256907311268151	0.00326474546454847	-0.039329394698143	-0.00741034653037786	-0.03160535171628	0.0240482911467552	0.0185721926391125	0.0176997929811478	0.0443816967308521	0.0263647828251123	-8.03290186013328e-06	-0.0482437536120415	0.00666034687310457	0.0360110551118851	-0.0387893617153168	0.00839048158377409	-0.0514965876936913	0.0463804714381695	0.0088408924639225	-0.033125676214695	0.0418495051562786	0.0138397691771388	0.0297807175666094	-0.0261200666427612	0.00723147951066494	0.0286758467555046	-0.0283755920827389	-0.0260645858943462	-0.0563501715660095	0.0103052854537964	-0.0401528216898441	0.0244268458336592	0.0442059263586998	-0.0415987074375153	-0.0383846573531628	-0.0441163070499897	-0.0276488047093153	0.0569094121456146	0.0532958023250103	0.0105805527418852	-0.0391014814376831	-0.00406308146193624	-0.0538703687489033	0.0201375968754292	0.0253137331455946	-0.035048071295023	0.0490859262645245	-0.0530588440597057	0.013048124499619	-0.0452012158930302	-0.00820774585008621	-0.0143524939194322	0.00526626268401742	-0.016091326251626	0.0226075034588575	0.00407028943300247	-0.00172814633697271	-0.026425939053297	-0.0289098117500544	0.0239102207124233	0.0276148207485676	0.00698879547417164	-0.0374918952584267	0.0265504792332649	0.0263580679893494	0.0191029738634825	-0.020740557461977	-0.0395671725273132	0.0304797310382128	-0.00933072715997696	0.011836925521493	-0.0353724844753742	-0.0368158966302872	0.0161606352776289	-0.00298962462693453	-0.044172640889883	-0.0446523800492287	-0.0573331564664841	-0.0333070196211338	-0.0250852834433317	-0.0237175058573484	-0.0295868348330259	-0.0332557708024979	0.0471810325980186	-0.034094326198101	0.0450360402464867	0.0523076318204403	0.0323410667479038	-0.0270842872560024	0.00790490955114365	-0.0449554212391376	0.0406146794557571	0.0284007005393505	0.0290537495166063	-0.0480059422552586	-0.0277414098381996	0.0198148563504219	0.0132962362840772	0.0509499497711658	-0.0170195531100035	0.0215663723647594	-0.0207206904888153	0.02673782967031	0.0214046090841293	-0.0388583838939667	0.0229547396302223	0.014001808129251	0.0271007753908634	-0.0325709134340286	0.0131364772096276	0.0190147515386343	-0.011604068800807	0.0298563614487648	-0.0290606785565615	0.025381363928318	-0.0336025208234787	0.00174195296131074	-0.0302481036633253	0.0290905945003033	0.0339648276567459	0.0392926260828972	-0.00472680339589715	0.050824623554945	-0.0434487760066986	-0.0232730749994516	0.0478819012641907	-0.00338738062418997	-0.0433880649507046	-0.00948755536228418	0.0105032026767731	-0.0325983688235283	-0.0132876811549067	-0.00640353467315435	0.0381256230175495	-0.0287928376346827	-0.0378485023975372	-0.0264438688755035	-0.0519293248653412	0.0153746111318469	-0.0515306815505028	0.0559364482760429	0.0227885879576206	-0.0089378422126174	-0.0453981347382069	-0.0419096015393734	-0.0335970558226109	-0.0389569438993931	0.0034293660428375	-0.0483806282281876	-0.0456606075167656	0.0461010225117207	-0.0418683290481567	0.0167725309729576	-0.0492492318153381	0.0492254421114922	0.0214088205248117	0.0158210042864084	0.0392750538885593	0.0437379106879234	0.027540810406208	-0.0345886424183846	-0.00999830849468708	-0.0376320220530033	-0.0311040189117193	-0.0490851253271103	-0.0377307198941708	-0.00181766273453832	-0.0236561112105846	-0.0216385945677757	-0.0543689429759979	-0.013952094130218	-0.039485264569521	0.0208009500056505	-0.0506185553967953	0.0466424413025379	0.0336203835904598	-0.0448549687862396	0.00676164589822292	-0.0311987735331059	-0.0419431328773499	0.0476799160242081	0.0150456205010414	0.0432532913982868	-0.0489744506776333	0.0558707527816296	-0.0306796878576279	0.013916009105742
