ID	GTEX-11GSP	GTEX-11NV4	GTEX-11WQC	GTEX-12584	GTEX-12WSC	GTEX-12WSD	GTEX-12WSE	GTEX-12WSF	GTEX-12WSH	GTEX-12WSM	GTEX-12ZZW	GTEX-12ZZX	GTEX-12ZZY	GTEX-12ZZZ	GTEX-13112	GTEX-1399T	GTEX-139TS	GTEX-139TT	GTEX-13FHO	GTEX-13FHP	GTEX-13FLV	GTEX-13FLW	GTEX-13FXS	GTEX-13G51	GTEX-13IVO	GTEX-13JUV	GTEX-13JVG	GTEX-13N1W	GTEX-13N2G	GTEX-13NYB	GTEX-13NYS	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVH	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW8	GTEX-13PL6	GTEX-13QJC	GTEX-13RTJ	GTEX-13S7M	GTEX-13SLW	GTEX-13SLX	GTEX-13VXU	GTEX-13X6J	GTEX-13X6K	GTEX-145MH	GTEX-N7MS	GTEX-N7MT	GTEX-NL3H	GTEX-NL4W	GTEX-NPJ7	GTEX-NPJ8	GTEX-PWO3	GTEX-Q2AG	GTEX-QDT8	GTEX-QMR6	GTEX-QVJO	GTEX-QVUS	GTEX-R55E	GTEX-R55F	GTEX-RU72	GTEX-S7PM	GTEX-S7SE	GTEX-T2IS	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-UTHO	GTEX-WHSE	GTEX-WL46	GTEX-WVLH	GTEX-WWYW	GTEX-WZTO	GTEX-X261	GTEX-X4XX	GTEX-X585	GTEX-XLM4	GTEX-XMD1	GTEX-Y8DK	GTEX-YFC4	GTEX-YJ89	GTEX-Z93S	GTEX-ZAB4	GTEX-ZDXO	GTEX-ZE7O	GTEX-ZUA1	GTEX-ZV68	GTEX-ZVT3	GTEX-ZVZQ	GTEX-ZXG5 
C1	-0.0218	0.1172	0.1173	-0.0198	-0.0212	0.1297	-0.0222	-0.0221	-0.021	-0.0218	-0.0205	-0.0106	-0.0202	-0.0215	-0.0212	-0.0224	-0.0208	-0.0217	-0.0203	0.1121	-0.0215	0.1074	0.1214	-0.0212	-0.0232	0.1161	-0.0206	-0.0207	-0.021	0.1132	-0.0216	-0.0217	-0.0215	-0.0223	-0.0208	-0.022	-0.021	-0.0217	-0.0207	-0.0066	-0.02	-0.0216	-0.0217	-0.02	0.1041	-0.0199	-0.0159	-0.0213	-0.0201	-0.0217	-0.0225	0.0756	-0.0211	-0.02	-0.0219	-0.0207	-0.0222	-0.0196	-0.0202	-0.0196	-0.0229	-0.0186	-0.0216	0.0238	0.0071	-0.0218	-0.0209	-0.0226	-0.0221	-0.0215	-0.0227	-0.0196	-0.0209	-0.0224	-0.0218	-0.0174	-0.0209	-0.0153	0.1336	-0.0216	-0.0208	-0.0215	-0.0215	-0.0114	-0.0215	-0.0189	-0.0221	-0.0197	-0.0221	-0.0206	-0.0196	-0.0224	-0.013
C2	0.0025	0.0134	0.0101	0.0074	0.0024	0.0214	0.0069	0.0136	0.0071	0.0028	0.0097	-0.1344	0.0031	0.0044	0.0019	0.0028	0.0033	0.0158	0.0058	0.0147	0.0049	0.0195	0.0019	0.0025	1e-04	-0.0059	0.0065	0.0032	0.0131	0.0132	0.008	0.0055	-0.0014	-0.0025	0.0084	0.0121	0.0146	0.0138	0.0041	-0.0579	0.0045	-3e-04	-0.011	0.0109	0.0063	0.0043	-0.0036	0.0113	-0.0052	0.01	0.005	-0.0353	0.0099	-0.0194	0.0045	0.0031	0.0149	0.0021	-0.0074	0.0063	-2e-04	0.0077	0.015	-0.603	-0.4243	0.015	0.0127	0.0065	0.0071	-0.0175	0.014	0.0112	0.0021	-0.0015	-0.001	-0.0018	0.0012	-0.0097	0.0149	0.0054	0.0147	0.0124	0.015	-4e-04	0.0034	2e-04	0.0069	0.0067	0.0124	-0.0013	0.003	0.0141	-0.0284
C3	-0.012	-0.0069	-0.0079	-0.0359	0.0025	-0.0052	0.0043	0.02	-0.0196	0.0204	-0.0138	0.0568	0.0019	0.0231	0.0252	0.015	0.0252	0.0121	-0.0108	0.0156	-0.0185	0.0035	0.0088	-0.008	0.0726	0.0124	0.038	-0.0158	0.0098	0.0099	0.0565	-0.004	0.0251	0.046	2e-04	0.0288	0.0099	0.0268	-0.0118	-0.0222	-0.0257	0.0219	0.0431	-0.0128	0.034	0.0196	-0.1116	0.0205	-0.0222	0.0378	0.0533	1e-04	0.0438	0.0571	0.0015	0.0228	0.0294	-0.023	0.0096	0.0312	0.0086	-0.022	0.0244	0.0187	0.1087	0.0337	0.0092	0.0124	0.0181	0.0239	0.0268	-0.0639	0.0161	0.0154	0.019	-0.0696	0.0047	-0.1789	-0.0084	0.035	-0.0075	0.0114	-0.0026	-0.1762	0.0247	0.0045	0.0148	0.0076	0.0239	0.0194	-0.0262	0.0219	-0.1911
InferredCov1	-0.101480573415756	0.0210866164416075	-0.0411897301673889	-0.143070057034492	0.0707443356513977	0.0156385004520416	0.00436230935156345	0.00886292569339275	0.0347785837948322	-0.00086829048814252	-0.0786368548870087	0.0448986254632473	0.0337053239345551	0.0288380570709705	0.0300654750317335	-0.00564921693876386	-0.159259960055351	-0.00471584452316165	0.0206174161285162	-0.0547747872769833	0.0119410119950771	0.0785248652100563	0.0191084314137697	-0.00252510933205485	-0.0517091006040573	-0.0327970199286938	-0.0972668528556824	-0.0658549070358276	-0.00204344070516527	0.014552460052073	0.0194648485630751	0.0277421642094851	0.0740929171442986	-0.0962453559041023	-0.0563402511179447	0.0869965404272079	-0.079781636595726	0.0783013701438904	-0.0764345675706863	-0.128014251589775	-0.0182280689477921	0.102896191179752	0.0393940918147564	-0.0553374141454697	0.0147992642596364	0.114721819758415	0.107610769569874	0.060547698289156	0.0617492385208607	0.104960851371288	0.0119484318420291	0.126203626394272	0.00850544683635235	0.0670562908053398	0.038109440356493	-0.0844291299581528	0.0682614520192146	-0.0620603188872337	0.108702965080738	0.0908178985118866	-0.0779900178313255	0.0143559044227004	0.0189624652266502	-0.0333221927285194	-0.130793303251266	0.022734709084034	0.0473649017512798	0.0201654098927975	0.0674840956926346	0.0470805168151855	0.0397233739495277	0.04322200268507	-0.0151090510189533	-0.0116558549925685	0.0632652789354324	0.0594842955470085	-0.141500934958458	0.0131093831732869	0.0300063844770193	0.113881587982178	-0.019206652417779	-0.0134297311306	-0.0811681374907494	-0.0717278346419334	0.0784230977296829	-0.069747157394886	0.00868345145136118	-0.0787054672837257	-0.087944008409977	-0.126227483153343	-0.116814374923706	-0.00102485972456634	0.0361534915864468
InferredCov2	-0.0629548281431198	0.00905243027955294	0.018385848030448	0.0807785093784332	0.0548188202083111	0.0101584512740374	0.0836888179183006	0.106534704566002	0.134019583463669	0.092494897544384	0.0846849754452705	0.0728107914328575	0.0214996077120304	0.0285488050431013	0.0642112046480179	-0.015213874168694	-0.0066918502561748	-0.038945846259594	0.137941494584084	0.0705344974994659	0.130146235227585	-0.00115357525646687	-0.0611822046339512	-0.0305663608014584	0.155618533492088	0.049414049834013	0.098259724676609	-0.0384875312447548	0.104178920388222	0.0380280017852783	0.0658469051122665	0.0623810291290283	0.033121582120657	0.0607540495693684	-0.0353585369884968	0.00949169881641865	-0.0167406238615513	0.00536788441240788	0.0394013933837414	-0.0168264601379633	0.085723988711834	-0.00463948119431734	0.0864254385232925	0.0796236842870712	-0.0421542823314667	-0.00817995518445969	-0.0482232235372066	-0.0217848792672157	-0.0608475916087627	0.00889294967055321	0.00651270896196365	-0.0306579489260912	0.0169363971799612	0.0166852194815874	-0.00392583850771189	-0.0904950723052025	-0.0457922704517841	-0.178261712193489	-0.130162984132767	-0.0990102887153625	-0.048843614757061	-0.109499894082546	0.00685159116983414	-0.0176452342420816	-0.0520577766001225	-0.0765770599246025	-0.0969821959733963	-0.0294214561581612	-0.107389524579048	-0.0224818307906389	-0.0650102645158768	-0.0200909990817308	-0.0907003208994865	-0.075911708176136	-0.0281434878706932	-0.0101516246795654	0.00656042993068695	0.0347370505332947	0.084309495985508	-0.000959828728809953	0.0488194078207016	0.00835974607616663	-0.136883750557899	-0.0575417280197144	-0.0383084081113338	-0.0964573472738266	0.0636910647153854	0.0287587083876133	-0.176286578178406	-0.0260513890534639	-0.0229049194604158	-0.0444360300898552	0.0338779166340828
InferredCov3	0.0358581840991974	0.00156623241491616	-0.0175393018871546	-0.0341228023171425	0.0667073577642441	0.197289198637009	0.150503382086754	0.0328731723129749	-0.0298092216253281	0.0516493320465088	-0.0322838872671127	0.0354219451546669	-0.00996652990579605	0.0119246710091829	-0.00484236096963286	0.136885896325111	-0.0429251678287983	-0.0326474905014038	0.085777185857296	0.0777267217636108	0.0512203313410282	0.0220232028514147	0.134147703647614	0.0852778851985931	-0.0789901167154312	-0.00789669901132584	-0.0377438738942146	0.136289715766907	-0.0179037246853113	0.00594522943720222	-0.0897180810570717	0.0282675623893738	-0.00668481690809131	0.0883951112627983	-0.0998611897230148	-0.0114105995744467	-0.14330667257309	0.0331281945109367	-0.0136252176016569	-0.0667303651571274	-0.0355404540896416	0.0328382067382336	0.0853497087955475	-0.0221865680068731	0.0399428531527519	-0.000563578912988305	-0.0484611615538597	-0.0182311963289976	-0.0802082344889641	0.0249121375381947	-0.0107626104727387	-0.134484604001045	-0.088445320725441	-0.0483351163566113	-0.122709825634956	-0.125141203403473	-0.0347183011472225	-0.0392371565103531	-0.0299780908972025	-0.0635775104165077	-0.0402493588626385	-0.0537661164999008	-0.104514114558697	-0.0118533074855804	-0.0901892781257629	0.0224983301013708	0.0111069744452834	-0.0444233901798725	-0.0347365736961365	-0.0388952791690826	-0.0354213528335094	-0.0401763692498207	0.148308798670769	0.0428052358329296	-0.112212099134922	0.0859495624899864	-0.069365918636322	-0.0551771931350231	0.0632363706827164	0.00169836718123406	-0.0538925155997276	0.0446690879762173	0.136031746864319	0.10629541426897	0.0190535504370928	0.164796382188797	0.0018853850197047	0.0823229551315308	0.143885120749474	-0.0974361672997475	-0.0709827840328217	-0.0687734335660934	-0.0239338744431734
InferredCov4	-0.0356993936002254	-0.175423175096512	-0.0532307699322701	-0.0490639917552471	-0.0905019715428352	0.0867382884025574	-0.0466694682836533	-0.0193992257118225	-0.0202254392206669	0.000866557355038822	-0.0815549269318581	-0.043839804828167	-0.0414588339626789	-0.125790148973465	-0.0458148680627346	0.028630968183279	-0.0782872214913368	-0.16904753446579	0.0362783595919609	-0.0508447363972664	-0.0490421652793884	-0.0528853088617325	0.0298679359257221	-0.0924256965517998	0.02972193621099	0.0687338262796402	-0.0449676848948002	0.0540940761566162	0.0812055394053459	-0.0686681717634201	0.136379674077034	0.0137268975377083	-0.0647746324539185	0.113135255873203	0.0898642763495445	-0.0432394109666348	0.0583954751491547	0.0143477730453014	0.00921870674937963	-0.0620534233748913	0.0735067054629326	0.056064210832119	0.0638259723782539	0.0496529527008533	0.0202991329133511	-0.0564357116818428	-0.151790887117386	0.0663538724184036	-0.144349932670593	-0.00811847019940615	0.105688706040382	0.0652280300855637	0.0930845588445663	0.0953714698553085	0.186729580163956	0.137353643774986	0.00244399672374129	0.0171616319566965	0.0340575464069843	0.0614621937274933	-0.0287340078502893	-0.0681232064962387	0.00377962202765048	0.0358485020697117	-0.0211479738354683	-0.0400475785136223	-0.111394681036472	0.0224546007812023	-0.0480081029236317	-0.0470466949045658	0.0518036559224129	-0.00897432491183281	0.0492740385234356	0.0232749301940203	0.0847531482577324	-0.0249334964901209	-0.00755951134487987	0.0791332796216011	0.0866316333413124	0.0505875647068024	0.134366899728775	-0.0226753912866116	0.0679506734013557	-0.0226652342826128	-0.0718533396720886	0.0833694934844971	-0.0568777956068516	-0.0267327856272459	0.0906079337000847	-0.14513523876667	-0.0874563828110695	-0.0535381436347961	0.0153196062892675
InferredCov5	-0.0265202037990093	-0.0875230729579926	0.00911521725356579	0.0600598976016045	0.00806448422372341	0.0130517976358533	0.127699315547943	-0.0783813372254372	-0.0455937422811985	0.113438501954079	0.00510187866166234	-0.0193256232887506	-0.0765299126505852	-0.0362936146557331	0.024473924189806	0.0489198602735996	-0.0533945932984352	-0.0263461284339428	0.0583413615822792	0.0596420988440514	0.0105267772451043	0.0605466514825821	0.00227187015116215	-0.0295646600425243	-0.0809372216463089	0.00212283618748188	-0.0140504417940974	-0.171405166387558	-0.119690984487534	-0.079503059387207	-0.0283710621297359	0.000598486978560686	-0.0421846248209476	0.0666973292827606	-0.0155039019882679	-0.0101341502740979	-0.080686055123806	0.022212503477931	0.0835880190134048	0.0472817867994308	0.0537659600377083	0.110568530857563	0.070252500474453	0.159256339073181	-0.0832054540514946	-0.0114078046754003	-0.0605911090970039	0.0393693000078201	-0.0866488814353943	-0.0505957640707493	-0.0312795490026474	-0.0278766099363565	-0.0620734728872776	0.0588489882647991	-2.79163032246288e-05	0.0011894078925252	-0.101518593728542	0.185490816831589	0.223599314689636	0.0116633549332619	0.0068959197960794	-0.0990591272711754	0.0462392456829548	-0.0316566191613674	0.0723085328936577	-0.00308849359862506	0.0860069617629051	-0.0763336345553398	0.12449287623167	0.0789623409509659	0.0964515954256058	-0.215797752141953	-0.0859801098704338	-0.00854197703301907	-0.0489941909909248	-0.00786084402352571	-0.0344805605709553	-0.0613482967019081	-0.116452150046825	0.0206624418497086	0.0303165931254625	0.0144771300256252	-0.0521716699004173	-0.0353986509144306	0.0310381948947906	-0.0519732721149921	-0.00389693863689899	0.129366710782051	-0.109865285456181	0.0156208109110594	0.0381359718739986	0.108240388333797	0.043203916400671
InferredCov6	-0.0819273442029953	0.0222833603620529	0.10286645591259	-0.0642516016960144	0.0645830631256104	-0.169048234820366	-0.0204727090895176	0.0514568127691746	0.143717229366302	0.0552063472568989	0.0391611903905869	0.0756289511919022	-0.0306304078549147	-0.00692905113101006	-0.0163017641752958	-0.000212815182749182	0.015356108546257	-0.114631570875645	-0.0229044482111931	0.11477342247963	-0.0296929813921452	-0.0314368717372417	-0.0279378853738308	-0.0129743656143546	0.152984201908112	0.014668676070869	-0.115063421428204	-0.0844865888357162	-0.0487368181347847	0.0219444129616022	-0.0253339000046253	-0.0236109122633934	-0.00703922426328063	-0.0145689882338047	-0.171350404620171	-0.0571946129202843	-0.0919046029448509	-0.0961100161075592	-0.149055317044258	-0.0119108241051435	0.00745109235867858	-0.123264901340008	0.0653758198022842	-0.0397747009992599	-0.0771539062261581	-0.0945770889520645	-0.0400168038904667	-0.078128457069397	-0.0978473648428917	0.0392314344644547	0.000109889842860866	0.087605208158493	0.0261076595634222	0.0223433542996645	-0.00465565314516425	-0.106408558785915	0.0747925639152527	-0.00929929595440626	0.0768260210752487	0.00955276843160391	0.0503668561577797	0.0452504642307758	0.0794055089354515	0.144033804535866	0.00921691302210093	0.0878433212637901	-0.0252956263720989	-0.0936340019106865	0.108581736683846	-0.0220060870051384	0.17432501912117	-0.0682841092348099	-0.0309417769312859	0.10768648982048	0.0881416872143745	-0.0383924394845963	0.0170920863747597	0.0753443464636803	0.133320942521095	-0.155596017837524	-0.0699313506484032	0.0552265048027039	0.0920154601335526	0.0463475584983826	0.00598150445148349	0.00932821445167065	-0.0734935626387596	0.0139685124158859	0.122532323002815	0.0539187788963318	-0.0129056917503476	-0.038370817899704	0.0227790270000696
InferredCov7	0.0191684179008007	0.0091948639601469	-0.0606768615543842	-0.0197871048003435	0.0895053818821907	0.154792979359627	0.0475160330533981	0.119615510106087	0.149032458662987	-0.0517418198287487	-0.0388232655823231	0.0464485064148903	-0.128134846687317	0.0337370410561562	-0.084731288254261	0.0386353954672813	-0.00522762862965465	0.0176793858408928	-0.00464513059705496	-0.0683684423565865	0.0334093049168587	0.0089033106341958	0.0156236235052347	0.0608265250921249	0.151032894849777	-0.106453508138657	0.0231530480086803	0.122199639678001	0.00594038143754005	-0.131798356771469	0.106211625039577	-0.1188695281744	-0.00313354446552694	0.0104699833318591	-0.0428274571895599	-0.103267386555672	0.11322695761919	-0.110460139811039	-0.0901682898402214	-0.0159904807806015	0.0520707741379738	-0.00308579602278769	-0.0828977003693581	-0.0392049737274647	-0.0391154065728188	0.0207845214754343	0.0441897995769978	-0.0956420376896858	0.0371263585984707	-0.0517350435256958	-0.0967492610216141	0.0266875848174095	-0.0335139371454716	0.00176202063448727	0.0859936773777008	0.0759656727313995	-0.144676327705383	0.0514010190963745	0.0314276106655598	-0.0570164732635021	0.0411376878619194	-0.0889270305633545	0.0803911834955215	-0.135571748018265	-0.0895519629120827	0.0321734435856342	0.117309331893921	0.0974255874752998	0.0187570340931416	0.16804838180542	0.0726103633642197	-0.0273225754499435	-0.0387181416153908	-0.138368636369705	0.0458500050008297	-0.0186376627534628	0.00348023301921785	-0.0915057808160782	0.0745125114917755	-0.0155527452006936	0.0282451044768095	-0.131147176027298	0.0421285629272461	0.0150922294706106	0.134110793471336	0.00889067072421312	-0.0910203531384468	0.0353931821882725	-0.0206066071987152	0.090050034224987	-0.0553941205143929	-0.0490619502961636	-0.0880129411816597
