ID	GTEX-111CU	GTEX-111YS	GTEX-1122O	GTEX-1192X	GTEX-11DXX	GTEX-11DXZ	GTEX-11EQ9	GTEX-11I78	GTEX-11P7K	GTEX-11P82	GTEX-11VI4	GTEX-11XUK	GTEX-12WSK	GTEX-13111	GTEX-13113	GTEX-133LE	GTEX-1399R	GTEX-1399U	GTEX-139T6	GTEX-139YR	GTEX-13CF3	GTEX-13D11	GTEX-13FH7	GTEX-13FTW	GTEX-13O21	GTEX-13O61	GTEX-13OVI	GTEX-13PL7	GTEX-13QBU	GTEX-13RTK	GTEX-UPK5	GTEX-VJYA	GTEX-VUSG	GTEX-WEY5	GTEX-WFG7	GTEX-WFG8	GTEX-WFJO	GTEX-WH7G	GTEX-WQUQ	GTEX-WRHK	GTEX-X15G	GTEX-X5EB	GTEX-XAJ8	GTEX-XBED	GTEX-XGQ4	GTEX-XMK1	GTEX-XUZC	GTEX-XXEK	GTEX-Y114	GTEX-Y3IK	GTEX-Y5LM	GTEX-Y9LG	GTEX-YB5E	GTEX-YEC4	GTEX-YF7O	GTEX-Z9EW	GTEX-ZA64	GTEX-ZC5H	GTEX-ZEX8	GTEX-ZF2S	GTEX-ZLFU	GTEX-ZLV1	GTEX-ZP4G	GTEX-ZPCL	GTEX-ZPIC	GTEX-ZQG8	GTEX-ZQUD	GTEX-ZTPG	GTEX-ZTSS	GTEX-ZTX8	GTEX-ZVP2	GTEX-ZVT2	GTEX-ZVZP	GTEX-ZXES	GTEX-ZYFG	GTEX-ZYWO	GTEX-ZZ64 
InferredCov8	-0.073455423116684	-0.0907204449176788	-0.0380251817405224	-0.0567872785031796	0.00875046569854021	0.0194416847079992	-0.0245973411947489	-0.0873319730162621	0.121563047170639	0.0167506728321314	-0.0595348738133907	0.0172199010848999	-0.146452069282532	0.102021865546703	0.0565788634121418	-0.262818276882172	-0.0137671250849962	-0.0867184549570084	0.0382376648485661	-0.0485715642571449	0.0387133732438087	0.077970027923584	0.0597833581268787	0.0574974305927753	0.0637852475047112	-0.0912961587309837	-0.18286007642746	0.042012270539999	-0.0807572901248932	0.00335245439782739	-0.183228477835655	0.205375641584396	-0.0961161032319069	0.0408585779368877	0.0948652327060699	-0.145193949341774	0.0424637198448181	0.00622110441327095	-0.025214234367013	-0.017259394749999	0.211132615804672	0.0472961477935314	0.07231305539608	0.168873459100723	-0.105907090008259	0.0730053931474686	-0.0538898222148418	0.0883193910121918	0.0567278750240803	0.037777092307806	-0.0985853672027588	-0.0155000621452928	-0.0791905373334885	0.061513289809227	0.0370756648480892	0.0565711632370949	0.0337342321872711	-0.0190851595252752	0.0374474860727787	0.0226074978709221	-0.0383404940366745	-0.00675982795655727	-0.0249318536370993	-0.0535491965711117	0.169906586408615	0.160695493221283	-0.0748122036457062	0.0625225156545639	-0.0247822962701321	0.057194959372282	0.0311264898627996	0.00943741761147976	0.017721189185977	-0.140204921364784	-0.0229289941489697	-0.0246271602809429	-0.0336679667234421
InferredCov9	-0.0439583249390125	-0.0739733800292015	0.0016702685970813	-0.194313138723373	-0.0196940414607525	0.151020660996437	0.020002193748951	0.0197395086288452	-0.018355680629611	0.0144326901063323	0.0595879480242729	-0.0188896656036377	-0.0587686598300934	0.142184942960739	0.0311214365065098	0.218962177634239	-0.027975894510746	-0.042374137789011	0.0104425540193915	-0.091567151248455	0.105715081095695	-0.089138962328434	0.00110365566797554	-0.0210291594266891	-0.0805685445666313	-0.0397321283817291	0.0537477768957615	-0.0851820781826973	0.0420416630804539	0.0144510352984071	0.00680421339347959	0.0902571603655815	-0.119633473455906	0.0738309696316719	-0.0363844223320484	0.0130182467401028	-0.0800803080201149	-0.043435350060463	0.149142622947693	-0.178542345762253	0.0988048911094666	-0.14538885653019	0.0666959956288338	0.050599567592144	0.0638258531689644	0.108693316578865	0.10714415460825	-0.0564360842108727	0.0893104746937752	-0.00455806916579604	-0.118915215134621	0.0932775288820267	0.0468282550573349	-0.262291193008423	0.18375688791275	0.0100934039801359	-0.0359207317233086	0.0177475903183222	0.10776411741972	0.00529597653076053	-0.0854424238204956	-0.0206857603043318	0.0711881443858147	-0.0616968981921673	-0.0593104399740696	-0.0150262909010053	0.0732624977827072	-0.092778354883194	0.0207786932587624	-0.0442905612289906	-0.0481970310211182	-0.0132858976721764	0.0175149161368608	0.0479687266051769	-0.00554856145754457	0.00127128371968865	-0.0678365230560303
InferredCov10	-0.0502414926886559	0.150489509105682	0.019278921186924	0.16388763487339	0.0627313107252121	-0.0913214311003685	-0.00089048984227702	-0.0139922378584743	0.0752668753266335	0.00758528476580977	0.0208196919411421	0.0990114584565163	-0.0666109547019005	-0.0031475240830332	0.0682612806558609	-0.00656239176169038	-0.149519696831703	-0.0982334166765213	-0.0367398746311665	-0.13686665892601	-0.00654077995568514	0.0605579428374767	0.0609753169119358	0.0338556170463562	0.0856534466147423	0.00179216917604208	0.0900396183133125	0.0354048237204552	0.0669210627675056	-0.0527220144867897	-0.0147543409839272	-0.0903239175677299	0.00146682898048311	-0.122072361409664	-0.0196272954344749	0.0100500676780939	0.0497726760804653	-0.0163986217230558	-0.0706431418657303	-0.0743026435375214	0.0802981853485107	-0.0876472443342209	0.0617849193513393	-0.0411169119179249	-0.038568701595068	0.170165836811066	-0.0216000750660896	-0.0988035202026367	-0.137535274028778	-0.116793625056744	0.0608418360352516	0.0360544696450233	0.0883569121360779	-0.0743927881121635	0.0213490035384893	0.0385168753564358	0.0499189049005508	0.0690030157566071	-0.0391765236854553	0.0277167484164238	-0.0846399739384651	0.0499472096562386	0.0103465924039483	-0.0400489866733551	0.00658353604376316	0.0413933284580708	-0.148087993264198	0.0514785647392273	-0.0637830272316933	-0.0196247510612011	-0.0821960121393204	0.0703902393579483	-0.0314979664981365	0.037711001932621	0.0943718552589417	-0.0264294426888227	0.042863629758358
InferredCov11	0.0328298546373844	-0.0155671564862132	-0.0564537346363068	0.0101968105882406	0.164029330015182	-0.0136479018256068	0.117098040878773	0.14351424574852	0.0719021111726761	-0.0713020712137222	-0.142018347978592	0.0159618221223354	0.0445879697799683	-0.0469597615301609	0.052896648645401	0.0191541761159897	-0.00392784830182791	-0.0866037458181381	-0.0382670238614082	-0.0357035920023918	-0.0458485037088394	-0.0433110222220421	-0.0680597797036171	-0.0346425212919712	-0.0589755773544312	-0.0054945582523942	0.024853590875864	-0.0878182873129845	-0.126851230859756	0.0484285838901997	-0.149628430604935	0.0384284853935242	0.0682666152715683	0.000781408685725182	0.0760873034596443	-0.0358220711350441	0.0231275893747807	0.0291159972548485	0.00287200487218797	-0.0224506799131632	-0.0582906119525433	0.000954584975261241	0.150441184639931	-0.0193527583032846	0.106733202934265	0.035048320889473	0.0617449209094048	-0.117475226521492	0.0688893869519234	-0.0601104870438576	-0.0742762312293053	-0.125570848584175	0.100293435156345	-0.108231984078884	-0.0769653618335724	0.0724356397986412	-0.0694658979773521	-0.0220814682543278	0.00571091985329986	0.0444087758660316	0.0985675454139709	0.0107434298843145	-0.00602091383188963	0.0864718779921532	-0.0365793369710445	0.067302517592907	0.000335466698743403	0.0118215167894959	-0.102088332176208	-0.0994156822562218	0.0706627368927002	0.0459404997527599	-0.033766333013773	0.00617113243788481	0.0359321497380733	0.0340251922607422	0.0986361429095268
InferredCov12	-0.0411820970475674	0.0969861149787903	-0.00290876999497414	0.0605590678751469	-0.0302243065088987	0.0645636096596718	-0.0140051105991006	-0.0939743965864182	0.0338212922215462	0.0360833257436752	-0.0515570007264614	-0.0443553514778614	0.0101394504308701	0.0236125644296408	-0.0556261613965034	0.0457565523684025	-0.0290052369236946	0.0216263886541128	-0.0691555812954903	-0.0502260886132717	0.212892487645149	-0.0617873445153236	0.0389958098530769	0.0775010883808136	-0.0604441724717617	-0.000437961629359052	0.0823527798056602	0.00343680405057967	-0.0644858479499817	-0.046330027282238	0.0414035022258759	0.0161559209227562	-0.0231123231351376	-0.0636459365487099	-0.0590663142502308	-0.0443033613264561	0.0153643963858485	-0.0765102282166481	-0.0396205075085163	0.0493320375680923	-0.0462077558040619	0.0211779810488224	-0.055672250688076	0.0147914867848158	0.0260282773524523	0.0730592608451843	-0.0978798270225525	0.020196408033371	0.0518494322896004	0.0784388929605484	-0.0705504417419434	0.0499834306538105	0.0195029471069574	0.00218771025538445	-0.11153307557106	0.0278441794216633	0.0400167182087898	-0.0118542043492198	0.0173289775848389	0.0472222529351711	-0.0103118289262056	-0.0388529375195503	-0.114181369543076	-0.0532901547849178	-0.00247531360946596	-0.0523614659905434	0.0168041102588177	0.0804631561040878	-0.157512351870537	0.0396074950695038	0.108059428632259	0.0461959056556225	-0.0498992018401623	0.0305745229125023	0.0702221915125847	0.0467122867703438	0.037021953612566
InferredCov13	0.0238192230463028	-0.0647215098142624	-0.0114344339817762	-0.0370826870203018	0.0424587354063988	-0.0206640493124723	0.0107605699449778	0.0346608757972717	-0.0165781415998936	0.0392560660839081	-0.0095200976356864	0.0298727080225945	-0.0047923824749887	-0.0454538054764271	-0.0182221364229918	-0.00354512641206384	-0.0152466399595141	0.00283249467611313	-0.00611166749149561	-0.0344514846801758	-0.00150203099474311	0.003905666526407	0.0369590669870377	-0.0340218506753445	-0.0240274779498577	0.0076318746432662	0.0206067003309727	-0.020988380536437	-0.00827461294829845	-0.0305863805115223	-0.0573680773377419	-0.147080197930336	-0.0563118979334831	-0.0206646118313074	0.0273918751627207	0.0139132225885987	0.0516340248286724	0.0480677857995033	0.036721158772707	-0.0299744307994843	-0.00526101887226105	0.00160513492301106	0.0195782091468573	-0.0106409415602684	0.0268355887383223	0.00205460167489946	0.0264611672610044	0.0770355239510536	0.00809056777507067	0.0592565611004829	0.0121295973658562	-0.0211727321147919	-0.0491196103394032	-0.0204181615263224	0.0231653898954391	0.016323721036315	0.00033890173654072	-0.0404165238142014	0.0252367258071899	0.0184592287987471	0.000313968630507588	0.0144045203924179	-0.0156874898821115	0.012169529683888	0.0733398944139481	-0.0430779568850994	-0.00619029439985752	0.0713385865092278	-0.00780145451426506	-0.037566289305687	-0.0121405012905598	0.0336750000715256	-0.00321235763840377	-0.044340293854475	0.000340372847858816	0.0660587251186371	0.015556394122541
InferredCov14	-0.00393487606197596	0.00571438670158386	0.00202806806191802	1.02162866824074e-05	-0.00786956213414669	0.00852970965206623	-0.00546332262456417	-0.0124152135103941	-0.00330683449283242	0.0109739219769835	0.00260699586942792	-0.00331449927762151	-0.000513074628543109	0.00210223509930074	-0.010287650860846	0.012446079403162	-0.00513025419786572	0.00709962751716375	-0.00665113143622875	-0.00837633572518826	0.0270516648888588	-0.00731493951752782	0.0101846233010292	0.00579600688070059	-0.00821941904723644	0.00151428137905896	0.0139996260404587	0.000449437065981328	0.00079389224993065	-0.0100074196234345	0.00942098814994097	-0.0149564174935222	-0.01199836935848	-0.00836975313723087	-0.00995231978595257	0.000689053384121507	0.00300818146206439	-0.00648558838292956	0.00215985486283898	0.000193397019756958	-0.00385481724515557	-0.00156974385026842	-0.0111914379522204	-4.05274076911155e-05	0.00293696136213839	0.00796611234545708	-0.0083308033645153	0.0120459152385592	0.00377736403606832	0.0158428885042667	-0.00380741595290601	0.0119687719270587	-0.00476632034406066	-0.00297260843217373	-0.00310913776047528	0.00044048682320863	0.00662577478215098	-0.00312204845249653	0.00540901953354478	0.00441115396097302	-0.00722574489191175	-0.00369341997429729	-0.0116726104170084	-0.00956276059150696	0.00425894884392619	-0.0155309168621898	0.00355167803354561	0.0119310766458511	-0.0123722245916724	0.00391506124287844	0.00560555886477232	0.00566828483715653	-0.00411326764151454	0.00239189970307052	0.00642206519842148	0.00977445114403963	-0.000105184044514317
InferredCov15	0.00406153732910752	-0.0118988687172532	-0.00136825582012534	-0.0076353675685823	0.00311500648967922	-0.00117224070709199	-0.00060717755695805	0.00219740299507976	-0.00581040373072028	0.0102116167545319	-6.95761991664767e-05	0.00309794349595904	0.00112385069951415	-0.00922159291803837	-0.00751221366226673	0.00144951278343797	-0.000913503812626004	0.00547038298100233	-0.00174828036688268	-0.00436119688674808	0.0053597460500896	-0.00144737283699214	0.00867148116230965	-0.00558448722586036	-0.00606817798689008	0.00256945588625968	0.00590654881671071	-0.0025924569927156	-0.000717077637091279	-0.00753864739090204	-0.00642207125201821	-0.0309317801147699	-0.0126971313729882	-0.00493431417271495	0.00219688937067986	0.00313867372460663	0.00970969628542662	0.00768990069627762	0.00705525418743491	-0.0019440280739218	-0.00473193824291229	0.00280111166648567	-0.00281193107366562	-0.00246893730945885	0.00501801073551178	-0.0023277725558728	0.00178939965553582	0.0195599310100079	0.002936388598755	0.0172273982316256	0.002853749319911	-0.00107467733323574	-0.0126876411959529	0.000205253600142896	0.00190345989540219	0.00130424043163657	0.00177898956462741	-0.00939229689538479	0.00534610264003277	0.00335653917863965	-7.44342978578061e-05	0.000970181252341717	-0.00594995124265552	0.000282018154393882	0.0144272400066257	-0.0131430188193917	0.0015797313535586	0.0155173297971487	-0.00272583425976336	-0.00468723010271788	-0.000277141050901264	0.00573285343125463	-0.00111055793240666	-0.00759356049820781	-0.000112597335828468	0.0146072832867503	0.00193516828585416
gender	2	2	1	2	1	2	2	1	2	2	1	1	1	2	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	1	2	1	2	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2
Platform	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
