ID	GTEX-111CU	GTEX-111YS	GTEX-1122O	GTEX-1192X	GTEX-11DXX	GTEX-11DXZ	GTEX-11EQ9	GTEX-11I78	GTEX-11P7K	GTEX-11P82	GTEX-11VI4	GTEX-11XUK	GTEX-12WSK	GTEX-13111	GTEX-13113	GTEX-133LE	GTEX-1399R	GTEX-1399U	GTEX-139T6	GTEX-139YR	GTEX-13CF3	GTEX-13D11	GTEX-13FH7	GTEX-13FTW	GTEX-13O21	GTEX-13O61	GTEX-13OVI	GTEX-13PL7	GTEX-13QBU	GTEX-13RTK	GTEX-UPK5	GTEX-VJYA	GTEX-VUSG	GTEX-WEY5	GTEX-WFG7	GTEX-WFG8	GTEX-WFJO	GTEX-WH7G	GTEX-WQUQ	GTEX-WRHK	GTEX-X15G	GTEX-X5EB	GTEX-XAJ8	GTEX-XBED	GTEX-XGQ4	GTEX-XMK1	GTEX-XUZC	GTEX-XXEK	GTEX-Y114	GTEX-Y3IK	GTEX-Y5LM	GTEX-Y9LG	GTEX-YB5E	GTEX-YEC4	GTEX-YF7O	GTEX-Z9EW	GTEX-ZA64	GTEX-ZC5H	GTEX-ZEX8	GTEX-ZF2S	GTEX-ZLFU	GTEX-ZLV1	GTEX-ZP4G	GTEX-ZPCL	GTEX-ZPIC	GTEX-ZQG8	GTEX-ZQUD	GTEX-ZTPG	GTEX-ZTSS	GTEX-ZTX8	GTEX-ZVP2	GTEX-ZVT2	GTEX-ZVZP	GTEX-ZXES	GTEX-ZYFG	GTEX-ZYWO	GTEX-ZZ64 
C1	-0.018	-0.0215	-0.0205	-0.0209	-0.0218	0.111	-0.0209	-0.0209	0.1244	-0.0203	-0.0206	-0.0217	-0.0204	-0.0108	0.0846	-0.02	-0.0224	-0.0193	-0.0193	-0.0228	-0.0226	-0.02	-0.0218	-0.0175	-0.0214	0.0271	0.1081	-0.0224	-0.0219	-0.0182	-0.0219	0.1238	-0.0226	-0.0216	-0.0169	-0.0202	-0.0209	-0.0212	-0.0226	-0.0207	-0.0225	-0.0208	-0.0221	-0.0207	-0.0209	-0.0202	-0.0217	-0.0216	0.1321	0.1006	-0.0214	-0.0226	0.031	-0.0206	-0.0203	-0.0218	-0.0216	-0.0213	-0.0146	-0.0205	0.1234	-0.0209	-0.0203	-0.0224	-0.0214	-0.0213	0.1109	-0.0182	-0.0213	0.089	0.1268	-0.0225	-0.0202	-0.0181	-0.0202	-0.0209	-0.0219
C2	0.001	0.013	0.0164	0.0095	0.008	0.0047	0.002	0.0121	0.0252	0.0065	0.01	0.0124	0.0023	-0.0493	0.0177	-0.0171	0.0128	0.009	0.0081	0.0087	0.0065	0.0061	3e-04	0.0022	0.0086	-0.0949	0.0146	-0.0014	0.0039	-0.0124	5e-04	0.0123	0.0183	0.0042	-0.0052	0.0136	0.0092	0.0068	-0.0042	0.0011	0.0139	0.0146	0.0083	0.0111	0.0056	0.0024	0.0092	0.0079	0.0152	0.0155	0.0035	0.0094	0.0097	0.0068	0.0011	0.0144	0.0077	-0.0018	-0.0097	0.008	-0.0039	0.0072	4e-04	0.0072	0.0117	0.006	0.0135	0.0058	0.0173	0.0018	0.0115	0.0175	0.001	0.0126	0.0011	-0.0021	-0.0019
C3	0.006	0.0081	0.0178	0.0108	0.015	-0.0062	-0.0158	-0.0064	0.0143	0.0049	-0.0108	0.0462	0.0325	-0.1495	-0.0107	0.0196	0.0381	-0.0114	-0.0109	0.0426	0.0519	0.0147	-0.011	-0.0958	-0.0062	-0.0521	-0.0075	0.052	-0.0153	0.0321	0.0026	-0.0041	0.0225	7e-04	-0.0827	0.0228	0.0158	-0.0058	0.0457	0.0084	0.0349	0.0102	0.0239	0.002	0.0114	0.0288	-0.0031	0.0164	0.005	0.0268	0.0133	0.0303	0.0024	0.0138	0.0144	-0.002	-9e-04	0.0578	-0.1664	-0.0034	-0.0212	0.0201	0.0087	-0.0148	0.0442	0.0186	0.0217	-0.0359	-0.0055	0.014	0.0125	-0.0045	-0.0156	0.0268	0.0074	-0.0231	0.0189
InferredCov1	-0.0997859910130501	0.149688884615898	0.115706846117973	-0.122019305825233	0.0420097522437572	0.0437842383980751	0.0576358772814274	0.055716298520565	0.030384786427021	-0.0212317612022161	-0.0663972347974777	-0.037220660597086	-0.090890035033226	-0.113497205078602	0.0320268608629704	0.05972720682621	0.0262995790690184	-0.0423174127936363	0.00537404231727123	0.0285060331225395	0.0433582775294781	0.0953179448843002	-0.0235947053879499	0.0784799158573151	-0.0562965832650661	-0.0342061333358288	-0.0978091508150101	0.0861819162964821	-0.0849789828062057	-0.0141952531412244	-0.114114046096802	0.0111954808235168	-0.0976695567369461	-0.123539566993713	-0.0320786125957966	-0.0199522506445646	-0.0283228494226933	-0.0448241457343102	0.0471677221357822	-0.0656994134187698	-0.0857509076595306	0.0591861344873905	-0.0208992194384336	0.0408199764788151	0.0507027395069599	-0.12120708078146	0.0686696842312813	0.029052721336484	-0.0366351269185543	-0.055393610149622	-0.0229313410818577	0.107101917266846	0.106027506291866	0.0841010063886642	0.0955747961997986	-0.04515740275383	0.0666197836399078	-0.133733496069908	-0.0158992893993855	-0.119804762303829	-0.013602034188807	0.082308329641819	-0.0541126355528831	0.0964846909046173	-0.0236282590776682	-0.0765932947397232	-0.112733334302902	-0.0119202630594373	0.0877783223986626	0.0831812843680382	-0.0103149600327015	-0.00572719285264611	0.0820528566837311	0.0724931806325912	0.086740106344223	0.0406784154474735	0.048553641885519
InferredCov2	-0.145902797579765	-0.0275131668895483	-0.0262216292321682	-0.124113254249096	0.0564550533890724	0.034252367913723	0.0186490714550018	0.0624704584479332	0.0482676066458225	0.102301269769669	0.147731974720955	0.120049022138119	-0.105461448431015	-0.0772537887096405	-0.0247087795287371	0.00842234306037426	0.00711904978379607	0.120180405676365	-0.0118971718475223	-0.0432891026139259	0.0672004446387291	-0.0206512734293938	0.129429340362549	-0.0366747044026852	-0.0624943859875202	0.124124549329281	-0.118407666683197	-0.0337585285305977	0.0152285490185022	-0.0403710752725601	0.125609770417213	0.0258032064884901	0.127964675426483	-0.0483689159154892	-0.10212966054678	-0.0785967335104942	0.13716833293438	0.120923519134521	0.0035468062851578	0.107810735702515	0.0865948721766472	0.0133231626823545	0.0399619825184345	-0.0304639898240566	0.00950089655816555	-0.131885334849358	-0.0197410769760609	-0.0245445389300585	-0.0399514138698578	-0.126688152551651	-0.0689105018973351	-0.0181228164583445	-0.0400713086128235	-0.0410250015556812	-0.0210004299879074	0.105695851147175	-0.0224425345659256	0.0785317197442055	0.0902147218585014	-0.138687297701836	0.106033831834793	-0.052255317568779	0.0181029513478279	-0.0704196989536285	-0.0725936964154243	-0.0298898499459028	-0.154579266905785	-0.0610012263059616	-0.0294062457978725	-0.0309037491679192	0.0993849560618401	0.0129535598680377	-0.0246540103107691	-0.0291625577956438	-0.0275597237050533	0.0118279978632927	0.0501523911952972
InferredCov3	0.0537753403186798	0.0932739973068237	0.0710226744413376	-0.0450517199933529	0.0399844795465469	-0.00785350706428289	0.0409154668450356	0.0693522766232491	0.0688814967870712	-0.0111519293859601	0.109813816845417	0.0548447370529175	0.102891817688942	0.00488684000447392	-0.00408874498680234	-0.142923265695572	-0.142514765262604	0.0889642015099525	0.0162968132644892	-0.160467728972435	0.00794053822755814	0.0217577442526817	0.0884522870182991	-0.0670779570937157	0.017313726246357	0.071330800652504	0.139415711164474	0.0412638857960701	0.0278541278094053	-0.0723662152886391	-0.10754132270813	-0.120664417743683	-0.0695156157016754	0.0831140801310539	-0.00254539377056062	-0.168071240186691	0.0121084647253156	0.0222953446209431	-0.114968881011009	0.016483111307025	-0.0851330533623695	-0.0457880757749081	-0.0705181285738945	0.0421555712819099	-0.139755070209503	0.0108246738091111	-0.039289977401495	-0.0725423768162727	0.164953470230103	-0.0738483220338821	-0.220922589302063	0.108190476894379	0.00205605197697878	0.0474205203354359	0.0671285167336464	-0.0268187336623669	-0.0708360522985458	-0.0128997666761279	-0.0728405863046646	0.0431268215179443	0.101233810186386	-0.0137048168107867	-0.0403406247496605	0.0931522473692894	-0.0196764506399632	-0.042488906532526	0.159725621342659	-0.123173959553242	0.115657538175583	0.0553127638995647	0.0323484241962433	0.0151994396001101	0.082528829574585	0.040483295917511	-0.087070919573307	-0.0814956650137901	0.0302462708204985
InferredCov4	-0.0981491506099701	0.138531759381294	0.0251496415585279	0.128292083740234	0.0118182934820652	0.110490292310715	-0.043395284563303	0.0588386580348015	-0.00266266125254333	-0.0784263089299202	-0.0744030475616455	-0.00617107748985291	-0.0178238674998283	-0.0365437753498554	0.00422066263854504	-0.00383743923157454	0.134378790855408	-0.124037496745586	-0.0865782275795937	0.0226603467017412	-0.00133760448079556	-0.0154793048277497	-0.0385588705539703	-0.189995035529137	-0.0129113327711821	-0.0312958061695099	0.0817975029349327	0.035414669662714	-0.0354179218411446	-0.0922509953379631	0.048683263361454	-0.00480953278020024	0.169660791754723	-0.0596946030855179	0.0289139375090599	-0.223767623305321	0.0263533014804125	0.0636901035904884	0.222921416163445	-0.0451654978096485	0.0222553685307503	0.088647186756134	-0.0252605248242617	-0.0354169718921185	-0.10742212086916	0.0526337400078773	0.00680035352706909	0.0805905535817146	-0.0500782988965511	0.0592767558991909	-0.0928028970956802	0.029841460287571	-0.0395557433366776	0.0325548835098743	0.119779549539089	-0.0697889104485512	-0.0276019908487797	0.236631274223328	0.0836435556411743	0.0989169031381607	0.0478606522083282	-0.0293749142438173	-0.125648349523544	0.0541488900780678	-0.063172422349453	-0.0311515368521214	0.00329161016270518	0.0743246674537659	0.0503965392708778	-0.0729764476418495	-0.113220877945423	-0.177858471870422	0.0384280979633331	-0.0700530707836151	-0.0358595997095108	0.0495735332369804	-0.0500393584370613
InferredCov5	0.00646910304203629	0.026933915913105	0.00755993602797389	0.0124382562935352	-0.00588759128004313	-0.0873097851872444	-0.0606528781354427	0.06141247600317	-0.0783318728208542	-0.0724837183952332	-0.101557701826096	-0.0728845670819283	-0.0678819045424461	0.119913026690483	-0.073350615799427	0.0712563991546631	-0.0953529328107834	-0.0424650497734547	0.0300051737576723	-0.244733259081841	0.0733085572719574	-0.13851360976696	0.0220594704151154	-0.0666728243231773	-0.0519032068550587	-0.0599144846200943	0.140088841319084	-0.0494322516024113	0.10116383433342	0.104264490306377	-0.0473782457411289	0.0247373394668102	-0.0207349807024002	-0.00795424450188875	0.0147720454260707	0.0454234331846237	0.0309330802410841	0.159947842359543	0.181448087096214	0.187325209379196	-0.0805882513523102	0.182941973209381	0.0774685963988304	0.0789005532860756	-0.0554911382496357	0.0127166556194425	0.0952143594622612	-0.0877283811569214	0.127751767635345	-0.0758907496929169	0.16338749229908	0.0225215703248978	-0.0437609367072582	0.207585200667381	0.0843389108777046	0.0308794416487217	0.158904179930687	-0.0666582435369492	-0.0734135806560516	-0.175377458333969	-0.00640102662146091	-0.0529684349894524	-0.028710151091218	-0.104368016123772	-0.0251569412648678	0.0270359124988317	-0.0391809493303299	0.00195789942517877	-0.0156332608312368	-0.0660747960209846	0.0289110485464334	-0.0321194194257259	0.00890376325696707	-0.0991330817341805	0.0146485380828381	-0.168138056993484	-0.00313213397748768
InferredCov6	0.192206785082817	0.0491414666175842	0.0442853718996048	0.0756677314639091	0.0682484209537506	-0.157327935099602	-0.00900355819612741	0.0604083426296711	-0.114561013877392	-0.0725388675928116	-0.138478994369507	-0.0354607291519642	-0.0877328217029572	0.0571021512150764	-0.141417756676674	-0.0357394777238369	-0.0941357612609863	0.0100675262510777	-0.0397938601672649	-0.062336515635252	0.102339543402195	0.114235527813435	-0.0505864098668098	0.171006143093109	-0.146789312362671	-0.0168916340917349	-0.0537589229643345	-0.0630297660827637	-0.113133780658245	-0.0355525985360146	0.226129487156868	-0.0341487675905228	0.180906757712364	0.0637802258133888	-0.0150089580565691	0.112535625696182	-0.0422152392566204	-0.0329454988241196	0.0351622365415096	-0.10094091296196	0.0622293055057526	-0.120265208184719	0.139302924275398	0.100308023393154	-0.0384410731494427	-0.0182051733136177	0.00253998138941824	0.15107473731041	-0.0171569604426622	-0.141790971159935	-0.0841531977057457	-0.0330304801464081	-0.0148226423189044	-0.0572210736572742	0.0440341271460056	0.0271976180374622	-0.0454782769083977	0.104739718139172	-0.0435645543038845	-0.0722405612468719	-0.0637751743197441	0.0224296301603317	-0.117325596511364	0.0716135650873184	0.00827465672045946	-0.0841792151331902	0.0421810261905193	0.0198714192956686	0.157609239220619	0.108186312019825	0.130741953849792	0.103550732135773	0.0714578926563263	-0.175012826919556	-0.0626259818673134	-0.0152716403827071	-0.0301859192550182
InferredCov7	0.1116838529706	0.124381765723228	0.0574597381055355	-0.0557480007410049	0.0412467494606972	-0.0678576678037643	0.0266432072967291	0.0349018238484859	-0.0515530481934547	0.136391639709473	0.123915687203407	-0.0365691222250462	-0.106622822582722	0.0406222678720951	-0.0854395776987076	-0.057661347091198	-0.00593194272369146	-0.0482371412217617	-0.12030578404665	-0.0881633386015892	-0.154730275273323	0.0727451741695404	0.0361435264348984	0.00623939512297511	-0.271496504545212	0.032411515712738	-0.14145864546299	-0.0615886338055134	-0.19251911342144	-0.0767867118120193	0.0552827902138233	0.0898862406611443	-0.0796056166291237	0.165078163146973	-0.00481749605387449	0.0247735604643822	0.096912756562233	0.0690085291862488	-0.0659918412566185	0.0458615832030773	0.132297202944756	0.0967978835105896	-0.134392216801643	-0.10782777518034	0.099454365670681	0.16678412258625	0.0503117479383945	-0.133817955851555	-0.0826549530029297	0.110675968229771	0.0797884985804558	-0.0263695530593395	0.0766080841422081	0.0890405252575874	0.0454121492803097	-0.011611825786531	0.0980977043509483	-0.0323181226849556	0.0551162995398045	0.179467082023621	-0.0333290882408619	0.00630334112793207	-0.0397069118916988	0.0603915341198444	-0.0021545581985265	-0.0925160720944405	0.100246578454971	-0.111525870859623	-0.035253033041954	-0.0675300508737564	-0.0146712018176913	-0.136736214160919	-0.0290354881435633	-0.0349223874509335	0.11956549435854	-0.0842757895588875	0.0281651560217142
