ID	GTEX-11GSO	GTEX-11ONC	GTEX-11UD1	GTEX-11ZTS	GTEX-11ZVC	GTEX-1212Z	GTEX-12WSD	GTEX-12WSE	GTEX-12WSF	GTEX-12WSH	GTEX-12WSM	GTEX-12ZZX	GTEX-13112	GTEX-1399T	GTEX-139T8	GTEX-139TT	GTEX-13CF2	GTEX-13FHO	GTEX-13FHP	GTEX-13FLW	GTEX-13FTY	GTEX-13FXS	GTEX-13G51	GTEX-13JUV	GTEX-13JVG	GTEX-13N1W	GTEX-13N2G	GTEX-13NYB	GTEX-13NYS	GTEX-13NZA	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13QIC	GTEX-13QJC	GTEX-13RTJ	GTEX-13S7M	GTEX-13SLW	GTEX-13X6I	GTEX-145MH	GTEX-N7MS	GTEX-N7MT	GTEX-NL3H	GTEX-NPJ7	GTEX-NPJ8	GTEX-P44H	GTEX-PVOW	GTEX-PWO3	GTEX-Q2AG	GTEX-QDT8	GTEX-QMR6	GTEX-QVJO	GTEX-QVUS	GTEX-R55E	GTEX-RNOR	GTEX-S7SE	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-UTHO	GTEX-WHSE	GTEX-WL46	GTEX-WVLH	GTEX-WWYW	GTEX-WZTO	GTEX-X4XX	GTEX-X585	GTEX-XMD1	GTEX-Y8DK	GTEX-YFC4	GTEX-YJ89	GTEX-ZAB4	GTEX-ZE7O	GTEX-ZF28	GTEX-ZUA1	GTEX-ZVZQ 
InferredCov8	-0.00991247966885567	0.0542629994452	-0.0456576757133007	-0.0610187128186226	-0.0492168329656124	-0.0116801159456372	0.0888942256569862	0.0426317974925041	0.0704802498221397	0.139475703239441	-0.0174483079463243	0.109751977026463	-0.0991663560271263	0.112785413861275	0.0634684562683105	-0.129096731543541	-0.0556045956909657	0.0968706682324409	-0.086803674697876	-0.00353003689087927	-0.20992349088192	0.0394541658461094	0.0722225084900856	-0.172487571835518	-0.0811341777443886	0.0978763476014137	-0.0115924803540111	0.0862234607338905	-0.0914869084954262	0.0039256764575839	-0.0923820808529854	-0.0108909728005528	-0.0792918801307678	0.0853701680898666	0.133629843592644	0.0330200865864754	0.220094263553619	-0.175521180033684	0.00862598046660423	0.0363760516047478	0.101975090801716	-0.0720550343394279	-0.0467989258468151	-0.0622462444007397	-0.00995252281427383	-0.0778997540473938	-0.056002601981163	0.109799042344093	0.0615077763795853	-0.054333720356226	-0.0497878305613995	-0.0403078682720661	-0.00578599236905575	-0.143418490886688	-0.0332529842853546	0.0666960701346397	-0.0054947710596025	0.144651517271996	-0.0592425093054771	-0.0125929927453399	0.0368519127368927	0.0430701859295368	0.115231163799763	0.0960837453603745	0.0476275309920311	-0.129567816853523	0.0691650360822678	-0.0613419152796268	0.119097635149956	-0.091081827878952	-0.0129472985863686	0.121972098946571	-0.108816757798195	0.181315377354622	-0.145796775817871	-0.0743586719036102	-0.00425817770883441	-0.0908537060022354	-0.00171265180688351	-0.036270834505558	0.0711558535695076
InferredCov9	0.081318087875843	-0.0526623204350471	-0.0247024390846491	-0.109028644859791	0.131106495857239	0.08810044080019	-0.04964879155159	-0.00153890228830278	-0.0979017540812492	0.0680728480219841	0.0387677475810051	0.251927852630615	0.0309375692158937	-0.121090665459633	0.00346839823760092	-0.00789657048881054	-0.0149677842855453	-0.120357945561409	-0.0190879981964827	0.0441306792199612	0.12165979295969	0.0728807672858238	0.0343136452138424	-0.0850066393613815	-0.0794729143381119	-0.176230356097221	0.192238435149193	-0.057758454233408	-0.0755009278655052	-0.0252982582896948	-0.135128185153008	0.0422567687928677	-0.152885138988495	0.0645904093980789	-0.0418682657182217	-0.0118868015706539	0.0499012321233749	-0.0803041756153107	-0.0806970819830894	0.100399278104305	0.0200414825230837	0.0881410390138626	0.0059735937975347	0.0331536009907722	0.0374817363917828	-0.0192193686962128	-0.0214741714298725	0.0972740948200226	-0.0155786154791713	0.133788570761681	-0.113769918680191	0.0576276630163193	-0.0433422289788723	0.161466479301453	-0.10386298596859	-0.240344330668449	0.134944647550583	0.0739276260137558	0.0597713924944401	0.031124958768487	-0.0151661336421967	-0.074768640100956	-0.0904340445995331	-0.149840414524078	0.0441862642765045	-0.111848525702953	0.000631051429081708	0.0201301239430904	0.0690572783350945	0.0462747067213058	0.150835677981377	0.0438359156250954	-0.039393849670887	-0.0227372199296951	0.0469653308391571	-0.0297049190849066	-0.0730129852890968	-0.0377727933228016	0.0579383857548237	0.0201543029397726	-0.0288135726004839
InferredCov10	-0.00610663369297981	4.87576617160812e-05	-0.0638260692358017	0.105614587664604	-0.115730218589306	-0.180118024349213	-0.104394800961018	-0.128844425082207	-0.107608050107956	-0.0721222683787346	0.0467719398438931	-0.0546011961996555	0.0715968087315559	0.211223512887955	-0.110918633639812	0.0764060467481613	0.0342832580208778	-0.0641168653964996	0.0285453628748655	0.0184922404587269	-0.0803519561886787	0.07020453363657	0.119732744991779	0.0191399585455656	-0.119238160550594	-0.213205471634865	0.0371621139347553	0.0401788577437401	-0.0177209917455912	-0.0356780327856541	0.0235224086791277	0.0803034454584122	-0.138258770108223	0.0166098419576883	0.0335911624133587	-0.0819332152605057	-0.0896902531385422	-0.0520439930260181	0.0586113929748535	-0.00471999496221542	0.0907809361815453	0.0436748303472996	0.00405016122385859	0.0775510668754578	-0.0232570171356201	0.150429919362068	0.100252255797386	-0.0504686944186687	0.113858409225941	-0.119397073984146	-0.114062644541264	-0.0449931435286999	0.180548429489136	-0.0335972495377064	0.00231074495241046	0.149038285017014	0.140118196606636	0.128535568714142	0.0245158392935991	-0.0424065254628658	-0.0125014130026102	0.0630601271986961	-0.0168370753526688	-0.0707690790295601	0.0309018306434155	-0.0545246340334415	0.00161390425637364	0.0186628848314285	-0.150644302368164	-0.0290388129651546	0.102296218276024	0.0623291730880737	-0.00653056660667062	0.0138880098238587	0.0266462098807096	0.0621890425682068	-0.0347386412322521	-0.0602974705398083	-0.101326368749142	0.0388935655355453	0.0874483063817024
InferredCov11	-0.00532208476215601	0.0667311772704124	-0.055751159787178	0.173825919628143	0.221984595060349	0.0935044139623642	-0.0222332663834095	-0.112785756587982	-0.00429192185401917	0.134510606527328	-0.0619466826319695	0.185573235154152	0.0484373643994331	0.024970630183816	0.0671734288334846	0.0262267366051674	0.0678106546401978	-0.00364972883835435	-0.0348079539835453	-0.017634404823184	-0.0266918949782848	-0.0289287511259317	0.0620979033410549	0.0739466696977615	0.0970704555511475	-0.0712002292275429	-0.129761338233948	0.0191597454249859	-0.0426016487181187	0.0737875178456306	0.0974462330341339	-0.153436899185181	-0.0197744555771351	0.0614591799676418	-0.0350947938859463	-0.024555578827858	-0.0298247747123241	0.0156555101275444	-0.0150804249569774	-0.026522871106863	-0.0596087984740734	0.0260985288769007	-0.189585402607918	0.00565961562097073	0.0839738920331001	0.132667437195778	-0.0519511699676514	-0.011088052764535	-0.0106242513284087	-0.0666681081056595	-0.201162576675415	-0.0949118062853813	0.0430461764335632	-0.0840318351984024	-0.0705870240926743	-0.131653785705566	-0.0405762791633606	-0.0212229490280151	0.0711141526699066	0.0843005925416946	0.0250770710408688	0.114477716386318	-0.0232966691255569	0.0048585208132863	-0.164648339152336	0.101956747472286	0.0421006605029106	-0.134435400366783	0.0246707331389189	-0.0847818776965141	-0.108014725148678	-0.103563770651817	-0.0109382551163435	0.0936102345585823	0.0278736483305693	0.120686054229736	-0.0669063404202461	-0.0100607145577669	-0.0844946727156639	0.000635822245385498	0.135382518172264
InferredCov12	0.0245621856302023	-0.0497959367930889	0.00217517022974789	-0.0207205377519131	-0.0729033574461937	0.0492501631379128	0.0622039325535297	-0.0611838363111019	0.0195441264659166	-0.175687059760094	-0.0315021425485611	-0.131231039762497	0.0270381234586239	0.0590994730591774	-0.148924201726913	0.0067853732034564	0.194180533289909	0.0114606879651546	0.00545743480324745	-0.0512866228818893	-0.0140470108017325	-0.110269814729691	0.0279573053121567	0.0306277945637703	-0.00249948399141431	0.137931957840919	-0.0112310843542218	0.0482835471630096	-0.0820481851696968	0.0903509184718132	0.00337911024689674	-0.0345983579754829	0.0248861070722342	0.0316434726119041	0.016161723062396	0.00661135604605079	0.104799531400204	0.0323125422000885	-0.143232837319374	-0.180440649390221	-0.0749278217554092	-0.054962519556284	-0.0854490995407104	-0.0345256924629211	0.0296709556132555	0.0460336953401566	0.0647862628102303	0.0722623690962791	-0.0812398567795753	0.0603074207901955	-0.127455368638039	0.133593499660492	-0.0609422363340855	-0.0385380461812019	-0.0459081716835499	-0.125891119241714	0.12124615162611	0.0554262101650238	0.0432101227343082	0.0628429278731346	-0.0166263803839684	-0.0632688105106354	0.0480051673948765	-0.0216840691864491	0.162166371941566	-0.0355449169874191	0.045288410037756	0.0147895971313119	0.000791133148595691	-0.0421451218426228	0.0134937586262822	0.151615306735039	-0.100053243339062	-0.119186080992222	-0.0698914155364037	0.212737485766411	-0.0583835132420063	0.0964792594313622	0.00950319413095713	0.054855689406395	0.0634598284959793
InferredCov13	-0.0486188381910324	0.116304278373718	0.0538219809532166	0.0735773965716362	-0.00941986031830311	0.0015770907048136	-0.151321843266487	0.0298443287611008	0.0178645569831133	-0.034929133951664	-0.122788086533546	-0.0035658294800669	-0.0763748586177826	0.0965751633048058	0.0249039921909571	-0.167826294898987	-0.107240743935108	-0.141304552555084	-0.0357581079006195	-0.0111926216632128	0.0706609413027763	0.018526092171669	-0.0629732608795166	-0.00145487126428634	0.0536243356764317	0.0459471382200718	0.0706927105784416	0.109303988516331	0.0767146423459053	0.0695507675409317	-0.18435326218605	0.017507778480649	0.0348654501140118	-0.0654487088322639	-0.0434682480990887	-0.0324528552591801	0.0364195518195629	-0.0796322524547577	0.0189882162958384	-0.0369640029966831	-0.0931092947721481	0.00682417210191488	-0.0339294783771038	0.0367446765303612	-0.0644989535212517	-0.0493807792663574	-0.0187664330005646	-0.060886025428772	0.0464198924601078	0.00246438104659319	0.029774010181427	0.0809632837772369	-0.0836413353681564	0.112046226859093	-0.0591289326548576	-0.0114970216527581	0.0519737862050533	-0.121042236685753	0.0145910186693072	-0.0606084130704403	-0.0242291130125523	0.302773714065552	0.0466941185295582	-0.114354841411114	0.102579146623611	0.0514435581862926	0.0222434420138597	0.12266106903553	-0.0627333596348763	0.135226294398308	-0.0866463631391525	0.0664260685443878	0.0380485616624355	0.134685978293419	-0.00456089479848742	-0.0220408719033003	-0.0976041406393051	0.00612618355080485	-0.118125580251217	0.0579813346266747	0.0997375547885895
InferredCov14	0.0849022269248962	0.0723734050989151	-0.0411891154944897	-0.105275303125381	0.0936791822314262	0.0259100496768951	0.00598885677754879	0.0505659990012646	0.135678216814995	0.0108297588303685	0.0567505806684494	-0.0526671037077904	0.0127630727365613	0.143893182277679	0.00077134114690125	0.0635710656642914	-0.0313399210572243	0.0328199043869972	-0.0810646787285805	-0.149391874670982	-0.0833767205476761	-0.003357894718647	0.024710850790143	-0.0743647962808609	0.0789441391825676	-0.158440709114075	-0.00329740415327251	0.148703679442406	0.020921777933836	-0.0349397882819176	-0.0443518869578838	-0.00677752774208784	-0.0234058480709791	0.0210405215620995	-0.0786744877696037	0.0677055418491364	-0.136491179466248	0.198622092604637	-0.0361796543002129	-0.0639887228608131	-0.0268888864666224	0.0183960851281881	-0.0551634393632412	-0.0163329541683197	-0.0886491313576698	0.0380926094949245	0.0857224091887474	-0.0166674647480249	0.068120114505291	0.02170923165977	-0.0862870439887047	0.0133157279342413	-0.0919661521911621	-0.0246862228959799	0.00814677309244871	-0.146806135773659	-0.0746548101305962	0.00898151099681854	-0.0994153916835785	-0.0375040657818317	0.118225410580635	-0.0327877849340439	0.122706726193428	0.0695459917187691	0.0245375335216522	-0.0555994547903538	-0.0390264689922333	0.0613129399716854	-0.0423878468573093	0.0314459688961506	0.0293802917003632	0.0246136356145144	0.0666251927614212	0.00278543517924845	0.0456626452505589	-0.058716893196106	0.0477839224040508	-0.131192952394485	0.0420009158551693	0.097902424633503	-0.0665975287556648
InferredCov15	-0.0189077518880367	0.0679122284054756	0.016160175204277	0.0262718331068754	0.00939526967704296	0.0121043054386973	0.0127612352371216	0.0269722789525986	-0.0831600651144981	-0.0544007048010826	0.0169415958225727	-0.0397146716713905	-0.0308834910392761	-0.0375179275870323	-0.143416970968246	0.0448360666632652	-0.0467046499252319	-0.0933912843465805	0.0651456490159035	0.0390225797891617	0.0368914417922497	-0.0106659792363644	0.0157376118004322	0.0289236754179001	0.00907801557332277	-0.0803040564060211	-0.0149898584932089	0.0786828324198723	0.0556753054261208	0.0503683984279633	0.0517361536622047	0.0801803097128868	0.041247121989727	-0.00362824136391282	0.0577662102878094	-0.000548822339624166	0.0667317360639572	0.0162395425140858	0.0384513512253761	0.0437350794672966	-0.00510917231440544	-0.0857525542378426	-0.00127961859107018	-0.134157031774521	0.000965506187640131	0.0439639613032341	-0.0628897994756699	0.0217428710311651	-0.0530920550227165	0.0950862616300583	-0.127700388431549	0.0606840327382088	0.0655410289764404	0.00805809162557125	0.0159677043557167	0.00650540832430124	-0.0313572436571121	0.0137457139790058	-0.00732837338000536	-0.0415572188794613	0.0812755897641182	-0.0261400900781155	0.0198237560689449	0.0894882082939148	0.0637897774577141	0.0462487824261189	-0.0724559277296066	0.0201902743428946	0.0646968856453896	-0.038400836288929	-0.0121759669855237	-0.0810893401503563	-0.0935520529747009	0.0715072229504585	0.0176502466201782	-0.116809986531734	-0.0695451125502586	-0.0167768355458975	-0.0457371920347214	-0.0272137597203255	-0.00506876176223159
gender	2	2	1	1	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	1	2	1	2	2	2	1	1	1	2	1	1	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	1
Platform	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
