ID	GTEX-111CU	GTEX-111YS	GTEX-1122O	GTEX-11DXX	GTEX-11DXY	GTEX-11DXZ	GTEX-11EM3	GTEX-11EMC	GTEX-11EQ9	GTEX-11GSP	GTEX-11I78	GTEX-11P7K	GTEX-11TT1	GTEX-11XUK	GTEX-1211K	GTEX-12WSD	GTEX-12WSG	GTEX-12WSJ	GTEX-12WSK	GTEX-12WSL	GTEX-12WSN	GTEX-12ZZZ	GTEX-13111	GTEX-1339X	GTEX-1399R	GTEX-1399U	GTEX-139YR	GTEX-13CF3	GTEX-13D11	GTEX-13FH7	GTEX-13FTW	GTEX-13N11	GTEX-13O21	GTEX-13O3O	GTEX-13O61	GTEX-13OVI	GTEX-13OW6	GTEX-13OW7	GTEX-13PL7	GTEX-13QBU	GTEX-13W3W	GTEX-NFK9	GTEX-O5YT	GTEX-O5YV	GTEX-OHPK	GTEX-OHPL	GTEX-OIZH	GTEX-OOBK	GTEX-OXRK	GTEX-P4QS	GTEX-P4QT	GTEX-PLZ5	GTEX-PLZ6	GTEX-PW2O	GTEX-PWCY	GTEX-PWOO	GTEX-PX3G	GTEX-Q2AH	GTEX-Q2AI	GTEX-Q734	GTEX-QCQG	GTEX-QDVJ	GTEX-QDVN	GTEX-QEG5	GTEX-QLQ7	GTEX-QLQW	GTEX-QMRM	GTEX-R53T	GTEX-R55G	GTEX-REY6	GTEX-RM2N	GTEX-RUSQ	GTEX-S32W	GTEX-S33H	GTEX-S341	GTEX-S3XE	GTEX-S4Q7	GTEX-S4Z8	GTEX-SUCS	GTEX-T6MO	GTEX-TKQ2	GTEX-TMMY	GTEX-U3ZM	GTEX-U3ZN	GTEX-U4B1	GTEX-UJMC	GTEX-V1D1	GTEX-V955	GTEX-VJYA	GTEX-VUSG	GTEX-W5WG	GTEX-WFG8	GTEX-WHPG	GTEX-WQUQ	GTEX-X4EO	GTEX-X4LF	GTEX-XMK1	GTEX-XQ3S	GTEX-XUJ4	GTEX-XUZC	GTEX-XV7Q	GTEX-XYKS	GTEX-Y114	GTEX-Y3IK	GTEX-Y5LM	GTEX-Y5V5	GTEX-Y5V6	GTEX-Y9LG	GTEX-YB5E	GTEX-YF7O	GTEX-YFCO	GTEX-ZA64	GTEX-ZLFU	GTEX-ZLV1	GTEX-ZLWG	GTEX-ZP4G	GTEX-ZT9W	GTEX-ZT9X	GTEX-ZTSS	GTEX-ZUA1	GTEX-ZVP2	GTEX-ZVT2	GTEX-ZY6K	GTEX-ZYFG	GTEX-ZYWO	GTEX-ZZPU 
C1	-0.018	-0.0215	-0.0205	-0.0218	-0.0156	0.111	-0.0206	-0.0197	-0.0209	-0.0218	-0.0209	0.1244	0.0243	-0.0217	-0.021	0.1297	-0.0207	-0.0204	-0.0204	-0.0207	-0.0221	-0.0215	-0.0108	-0.0221	-0.0224	-0.0193	-0.0228	-0.0226	-0.02	-0.0218	-0.0175	0.1151	-0.0214	-0.0217	0.0271	0.1081	-0.0217	-0.0219	-0.0224	-0.0219	-0.0216	0.0973	-0.0208	-0.021	0.1208	-0.0233	-0.0123	-0.0217	-0.0214	0.1074	-0.015	-0.0219	-0.0215	-0.0158	-0.0219	-0.0202	-0.0206	0.091	-0.0202	-0.022	-0.0159	-0.024	-0.0207	-0.0215	0.0231	0.0509	-0.0224	0	-0.0221	-0.0151	-0.0208	-0.0214	-0.0192	-0.0178	0.1372	-0.0234	-0.0124	-0.0217	-0.0232	-0.0218	-0.0228	-0.0227	-0.0207	-0.0212	-0.0222	0.103	-0.0209	-0.0234	0.1238	-0.0226	-0.0223	-0.0202	-0.0081	-0.0226	-0.0203	-0.0205	-0.0202	-0.0208	-0.0118	-0.0217	-0.022	0.1236	0.1321	0.1006	-0.0214	-0.0224	-0.022	-0.0226	0.031	-0.0203	0.0119	-0.0216	0.1234	-0.0209	0.0682	-0.0203	-0.0215	-0.0215	-0.0213	-0.0221	0.1268	-0.0225	0.1206	-0.0202	-0.0209	-0.021
C2	0.001	0.013	0.0164	0.008	-0.0021	0.0047	0.0072	-0.006	0.002	0.0025	0.0121	0.0252	0.0128	0.0124	0.0092	0.0214	0.0055	0.0102	0.0023	0.0115	-0.0038	0.0044	-0.0493	-0.0032	0.0128	0.009	0.0087	0.0065	0.0061	3e-04	0.0022	0.0024	0.0086	0.0055	-0.0949	0.0146	0.0138	0.0063	-0.0014	0.0039	0.0099	-0.0054	0.0069	0.0081	0.0078	0.0055	-0.0178	0.0106	0.0048	-0.0029	-0.0083	0.0121	0.0059	0.0074	0.0101	0.0089	0.0024	0.0198	0.0115	0.0175	-7e-04	0.0011	0.0012	0.0036	-0.5859	0.0096	0.0102	-0.0117	0.0107	0.0031	-0.0152	0.0137	0.0012	-0.0011	0.0288	0.0093	-0.0157	0.0056	0.0176	0.0068	0.0069	0.0111	-0.003	0.0105	0.0155	0.0169	0.0028	0.0049	0.0123	0.0183	0.0042	0.0136	-0.1134	-0.0042	0.0067	0.0139	0.0024	0.0039	0.0043	0.0092	0.0181	-0.0057	0.0152	0.0155	0.0035	-5e-04	0.0061	0.0094	0.0097	0.0011	-0.0895	0.0077	-0.0039	0.0072	-0.0062	4e-04	0.0024	-0.0059	0.0173	0.0124	0.0115	0.0175	0.004	0.0011	-0.0021	0.0051
C3	0.006	0.0081	0.0178	0.015	-0.1011	-0.0062	0.0034	-0.0044	-0.0158	-0.012	-0.0064	0.0143	0.0141	0.0462	0.0138	-0.0052	0.0109	-0.0159	0.0325	0.0144	0.0196	0.0231	-0.1495	0.0129	0.0381	-0.0114	0.0426	0.0519	0.0147	-0.011	-0.0958	-0.0016	-0.0062	-0.004	-0.0521	-0.0075	0.0268	0.0337	0.052	-0.0153	0.0033	0.018	0.0167	-0.0177	-0.0039	0.0358	-0.1342	0.0396	0.0019	0.036	-0.1511	0.0317	0.0017	0.0164	0.0094	0.0025	0.004	0.0282	-0.0366	0.0368	-0.0943	0.0569	0.0313	-0.0037	0.0208	4e-04	0.0433	0.0315	0.024	-0.1838	0.0539	0.0223	-0.0097	-0.0517	-0.0052	0.0373	-0.2223	0.0276	0.0251	0.0245	0.0123	0.0296	0.0182	-0.0151	0.0113	0.027	0.0044	0.0387	-0.0041	0.0225	0.0063	0.0228	0.0257	0.0457	0.0187	-0.0285	0.0288	0.0544	-0.1876	-0.0031	0.0426	0.0045	0.005	0.0268	0.0133	-0.0065	0.0207	0.0303	0.0024	0.0144	-0.0576	-9e-04	-0.0212	0.0201	0.0212	0.0087	-0.0066	0.0487	-0.0055	0.0239	0.0125	-0.0045	-0.0026	0.0074	-0.0231	-0.0099
InferredCov1	0.0366580225527287	-0.00925567094236612	0.0565055720508099	0.0696498155593872	-0.12658254802227	0.0138700231909752	0.0680238157510757	-0.165036842226982	0.024664044380188	-0.108529716730118	-0.00558466371148825	0.0436652861535549	0.0728040784597397	0.063437283039093	0.0557381100952625	-0.0562499053776264	-0.121156647801399	0.0519994609057903	0.00163009436801076	0.0369078330695629	-0.0907575488090515	-0.152083158493042	-0.0235548932105303	-0.0409653224050999	-0.0185134764760733	0.0661117061972618	0.0122932428494096	0.024406498298049	0.0248751305043697	0.0494518801569939	0.0619682930409908	-0.0111790606752038	0.0268344040960073	-0.145014002919197	-0.0273677948862314	-0.000323710148222744	-0.131249830126762	-0.126559466123581	-0.0026308773085475	0.0184440482407808	0.0459370762109756	-0.037188358604908	0.0660499632358551	-0.121043257415295	0.0189057998359203	0.0643162354826927	0.0416803434491158	-0.0145557103678584	0.0359652154147625	0.0527495928108692	0.0334024801850319	-0.0263678077608347	-0.0130195105448365	-0.0878242924809456	0.00307303736917675	-0.0095578795298934	0.00635757250711322	0.0088356751948595	0.040256604552269	-0.0801780074834824	0.0361876487731934	0.00165610120166093	0.0353022776544094	-0.108521416783333	0.00930680986493826	0.0038949646987021	0.0280505660921335	-0.006117875687778	0.0624042525887489	-0.120146565139294	0.0360813587903976	0.0125948684290051	-2.53825892286841e-05	-0.145039424300194	0.00630507664754987	0.00653834547847509	0.0548552833497524	0.0529638975858688	0.0355843864381313	-0.0100012393668294	0.0399561263620853	0.0191823616623878	0.00823981408029795	0.026315201073885	0.0421185605227947	-0.00249920622445643	-0.0756277292966843	-0.00936308782547712	0.0143078612163663	-0.100929521024227	0.0338322222232819	-0.00426602689549327	0.0480193346738815	-0.0495299510657787	-0.135041996836662	0.0197505764663219	-0.00525622582063079	-0.14161479473114	0.0138812037184834	0.0534439124166965	-0.0190705582499504	0.0218082759529352	0.0643304511904716	0.00425041234120727	0.0312357880175114	-0.0808554664254189	0.00250042555853724	0.0699575021862984	0.0148498956114054	0.074678398668766	-0.031019514426589	0.0245507601648569	0.0553956031799316	0.00517445337027311	0.0808471813797951	0.0520290695130825	0.0972199141979218	0.00932680442929268	0.0606549717485905	-0.128773659467697	0.0719499588012695	0.0746295154094696	0.0640972927212715	0.0477116033434868	-0.00732428673654795	0.00706299720332026
InferredCov2	0.0347943529486656	0.0310707725584507	0.0327343568205833	0.0116346413269639	0.107573203742504	0.0265808440744877	0.0113997859880328	-0.0210609119385481	0.0539798438549042	0.0178145263344049	0.0721753388643265	0.086066834628582	-0.0960014313459396	-0.0554363094270229	-0.0669417306780815	0.0242933724075556	0.00120123045053333	0.0108711495995522	0.0962628945708275	0.0219871085137129	0.0739476755261421	0.119161173701286	0.0705168545246124	0.0103113474324346	-0.0101583022624254	0.063929870724678	-0.0581924952566624	0.0136583782732487	0.0159154180437326	-0.147837907075882	0.0405853763222694	0.0693097487092018	0.0744297429919243	-0.045283880084753	-0.0195407830178738	0.141791328787804	0.0308383498340845	0.0551381409168243	0.0324555113911629	0.0444437339901924	-0.0129055799916387	0.0543117374181747	-0.042570024728775	-0.127774000167847	0.0669884085655212	0.0348450541496277	-0.0137121379375458	-0.0840271562337875	-0.0962043181061745	-0.0739683881402016	0.0361249297857285	-0.15544281899929	-0.0094968443736434	-0.0388441421091557	0.02860894985497	-0.0328329242765903	0.0530740283429623	-0.0431439392268658	-0.0491766594350338	-0.0345304124057293	0.0202540103346109	0.0131115932017565	0.0294112917035818	-0.0721401274204254	-0.00943734031170607	-0.0873666927218437	0.00831095222383738	-0.0917485579848289	-0.0117448167875409	-0.0461691990494728	0.00785334128886461	-0.164209112524986	-0.110681615769863	0.0251594427973032	0.0610620453953743	-0.0150733347982168	0.00585785135626793	0.0371345058083534	-0.0474558100104332	0.0281713008880615	-0.00860764924436808	-0.0151249058544636	0.00996053963899612	-0.0842946991324425	-0.00549998320639133	0.0400851704180241	0.0164104569703341	-0.0598199032247066	-0.0173973217606544	-0.0169583726674318	-0.0830194354057312	0.026057293638587	0.00519303092733026	-0.101519234478474	0.0266671217978001	0.0261218938976526	-0.0343132317066193	0.0240342635661364	-0.00382474437355995	0.000836830993648618	-0.127810582518578	-0.0855108946561813	0.0503598153591156	-0.0909085348248482	-0.00608256226405501	-0.0519777499139309	-0.00105103035457432	0.00898898206651211	0.0789001062512398	0.0541635863482952	0.0498639643192291	0.0916475728154182	0.0755916759371758	0.0223233085125685	0.0260420441627502	0.0499982312321663	0.0123303765431046	-0.0516889020800591	0.0273085031658411	0.0930792018771172	0.0625065863132477	0.0309097412973642	0.00942952092736959	0.0567790307104588	-0.195901498198509	0.0488922521471977
InferredCov3	0.136453598737717	-0.0727806016802788	0.128501266241074	0.177557498216629	-0.0404239445924759	0.0168002191931009	-0.0449734069406986	0.0584691911935806	-0.0276543125510216	0.0126632917672396	0.0652967393398285	-0.0346924886107445	-0.021897092461586	-0.0513793490827084	0.0482869222760201	0.0621429979801178	0.000927071901969612	-0.0248811617493629	-0.0547512695193291	-0.0290887206792831	-0.0623147636651993	-0.0225793682038784	0.00588748510926962	-0.0156965795904398	-0.109152004122734	0.00390553916804492	-0.0185263436287642	0.0914689302444458	0.0997263193130493	0.000179176262463443	-0.00133769819512963	-0.00228552496992052	-0.0668909847736359	0.0183964427560568	-0.0389162003993988	-0.00685699563473463	-0.0474265106022358	-0.0421008244156837	-0.0461706593632698	-0.039424441754818	-0.0665395557880402	-0.039451289921999	-0.0125155420973897	0.0958110988140106	0.0853023380041122	0.0090676574036479	-0.118698544800282	0.19122414290905	-0.125079751014709	-0.0615191906690598	-0.0555991157889366	-0.0429611690342426	0.112183883786201	0.0136569030582905	-0.0289039667695761	0.0138775929808617	0.142132192850113	-0.045247994363308	-0.0354099348187447	-0.042406614869833	-0.0469963327050209	0.0396676100790501	-0.0408864356577396	0.0213862434029579	0.0284879319369793	0.0401572957634926	-0.0159833747893572	0.0986553952097893	0.038761992007494	0.0525369383394718	-0.0597739182412624	-0.0284081306308508	0.0293786730617285	-0.0113563155755401	0.0203973930329084	-0.0126619525253773	0.00964832678437233	-0.0864576324820518	-0.0600373186171055	-0.0270368494093418	-0.0713982582092285	-0.0450625494122505	0.0734609067440033	0.0613417476415634	-0.00752143189311028	-0.0135532543063164	-0.0268907360732555	-0.0726612508296967	0.0479771681129932	-0.0366674289107323	-0.0640585422515869	-0.00644268002361059	0.0128738014027476	-0.0599030815064907	0.117054127156734	0.110237553715706	-0.0391996912658215	-0.0828452855348587	-0.0555952675640583	-0.0326750539243221	0.0477780476212502	-0.0766161307692528	-0.0335533209145069	0.0344825685024261	0.0985074415802956	-0.0529741421341896	0.0731899067759514	0.141041919589043	0.0658968612551689	0.1206344217062	-0.0553919970989227	0.0773299634456635	-0.00601380039006472	-0.0412486158311367	0.011063233949244	-0.0252526625990868	-0.00534065160900354	-0.0484320186078548	-0.0623848475515842	0.0379013828933239	-0.0257963854819536	-0.0651309788227081	0.115693993866444	-0.092053048312664	0.0100723123177886	-0.0347108989953995
InferredCov4	0.027967682108283	-0.0429161190986633	-0.0928798988461494	-0.0455853827297688	0.0605704970657825	-0.0761933848261833	0.0721899271011353	0.0204385202378035	-0.0320363715291023	0.0839718729257584	-0.00449909642338753	0.087339386343956	0.107275977730751	0.0216794945299625	-0.0282897148281336	0.033624991774559	-0.0106706144288182	0.070351243019104	0.0204762872308493	0.0994055718183517	-0.00642301607877016	0.0271891672164202	-0.0483347065746784	-0.0206041019409895	-0.0241337642073631	-0.0461409837007523	0.131430134177208	0.108530059456825	-0.0622046068310738	0.0793244689702988	0.0805167332291603	0.0165007710456848	-0.0102201467379928	0.118704840540886	-0.0437511280179024	0.0359885580837727	-0.00989805813878775	0.0260138753801584	-0.114879138767719	-0.0316116958856583	-0.053643174469471	-0.0610336773097515	0.136803194880486	0.0540999248623848	-0.0485170893371105	0.0870734453201294	0.03795325756073	-0.0562520623207092	-0.0611442625522614	0.0400509275496006	0.0153190474957228	-0.110895492136478	-0.0925081819295883	-0.126163497567177	-0.00505842175334692	-0.000455772853456438	-0.107014589011669	-0.045029167085886	-0.00373376091010869	-0.0171992834657431	-0.054238460958004	0.00164834829047322	0.0653793811798096	0.109989821910858	0.0595961324870586	0.0191597491502762	0.00247379927895963	0.0112488251179457	0.054741483181715	0.0605074092745781	-0.0604803562164307	0.153625696897507	-0.0588588640093803	-0.0606947243213654	-0.0641006454825401	0.0515247546136379	0.0561462268233299	0.0155680682510138	-0.112505570054054	0.0201083421707153	-0.080063208937645	-0.0943159386515617	-0.142857074737549	-0.104745879769325	0.0823328420519829	-0.0722302421927452	-0.000434314046287909	-0.0788819268345833	-0.00528473267331719	0.0172303020954132	-0.083348423242569	-0.00914367102086544	0.0805267617106438	-0.0300072059035301	0.133101940155029	-0.0722039863467216	-0.132896661758423	-0.0768696144223213	-0.112659178674221	-0.0730133429169655	0.0463227033615112	-0.0567028149962425	0.0149984722957015	-0.0239338465034962	0.0400939919054508	-0.0532151646912098	-0.116313599050045	0.0155360549688339	0.00918925646692514	-0.0699645504355431	0.0158997233957052	-0.0348618999123573	0.105246923863888	-0.0189399123191833	0.00761339347809553	0.0347245819866657	0.0865861400961876	0.0298097934573889	0.00643566343933344	0.0932217687368393	0.109882369637489	0.00532021513208747	0.0527966655790806	0.0544978529214859	0.0737684741616249	-0.0027524228207767
InferredCov5	0.0130325462669134	0.0248503293842077	-0.0994243174791336	-0.108985908329487	-0.103218577802181	-0.0706241354346275	-0.0419426336884499	-0.0245149340480566	0.00573197053745389	-0.0543704442679882	-0.0305388122797012	-0.0529529601335526	0.066838413476944	0.0469320118427277	0.0123207233846188	-0.0475432127714157	0.15094755589962	0.0347328335046768	0.0392606034874916	-0.0363684184849262	0.0300352349877357	-0.0279818437993526	0.13177253305912	0.123742416501045	-0.139621004462242	-0.0146128414198756	-0.0719182640314102	0.0201670322567225	-0.0116256549954414	0.0720925629138947	0.0692964270710945	0.0338938236236572	0.0675829723477364	-0.013933626934886	0.0170281883329153	0.0486964136362076	-0.068626806139946	-0.097293883562088	-0.0105784833431244	0.0542773492634296	-0.0211653038859367	0.0718924626708031	0.0460423268377781	-0.0151997646316886	-0.00669725704938173	-0.0483321584761143	-0.139501199126244	-0.0240241438150406	-0.144476622343063	-0.0238593257963657	-0.0238994639366865	0.0205497294664383	0.101409755647182	-0.0436906516551971	-0.0212299022823572	0.125277385115623	-0.0313238613307476	0.0993428602814674	0.0563626512885094	-0.0756918862462044	0.070198655128479	0.138452798128128	0.0283380728214979	0.165717467665672	-0.0108034191653132	0.15851828455925	-0.0182408317923546	-0.165590867400169	-0.119775176048279	0.0374345034360886	0.0251288954168558	0.0389358326792717	-0.00657100044190884	0.0816599726676941	0.00702158315107226	0.0302625820040703	0.101548194885254	-0.0511821731925011	0.0125622656196356	-0.0276618208736181	0.0166221223771572	-0.00594648811966181	-0.0236725676804781	-0.0703998953104019	-0.0474337823688984	0.0863343477249146	0.0128723280504346	-0.114803358912468	0.0702572241425514	0.0302257500588894	-0.0404052659869194	0.103756368160248	-0.00265841488726437	-0.016067873686552	0.00505771534517407	0.0709229484200478	0.0725770145654678	-0.0453244000673294	0.0983709022402763	0.0646197944879532	0.00566192204132676	-0.0120012313127518	0.0949696153402328	-0.0458259545266628	-0.0818649679422379	-0.0663378164172173	-0.0521463453769684	0.0109889591112733	-0.00527525879442692	-0.0668035820126534	-0.066019706428051	0.0479721911251545	0.0862671956419945	-0.0517386943101883	-0.0434160679578781	-0.0342581607401371	-0.017042113468051	-0.0281211752444506	-0.0386948212981224	-0.0980174615979195	0.0098184309899807	-0.0355702601373196	-0.0686086416244507	-0.0734339579939842	-0.00264680734835565	0.032814621925354
InferredCov6	-0.0503367818892002	-0.0101099014282227	-0.0530167743563652	-0.0163226313889027	0.0596926994621754	-0.0636953338980675	0.0771351233124733	0.0224265307188034	-0.0223994925618172	0.036688432097435	-0.0340634882450104	0.0173811987042427	0.057450283318758	0.0761173665523529	0.0888353958725929	0.116558156907558	-0.0127224288880825	-0.114725232124329	-0.078432522714138	-0.0520796924829483	-0.126268640160561	0.0429179035127163	0.0474573783576488	-0.042792484164238	-0.05962048843503	0.0541363246738911	-0.133045360445976	-0.0171787571161985	-0.0415504202246666	0.131204545497894	0.0239828936755657	-0.168470859527588	-0.0690092071890831	0.0915964767336845	-0.0553033389151096	-0.00391827337443829	0.0657648965716362	0.0528232790529728	-0.0934575870633125	0.0347087904810905	0.067411795258522	0.0162790231406689	0.000368834007531404	-0.014375314116478	0.0321439728140831	-0.0151235675439239	-0.048671793192625	-0.0470170900225639	0.0170666128396988	-0.0149673940613866	-0.0752004683017731	-0.0667529404163361	-0.0161401517689228	0.0142817664891481	0.103739768266678	-0.0508551746606827	-0.0290111638605595	-0.0294600166380405	-0.0228602290153503	-0.11273381114006	0.0213877726346254	-0.122621953487396	-0.0665749907493591	0.0332006104290485	-0.0443634986877441	0.0702802315354347	-0.0516578070819378	-0.0566650070250034	0.019805159419775	0.0561922341585159	0.0623211525380611	-0.034052137285471	-0.00551515631377697	-0.0259377155452967	-0.014559636823833	0.0762433037161827	0.0154081657528877	0.022242771461606	0.054354052990675	0.0363188609480858	0.0393819361925125	0.0467341132462025	0.0526818819344044	0.04192965477705	-0.0646543651819229	0.0589206591248512	-0.117830485105515	0.0155028579756618	-0.0832788497209549	-0.0775636658072472	0.0909658521413803	0.0653545036911964	-0.0321390368044376	-0.0799539387226105	-0.00333857676014304	0.0856545642018318	0.0457910820841789	0.0581992827355862	-0.0527971908450127	0.0457170568406582	0.0228678956627846	0.0505129359662533	0.164079084992409	0.0446143448352814	0.0819807797670364	-0.0118613233789802	-0.023911377415061	0.101356849074364	-0.0564453303813934	-0.0296526644378901	0.0645167529582977	-0.00326530379243195	-0.0835540145635605	-0.0740143060684204	-0.0454494021832943	0.0595166012644768	0.19951719045639	-0.129422217607498	0.0385542437434196	0.184915706515312	-0.0713930428028107	0.0560683012008667	-0.0867998898029327	0.0194800477474928	-0.0833981335163116	-0.0546071976423264
InferredCov7	-0.0207667928189039	-0.0661394670605659	-0.0742319822311401	-0.00781203247606754	0.0573891326785088	-0.136130958795547	-0.159728497266769	-0.0336442813277245	-0.0560782290995121	-0.114280201494694	-0.00792987179011106	-0.034369058907032	0.0114435805007815	-0.0209886319935322	-0.10014783591032	-0.0256491098552942	-0.0322347581386566	-0.0217973813414574	-0.0570616684854031	0.031352810561657	0.0223283767700195	0.104306071996689	-0.00776777323335409	0.112279266119003	-0.0151393003761768	-0.0268295537680387	0.0340200215578079	-0.0658711194992065	0.0284214299172163	-0.13543738424778	-0.0270033944398165	0.0187343861907721	-0.0170256569981575	-0.154073476791382	-0.124941892921925	-0.0867959409952164	-0.0672864690423012	-0.0602149218320847	-0.0307738427072763	-0.0858966335654259	-0.0161412749439478	-0.0567053556442261	0.111946105957031	0.0410150699317455	0.022809749469161	0.103304736316204	0.0688348263502121	0.0525065250694752	0.0747606009244919	-0.0240468811243773	-0.0452974289655685	-0.0364838354289532	-0.00216562137939036	0.00654206424951553	0.0370670668780804	0.160182863473892	-0.0429550632834435	0.116354003548622	0.0109074795618653	0.0985267236828804	0.0135564943775535	0.0904444605112076	0.00271621742285788	0.121824771165848	-0.00575343472883105	-0.0364322178065777	0.0189997460693121	0.0192409716546535	0.0221331790089607	-0.0998434722423553	0.0548241958022118	0.0353096202015877	-0.00654774252325296	0.158969089388847	-0.00741069810464978	-0.0125745106488466	0.00505648413673043	0.0659380033612251	0.100537970662117	-0.0141899455338717	0.0907470062375069	-0.0380248464643955	0.0286026149988174	-0.0528719983994961	0.0170873142778873	-0.0215291772037745	-0.000144055011332966	0.103912174701691	0.00920969434082508	0.0577406771481037	-0.041569534689188	0.0357841141521931	0.128383919596672	-0.0726302266120911	-0.13973081111908	0.0308100990951061	-0.0230938103049994	0.0110046546906233	-0.0590254627168179	-0.0105031011626124	0.0588919706642628	0.0311301872134209	-0.0899022817611694	-0.0115030240267515	0.0770653933286667	-0.0745836868882179	0.0939781442284584	0.0955951884388924	-0.0382624045014381	-0.00333421211689711	0.116675041615963	-0.00977687165141106	-0.0238562189042568	0.0231720805168152	-0.0440356321632862	-0.00275556650012732	0.172160729765892	-0.00456211855635047	-0.0195247661322355	0.133549824357033	-0.0429397374391556	-0.0955500528216362	0.047897394746542	-0.0294994004070759	-0.142019167542458	-0.0256635379046202
