ID	GTEX-111CU	GTEX-111YS	GTEX-1122O	GTEX-117XS	GTEX-11DXX	GTEX-11DXY	GTEX-11DXZ	GTEX-11EI6	GTEX-11EM3	GTEX-11EMC	GTEX-11EQ9	GTEX-11GS4	GTEX-11I78	GTEX-11ONC	GTEX-11P7K	GTEX-11P81	GTEX-11PRG	GTEX-11TT1	GTEX-11TUW	GTEX-11WQK	GTEX-11ZTS	GTEX-11ZTT	GTEX-11ZU8	GTEX-1211K	GTEX-1212Z	GTEX-12696	GTEX-12KS4	GTEX-12WSD	GTEX-12WSG	GTEX-12WSJ	GTEX-12WSL	GTEX-12WSM	GTEX-12ZZW	GTEX-12ZZX	GTEX-12ZZY	GTEX-13111	GTEX-1339X	GTEX-1399R	GTEX-1399U	GTEX-139T6	GTEX-139TS	GTEX-139UW	GTEX-13CF2	GTEX-13CF3	GTEX-13D11	GTEX-13FH7	GTEX-13FHO	GTEX-13FTW	GTEX-13G51	GTEX-13N2G	GTEX-13O1R	GTEX-13O61	GTEX-13OVI	GTEX-13OVJ	GTEX-13OW5	GTEX-13OW6	GTEX-13OW8	GTEX-13PL7	GTEX-13QBU	GTEX-13SLW	GTEX-13U4I	GTEX-13VXT	GTEX-13X6I	GTEX-13X6K	GTEX-145MH	GTEX-145MO	GTEX-V955	GTEX-WFG7	GTEX-WFG8	GTEX-WFON	GTEX-WHPG	GTEX-WHWD	GTEX-WI4N	GTEX-WQUQ	GTEX-WYVS	GTEX-X15G	GTEX-X4EO	GTEX-XAJ8	GTEX-XBED	GTEX-XQ8I	GTEX-XUJ4	GTEX-XUW1	GTEX-XUZC	GTEX-XV7Q	GTEX-XXEK	GTEX-Y114	GTEX-Y3I4	GTEX-Y5LM	GTEX-Y9LG	GTEX-YEC3	GTEX-YECK	GTEX-YF7O	GTEX-YJ8A	GTEX-Z93S	GTEX-ZA64	GTEX-ZAB4	GTEX-ZAB5	GTEX-ZAJG	GTEX-ZC5H	GTEX-ZDTS	GTEX-ZE7O	GTEX-ZF28	GTEX-ZG7Y	GTEX-ZLFU	GTEX-ZLV1	GTEX-ZP4G	GTEX-ZPCL	GTEX-ZPIC	GTEX-ZPU1	GTEX-ZQG8	GTEX-ZT9W	GTEX-ZTSS	GTEX-ZTTD	GTEX-ZV6S	GTEX-ZVT2	GTEX-ZVT3	GTEX-ZVT4	GTEX-ZVZQ	GTEX-ZXES	GTEX-ZY6K	GTEX-ZYFG	GTEX-ZYT6	GTEX-ZYY3	GTEX-ZZ64 
C1	-0.018	-0.0215	-0.0205	-0.0206	-0.0218	-0.0156	0.111	-0.0218	-0.0206	-0.0197	-0.0209	-0.0144	-0.0209	-0.0208	0.1244	-0.0222	0.1369	0.0243	-0.0208	-0.02	-0.0212	-0.0188	-0.0216	-0.021	-0.0205	-0.0219	-0.0159	0.1297	-0.0207	-0.0204	-0.0207	-0.0218	-0.0205	-0.0106	-0.0202	-0.0108	-0.0221	-0.0224	-0.0193	-0.0193	-0.0208	-0.0216	-0.0202	-0.0226	-0.02	-0.0218	-0.0203	-0.0175	-0.0212	-0.021	-0.0205	0.0271	0.1081	-0.0208	-0.021	-0.0217	-0.0207	-0.0224	-0.0219	-0.02	-0.0222	0.1053	-0.0219	-0.0213	-0.0201	-0.0204	-0.0234	-0.0169	-0.0202	-0.0214	-0.0081	-0.0208	-0.0211	-0.0226	-0.022	-0.0225	-0.0203	-0.0221	-0.0207	-0.0211	-0.0118	-0.022	-0.0217	-0.022	-0.0216	0.1321	-0.0206	-0.0214	-0.0226	-0.0203	-0.0219	-0.0203	-0.0206	-0.0215	-0.0216	-0.0189	-0.0217	0.1102	-0.0213	-0.0199	-0.0197	-0.021	-0.0208	0.1234	-0.0209	-0.0203	-0.0224	-0.0214	0.1027	-0.0213	-0.0215	-0.0213	-0.0213	-0.0196	-0.0225	-0.0196	-0.0209	-0.0224	-0.0181	0.1206	-0.0202	-0.0203	-0.0167	-0.0219
C2	0.001	0.013	0.0164	0.0011	0.008	-0.0021	0.0047	0.0054	0.0072	-0.006	0.002	-0.0029	0.0121	0.005	0.0252	0.012	0.0079	0.0128	0.0185	0.0121	0.0123	0.0097	-0.0063	0.0092	0.0039	0.0178	0.0016	0.0214	0.0055	0.0102	0.0115	0.0028	0.0097	-0.1344	0.0031	-0.0493	-0.0032	0.0128	0.009	0.0081	0.0033	0.009	-0.0159	0.0065	0.0061	3e-04	0.0058	0.0022	0.0025	0.0131	0.0106	-0.0949	0.0146	0.0084	0.0146	0.0138	0.0041	-0.0014	0.0039	0.0109	0.0073	0.0097	0.0148	0.0113	-0.0052	0.005	0.0049	-0.0052	0.0136	0.0126	-0.1134	0.0027	0.0123	-0.0042	0.0122	0.0139	0.0067	0.0083	0.0111	0.0017	0.0043	0.0059	0.0092	0.0181	0.0079	0.0152	0.0123	0.0035	0.0094	0.0056	-0.0082	0.0011	0.0056	0.0034	0.0077	2e-04	2e-04	0.0108	-0.0018	0.0077	0.0067	0.0155	0.0141	-0.0039	0.0072	4e-04	0.0072	0.0117	-0.0095	0.006	0.0024	0.0173	0.006	0.0014	0.0175	0.003	0.0035	0.0141	0.0126	0.004	0.0011	0.013	0.0049	-0.0019
C3	0.006	0.0081	0.0178	-0.0233	0.015	-0.1011	-0.0062	0.0305	0.0034	-0.0044	-0.0158	-0.1688	-0.0064	0.019	0.0143	0.002	-0.0039	0.0141	-0.0149	0.005	0.0225	0.0187	0.0565	0.0138	0.0042	0.0097	-0.0938	-0.0052	0.0109	-0.0159	0.0144	0.0204	-0.0138	0.0568	0.0019	-0.1495	0.0129	0.0381	-0.0114	-0.0109	0.0252	0.0115	-0.0134	0.0519	0.0147	-0.011	-0.0108	-0.0958	-0.008	0.0098	-0.0143	-0.0521	-0.0075	2e-04	0.0099	0.0268	-0.0118	0.052	-0.0153	-0.0128	0.0084	-0.0115	0.0204	0.0205	-0.0222	0.0127	0.0387	-0.0827	0.0228	-5e-04	0.0257	0.0049	0.0087	0.0457	0.019	0.0349	0.0187	0.0239	0.002	-0.0109	-0.1876	0.0367	-0.0031	0.0426	0.0164	0.005	5e-04	0.0133	0.0303	0.0183	0.0067	0.0144	0.0167	0.0247	-9e-04	0.0045	0.0166	-0.0032	0.0578	-0.0038	0.0076	0.0198	0.0204	-0.0212	0.0201	0.0087	-0.0148	0.0442	-0.0127	0.0186	-0.0066	-0.0055	0.0217	-0.0301	-0.0045	-0.0262	0.0227	0.0219	0.0268	-0.0026	0.0074	0.0116	-0.1054	0.0189
InferredCov1	-0.0473101809620857	-0.0633841529488564	-0.0443387627601624	0.0750447809696198	-0.0416494086384773	0.108700610697269	-0.0162337347865105	0.0855816379189491	-0.08608029037714	0.0734731331467628	-0.0135363880544901	0.0415385402739048	-0.103796139359474	0.0711093470454216	-0.0752227157354355	-0.0254270154982805	0.0689576044678688	-0.0827695205807686	0.00399051466956735	-0.042573656886816	0.0897462069988251	-0.073086328804493	0.00442500924691558	-0.0663832873106003	0.0709760412573814	-0.00726276868954301	0.0578462854027748	0.0635532289743423	0.00817141681909561	-0.0594114363193512	-0.0243378710001707	0.0332502461969852	0.0257807318121195	0.102142371237278	0.0741478353738785	-0.0525067523121834	-0.0495082959532738	-0.0151061005890369	-0.0590470768511295	-0.0718425661325455	0.109249904751778	0.00128276401665062	0.0781045779585838	-0.0689146816730499	-0.0368678420782089	-0.0856833606958389	0.063863031566143	-0.0491851344704628	0.022375600412488	0.0648538842797279	-0.0388911329209805	-0.0496580488979816	-0.0707214921712875	0.0423876643180847	0.0659627541899681	0.10844474285841	0.06425491720438	0.0268823355436325	-0.0388143062591553	0.0485200770199299	0.0257211346179247	-0.0478678978979588	0.0699450522661209	0.0656024515628815	0.1072593703866	0.0463804453611374	0.0571153908967972	-0.0768087804317474	-0.0586952306330204	-0.000652390765026212	-0.0204787515103817	-0.0152894882485271	0.0327222310006618	0.0137013522908092	-4.12405133829452e-05	0.0562606267631054	0.0520602725446224	-0.058882474899292	-0.0660366863012314	0.0235839486122131	-0.0312767699360847	0.00682757096365094	-0.0240425020456314	-0.00137649197131395	-0.0105091780424118	-0.0722228661179543	-0.0517200380563736	-0.0415628887712955	-0.0615615248680115	-0.0460257679224014	0.071379654109478	-0.0474515557289124	-0.0251845717430115	0.0838513076305389	-0.0834308564662933	0.0592622198164463	-0.00714423088356853	0.0600818023085594	0.0610626265406609	-0.00995701178908348	0.0936208590865135	0.0441044010221958	-0.0183284897357225	-0.0693701654672623	-0.0647362545132637	-0.041915375739336	-0.0353328995406628	-0.0809910967946053	-0.0178643446415663	-0.0308721214532852	-0.0456864088773727	-0.0572791025042534	0.0194798354059458	-0.028897512704134	-0.0434151291847229	0.0851673632860184	0.0613714531064034	0.0987903922796249	-0.0696129128336906	-0.0387369357049465	-0.044300377368927	0.0492837019264698	0.0780903473496437	-0.0741291120648384
InferredCov2	0.0344973094761372	-0.0929854363203049	0.0301552340388298	-0.0329952053725719	-0.00531482044607401	0.020001282915473	-0.0431603752076626	-0.0183074586093426	0.026148434728384	-0.00483812531456351	0.0818574205040932	-0.0433368422091007	0.0512460134923458	0.0108580989763141	-0.0404475852847099	-0.0525043196976185	0.0863348692655563	0.14530922472477	0.0767499357461929	0.126898139715195	-0.0261154174804688	-0.0215287581086159	0.00868912320584059	0.0560232326388359	-0.0321163050830364	0.0341344736516476	0.00322491861879826	-0.0214513707906008	-0.0258868560194969	0.0971642211079597	0.081266462802887	-0.0545082576572895	0.0915817692875862	-0.0419712662696838	-0.0207672417163849	-0.0191324315965176	0.0547295957803726	-0.102507062256336	-0.0401113666594028	-0.0260560773313046	-0.0318499989807606	-0.0354214124381542	-0.08773522824049	0.0336381755769253	-0.0371759161353111	-0.0243861526250839	0.0853457972407341	-0.0663526654243469	-0.0780739858746529	-0.0351337529718876	0.136568948626518	-0.0227721352130175	-0.011082430370152	0.134986951947212	-0.036482036113739	0.0209845695644617	-0.0779859945178032	-0.0913801491260529	-0.0627943947911263	0.0444530285894871	-0.028266254812479	-0.0460516586899757	0.191263973712921	0.042836669832468	-0.0413582734763622	-0.0512793436646461	0.0430546216666698	-0.0130448210984468	-0.00011287064262433	0.102752305567265	-0.0545532442629337	-0.0496965497732162	0.157376080751419	0.0368178635835648	-0.111122213304043	-0.0314565859735012	0.00651422468945384	0.0404669120907784	0.0885658487677574	-0.0579551830887794	-0.0961171388626099	-0.0635043308138847	-0.0126569690182805	-0.0857294574379921	-0.0172347649931908	0.0310136452317238	-0.037206020206213	0.0725131556391716	-0.075299009680748	0.0753557160496712	0.0070362170226872	0.018243370577693	0.118967108428478	-0.0140247130766511	0.0194097477942705	0.109125815331936	-0.0898531451821327	0.0276835393160582	-0.0186774414032698	0.0142180360853672	-0.0233123209327459	-0.0284104589372873	-0.0584585182368755	0.00532016949728131	-0.0265496633946896	-0.0854754522442818	-0.061284389346838	-0.107523709535599	-0.0979332998394966	0.0110155055299401	-0.0448853150010109	0.00727027840912342	0.0487119145691395	0.0322010330855846	-0.0172617603093386	-0.0295027941465378	0.0348973982036114	0.0714327692985535	-0.0204038843512535	0.0560025982558727	-0.0665242224931717	-0.0269213076680899	0.0541585013270378	0.0581083670258522
InferredCov3	-0.0641629919409752	0.0594739988446236	-0.0343307629227638	0.0646645128726959	-0.0387890450656414	0.0038687577471137	0.0365771651268005	0.0264070723205805	0.0684229731559753	-0.06406220048666	-0.0620154812932014	0.0880448147654533	-0.0600743182003498	-0.0860524997115135	0.101155065000057	0.00754015613347292	0.121477797627449	-0.0671318769454956	0.023403026163578	0.0525411851704121	-0.0335956625640392	0.0634780600667	0.114336259663105	0.044695395976305	0.0253541823476553	0.0839613974094391	0.00640073558315635	0.0719163194298744	0.050640095025301	-0.0711736381053925	-0.120079264044762	-0.0199221819639206	0.0751446634531021	0.0172245092689991	0.115022778511047	0.144728720188141	-0.132925927639008	0.0260717943310738	0.00465806666761637	0.032526534050703	-0.0779250413179398	0.0342196859419346	-0.0642174705862999	-0.0156093565747142	-0.0519044026732445	0.0272390395402908	-0.000604924047365785	-0.0502637848258018	0.08735691010952	-0.0504766590893269	-0.0393767021596432	-0.00634450744837523	0.00718801561743021	0.0133949890732765	-0.0510275438427925	-0.00333565264008939	-0.0116717871278524	-0.166546478867531	0.04203225299716	0.110335282981396	0.0113436477258801	0.0561974607408047	0.0339339785277843	0.0680020079016685	0.0164012555032969	0.0411345846951008	-0.212142884731293	-0.0299620758742094	-0.037572406232357	0.0287484675645828	0.114262536168098	-0.011898641474545	0.0120855392888188	-0.102675206959248	0.03360590711236	-0.121328331530094	0.105470515787601	-0.0966253876686096	-0.0552134104073048	-0.117683634161949	-0.12896403670311	-0.14930734038353	-0.00809056125581264	-0.041084636002779	-0.0504112355411053	0.116379626095295	-0.0252106990665197	-0.135528832674026	0.00853962544351816	0.000198801106307656	0.0554504543542862	0.0429534651339054	-0.0244665239006281	0.0021262364462018	0.0521653518080711	0.0691697299480438	-0.0077421204186976	-0.0367788337171078	-0.0430786311626434	0.0254568718373775	0.0867927297949791	-0.0715564414858818	-0.0881609469652176	0.0162747967988253	-0.0232903119176626	-0.031728383153677	-0.0263834502547979	0.0539489425718784	-0.0447800196707249	0.00899042841047049	0.0454706475138664	0.0662471577525139	-0.0564357675611973	-0.0733657106757164	0.0473297871649265	0.00174584751948714	0.018521748483181	0.0244925189763308	0.0550954528152943	0.0187134966254234	0.00182267755735666	0.0875533893704414	-0.0474866889417171	0.0628356486558914
InferredCov4	-0.0497200638055801	0.0453924722969532	0.0192685481160879	-0.0443198569118977	-0.0742816105484962	0.0357695780694485	0.0258382633328438	-0.0510854460299015	0.113277368247509	0.0527371093630791	-0.112174428999424	-0.0152192041277885	0.114985689520836	0.0194703321903944	-0.0348086729645729	-0.145205497741699	-0.057666003704071	-0.0142814563587308	0.223098993301392	0.140895858407021	0.0913292244076729	-0.030032129958272	0.0738706737756729	-0.0423961356282234	0.0171996727585793	0.0097041567787528	-0.000200688897166401	-0.0355916693806648	0.023218659684062	0.0326744094491005	0.0454249233007431	0.163719743490219	-0.0463795959949493	0.0405184887349606	-0.0752089470624924	-0.0492627285420895	0.0395456217229366	-0.118163451552391	-0.0499809756875038	-0.0733914598822594	-0.0271601639688015	0.152866452932358	0.00405154470354319	0.0173053350299597	-0.0603849440813065	-0.0159208700060844	0.0121690258383751	0.0468467138707638	0.0119083840399981	-0.000895875971764326	0.195332422852516	0.00575651414692402	0.0145690441131592	0.0201271902769804	0.0266442336142063	0.0260939914733171	0.0619556270539761	0.0736270993947983	0.101384744048119	-0.0652697160840034	0.0605994388461113	0.00686742132529616	-0.0196673218160868	-0.0509845390915871	0.0115455090999603	0.0287211742252111	-0.113663733005524	0.049719151109457	0.00115505279973149	-0.172334685921669	-0.098260223865509	-0.0852162912487984	0.0118871163576841	-0.0792198404669762	-0.0529223047196865	-0.0450225807726383	0.0561561062932014	0.0114744361490011	-0.0567419826984406	-0.0127353919669986	0.0537845231592655	-0.00286900065839291	-0.0716211199760437	-0.0609362348914146	0.0759460553526878	-0.0476249642670155	-0.00108257459942251	-0.0810162499547005	0.143948614597321	-0.171126991510391	-0.0327747166156769	-0.0213227700442076	-0.0680254399776459	-0.0300737712532282	0.0614067390561104	-0.0693351030349731	-0.104580946266651	0.0237361993640661	-0.0447968617081642	0.0606959164142609	0.0524696707725525	-0.0483312644064426	0.00925991963595152	-0.028702350333333	-0.04912019520998	-0.0118436394259334	-0.040486641228199	0.0461880154907703	-0.0553281046450138	-0.10149959474802	-0.00170795584563166	0.0461745969951153	0.077397033572197	0.0240975506603718	0.028721434995532	0.0248296093195677	0.0362629517912865	0.0308956205844879	0.0582232661545277	0.0321704000234604	-0.0299296490848064	0.0503817982971668	0.00011727747914847	-0.0212770067155361
InferredCov5	0.011154574342072	0.046460248529911	0.062483161687851	-0.0438030250370502	-0.0272233355790377	-0.0514865107834339	0.0116473035886884	-0.0439857468008995	-0.0303489957004786	-0.0190252251923084	0.0278609395027161	-0.0244686864316463	-0.0849809050559998	0.0694093629717827	-0.0696172714233398	-0.0228445287793875	0.0470749065279961	-0.14329881966114	0.0592391304671764	-0.0224004965275526	0.0356981530785561	-0.0107389772310853	-0.0386411547660828	0.0511750765144825	-0.00123718043323606	0.0337414816021919	0.0809575468301773	-0.00929291360080242	-0.0103401746600866	-0.00463493634015322	-0.00608524354174733	-0.0737527459859848	-0.0341761633753777	-0.0771816521883011	-0.0777240321040154	0.0972396284341812	-0.0534693747758865	-0.0925861224532127	-0.121732465922832	0.0484607294201851	-0.0220210831612349	0.0585134029388428	-0.00876293424516916	-0.0184961222112179	0.0208508484065533	0.0269325263798237	0.112256303429604	-0.0183042772114277	-0.0783462673425674	-0.00391350453719497	-0.00865761283785105	0.0813155919313431	0.130665510892868	0.0844782739877701	0.0349750556051731	0.0374934375286102	0.0739073157310486	0.0778787136077881	0.121915735304356	0.0812353268265724	0.0599405840039253	0.0843218192458153	0.0926557406783104	0.0697934776544571	-0.0413115732371807	-0.00381176732480526	0.0473471656441689	-0.041706956923008	0.025514068081975	0.111326426267624	0.0228904616087675	0.0352072604000568	-0.000620813050772995	-0.0988662987947464	0.0968742296099663	0.0456550195813179	0.0525101982057095	-0.0920545607805252	-0.00176418828777969	0.0559495687484741	0.0386246778070927	0.121893048286438	0.0501077212393284	-0.0190246757119894	-0.0103774815797806	0.0917258411645889	0.00699924305081367	0.0488880351185799	0.122439004480839	-0.0558117181062698	0.0192357152700424	-0.0260009132325649	-0.0528111346065998	-0.0736033767461777	0.032531701028347	0.115560166537762	-0.0372577719390392	-0.0819517001509666	0.017947681248188	-0.215411439538002	-0.126124396920204	-0.133058533072472	-0.0101171173155308	-0.0965389981865883	-0.0367539376020432	0.0236801151186228	-0.161108866333961	0.0317492410540581	0.0224811583757401	-0.0139445355162024	-0.0906460657715797	-0.151809111237526	-0.0849732235074043	0.0113247605040669	-0.0422257818281651	-0.0195590294897556	0.0340506359934807	-0.149441957473755	0.0625962913036346	0.0115336822345853	0.0713872313499451	-0.0780937969684601	0.051187165081501	-0.0154878962785006
InferredCov6	-0.0151998931542039	0.0714417546987534	-0.0246176086366177	0.0510724633932114	-0.0122211864218116	-0.0493389144539833	0.0244992487132549	-0.0215066131204367	0.0404215976595879	0.0091002881526947	-0.0144615201279521	0.0221210177987814	0.113273359835148	0.0480570755898952	0.0624849982559681	-0.0888972133398056	0.0731681287288666	0.000520332541782409	-0.0464305244386196	0.168309196829796	0.0341955833137035	0.0573653131723404	0.0801907777786255	-0.0266960971057415	0.00151220499537885	-0.0470315329730511	0.103033170104027	0.0309283342212439	0.0670691430568695	0.00344959762878716	0.0513308085501194	-0.0373171418905258	0.102746538817883	-0.0440832562744617	-0.0224177744239569	0.0149841606616974	-0.0776949003338814	0.104036256670952	-0.239013910293579	-0.0279835574328899	-0.105537638068199	-0.00959880463778973	0.0111203780397773	-0.00577308051288128	0.0440446808934212	-0.0659593492746353	-0.0742280632257462	-0.0252743437886238	0.0139051452279091	0.039983294904232	-0.0870377495884895	0.049059234559536	-0.0719436854124069	-0.0652231648564339	0.051794808357954	-0.0092741847038269	-0.0476572997868061	-0.115861184895039	-7.37323425710201e-05	-0.0245536882430315	0.0780030488967896	0.0645799487829208	-0.0544129274785519	-0.0904035568237305	-0.0559369958937168	-0.0225079003721476	0.0596129037439823	-0.023412823677063	-0.086416482925415	-0.0109214978292584	0.00600941386073828	0.0624351240694523	-0.00731596164405346	-0.0254026893526316	0.133666768670082	-0.0701791942119598	-0.0043053338304162	0.129314392805099	0.0198728479444981	0.0490250401198864	-0.0534666702151299	0.0318853035569191	-0.0685516074299812	0.0641176551580429	0.187194004654884	-0.062530517578125	-0.0187334604561329	-0.0682296305894852	-0.103915557265282	-0.0318327620625496	-0.0247921161353588	0.0642296522855759	0.110930413007736	-0.105638578534126	-0.0331551320850849	-0.0570387318730354	0.118339695036411	0.0873116627335548	0.0836913511157036	0.0509649775922298	-0.0535933412611485	0.0892235711216927	0.0612365789711475	-0.0614008828997612	-0.0472741201519966	-0.047547098249197	-0.0737571865320206	0.0221139062196016	-0.0377724319696426	0.0262397788465023	-0.11987541615963	-0.0923794209957123	0.0575455352663994	-0.031350202858448	-0.165919318795204	-0.0261743310838938	0.087454728782177	-0.108509667217731	-0.00320593919605017	0.0822751373052597	-0.0227453634142876	0.0231273006647825	0.034975528717041	0.0422401838004589
InferredCov7	-0.0567954555153847	0.0204084143042564	0.00144919333979487	0.00909299310296774	0.0447420217096806	-0.0216758251190186	-0.131921574473381	0.0386046580970287	-0.113241001963615	-0.101377129554749	-0.105863310396671	-0.0639901682734489	-0.0252545326948166	-0.147534653544426	-0.0474639534950256	0.070326142013073	-0.0253701861947775	-0.0629284381866455	0.0474799014627934	0.212636947631836	-0.114347666501999	-0.0933446139097214	-0.0562479272484779	-0.0158742759376764	-0.0535882115364075	0.0393045470118523	-0.031792689114809	-0.0634651407599449	0.00551085034385324	-0.0372832268476486	0.0842324644327164	-0.0765469670295715	0.0347897633910179	0.0127155119553208	0.0583729855716228	-0.0138622624799609	0.0608347542583942	0.0341608785092831	0.0744659081101418	0.0578131899237633	-0.0314937755465508	-0.00975584983825684	-0.0905881747603416	-0.00413852510973811	0.0152408331632614	0.0175077579915524	-0.000998499453999102	-0.063491016626358	-0.0643962770700455	0.0373518504202366	0.072599783539772	0.0648169443011284	-0.0118660470470786	0.03651262819767	0.158563584089279	-0.0468038506805897	-0.0094335014000535	0.0626333132386208	-0.0351983457803726	0.0677451640367508	-0.076070711016655	0.0379886664450169	0.0429579243063927	0.0406561009585857	-0.00981380138546228	0.0944204926490784	-0.0683475956320763	-0.0979484766721725	-0.0837514325976372	-0.0194870457053185	-0.0013937153853476	0.0773255079984665	0.1463393419981	-0.0427729301154613	0.00277544325217605	-0.0554943010210991	-0.0278976876288652	-0.0646427497267723	-0.102934844791889	0.00350711448118091	0.0160678680986166	0.0335484482347965	0.024852866306901	0.105604842305183	0.00379394483752549	-0.0330213755369186	0.0514849573373795	-0.0436004400253296	0.0660784244537354	-0.0965035110712051	-0.0501779839396477	-0.0703261271119118	-0.0128170512616634	0.00253741745837033	-0.0507098808884621	0.0322599709033966	0.087941586971283	0.24471652507782	0.0761914551258087	-0.15325653553009	-0.0219546593725681	0.141610786318779	0.0687741339206696	0.0707237124443054	0.0556758083403111	-0.0466943830251694	0.0740548968315125	-0.0097172474488616	0.0239065699279308	-0.112986765801907	0.115783669054508	0.0824737697839737	0.00093389896210283	-0.0283577777445316	0.0335325263440609	-0.0668237134814262	0.0987514927983284	-0.0891418233513832	-0.0533501692116261	0.0272445902228355	0.00773059064522386	-0.0415221266448498	-0.00121165253221989	0.0282156486064196
