ID	GTEX-11DXX	GTEX-11EM3	GTEX-11EMC	GTEX-11GSP	GTEX-11I78	GTEX-11P81	GTEX-11VI4	GTEX-11XUK	GTEX-11ZTS	GTEX-11ZTT	GTEX-11ZVC	GTEX-12WSD	GTEX-12WSG	GTEX-12WSJ	GTEX-12WSK	GTEX-12ZZX	GTEX-133LE	GTEX-13D11	GTEX-13FTX	GTEX-13N11	GTEX-13O3O	GTEX-13OVI	GTEX-13OVJ	GTEX-13PL7	GTEX-13QBU	GTEX-13QIC	GTEX-13U4I	GTEX-13VXT	GTEX-13W3W	GTEX-13X6H	GTEX-OHPK	GTEX-OHPL	GTEX-P4PP	GTEX-P4QT	GTEX-P78B	GTEX-PLZ4	GTEX-POMQ	GTEX-PWCY	GTEX-PWN1	GTEX-PX3G	GTEX-Q734	GTEX-QCQG	GTEX-QVJO	GTEX-RTLS	GTEX-RU1J	GTEX-RU72	GTEX-RWS6	GTEX-S32W	GTEX-S341	GTEX-S4P3	GTEX-S7SF	GTEX-T2IS	GTEX-T5JW	GTEX-T6MO	GTEX-TML8	GTEX-TMMY	GTEX-TSE9	GTEX-U3ZN	GTEX-UJHI	GTEX-W5WG	GTEX-WI4N	GTEX-WWYW	GTEX-X15G	GTEX-X4EO	GTEX-X8HC	GTEX-XMD3	GTEX-XUJ4	GTEX-XUW1	GTEX-XUZC	GTEX-XV7Q	GTEX-XYKS	GTEX-Y114	GTEX-Y3IK	GTEX-YFC4	GTEX-ZAJG	GTEX-ZC5H	GTEX-ZLWG	GTEX-ZP4G	GTEX-ZPIC	GTEX-ZVT2	GTEX-ZVT3	GTEX-ZYFG	GTEX-ZYWO	GTEX-ZYY3	GTEX-ZZPU 
C1	-0.0218	-0.0206	-0.0197	-0.0218	-0.0209	-0.0222	-0.0206	-0.0217	-0.0212	-0.0188	-0.0203	0.1297	-0.0207	-0.0204	-0.0204	-0.0106	-0.02	-0.02	-0.022	0.1151	-0.0217	0.1081	-0.0208	-0.0224	-0.0219	-0.0173	-0.0222	0.1053	-0.0216	-0.0209	0.1208	-0.0233	-0.0195	-0.015	-0.0216	-0.0167	0.0802	-0.0219	-0.0211	-0.0206	-0.022	-0.0159	-0.0196	-0.0203	0.1161	0.0238	-0.0206	-0.0192	0.1372	-0.0221	-0.0147	-0.0209	-0.0187	-0.0218	0.0794	-0.0227	-0.0215	-0.0212	0.113	-0.0223	-0.0211	-0.0218	-0.0225	-0.0203	-0.022	0.0098	-0.0118	-0.022	-0.0217	-0.022	0.1236	0.1321	0.1006	-0.0215	0.1102	-0.0213	0.0682	-0.0203	-0.0214	-0.0225	-0.0196	-0.0202	-0.0209	-0.0167	-0.021
C2	0.008	0.0072	-0.006	0.0025	0.0121	0.012	0.01	0.0124	0.0123	0.0097	0.003	0.0214	0.0055	0.0102	0.0023	-0.1344	-0.0171	0.0061	0.0103	0.0024	0.0055	0.0146	0.0084	-0.0014	0.0039	-0.0043	0.0073	0.0097	0.0099	0.0166	0.0078	0.0055	0.005	-0.0083	-0.004	0.0037	0.0051	0.0101	-3e-04	0.0024	0.0175	-7e-04	0.0063	0.011	0.0183	-0.603	0.0053	0.0012	0.0288	0.002	0.0029	0.0127	0.0027	0.0068	-0.0187	0.0111	-0.0175	0.0105	0.0036	0.0042	0.0123	-0.001	0.0139	0.0067	-0.0028	-0.0732	0.0043	0.0059	0.0092	0.0181	-0.0057	0.0152	0.0155	0.015	0.0108	-0.0018	-0.0062	4e-04	0.0117	0.0175	0.003	0.0011	-0.0021	0.0049	0.0051
C3	0.015	0.0034	-0.0044	-0.012	-0.0064	0.002	-0.0108	0.0462	0.0225	0.0187	0.0128	-0.0052	0.0109	-0.0159	0.0325	0.0568	0.0196	0.0147	-6e-04	-0.0016	-0.004	-0.0075	2e-04	0.052	-0.0153	-0.0631	0.0084	-0.0115	0.0033	0.0271	-0.0039	0.0358	-0.0127	-0.1511	0.0222	-0.09	0.0174	0.0094	0.0219	0.004	0.0368	-0.0943	0.0312	0.0182	0.0131	0.0187	-0.0095	-0.0097	-0.0052	-2e-04	-0.0549	0.0092	0.0206	0.0245	-0.0333	0.0296	0.0239	-0.0151	2e-04	0.0063	0.0087	0.019	0.0349	0.0187	0.0364	-0.0611	-0.1876	0.0367	-0.0031	0.0426	0.0045	0.005	0.0268	-0.0026	-0.0032	0.0578	0.0212	0.0087	0.0442	-0.0045	-0.0262	0.0074	-0.0231	-0.1054	-0.0099
InferredCov1	0.13288788497448	0.0553194470703602	-0.0610406473278999	-0.0168208181858063	0.0931985899806023	0.0111241992563009	0.0712311640381813	0.0341807119548321	-0.073163740336895	0.0950731188058853	-0.11812461912632	-0.103247426450253	0.0131987752392888	0.0301878843456507	-0.0522368028759956	-0.107964716851711	0.0693203955888748	0.104388251900673	0.0285884700715542	-0.0109635330736637	-0.0606660768389702	0.061033271253109	-0.033134464174509	-0.00786238256841898	0.0508005209267139	-0.113786675035954	-0.0488717444241047	0.00156919413711876	0.0701046735048294	0.055023267865181	0.0616755746304989	0.0885113179683685	0.0316399745643139	0.0587655231356621	-0.0520694851875305	-0.0774661377072334	-0.012136047706008	0.0612026639282703	0.0965993776917458	-0.0103665990754962	-0.0401928834617138	0.115969128906727	-0.110634669661522	-0.137147784233093	0.0847257599234581	-0.0691073089838028	0.0307299066334963	-0.0439580269157887	0.00975945312529802	-0.0108484318479896	-0.00677763810381293	-0.103578165173531	0.0353377759456635	0.0839809626340866	0.0267811566591263	0.0526025220751762	-0.0982466638088226	-0.0172085948288441	-0.027876902371645	0.0221753120422363	0.0236301440745592	-0.168210625648499	0.0282398909330368	0.0111278593540192	-0.0802543684840202	-0.146573573350906	0.0363549366593361	0.0383615083992481	0.0940763279795647	-0.0182972252368927	0.048730943351984	0.178707465529442	-0.0464965999126434	-0.152100667357445	-0.0589700490236282	-0.0237055271863937	0.136340916156769	0.0359309501945972	0.0659996345639229	0.0605963356792927	-0.147198408842087	0.0141515806317329	-0.0256892815232277	-0.126520454883575	0.00942903012037277
InferredCov2	-0.0589878037571907	-0.130409076809883	-0.0219364948570728	-0.137310639023781	-0.0159894432872534	-0.143025159835815	-0.100736074149609	-0.121845431625843	-0.163288787007332	0.0651979595422745	-0.0856956988573074	0.00148532912135124	0.0870134979486465	0.064475417137146	0.0237364396452904	0.0651944354176521	-0.0599333755671978	0.0753621384501457	-0.0623441189527512	-0.0979478508234024	0.163627102971077	-0.0124725438654423	0.0497472956776619	-0.0551165379583836	0.0172943919897079	0.0548334047198296	-0.0242450349032879	0.166707903146744	-0.0551129467785358	-0.0636952891945839	-0.0562335401773453	0.17691271007061	-0.0582714080810547	0.0556490048766136	-0.117092370986938	0.131317123770714	-0.00636005448177457	-0.0509821772575378	0.0789377838373184	-0.0203619301319122	-0.0780863985419273	0.00331403966993093	0.0550073683261871	0.00758427614346147	0.0385798625648022	-0.0458368435502052	-0.0238454509526491	-0.0337777696549892	-0.0280021168291569	0.0112090511247516	0.0192433781921864	-0.0138593818992376	0.148414179682732	0.140173867344856	-0.0679970905184746	0.0453942194581032	-0.00457623181864619	-0.0365728884935379	0.117151819169521	-0.056898407638073	0.111033357679844	0.0208879169076681	0.0421936586499214	0.12837415933609	0.159792497754097	0.0354776121675968	-0.0170941464602947	0.0357895828783512	0.154171004891396	-0.0686779543757439	0.0575766488909721	-0.00718885799869895	-0.0671503394842148	-0.0210834015160799	0.0647292584180832	0.0472584590315819	-0.0574279129505157	0.0446966774761677	-0.0943485721945763	-0.0802690535783768	-0.0752178877592087	-0.0260744951665401	-0.111770421266556	0.0701291933655739	-0.100291505455971
InferredCov3	-0.0395808629691601	-0.00174228032119572	0.0688050985336304	0.0188214965164661	0.0512309707701206	0.041431799530983	-0.0695247575640678	0.176146030426025	0.00137005385477096	0.0134428758174181	-0.0341037437319756	-0.00505188759416342	0.161218419671059	-0.145547673106194	-0.109944090247154	-0.0260022319853306	0.00413520401343703	0.0202294159680605	0.0360117815434933	0.0125239528715611	-0.101674295961857	-0.0484722703695297	0.178119868040085	0.0241803489625454	0.00893902964890003	-0.00784101523458958	-0.00307057215832174	-0.115288116037846	0.0676450282335281	0.0466480739414692	-0.156929597258568	-0.071214497089386	-0.0595473907887936	-0.0108835287392139	-0.0211619734764099	0.0951340794563293	0.00527842529118061	0.0382491461932659	-0.115896746516228	-0.133174255490303	0.0285943150520325	0.0394656099379063	-0.00746937142685056	-0.0487443618476391	0.072810485959053	-0.0486526489257812	0.10203891992569	0.00630325265228748	-0.130721151828766	0.0738602206110954	-0.00618770206347108	0.00144051306415349	-0.119314029812813	0.048242662101984	-0.0180457066744566	0.0672285929322243	0.0682521462440491	0.0356040485203266	-0.135670498013496	-0.0320206768810749	0.251427620649338	0.144487142562866	0.00711950985714793	0.168003886938095	0.0504540503025055	-0.0476125478744507	-0.0805642977356911	0.033924788236618	-0.0591976828873158	0.0561413913965225	-0.157274529337883	0.108504198491573	-0.13712652027607	-0.0232109799981117	0.0237347986549139	0.0795335620641708	0.0847286358475685	-0.13657146692276	-0.08897615224123	-0.0162105541676283	-0.0771689265966415	-0.0423984527587891	0.0274745505303144	0.0947603583335876	-0.0536699444055557
InferredCov4	0.061773993074894	-0.0402468740940094	-0.0862428545951843	0.0455695502460003	-0.0623494498431683	0.0868475958704948	-0.00724070472642779	-0.132061555981636	0.0214923601597548	-0.0512955337762833	-0.0413750968873501	-0.137817963957787	-0.124298423528671	0.0183323100209236	-0.145550772547722	0.0313213393092155	0.105062782764435	0.176700502634048	-0.0684212744235992	0.0600991360843182	-0.0916314274072647	0.0286130271852016	-0.0049187783151865	-0.126698136329651	-0.0479415655136108	-0.16819354891777	0.045245636254549	0.00332247535698116	-0.0763679295778275	0.0476790145039558	-0.0500491559505463	0.15789395570755	0.0265631582587957	-0.148700669407845	0.0916213467717171	0.034319780766964	0.148149147629738	-0.0223578978329897	-0.061646431684494	0.0360563136637211	0.221113905310631	0.0373548120260239	0.072201631963253	-0.111464589834213	-0.0215583108365536	0.0218804087489843	-0.11257903277874	-0.0238030254840851	-0.0211119130253792	-0.0775086507201195	-0.00263729295693338	0.0863594636321068	0.00254776119254529	0.0648102983832359	0.105694718658924	-0.0553825981914997	-0.122667647898197	0.0835789367556572	-0.00261893542483449	-0.0331680588424206	0.107864804565907	0.0646078065037727	0.0940216556191444	-0.0784891098737717	-0.0616439394652843	0.0577708892524242	-0.0666332021355629	-0.0620726831257343	0.0512647740542889	0.123651705682278	0.0833026766777039	-0.0437526702880859	-0.0684681013226509	0.0664074346423149	0.106156922876835	0.143783763051033	-0.047955971211195	-0.0360782369971275	0.0875823125243187	-0.10629777610302	-0.0166832804679871	-0.123372755944729	0.00448081735521555	0.0832371264696121	-0.00496825622394681
InferredCov5	0.0919808372855186	-0.0985295176506042	-0.0755834206938744	0.12388252466917	0.107274807989597	-0.0339647978544235	-0.100750923156738	0.0395858585834503	0.0984224826097488	-0.0141857657581568	-0.000396930845454335	0.012199779972434	-0.0755860060453415	0.113102875649929	-0.212186723947525	0.018866416066885	0.0847496464848518	-0.108451955020428	0.0048490478657186	-0.140380948781967	0.113961860537529	-0.013646793551743	0.0111632943153381	-0.076871283352375	-0.162191063165665	0.0792990624904633	-0.125044733285904	-0.0363416448235512	-0.0283777918666601	0.0732872635126114	-0.00852994527667761	0.134968116879463	0.00893746130168438	-0.0635849237442017	-0.0042862850241363	-0.0913784876465797	-0.0470104813575745	0.0185298882424831	-0.0303933098912239	-0.0457627698779106	-0.113990187644958	0.142983108758926	0.081192821264267	0.0565260499715805	-0.0241533219814301	0.0291636474430561	0.222010552883148	-0.0135558489710093	0.0551144368946552	0.0493469946086407	-0.271782428026199	-0.0391302891075611	-0.032768901437521	-0.103192180395126	-0.00391004141420126	-0.0433750487864017	0.0175052862614393	-0.154270932078362	-0.0372838824987411	0.0582386180758476	0.0472209639847279	0.0895233452320099	0.127947151660919	0.0516365021467209	0.028392106294632	0.0799225121736526	-0.0756306648254395	0.0676673129200935	-0.0419329851865768	0.0203107465058565	0.2163415402174	-0.0317843668162823	-0.00643724855035543	-0.022434875369072	0.0056015863083303	-0.14809376001358	0.139507830142975	-0.0176753886044025	0.0829945877194405	-0.0743647962808609	0.104740098118782	-0.00596062978729606	-0.0284476839005947	0.00374161265790462	-0.0286393854767084
InferredCov6	0.145749226212502	-0.115502618253231	0.172257542610168	0.0765973925590515	-0.0746096894145012	0.0458885356783867	0.0198667421936989	-0.0170537400990725	0.020618699491024	0.121345445513725	0.0466959811747074	-0.0122648496180773	0.0980016067624092	0.148199543356895	-0.00473872385919094	-0.00239734235219657	-0.00865966733545065	0.0399432666599751	-0.11003365367651	-0.0383275412023067	-0.0709516331553459	-0.0832775309681892	0.135192736983299	-0.0326986610889435	0.00994415767490864	0.0683146342635155	0.0205059945583344	0.0147130433470011	0.134569987654686	0.0712437182664871	0.0747376456856728	-0.0496195070445538	-0.0703853294253349	0.0495209097862244	-0.0424095131456852	0.0624020434916019	-0.159394726157188	-0.182375609874725	-0.0371264442801476	-0.0894712060689926	-0.0472475215792656	-0.0221984852105379	-0.0693676173686981	-0.00704406620934606	-0.0990463197231293	0.0208796951919794	-0.10886961966753	0.0382009781897068	-0.0874317586421967	-0.16387552022934	0.0668341368436813	-0.182850211858749	-0.0491409860551357	-0.0503503568470478	-0.0596799738705158	-0.0811813324689865	0.0406798087060452	-0.0860803127288818	-0.109229065477848	0.0869513899087906	0.125142216682434	-0.034254677593708	0.145850986242294	-0.0181554462760687	0.0288110543042421	-0.0149212600663304	0.0975029096007347	-0.159779578447342	-0.0770386606454849	0.141662463545799	0.137161105871201	-0.103883340954781	0.163961365818977	-0.0713055580854416	0.167412936687469	0.14440830051899	-0.0666287243366241	0.0544168129563332	0.0479393862187862	-0.040490947663784	-0.0843066647648811	0.0842382460832596	0.0785263627767563	-0.153875693678856	0.0030548123177141
InferredCov7	-0.0572480224072933	-0.0420235432684422	0.0411466509103775	0.0480827540159225	0.136643946170807	0.00497342925518751	-0.0656688138842583	0.041777428239584	-0.115200661122799	-0.0599080473184586	-0.0223858002573252	-0.0153486421331763	0.0663921236991882	0.0416136793792248	-0.00997944362461567	0.0177033226937056	0.0312442500144243	-0.159034535288811	0.1462721824646	-0.0759654939174652	0.00021670306159649	-0.305532038211823	-0.114255040884018	0.083685427904129	-0.11033072322607	-0.044467605650425	0.0120646134018898	0.045769464224577	-0.0232323687523603	-0.0855381116271019	0.0439054779708385	0.0133359022438526	-0.131156429648399	0.0993383824825287	0.0332577005028725	-0.0111124441027641	-0.000546959287021309	0.0783072039484978	0.0695068761706352	-0.06991296261549	0.141885802149773	-0.0673006102442741	-0.186099007725716	-0.0572294816374779	0.21253365278244	-0.0343932844698429	0.0443340428173542	0.162861585617065	-0.0229841005057096	0.0141350729390979	0.0276008248329163	0.0217981599271297	-0.0125158037990332	-0.0695349797606468	0.0213241875171661	0.0161835234612226	0.00109963899012655	0.00217558233998716	0.134374588727951	0.0724013149738312	-0.0575251281261444	-0.0667210519313812	-0.053157240152359	-0.173745691776276	-0.105059169232845	-0.00433694524690509	-0.0755699574947357	0.170900210738182	0.0321527682244778	0.10579988360405	0.0813214853405952	-0.13105733692646	-0.0289464984089136	-0.000837687752209604	0.32310226559639	0.0893410593271255	0.0711230039596558	0.00100977451074868	-0.02068005874753	-0.0157298482954502	-0.0760146677494049	-0.0909337550401688	0.0610129162669182	0.0287113003432751	-0.023491969332099
