ID	GTEX-11GSP	GTEX-11ONC	GTEX-11WQC	GTEX-11WQK	GTEX-11ZTS	GTEX-11ZUS	GTEX-12WSA	GTEX-12WSM	GTEX-12ZZX	GTEX-1399T	GTEX-139TS	GTEX-13CF2	GTEX-13CIG	GTEX-13FLV	GTEX-13FLW	GTEX-13FXS	GTEX-13G51	GTEX-13IVO	GTEX-13JVG	GTEX-13N1W	GTEX-13NYB	GTEX-13NYS	GTEX-13NZ8	GTEX-13NZA	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVH	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13QIC	GTEX-13QJC	GTEX-13RTJ	GTEX-13SLW	GTEX-13SLX	GTEX-13X6I	GTEX-13X6J	GTEX-13X6K	GTEX-145MH	GTEX-N7MS	GTEX-N7MT	GTEX-NL3H	GTEX-NL4W	GTEX-NPJ7	GTEX-NPJ8	GTEX-P44H	GTEX-PWO3	GTEX-Q2AG	GTEX-QMR6	GTEX-QVJO	GTEX-QVUS	GTEX-R55E	GTEX-R55F	GTEX-RU72	GTEX-RVPU	GTEX-S7SE	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-WHSE	GTEX-WVLH	GTEX-WWYW	GTEX-WZTO	GTEX-X261	GTEX-X4XX	GTEX-X4XY	GTEX-X585	GTEX-XMD1	GTEX-YFC4	GTEX-YJ89	GTEX-Z93S	GTEX-ZAB4	GTEX-ZDXO	GTEX-ZF28	GTEX-ZUA1	GTEX-ZVT3	GTEX-ZVZQ	GTEX-ZXG5 
C1	-0.0218	-0.0208	0.1173	-0.02	-0.0212	-0.0207	-0.0219	-0.0218	-0.0106	-0.0224	-0.0208	-0.0202	-0.0222	-0.0215	0.1074	0.1214	-0.0212	-0.0232	-0.0206	-0.0207	0.1132	-0.0216	-0.0215	-0.0218	-0.0217	-0.0215	-0.0223	-0.0208	-0.022	-0.021	-0.0217	-0.0219	-0.0207	-0.0173	-0.02	-0.0216	-0.02	0.1041	-0.0219	-0.0159	-0.0213	-0.0201	-0.0217	-0.0225	0.0756	-0.0211	-0.02	-0.0219	-0.0216	-0.0207	-0.0222	-0.0202	-0.0196	-0.0229	-0.0186	-0.0216	0.0238	-0.0209	-0.0218	-0.0226	-0.0221	-0.0215	-0.0196	-0.0224	-0.0218	-0.0174	-0.0209	-0.0153	-0.0216	0.1336	-0.0208	-0.0215	-0.0114	-0.0215	-0.0189	-0.0221	-0.021	-0.0221	-0.0196	-0.0224	-0.013
C2	0.0025	0.005	0.0101	0.0121	0.0123	0.0032	-0.0068	0.0028	-0.1344	0.0028	0.0033	-0.0159	0.012	0.0049	0.0195	0.0019	0.0025	1e-04	0.0065	0.0032	0.0132	0.008	1e-04	0.0061	0.0055	-0.0014	-0.0025	0.0084	0.0121	0.0146	0.0138	0.0063	0.0041	-0.0043	0.0045	-3e-04	0.0109	0.0063	0.0148	-0.0036	0.0113	-0.0052	0.01	0.005	-0.0353	0.0099	-0.0194	0.0045	0.0185	0.0031	0.0149	-0.0074	0.0063	-2e-04	0.0077	0.015	-0.603	0.0027	0.015	0.0065	0.0071	-0.0175	0.0112	-0.0015	-0.001	-0.0018	0.0012	-0.0097	0.0058	0.0149	0.0147	0.015	-4e-04	0.0034	2e-04	0.0069	0.0155	0.0124	0.003	0.0141	-0.0284
C3	-0.012	0.019	-0.0079	0.005	0.0225	-0.0309	0.0533	0.0204	0.0568	0.015	0.0252	-0.0134	0.0327	-0.0185	0.0035	0.0088	-0.008	0.0726	0.038	-0.0158	0.0099	0.0565	0.0263	0.0394	-0.004	0.0251	0.046	2e-04	0.0288	0.0099	0.0268	0.0337	-0.0118	-0.0631	-0.0257	0.0219	-0.0128	0.034	0.0204	-0.1116	0.0205	-0.0222	0.0378	0.0533	1e-04	0.0438	0.0571	0.0015	0.0254	0.0228	0.0294	0.0096	0.0312	0.0086	-0.022	0.0244	0.0187	0.0184	0.0337	0.0124	0.0181	0.0239	-0.0639	0.0154	0.019	-0.0696	0.0047	-0.1789	0.0298	-0.0084	-0.0075	-0.0026	-0.1762	0.0247	0.0045	0.0148	0.0198	0.0239	-0.0262	0.0219	-0.1911
InferredCov1	-0.11601035296917	0.00147641147486866	-0.0166734680533409	-0.0419881492853165	-0.0268067717552185	0.0797116234898567	-0.128235951066017	0.00123070180416107	0.0582305528223515	0.089542955160141	-0.0220330748707056	0.0333355851471424	0.0609459541738033	-0.0265128780156374	-0.0686336159706116	0.0649353712797165	0.0777687504887581	-0.00142788921948522	-0.0534884408116341	0.0687839910387993	0.0996915698051453	-0.0639717355370522	-0.0496289767324924	0.081461101770401	-0.0331837013363838	0.0903322249650955	0.0245646759867668	-0.0972042679786682	0.0127506889402866	-0.0328582301735878	0.107557155191898	0.111621536314487	-0.0640908405184746	0.0820018425583839	-0.0769471302628517	0.0760645866394043	0.065600574016571	-0.0564261116087437	-0.0728891119360924	-0.0234613511711359	0.0926506444811821	0.0202081315219402	-0.130613088607788	-0.0761591419577599	-0.138954564929008	0.00804068427532911	0.0555431805551052	0.0932980552315712	0.0233272090554237	0.00861395243555307	-0.0253324639052153	0.124209567904472	-0.033038929104805	0.0977854281663895	-0.0420027226209641	0.059777457267046	0.0322399884462357	-0.159373432397842	0.0967357605695724	0.0996492132544518	-0.0339380502700806	-0.00861124228686094	-0.0281734019517899	-0.0710671544075012	-0.101367868483067	0.0923051983118057	0.0131458882242441	0.0348108746111393	-0.152195408940315	0.149044901132584	-0.135547667741776	0.0132805872708559	-0.0733784213662148	0.0700598508119583	-0.0909128040075302	0.0103368563577533	-0.109304174780846	0.0303566362708807	-0.0681845769286156	0.030679427087307	0.00691530294716358
InferredCov2	0.0360240489244461	0.0629844665527344	0.0327156484127045	0.0668923333287239	0.0961024910211563	-0.157025694847107	0.019335575401783	0.141901969909668	0.0316038243472576	0.0193774625658989	-0.044195007532835	0.00509202666580677	0.0516844131052494	0.0288368500769138	-0.048259187489748	0.109990142285824	0.0101905958727002	0.0824617817997932	0.0569577477872372	0.0896638557314873	0.0411290898919106	0.102280169725418	0.12325070053339	0.0518074743449688	0.0642403140664101	0.0130336107686162	0.181581631302834	0.0315133966505527	-0.0142995081841946	0.164902150630951	-0.00644823024049401	0.0697054117918015	0.0948279649019241	-0.0185456220060587	0.0187702123075724	0.0338351055979729	0.0434681475162506	0.0321520790457726	-0.0139744225889444	-0.0525245182216167	-0.0176524519920349	-0.0104956049472094	-0.185698717832565	-0.057148315012455	-0.037577573210001	0.00263074971735477	-0.0746644511818886	-0.0876860842108727	-0.135601371526718	-0.0613507144153118	-0.0371444448828697	-0.165328860282898	-0.0131017100065947	-0.0463045351207256	-0.137021243572235	0.00410656118765473	0.0464468523859978	-0.14171028137207	-0.0768931806087494	-0.0551057457923889	-0.0814080387353897	-0.0325319021940231	0.0155687406659126	-0.0467628836631775	-0.108938254415989	-0.0481525100767612	-0.00153747654985636	0.00215829908847809	-0.0302828140556812	-0.0295067895203829	0.0158136673271656	-0.043350949883461	-0.00981985405087471	-0.0636460185050964	-0.0816948264837265	0.0404394827783108	0.0959541499614716	-0.0894900783896446	0.0483011640608311	0.0493446663022041	0.0337228253483772
InferredCov3	0.0961286053061485	-0.0105520812794566	0.0287137534469366	0.0149200465530157	-0.0351606942713261	-0.134657025337219	-0.179879322648048	0.0926628634333611	-0.00265100761316717	-0.0164860896766186	0.0246479753404856	0.110511243343353	0.0280576962977648	-0.055649109184742	-0.127108961343765	-0.0832703337073326	0.0698537677526474	0.0381072834134102	0.0481757149100304	-0.0467751435935497	-0.104460433125496	-0.0312889367341995	-0.0264441054314375	0.0812365114688873	0.0740432813763618	0.0111609036102891	-0.103533945977688	-0.0188928432762623	-0.0454050078988075	-0.0715206488966942	-0.00584375252947211	-0.0299429371953011	-0.024227112531662	-0.0910587385296822	0.0631285533308983	-0.0118406787514687	0.0463927015662193	-0.1193982437253	-0.0413109175860882	-0.0467951931059361	0.0599876753985882	-0.143150195479393	0.00790046434849501	-0.0272665526717901	-0.0109828002750874	0.053174089640379	-0.0295653305947781	0.235177367925644	0.0284411292523146	0.184229329228401	-0.0687127709388733	0.11428988724947	-0.0959257110953331	0.0566810071468353	0.0132919382303953	0.161391213536263	0.0390398725867271	-0.0077631170861423	0.0252708829939365	-0.0603732354938984	-0.0442549623548985	-0.0587262772023678	-0.0698281228542328	-0.0119501724839211	0.0490312911570072	-0.0656340569257736	0.0131412465125322	0.0282281767576933	-0.0167914554476738	-0.0295579843223095	0.184658855199814	-0.0393654890358448	0.0905666425824165	-0.102668143808842	-0.0327252484858036	0.0894506797194481	0.120633766055107	-0.129778429865837	0.0915193557739258	-0.039779108017683	0.0751825273036957
InferredCov4	0.115017250180244	0.0693370327353477	0.0270250514149666	-0.113397009670734	0.0862554088234901	-0.0626619681715965	0.00388075015507638	0.121832266449928	0.0627144649624825	0.0385134182870388	-0.0163985975086689	0.0612000115215778	-0.117823250591755	0.0688920095562935	0.0472716800868511	0.0404279641807079	0.0787182375788689	-0.230912640690804	-0.000670585839543492	0.00288072670809925	0.0181196369230747	-0.166449531912804	-0.180080711841583	0.0467548780143261	0.126853942871094	0.00466174818575382	0.0368480458855629	-0.0865484699606895	0.0771684497594833	-0.0701632350683212	0.0526325777173042	0.0696420073509216	0.0442025549709797	0.00475480360910296	-0.00211316696368158	0.0249438770115376	0.0570746250450611	0.0232792049646378	-0.0601286590099335	0.052507821470499	-0.0112646007910371	-0.00915887299925089	0.0212535690516233	-0.0399219505488873	-0.14406980574131	-0.171635702252388	-0.0401097796857357	-0.161098420619965	0.0533856898546219	-0.0260392278432846	0.0210326109081507	0.0299429707229137	-0.0231624376028776	-0.0526032298803329	0.0400404371321201	-0.0773980170488358	0.00367445754818618	0.0755345374345779	0.0498409047722816	-0.0367109961807728	0.0747406706213951	0.0151251796633005	-0.0604900158941746	-0.043702807277441	-0.123418055474758	0.0366505794227123	-0.162964954972267	-0.0967808067798615	0.00505431462079287	-0.0760785713791847	0.0409886054694653	0.0293608941137791	0.141771391034126	0.010185862891376	0.0918473750352859	0.125790491700172	-0.0353154689073563	-0.0230124369263649	0.14170303940773	0.0495655909180641	0.00122310442384332
InferredCov5	-0.00743724266067147	-0.0299160610884428	0.0515601076185703	0.194451838731766	0.0258818920701742	0.0716567784547806	-0.0136110251769423	-0.034815676510334	-0.0554348565638065	0.0721605867147446	0.41974064707756	0.0949228033423424	0.0488073378801346	-0.0421825759112835	0.0872833281755447	0.0992000922560692	-0.113635487854481	0.031511764973402	-0.036165364086628	-0.00302373571321368	0.000579361629206687	-0.0573624223470688	-0.00825057458132505	-0.00240508676506579	0.068788081407547	-0.0283489506691694	-0.0424372181296349	0.057673305273056	0.0147217204794288	-0.0221690386533737	-0.0925362482666969	-0.0654661506414413	0.0267572272568941	0.0524860844016075	-0.0250834040343761	-0.0313064567744732	0.0663187503814697	-0.0281285177916288	-0.0295958649367094	-0.00203857268206775	-0.0121919261291623	-0.0429648421704769	-0.140578538179398	-0.00352109782397747	-0.0281098876148462	-0.0566140934824944	-0.130550161004066	0.0252067688852549	0.155491381883621	-0.0634832456707954	-0.0818579941987991	0.0484929494559765	-0.074233703315258	0.0349778085947037	-0.106695450842381	0.0260659996420145	-0.0510818064212799	0.0400722697377205	-0.0249424707144499	-0.144565999507904	-0.015434137545526	0.0703811049461365	-0.101653836667538	0.0436440669000149	0.0343217141926289	-0.0671992003917694	0.00318020395934582	-0.108685411512852	0.0756847038865089	-0.0566215924918652	-0.187305510044098	0.0566171146929264	-0.0146504193544388	0.0510812476277351	-0.0389728024601936	0.0605068318545818	-0.0234547667205334	-0.0150758773088455	-0.00867216568440199	0.123599216341972	0.0364892147481441
InferredCov6	-0.111429646611214	0.126006066799164	0.110889852046967	0.00138279120437801	-0.0130599606782198	-0.15202060341835	-0.0630494132637978	-0.0738261416554451	-0.0118689425289631	0.00119930377695709	-0.0432544723153114	-0.0407346747815609	0.00082017999375239	-0.00494647352024913	0.00573955802246928	0.0660334229469299	-0.0735824629664421	0.155823364853859	0.0353250317275524	-0.100797317922115	-0.0029550779145211	-0.0358169563114643	0.193527042865753	-0.00229487637989223	-0.0399195477366447	0.0202683284878731	0.0241241082549095	-0.124822445213795	0.101968817412853	-0.00226581329479814	0.133846551179886	0.0725102722644806	-0.0202486291527748	-0.0560555420815945	0.263109564781189	-0.00727776112034917	0.124395973980427	0.0514726862311363	-0.0611116290092468	0.0905166268348694	-0.064980573952198	-0.0452882871031761	0.0684609040617943	-0.030291335657239	0.0875650569796562	-0.0256589874625206	-0.0300612356513739	0.0697556138038635	0.0368385352194309	-0.106943801045418	0.0851940214633942	0.0500505864620209	-0.104641534388065	-0.12821701169014	0.136851951479912	-0.0969664826989174	-0.0242802891880274	0.0743228495121002	0.121639177203178	-0.0621442161500454	-0.00553875556215644	-0.0194098055362701	-0.151196256279945	-0.0744937881827354	0.0634782835841179	-0.00376641005277634	-0.147496178746223	0.12294927239418	-0.0452132970094681	-0.0359223149716854	-0.100298248231411	0.0182761289179325	-0.00940422061830759	0.0228008273988962	0.0227551311254501	-0.0591183714568615	-0.0681761130690575	-0.10776973515749	-0.109649434685707	0.0964256525039673	0.0419542565941811
InferredCov7	-0.0137390457093716	0.0868996828794479	0.0185509230941534	0.245292454957962	0.0138772707432508	-0.132200852036476	-0.0429289303719997	-0.0805002599954605	-0.0361374914646149	-0.0230822712182999	-0.199730396270752	-0.109690971672535	-0.0312018301337957	0.0361298732459545	-0.0304800681769848	-0.0537033341825008	0.000762928451877087	-0.0942796170711517	0.17462944984436	0.139952600002289	-0.0115517927333713	0.0466421656310558	-0.0664280652999878	0.000980271957814693	0.0257584508508444	-0.021114295348525	0.00265799020417035	0.1824921220541	-0.0274595580995083	0.0784638151526451	0.0716928243637085	0.0409076400101185	0.0962965339422226	0.00211131665855646	-0.021973367780447	0.0349347069859505	0.0404224433004856	0.00151312595698982	-0.058779165148735	-0.0587320849299431	0.0035021232906729	-0.1215950101614	0.0244663096964359	-0.00874160416424274	-0.167546167969704	0.0125439064577222	0.00978021509945393	0.00470670964568853	0.154537618160248	-0.062702938914299	-0.0290249921381474	0.111011207103729	-0.126430153846741	0.0223226081579924	0.0267357639968395	0.066191665828228	-0.0225016847252846	0.10213265568018	0.0703018680214882	-0.0183671042323112	-0.00715475063771009	0.0776819959282875	0.175333946943283	0.0369308739900589	0.0194570031017065	0.0199463702738285	0.114012658596039	-0.109951630234718	0.112498097121716	-0.0565610714256763	-0.0418344549834728	-0.00758287636563182	-0.101970940828323	-0.0146699966862798	0.0472193732857704	-0.0196650493890047	-0.196394935250282	-0.103110194206238	-0.0935587510466576	-0.0714799016714096	-0.0577720105648041
