ID	GTEX-113JC	GTEX-117XS	GTEX-117YW	GTEX-1192W	GTEX-1192X	GTEX-11DXW	GTEX-11DXY	GTEX-11DYG	GTEX-11EMC	GTEX-11GS4	GTEX-11NUK	GTEX-11NV4	GTEX-11ONC	GTEX-11TUW	GTEX-11WQK	GTEX-11ZTS	GTEX-11ZUS	GTEX-11ZVC	GTEX-12126	GTEX-1212Z	GTEX-12584	GTEX-12696	GTEX-12WSC	GTEX-12WSD	GTEX-12WSM	GTEX-12ZZW	GTEX-12ZZY	GTEX-13112	GTEX-1399T	GTEX-139TS	GTEX-139TT	GTEX-13CF2	GTEX-13FHO	GTEX-13FHP	GTEX-13FTY	GTEX-13G51	GTEX-13JUV	GTEX-13JVG	GTEX-13N1W	GTEX-13N2G	GTEX-13NYS	GTEX-13O1R	GTEX-13OVH	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13PLJ	GTEX-13RTJ	GTEX-13SLW	GTEX-13SLX	GTEX-13VXU	GTEX-13X6K	GTEX-145MF	GTEX-145MH	GTEX-145MO	GTEX-N7MS	GTEX-N7MT	GTEX-NPJ7	GTEX-NPJ8	GTEX-OXRN	GTEX-PVOW	GTEX-Q2AG	GTEX-R55E	GTEX-RNOR	GTEX-RU72	GTEX-T2IS	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-UTHO	GTEX-WHSE	GTEX-WL46	GTEX-WVLH	GTEX-WZTO	GTEX-X261	GTEX-X4EP	GTEX-X585	GTEX-XLM4	GTEX-Y111	GTEX-YFC4	GTEX-Z93S	GTEX-ZAB4	GTEX-ZAJG	GTEX-ZYY3 
C1	-0.0152	-0.0206	-0.0166	-0.0209	-0.0209	-0.0215	-0.0156	0.1161	-0.0197	-0.0144	-0.0206	0.1172	-0.0208	-0.0208	-0.02	-0.0212	-0.0207	-0.0203	0.1181	-0.0205	-0.0198	-0.0219	-0.0212	0.1297	-0.0218	-0.0205	-0.0202	-0.0212	-0.0224	-0.0208	-0.0217	-0.0202	-0.0203	0.1121	-0.0216	-0.0212	0.1161	-0.0206	-0.0207	-0.021	-0.0216	-0.0205	-0.0223	-0.0208	-0.022	-0.021	-0.0217	-0.0219	-0.0207	-0.0234	-0.0216	-0.02	0.1041	-0.0199	-0.0213	-0.0199	-0.0201	-0.0204	-0.0217	-0.0225	-0.02	-0.0219	-0.022	-0.0201	-0.0222	-0.0186	-0.0213	0.0238	-0.0209	-0.0226	-0.0221	-0.0215	-0.0227	-0.0196	-0.0209	-0.0224	-0.0174	-0.0209	-0.0203	0.1336	-0.0216	-0.0209	-0.0215	-0.0215	-0.0189	0.1102	-0.0167
C2	-0.0058	0.0011	-0.0019	-0.0047	0.0095	0.011	-0.0021	0.0028	-0.006	-0.0029	-0.0021	0.0134	0.005	0.0185	0.0121	0.0123	0.0032	0.003	0.0209	0.0039	0.0074	0.0178	0.0024	0.0214	0.0028	0.0097	0.0031	0.0019	0.0028	0.0033	0.0158	-0.0159	0.0058	0.0147	0.001	0.0025	-0.0059	0.0065	0.0032	0.0131	0.008	0.0106	-0.0025	0.0084	0.0121	0.0146	0.0138	0.0063	0.0041	0.0135	-3e-04	0.0109	0.0063	0.0043	0.0113	0.0085	-0.0052	0.005	0.01	0.005	-0.0194	0.0045	-4e-04	0.0097	0.0149	0.0077	-0.0074	-0.603	0.0127	0.0065	0.0071	-0.0175	0.014	0.0112	0.0021	-0.0015	-0.0018	0.0012	0.0074	0.0149	0.0054	0.0034	0.015	0.0034	2e-04	0.0108	0.0049
C3	-0.01	-0.0233	-0.101	0.0153	0.0108	-0.0097	-0.1011	-0.0039	-0.0044	-0.1688	0.0084	-0.0069	0.019	-0.0149	0.005	0.0225	-0.0309	0.0128	0.0039	0.0042	-0.0359	0.0097	0.0025	-0.0052	0.0204	-0.0138	0.0019	0.0252	0.015	0.0252	0.0121	-0.0134	-0.0108	0.0156	-0.0046	-0.008	0.0124	0.038	-0.0158	0.0098	0.0565	-0.0143	0.046	2e-04	0.0288	0.0099	0.0268	0.0337	-0.0118	0.0282	0.0219	-0.0128	0.034	0.0196	0.0205	-0.0074	-0.0222	0.0127	0.0378	0.0533	0.0571	0.0015	0.0312	0.0085	0.0294	-0.022	0.0152	0.0187	0.0092	0.0124	0.0181	0.0239	0.0268	-0.0639	0.0161	0.0154	-0.0696	0.0047	0.0218	-0.0084	0.035	0.008	-0.0026	0.0247	0.0045	-0.0032	-0.1054
InferredCov1	-0.0475057065486908	0.0410293973982334	0.00349645898677409	-0.0339706838130951	0.00433916971087456	0.0199754387140274	-0.0120210321620107	-0.00143588869832456	0.0504700988531113	-0.0424727760255337	0.147304236888885	0.0399101264774799	0.145469754934311	-0.0102825229987502	-0.071715883910656	0.0547253862023354	-0.00396300246939063	-0.0722821056842804	0.0149391796439886	0.0125565379858017	-0.00209089461714029	-0.0163467898964882	0.18645390868187	-0.0586479417979717	0.18483754992485	-0.0679906010627747	-0.019022474065423	-0.0578864626586437	-0.0210028775036335	-0.0145913949236274	0.000636151642538607	0.0597876645624638	-0.0260079223662615	0.185155630111694	-0.0295075438916683	0.0493262931704521	-0.0814566090703011	-0.0564366914331913	0.00616503739729524	-0.0720521435141563	-0.0615056119859219	-0.0209589786827564	-0.0234911255538464	-0.0458007901906967	-0.0268355924636126	-0.0288202036172152	-0.0125588914379478	-0.00734153995290399	0.038603488355875	-0.113482266664505	-0.0181330647319555	-0.117334313690662	0.0304787773638964	-0.00622584205120802	0.0715864449739456	0.021122494712472	0.110114946961403	0.00144869927316904	0.0756440833210945	-0.0331046879291534	-0.0870104357600212	-0.0884425118565559	-0.0493811927735806	-0.0331800319254398	-0.0834256336092949	-0.028348496183753	-0.0558457188308239	-0.0213140454143286	-0.0484870821237564	0.00636117253452539	-0.0120046744123101	-0.0772398039698601	-0.0856574848294258	0.00575823243707418	-0.0392510928213596	0.0336425453424454	-0.0675536915659904	0.0462418645620346	-0.0357876606285572	0.0995878279209137	-0.0141684804111719	0.202867269515991	0.101868063211441	0.214704886078835	-0.0239465348422527	0.0171643178910017	-0.0981690734624863
InferredCov2	-0.139218866825104	-0.00443847710266709	0.0809071809053421	0.0611444376409054	-0.013551683165133	0.0369327515363693	0.0662650242447853	-0.0281084254384041	0.0147264460101724	0.020189993083477	0.031227232888341	0.0404931157827377	-0.0620408095419407	-0.141935363411903	-0.165352404117584	-0.0491204187273979	0.0461286716163158	0.0706281363964081	0.0322953052818775	-0.00137888686731458	-0.0892262160778046	-0.154994949698448	0.0184098109602928	0.0292074922472239	-0.053490050137043	0.0511990673840046	0.10580849647522	0.0861374959349632	0.0926895439624786	0.0559066645801067	0.0806949511170387	0.0680853351950645	-0.0597082786262035	0.0116714611649513	0.0482630133628845	0.0408766977488995	0.0209295190870762	-0.0906767845153809	-0.185717195272446	0.0177695043385029	-0.0296198762953281	-0.20174615085125	-0.0213879030197859	-0.132673367857933	0.0480832755565643	-0.0488892160356045	0.000684651837218553	0.027608260512352	-0.0589318722486496	0.0518778376281261	-0.033814612776041	-0.00155674386769533	-0.0471668131649494	0.0609774254262447	0.0219660103321075	0.0186464414000511	0.0357704907655716	-0.00456462288275361	0.0462153740227222	0.0312428195029497	0.0177752748131752	0.021373588591814	-0.0145695209503174	0.112197801470757	0.0803902447223663	0.0863486975431442	0.106507577002048	0.0218115262687206	0.0533069968223572	-0.121418543159962	0.0577598884701729	-0.0965163484215736	-0.000190265534911305	-0.181166961789131	0.0887845978140831	0.0145931700244546	0.0841874629259109	-0.0114087667316198	-0.152979388833046	0.0806559473276138	-0.041534461081028	0.0301564931869507	0.0323065593838692	-0.0171911902725697	0.0278381928801537	-0.0328017473220825	-4.65421144326683e-05
InferredCov3	-0.0627299770712852	-0.0329353213310242	-0.114371739327908	-0.0707804933190346	0.121379785239697	-0.0465812832117081	-0.0693504810333252	-0.0826603174209595	0.0753913596272469	-0.0983013585209846	-0.0157053731381893	-0.0601438544690609	0.0268836040049791	-0.16282032430172	-0.0509626492857933	-0.0111725674942136	-0.0974367186427116	0.026424054056406	-0.130642861127853	-0.101655691862106	0.0557118281722069	0.0353974848985672	0.0188248436897993	-0.0944900140166283	0.0588571950793266	0.052820410579443	-0.0124339479953051	-0.0461986288428307	-0.0213093794882298	-0.0356118157505989	-0.130544140934944	0.0458581335842609	-0.00707674631848931	-0.0209315083920956	-0.0293592810630798	-0.072502464056015	0.0649051144719124	-0.0401859097182751	-0.109348863363266	0.078111007809639	0.136430591344833	-0.0808996334671974	-0.00797055847942829	-0.000721530115697533	-0.00829659216105938	0.0570250600576401	-0.0359841547906399	-0.173204556107521	0.00341075239703059	0.0231323931366205	0.0542832091450691	0.072503887116909	-0.0749753341078758	-0.043263241648674	0.0418384149670601	-0.0231981743127108	0.0143066579475999	-0.049931239336729	0.00765720428898931	0.152529299259186	0.143337115645409	0.200025573372841	0.103543370962143	-0.0907239839434624	0.0182851627469063	-0.0348802767693996	0.0156502053141594	-0.00717850308865309	-0.0355123095214367	0.0865925550460815	-0.0964412689208984	-0.00172223953995854	0.149117276072502	-0.0634615570306778	0.00634295307099819	-0.0460944809019566	-0.0459440499544144	0.1073397397995	0.0402683764696121	0.133126974105835	0.0248336214572191	0.0798008367419243	0.0660299360752106	0.0671005770564079	0.0367204993963242	0.137128427624702	0.109526731073856
InferredCov4	0.0388270579278469	0.111549384891987	-0.00887205824255943	0.0141168488189578	0.0958871617913246	0.129895523190498	0.00646665226668119	-0.0247498974204063	-0.0136927766725421	-0.0186001919209957	-0.14416828751564	0.11450832337141	-0.14568018913269	-0.00246151885949075	-0.0853274837136269	-0.0718895792961121	0.13162450492382	0.0296951122581959	-0.0730334967374802	-0.0266239400953054	-0.0434930622577667	0.130120530724525	-0.0369863361120224	-0.0209172405302525	0.0129349119961262	-0.14085066318512	-0.0376221500337124	0.0294036380946636	0.0570068508386612	-0.0674519762396812	-0.081048846244812	0.0267779342830181	0.0579175539314747	-0.0312681347131729	-0.0150720775127411	0.0803403630852699	-0.0615163259208202	-0.0798119455575943	-0.0824595913290977	0.00359049462713301	0.00858453568071127	0.0331049673259258	-0.110017254948616	0.0328578539192677	0.0211226791143417	0.0500555224716663	0.00783157255500555	-0.110462285578251	0.0773887559771538	0.00443145586177707	0.108778528869152	0.0734527111053467	-0.017987247556448	0.0739953815937042	0.136058375239372	0.208225265145302	0.106693312525749	-0.12481378018856	-0.105347260832787	-0.00915739312767982	-0.112934567034245	-0.0469009056687355	-0.0901265889406204	-0.114159598946571	-0.0622121393680573	-0.00286342017352581	-0.0101542249321938	0.0580995567142963	0.231267422437668	0.0571038611233234	-0.011793072335422	0.0376591570675373	0.00454746792092919	-0.0360291711986065	-0.0674891918897629	-0.0807294547557831	0.110575310885906	-0.0492390878498554	-0.0213696882128716	-0.107245840132236	0.0447497479617596	0.035993430763483	0.0676402077078819	0.0440778471529484	-0.00318147172220051	-0.0706334263086319	-0.0273821745067835
InferredCov5	0.0606334917247295	0.0694879144430161	0.0659086555242538	0.0131405405700207	-0.0511302649974823	0.119574382901192	-0.0615283660590649	-0.0164932850748301	0.0863506942987442	0.100865170359612	-0.0431129299104214	-0.0432100892066956	0.0750538408756256	-0.0810705050826073	-0.121174097061157	0.178623184561729	-0.0513708107173443	0.0744216367602348	0.0728065073490143	0.0813195705413818	0.0262390393763781	-0.0637306049466133	0.0126394834369421	0.202696606516838	-0.0981957092881203	-0.0501254126429558	-0.057949360460043	0.0408571623265743	-0.116776905953884	-0.245552644133568	-0.190781161189079	0.0757750198245049	-0.00120974611490965	0.059683084487915	0.0851699560880661	0.0125766210258007	0.0509681776165962	0.123173579573631	-0.0251656491309404	-0.0225785076618195	0.0764395371079445	-0.0913058891892433	-0.0525059849023819	-0.0682133883237839	0.00734300957992673	0.036391869187355	0.034857016056776	0.0728019401431084	-0.084344707429409	-0.0502433255314827	-0.0645913556218147	-0.103522017598152	0.206633269786835	-0.0205450691282749	-0.00695383362472057	0.0363471247255802	-0.0573030635714531	0.00989505462348461	-0.0866357907652855	-0.00402770144864917	-0.108601257205009	0.0731711089611053	0.0851804167032242	-0.162253528833389	0.0159276816993952	-0.0173225440084934	0.0295022409409285	0.028223842382431	0.0262823011726141	-0.0474759638309479	-0.0906099528074265	0.0362987443804741	-0.037075862288475	-0.0876614078879356	0.0434369072318077	0.0106054451316595	0.0358945243060589	-0.057375431060791	0.0996802970767021	-0.016877768561244	-0.0677358731627464	-0.0324765220284462	-0.0175275355577469	0.0276762936264277	-0.0404978469014168	0.0788328871130943	0.0544044375419617
InferredCov6	-0.107813909649849	0.135425627231598	0.0360510498285294	-0.0387414805591106	0.130269408226013	-0.00422170665115118	0.00202102935872972	-0.00536255957558751	-0.0395696125924587	0.0691390335559845	-0.10969465970993	-0.0689107850193977	-0.0879159420728683	-0.0289391707628965	-0.0816937834024429	-0.0398818217217922	0.0458774976432323	-0.143438726663589	0.134824141860008	0.058784868568182	0.016465725377202	-0.158495783805847	-0.0559632852673531	0.0181694701313972	-0.083437018096447	-0.098374992609024	-0.012683835811913	0.00879671890288591	-0.0433649308979511	0.192267373204231	0.151640444993973	-0.0861552655696869	0.0507235005497932	-0.0476359985768795	-0.0226632468402386	-0.0139213390648365	-0.0175431240350008	0.0107704252004623	-0.0369177758693695	-0.0900188758969307	0.185382574796677	-0.137397512793541	-0.0453942902386189	0.041668638586998	-0.161827802658081	0.180165871977806	-0.0535092316567898	0.108210630714893	-0.0322511531412601	-0.17951737344265	0.0355493910610676	-0.0896601527929306	0.0362320877611637	0.0341668166220188	-0.00485277036204934	0.00572012271732092	0.0185571927577257	-0.0112448493018746	0.0172621142119169	-0.0234804879873991	0.054828479886055	0.048139713704586	0.0293835699558258	0.0844169706106186	-0.141395702958107	-0.0317515507340431	-0.0536948405206203	0.0953293442726135	-0.0194706320762634	0.114923857152462	0.0789943635463715	-0.01132273953408	0.0286684483289719	0.0682170614600182	-0.0417771004140377	-0.116606026887894	-0.00196818099357188	0.00566954864189029	0.120917610824108	0.0549500994384289	0.0568192936480045	-0.059336356818676	-0.0401163101196289	0.137822583317757	-0.00924871768802404	0.0757343024015427	0.0123627102002501
InferredCov7	-0.122795216739178	-0.0173044819384813	0.151289254426956	-0.0313576422631741	-0.0108482297509909	0.0413021817803383	-0.0164093822240829	0.00500476313754916	-0.062580905854702	0.0124109480530024	-0.0427695289254189	0.0984271392226219	-0.164034202694893	0.15891969203949	0.176199033856392	-0.121479898691177	0.0334320962429047	-0.00746373925358057	-0.0423538275063038	0.0355491563677788	0.00393939390778542	-0.0060944389551878	-0.00298502761870623	0.0207992661744356	0.15801215171814	0.0356890112161636	-0.0601786933839321	0.0833150893449783	-0.0222558751702309	-0.125663682818413	0.0188352465629578	0.0122364144772291	-0.104699298739433	-0.00532941659912467	-0.0165794230997562	0.00481985742226243	-0.0327517576515675	-0.00237889774143696	0.0972511768341064	-0.0177798066288233	0.061444129794836	0.0824820697307587	0.0300696697086096	0.0158443544059992	-0.0944532081484795	-0.0428286157548428	-0.0271197594702244	0.0471903830766678	-0.179941907525063	0.0220366418361664	0.0202463679015636	-0.069896437227726	-0.0936469510197639	-0.0094765592366457	0.0297989025712013	-0.0170845855027437	-0.0255865547806025	0.157633066177368	-0.192614004015923	-0.0543328672647476	0.0199613831937313	0.221409603953362	0.00833910796791315	0.00615163333714008	0.011477081105113	-0.0013224792201072	-0.0717478320002556	0.0158143229782581	0.13350285589695	-0.131226688623428	-0.0520252361893654	-0.0710395276546478	-0.0379580557346344	-0.0340686850249767	-0.093409389257431	-0.0269792508333921	0.0595616661012173	0.10616111010313	-0.0782230272889137	0.133792147040367	-0.158349707722664	0.0179908145219088	0.0411728248000145	0.0954937785863876	-0.0579003393650055	0.142701894044876	0.0298189595341682
