ID	GTEX-113JC	GTEX-117XS	GTEX-117YW	GTEX-1192W	GTEX-1192X	GTEX-11DXW	GTEX-11DXY	GTEX-11DYG	GTEX-11EMC	GTEX-11GS4	GTEX-11NUK	GTEX-11NV4	GTEX-11ONC	GTEX-11TUW	GTEX-11WQK	GTEX-11ZTS	GTEX-11ZUS	GTEX-11ZVC	GTEX-12126	GTEX-1212Z	GTEX-12584	GTEX-12696	GTEX-12WSC	GTEX-12WSD	GTEX-12WSM	GTEX-12ZZW	GTEX-12ZZY	GTEX-13112	GTEX-1399T	GTEX-139TS	GTEX-139TT	GTEX-13CF2	GTEX-13FHO	GTEX-13FHP	GTEX-13FTY	GTEX-13G51	GTEX-13JUV	GTEX-13JVG	GTEX-13N1W	GTEX-13N2G	GTEX-13NYS	GTEX-13O1R	GTEX-13OVH	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13PLJ	GTEX-13RTJ	GTEX-13SLW	GTEX-13SLX	GTEX-13VXU	GTEX-13X6K	GTEX-145MF	GTEX-145MH	GTEX-145MO	GTEX-N7MS	GTEX-N7MT	GTEX-NPJ7	GTEX-NPJ8	GTEX-OXRN	GTEX-PVOW	GTEX-Q2AG	GTEX-R55E	GTEX-RNOR	GTEX-RU72	GTEX-T2IS	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-UTHO	GTEX-WHSE	GTEX-WL46	GTEX-WVLH	GTEX-WZTO	GTEX-X261	GTEX-X4EP	GTEX-X585	GTEX-XLM4	GTEX-Y111	GTEX-YFC4	GTEX-Z93S	GTEX-ZAB4	GTEX-ZAJG	GTEX-ZYY3 
InferredCov8	-0.0691712126135826	-0.069302536547184	-0.0832566171884537	-0.0298810061067343	-0.0616602040827274	-0.0341042503714561	0.0385092496871948	0.0777290984988213	-0.0572291314601898	0.0751436725258827	0.00595259154215455	-0.102309696376324	0.0143143609166145	0.142625406384468	-0.0770735815167427	-0.152414977550507	0.12828528881073	-0.100053854286671	0.0200960710644722	-0.0552829094231129	-0.0169195812195539	0.043380681425333	0.0926580280065536	0.152229607105255	0.10437186062336	0.0859164297580719	0.0783493891358376	-0.108018934726715	-0.0559638664126396	-0.0900572389364243	-0.099427118897438	-0.048846609890461	0.0699229836463928	-0.0114729842171073	0.014897252433002	-0.104081265628338	0.0429734848439693	0.0697663500905037	-0.193473547697067	0.0129077406600118	-0.0162326619029045	0.118694327771664	0.0940435454249382	0.135027527809143	-0.0358321778476238	0.0718038827180862	0.114734537899494	0.0634245797991753	-0.075805239379406	-0.115889959037304	0.077832393348217	-0.0424253158271313	0.0240510329604149	0.0540536232292652	0.106417447328568	0.0292708892375231	-0.0466211326420307	-0.173863098025322	0.0789365991950035	0.090157650411129	0.0464059635996819	-0.0527883358299732	-0.0648014843463898	-0.0144587215036154	-0.155558913946152	0.0331434495747089	0.0155061865225434	-0.00327951554208994	0.0500981323421001	-0.157220050692558	0.0410537905991077	-0.0432042255997658	-0.014002482406795	-0.0619218610227108	0.146124765276909	-0.0433834195137024	-0.0201463494449854	0.0373589135706425	0.0558331534266472	0.081394724547863	-0.0398085974156857	0.0694872364401817	-0.0577216669917107	-0.162215501070023	0.0818143263459206	0.0482272952795029	-0.0185284242033958
InferredCov9	-0.0717031359672546	-0.0375799983739853	-0.0108402129262686	0.0367272347211838	-0.0967499986290932	0.118194691836834	0.0326879061758518	-0.0994913578033447	0.00721810478717089	-0.0855214148759842	-0.046625766903162	0.0633210837841034	0.00392770348116755	-0.0136373499408364	0.172503978013992	-0.0350787751376629	0.0360884070396423	0.0170772541314363	-0.0152457104995847	-0.101803123950958	-0.13624082505703	-0.0763623267412186	-0.026978749781847	-0.11885217577219	-0.179108381271362	-0.0188003089278936	0.0339152328670025	-0.041273582726717	-0.0604153014719486	-0.0316827371716499	-0.0904796868562698	0.119041435420513	0.185261130332947	0.0360610783100128	-0.0156185859814286	0.169440224766731	0.0499316453933716	0.0295350570231676	0.0952882319688797	-0.023952154442668	0.028228048235178	0.0619915537536144	-0.00789115764200687	0.0744982585310936	0.00329869985580444	0.0727489665150642	-0.0855243876576424	-0.146750077605247	-0.0878304615616798	-0.0523701906204224	-0.0709133967757225	-0.175115615129471	-0.123755514621735	0.0510557629168034	-0.0250263828784227	-0.00471250852569938	-0.0228883940726519	-0.0835525393486023	0.0279308035969734	-0.0246012471616268	-0.102052859961987	0.0213889740407467	0.00154352840036154	0.0765637382864952	0.040481474250555	0.0828974917531013	0.115106880664825	-0.0420240089297295	-0.0776148810982704	0.0456635877490044	0.0172471776604652	-0.0402738675475121	-0.0907225087285042	0.142417281866074	0.221834391355515	-0.0511825680732727	0.101647153496742	-0.0456377528607845	0.0864957347512245	0.0380982756614685	-0.0368283838033676	0.0765382871031761	-0.00131500535644591	0.0315932668745518	0.129298523068428	0.0907352939248085	-0.0160042215138674
InferredCov10	0.176041319966316	0.174875780940056	-0.0569592155516148	0.00562506495043635	-0.0110197160393	-0.0799011960625648	0.0130122015252709	-0.0948498323559761	-0.0323180519044399	0.0995379984378815	-0.044489573687315	-0.0327153950929642	-0.0274125467985868	-0.0421285517513752	0.102483123540878	0.0250912792980671	0.050935585051775	0.0823803395032883	0.0367308259010315	-0.000877950515132397	0.0173766706138849	-0.0421355031430721	0.0395982414484024	-0.0095559973269701	0.122829608619213	-0.0620520785450935	0.0371683463454247	0.0515110082924366	-0.108255319297314	0.143471658229828	-0.00774136139079928	0.0160842929035425	-0.0202594865113497	0.0147563889622688	0.0489573813974857	-0.0974565446376801	-0.0139640532433987	-0.102700635790825	-0.0825973823666573	0.107626371085644	-0.106105484068394	0.0417919866740704	-0.0279359500855207	0.0474875941872597	-0.0122983222827315	0.0896847769618034	-0.0625710263848305	-0.0485611110925674	0.0522591099143028	0.0321932211518288	-0.200771808624268	-0.0534721165895462	0.0607969500124454	0.0590883120894432	0.00520911253988743	0.0201913993805647	-0.00913626607507467	-0.222875595092773	0.0750691220164299	-0.0736723095178604	-0.0282309595495462	0.10495463013649	0.0294143855571747	0.0132058542221785	0.0998406112194061	0.0479020290076733	0.0194611083716154	0.0974029004573822	-0.0516795814037323	-0.0989163443446159	0.00226078857667744	-0.0272898022085428	-0.0230762660503387	0.110727213323116	-0.0929065644741058	-0.0411106608808041	-0.0179601218551397	0.0341834463179111	-0.134947150945663	-0.0839984193444252	-0.105524972081184	0.0105721224099398	0.0754207596182823	-0.10918153077364	-0.125860527157784	0.250722110271454	-0.0180547498166561
InferredCov11	0.10322455316782	-0.0491650849580765	-0.0230130460113287	0.043494638055563	0.0233054421842098	-0.0254610534757376	-0.0180006474256516	0.154741242527962	-0.114382185041904	-0.067137598991394	-0.0380823649466038	0.0990358740091324	0.0392151102423668	-0.146011531352997	0.0244923550635576	-0.0928113535046577	0.116159565746784	-0.0843884870409966	0.0464582592248917	-0.0147101543843746	-0.259963989257812	-0.135395422577858	0.057100061327219	-0.0902816355228424	0.0473100543022156	0.0401767231523991	-0.0151763772591949	-0.0663849860429764	-0.0297959987074137	-0.0722207874059677	-0.119871608912945	-0.0432141423225403	-0.118599936366081	0.0383506752550602	0.0978432521224022	-0.047793585807085	-0.00259389914572239	0.0425408408045769	0.0301959365606308	0.0667719468474388	0.0344386324286461	-0.157364800572395	0.0283930189907551	-0.0687073022127151	-0.0588799491524696	0.0148985860869288	0.042835246771574	0.0187522359192371	0.0308820679783821	0.0307883303612471	0.0333680883049965	-0.0110416747629642	0.0158475860953331	0.0020612133666873	-0.131182208657265	0.0409173667430878	0.00820989906787872	0.081698052585125	0.0718056038022041	-0.0989215821027756	-0.0422333478927612	0.0726861506700516	0.0571371987462044	-0.0234139934182167	-0.0293796099722385	0.00311334431171417	-0.107344672083855	-0.00960970856249332	0.165524274110794	0.0950308740139008	0.037465400993824	0.116766214370728	0.0386291742324829	0.131863981485367	0.073366604745388	0.0736227706074715	0.0271666292101145	0.142193898558617	0.0403186827898026	0.0169361587613821	0.0679198503494263	0.0516341924667358	0.0338923372328281	-0.172491997480392	-0.0954635888338089	0.00727598695084453	-0.0962001457810402
InferredCov12	-0.0167884230613708	0.0418756753206253	-0.0317894145846367	0.100558467209339	-0.0160306710749865	0.0275113731622696	0.0622059516608715	-0.0875079557299614	0.0560892783105373	-0.0803026556968689	0.0325799025595188	-0.0708470866084099	0.103012464940548	-0.108485013246536	0.0011519641848281	-0.0649795904755592	0.0175258703529835	0.0997399017214775	0.0111154122278094	0.0332740470767021	0.0502924211323261	0.0339109040796757	0.0351976826786995	-0.0938254445791245	0.0623863339424133	0.104307606816292	-0.0522975958883762	-0.0121216187253594	-0.0298546832054853	0.111308731138706	0.107646472752094	0.0128594907000661	0.175502747297287	0.123411230742931	0.0645992010831833	0.127797290682793	-0.0257117580622435	0.148695304989815	-0.0560742765665054	0.0408527404069901	0.115206211805344	-0.106017589569092	0.0820077583193779	0.0638050958514214	-0.0283798184245825	0.0891589149832726	0.109033718705177	-0.0712618082761765	-0.0117389326915145	-0.0381347835063934	0.145892694592476	0.0341463051736355	-0.0576116777956486	-0.0645841658115387	-0.0642073825001717	0.0953980162739754	0.0155253428965807	0.128478929400444	-0.0693856626749039	-0.077119879424572	-0.11082249879837	0.0524967052042484	-0.075290210545063	-0.00915968976914883	-0.0677381977438927	-0.0342784263193607	-0.105580270290375	-0.0777646601200104	-0.0511384308338165	-0.215574890375137	-0.0166256539523602	-0.0718651115894318	-0.0168180540204048	-0.0351690798997879	-0.1186358705163	-0.0162204634398222	-0.0496291667222977	-0.0418249443173409	0.0210324730724096	-0.134681716561317	-0.0631401538848877	-0.103912584483624	0.0888110473752022	-0.147693112492561	0.0188547614961863	0.0259133838117123	0.0228739343583584
InferredCov13	-0.00583812640979886	-0.000485712429508567	-0.0590139329433441	0.0224883444607258	-0.0567354708909988	0.0552823171019554	0.0155151700600982	0.0229975618422031	-0.0448781624436378	0.0429198741912842	0.0139242364093661	0.0183065123856068	0.00204477808438241	-0.0196023136377335	-0.15415620803833	-0.0242305286228657	-0.106952972710133	0.106810212135315	0.00887403264641762	-0.0502853654325008	-0.20153272151947	-0.0246542803943157	0.107793547213078	0.113427571952343	0.0978320091962814	-0.0839309617877007	-0.120127491652966	0.0295574367046356	0.0256057120859623	0.0414093434810638	0.0825792625546455	0.040227223187685	0.0991055145859718	0.0275497771799564	-0.0702369436621666	0.0452272891998291	0.0955670848488808	-0.151000156998634	0.128954768180847	-0.0751942470669746	-0.0768936276435852	0.0225289836525917	0.0403937846422195	0.0816439390182495	-0.0830759480595589	0.00163148296996951	-0.100272484123707	-0.0847185328602791	-0.092410683631897	-0.0221682786941528	0.0554573237895966	-0.0716331079602242	0.0192352775484324	-0.0196798052638769	0.081917516887188	-0.0704904124140739	-0.119580239057541	0.0364291332662106	0.0477689132094383	-0.0102064032107592	0.0932953208684921	0.027256777510047	-0.0353993922472	-0.0175948273390532	0.0613316632807255	-0.0160355437546968	0.0506698563694954	0.0424519069492817	0.0656456276774406	-0.0199820641428232	-0.0335329137742519	0.128299996256828	-0.0825494974851608	-0.0248511172831059	-0.12873774766922	0.0302525106817484	-0.0565098933875561	-0.0467328689992428	0.0598886460065842	0.0677804425358772	0.187696412205696	-0.0587454475462437	0.0895876586437225	-0.151204884052277	0.00696248980239034	0.00651124818250537	0.123348914086819
InferredCov14	-0.00726683903485537	0.0255366992205381	0.119994826614857	-0.0197683162987232	-0.00943262036889791	0.000372470705769956	0.0224023796617985	-0.155294492840767	-0.0923139676451683	0.0234319753944874	0.0137973576784134	-0.0674867033958435	-0.0322409942746162	-0.0437035746872425	0.108124054968357	0.0409091152250767	-0.0100756976753473	-0.0077972337603569	-0.00362425833009183	0.0216738395392895	-0.00751719484105706	-0.0792025029659271	0.0590639114379883	-0.033922228962183	0.183916285634041	0.000748358608689159	-0.0500755868852139	-0.0130610028281808	-0.044023159891367	0.0654236227273941	0.0396883711218834	-0.0202216077595949	0.0129642756655812	-0.0280252080410719	-0.0746582597494125	-0.0563332326710224	-0.106686972081661	0.173383831977844	-0.0541545562446117	-0.0136190103366971	0.0743537768721581	-0.0547851286828518	-0.0270852167159319	0.00826540403068066	0.0130032803863287	0.0392757579684258	-0.0502303503453732	-0.00232395995408297	-0.0239134486764669	0.0981125682592392	-0.027241688221693	0.0429110303521156	-0.00086725881556049	-0.00851059798151255	0.121885918080807	-0.0581617914140224	-0.105164304375648	-0.0348057933151722	-0.0457593984901905	-0.0508874207735062	-0.111367791891098	-0.0768856927752495	0.0816183909773827	-0.0395091064274311	0.0589277558028698	-0.0695576146245003	0.0775089263916016	0.0877189189195633	-0.0445343479514122	-0.00134213559795171	-0.0255559701472521	0.166607216000557	-0.0169003438204527	-0.0565577521920204	0.0116324722766876	-0.051466953009367	0.0914603546261787	0.0960780754685402	0.0329480059444904	0.0304208677262068	0.00830219592899084	0.164050191640854	-0.0413261689245701	-0.0825662389397621	0.132414147257805	-0.216422200202942	0.00771432742476463
InferredCov15	-0.00264012301340699	0.143907755613327	0.0125388251617551	0.0664152354001999	0.0483681112527847	-0.046254176646471	0.0794944614171982	0.184094950556755	-0.0142812812700868	0.120406031608582	0.0606363639235497	0.0174301080405712	-0.0557792820036411	-0.00316954380832613	0.0498219393193722	-0.0735225006937981	0.0215931311249733	0.077629454433918	-0.113126926124096	0.0651025250554085	0.0396137088537216	0.032735601067543	0.0365192964673042	0.0150864431634545	-0.00602067355066538	0.00303607759997249	0.0599311143159866	0.110167816281319	-0.109149768948555	-0.0136288218200207	-0.0549776740372181	0.0789989233016968	0.0588783845305443	-0.0297206044197083	-0.0259260348975658	0.012941992841661	-0.02782385610044	-0.0538243912160397	0.00466436892747879	0.048708688467741	-0.0153673151507974	-0.0755409896373749	0.0300466138869524	-0.0511629804968834	0.00335823837667704	0.0264363586902618	0.0945909842848778	-0.0462171845138073	-0.148035660386086	-0.0848307088017464	-0.0579754337668419	0.00137854763306677	-0.0443954356014729	0.0711349174380302	-0.0776151493191719	0.0153008829802275	-0.0755322054028511	-0.0455875545740128	0.022961413487792	-0.0870735868811607	0.0145728914067149	-0.0607073940336704	-0.110536009073257	-0.0593731924891472	0.0237021334469318	-0.0905304178595543	-0.0377425439655781	-0.0626749619841576	-0.109827809035778	0.149261564016342	-0.0702279284596443	-0.0109999133273959	0.0689071789383888	0.0189379416406155	0.0146966371685266	0.000361589714884758	-0.0391437225043774	0.0744101777672768	-0.00228493101894855	0.0939582362771034	-0.0504457950592041	-0.0396262817084789	0.0490392185747623	0.00192082766443491	0.0342748463153839	-0.152894139289856	0.0769801065325737
gender	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	1	1
Platform	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
