ID	GTEX-111FC	GTEX-1128S	GTEX-117XS	GTEX-1192X	GTEX-11DXW	GTEX-11DXY	GTEX-11DYG	GTEX-11DZ1	GTEX-11EI6	GTEX-11EMC	GTEX-11GSO	GTEX-11GSP	GTEX-11NUK	GTEX-11NV4	GTEX-11ONC	GTEX-11PRG	GTEX-11TTK	GTEX-11ZTS	GTEX-11ZUS	GTEX-11ZVC	GTEX-12126	GTEX-12WSC	GTEX-12WSD	GTEX-12WSE	GTEX-12WSH	GTEX-12WSM	GTEX-12ZZX	GTEX-12ZZY	GTEX-12ZZZ	GTEX-13112	GTEX-1399T	GTEX-139TS	GTEX-139TT	GTEX-13CF2	GTEX-13FHO	GTEX-13FHP	GTEX-13FXS	GTEX-13G51	GTEX-13JUV	GTEX-13JVG	GTEX-13N2G	GTEX-13NYB	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVH	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13QIC	GTEX-13RTJ	GTEX-13S7M	GTEX-13VXU	GTEX-13X6I	GTEX-13X6K	GTEX-145MG	GTEX-145MH	GTEX-N7MS	GTEX-N7MT	GTEX-NPJ7	GTEX-NPJ8	GTEX-P44H	GTEX-PVOW	GTEX-PWO3	GTEX-Q2AG	GTEX-QDT8	GTEX-QMR6	GTEX-QVJO	GTEX-QVUS	GTEX-R55E	GTEX-R55F	GTEX-RNOR	GTEX-RU72	GTEX-S7SE	GTEX-T2IS	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-UTHO	GTEX-WHSE	GTEX-WL46	GTEX-WVLH	GTEX-WWYW	GTEX-WZTO	GTEX-X261	GTEX-X4EP	GTEX-X4XX	GTEX-XLM4	GTEX-XMD1	GTEX-Y111	GTEX-Y8DK	GTEX-YFC4	GTEX-YJ89	GTEX-Z93S	GTEX-ZAB4	GTEX-ZAJG	GTEX-ZUA1	GTEX-ZVT3	GTEX-ZYFD	GTEX-ZYY3	GTEX-ZZPT 
C1	-0.0156	-0.0202	-0.0206	-0.0209	-0.0215	-0.0156	0.1161	-0.0214	-0.0218	-0.0197	-0.0215	-0.0218	-0.0206	0.1172	-0.0208	0.1369	-0.0217	-0.0212	-0.0207	-0.0203	0.1181	-0.0212	0.1297	-0.0222	-0.021	-0.0218	-0.0106	-0.0202	-0.0215	-0.0212	-0.0224	-0.0208	-0.0217	-0.0202	-0.0203	0.1121	0.1214	-0.0212	0.1161	-0.0206	-0.021	0.1132	-0.0217	-0.0215	-0.0223	-0.0208	-0.022	-0.021	-0.0217	-0.0219	-0.0207	-0.0173	-0.0216	-0.0217	-0.0199	-0.0219	-0.0213	0.1106	-0.0201	-0.0217	-0.0225	-0.02	-0.0219	-0.0216	-0.0201	-0.0207	-0.0222	-0.0196	-0.0202	-0.0196	-0.0229	-0.0186	-0.0216	-0.0213	0.0238	-0.0218	-0.0209	-0.0226	-0.0221	-0.0215	-0.0227	-0.0196	-0.0209	-0.0224	-0.0218	-0.0174	-0.0209	-0.0203	-0.0153	-0.0216	-0.0208	-0.0209	-0.0215	-0.0215	-0.0114	-0.0215	-0.0189	0.1102	-0.0221	-0.0196	-0.0212	-0.0167	-0.0228
C2	0.0168	0.0106	0.0011	0.0095	0.011	-0.0021	0.0028	-0.0055	0.0054	-0.006	0.0052	0.0025	-0.0021	0.0134	0.005	0.0079	-0.0024	0.0123	0.0032	0.003	0.0209	0.0024	0.0214	0.0069	0.0071	0.0028	-0.1344	0.0031	0.0044	0.0019	0.0028	0.0033	0.0158	-0.0159	0.0058	0.0147	0.0019	0.0025	-0.0059	0.0065	0.0131	0.0132	0.0055	-0.0014	-0.0025	0.0084	0.0121	0.0146	0.0138	0.0063	0.0041	-0.0043	-3e-04	-0.011	0.0043	0.0148	0.0113	0.0052	-0.0052	0.01	0.005	-0.0194	0.0045	0.0185	0.0097	0.0031	0.0149	0.0021	-0.0074	0.0063	-2e-04	0.0077	0.015	-0.0074	-0.603	0.015	0.0127	0.0065	0.0071	-0.0175	0.014	0.0112	0.0021	-0.0015	-0.001	-0.0018	0.0012	0.0074	-0.0097	0.0054	0.0147	0.0034	0.0124	0.015	-4e-04	0.0034	2e-04	0.0108	0.0124	0.003	0.0152	0.0049	8e-04
C3	0.01	0.0322	-0.0233	0.0108	-0.0097	-0.1011	-0.0039	0.018	0.0305	-0.0044	-0.0053	-0.012	0.0084	-0.0069	0.019	-0.0039	0.0364	0.0225	-0.0309	0.0128	0.0039	0.0025	-0.0052	0.0043	-0.0196	0.0204	0.0568	0.0019	0.0231	0.0252	0.015	0.0252	0.0121	-0.0134	-0.0108	0.0156	0.0088	-0.008	0.0124	0.038	0.0098	0.0099	-0.004	0.0251	0.046	2e-04	0.0288	0.0099	0.0268	0.0337	-0.0118	-0.0631	0.0219	0.0431	0.0196	0.0204	0.0205	0.0076	-0.0222	0.0378	0.0533	0.0571	0.0015	0.0254	0.0085	0.0228	0.0294	-0.023	0.0096	0.0312	0.0086	-0.022	0.0244	0.0152	0.0187	0.0337	0.0092	0.0124	0.0181	0.0239	0.0268	-0.0639	0.0161	0.0154	0.019	-0.0696	0.0047	0.0218	-0.1789	0.035	-0.0075	0.008	0.0114	-0.0026	-0.1762	0.0247	0.0045	-0.0032	0.0239	-0.0262	-0.005	-0.1054	0.0406
InferredCov1	0.0195426661521196	0.0586483590304852	-0.0289007145911455	0.022421907633543	0.0517170466482639	0.0612425953149796	-0.00601971941068769	0.0348301082849503	0.0986558869481087	0.0703231692314148	-0.0013253812212497	0.0192059930413961	-0.0099366307258606	-0.0997048020362854	0.0592411607503891	-0.0549537055194378	0.0458333231508732	0.118975587189198	0.0246555265039206	0.0215735100209713	0.013356551527977	-0.0795302167534828	0.0387028157711029	-0.0648220032453537	-0.0025694346986711	0.0949871689081192	-0.100861899554729	0.0320382341742516	0.0323713086545467	0.0423982851207256	0.00648693740367889	-0.0032845544628799	-0.00220725801773369	0.0230754259973764	0.0503614172339439	0.0627992674708366	0.0179443210363388	0.0787387788295746	0.034948319196701	0.0335085019469261	0.0460521839559078	0.0206716265529394	-0.0211386289447546	0.0272477492690086	0.0232770033180714	0.0522716827690601	0.0382803156971931	0.0753913447260857	0.0175571441650391	0.10230977088213	-0.00272113038226962	-0.042574554681778	0.0901565626263618	-0.0389718264341354	-0.024661336094141	-0.0297676064074039	-0.0118499649688601	0.0205850005149841	-0.103310070931911	-0.0122759407386184	-0.00832528341561556	-0.0791296809911728	0.0378442257642746	-0.216830968856812	-0.204601883888245	-0.0142132267355919	-0.0577140524983406	-0.161727339029312	-0.188033699989319	-0.058175902813673	-0.149339988827705	0.0420403890311718	-0.0875068828463554	-0.0695260465145111	-0.0253897681832314	-0.073505699634552	-0.147446677088737	-0.048001904040575	0.0590857453644276	-0.11841956526041	0.0335112661123276	0.0100899469107389	-0.0259837079793215	0.014993385411799	0.0703007504343987	-0.0834419056773186	0.0692971050739288	0.0504006743431091	-0.0252557825297117	0.0526592992246151	0.0699071437120438	0.0823687613010406	-0.00626382045447826	0.120105996727943	0.0384509451687336	-0.0276830587536097	0.00434935512021184	0.0412807762622833	-0.0261767264455557	0.0689070671796799	0.0328949019312859	0.0230538416653872	-0.0605058521032333
InferredCov2	-0.0298537742346525	0.0734114423394203	-0.024604219943285	0.0470182336866856	-0.0412122383713722	-0.0612333118915558	-0.065673828125	0.165734082460403	0.0651560500264168	0.0203292239457369	-0.00564512051641941	-0.00117573922034353	-0.0690124407410622	-0.0614328980445862	-0.00799624621868134	-0.0193340051919222	0.0907063707709312	-0.0289821177721024	-0.114437222480774	-0.0148442415520549	-0.0257335286587477	-0.0712739527225494	-0.0406115837395191	-0.10060853511095	0.0598554685711861	-0.049480963498354	-0.00785260647535324	-0.0597882568836212	-0.0611439272761345	-0.0655385553836823	-0.0753144174814224	-0.00624787015840411	-0.0399125702679157	-0.0382092408835888	-0.00095540436450392	-0.0650877580046654	-0.0551530867815018	-0.106016881763935	0.0576428845524788	0.0225451122969389	0.0234212465584278	-0.0870788544416428	-0.0336567312479019	-0.0472669079899788	0.0313037894666195	0.0399132445454597	-0.0565424337983131	0.0809230953454971	-0.0251652374863625	-0.077049121260643	0.000842801469843835	-0.0345666334033012	-0.0148168737068772	-0.0318813472986221	-0.0663930177688599	0.0887258499860764	-0.0218968186527491	0.0099962018430233	-0.0593943074345589	-0.0881180167198181	0.0604549273848534	0.132088512182236	0.168108344078064	0.0239520221948624	-0.00198063720017672	0.0993776768445969	-0.0125384824350476	0.0040851654484868	0.0530051402747631	0.0419754981994629	0.040342915803194	0.00696983095258474	0.0813895761966705	0.00150732637848705	0.0634207800030708	-0.0458998195827007	-0.043481033295393	-0.00924966298043728	-0.06287482380867	0.0457589142024517	0.031245706602931	0.0400117635726929	-0.0905727371573448	-0.0466355681419373	0.11908670514822	-0.0251397956162691	0.0343100987374783	0.129167973995209	0.0997112616896629	0.00633016414940357	0.186463937163353	-0.0969090759754181	-0.0270715691149235	-0.00385992974042892	-0.0617726780474186	-0.0657099857926369	0.0402464270591736	0.0988496094942093	-0.0921734571456909	0.00227109016850591	0.0449838079512119	0.0529645904898643	0.159909829497337
InferredCov3	-0.00879095308482647	0.0582208260893822	0.0386137291789055	0.0898004919290543	-0.0796914547681808	-0.04989143460989	-0.0512359440326691	0.13333623111248	-0.0445762686431408	-0.0702092349529266	0.0217988230288029	0.00516448449343443	0.0133401174098253	0.0480500608682632	-0.0592942275106907	-0.0595048815011978	-0.113126687705517	-0.0327181331813335	0.021693916991353	-0.075880765914917	0.0368124023079872	0.118432007730007	-0.0520924516022205	0.0762533843517303	0.18316239118576	-0.0572805255651474	0.0556045547127724	0.0638495460152626	0.0783612504601479	0.0417473427951336	-0.00943697523325682	-0.00108006992377341	-0.000693598005454987	-0.0680101215839386	-0.125397086143494	-0.0309853013604879	0.0467995777726173	-0.0146706318482757	-0.0624745115637779	-0.00329090445302427	0.00133188790641725	0.0958842262625694	-0.0469944663345814	0.0335661917924881	0.0144832767546177	-0.0799744874238968	-0.0639832690358162	0.0441447012126446	-0.0256441086530685	-0.00175837252754718	-0.064890019595623	0.00985607225447893	-0.0499681867659092	0.0592590197920799	0.0789176225662231	-0.0290868263691664	-0.128228396177292	-0.0389612317085266	0.0958305671811104	0.0744406133890152	-0.034363828599453	-0.0919606611132622	0.0825694054365158	-0.136462703347206	0.00463212141767144	-0.041621021926403	0.0170202367007732	-0.124730005860329	-0.162805303931236	-0.0019311144715175	-0.0565983839333057	-0.0593273639678955	0.0720701739192009	-0.0445104390382767	-0.0308917202055454	-0.067785270512104	0.0402798317372799	0.0754919275641441	-0.0481973364949226	-0.0070090452209115	0.0826106518507004	-0.0547324568033218	0.128674909472466	-0.0385582409799099	0.0692190602421761	0.017160614952445	0.0709528997540474	-0.0414838716387749	0.176303192973137	-0.0886692926287651	0.0404901206493378	0.0529833771288395	-0.0257427133619785	-0.0822319835424423	0.0338600538671017	0.0965047553181648	-0.0584728978574276	0.13860110938549	0.0695759952068329	-0.0906401351094246	0.0523752085864544	-0.0434916913509369	0.072768434882164
InferredCov4	-0.106482580304146	0.0194084439426661	-0.0868495404720306	0.00567940808832645	0.0618045479059219	-0.0318401604890823	0.0443002320826054	0.0186533853411674	-0.00553980423137546	-0.0492240227758884	-0.0750457495450974	-0.0284949373453856	0.00333489663898945	0.06090447306633	-0.037222720682621	0.0175901725888252	0.0334925875067711	0.0303462725132704	0.0512656085193157	-0.0506504625082016	-0.0959834679961205	0.032743651419878	-0.0868073478341103	0.0251322910189629	-0.0450170934200287	0.0346754640340805	-0.0183732435107231	0.0158406291157007	0.0097668245434761	-0.101651638746262	-0.0147301396355033	-0.0250409115105867	-0.119089178740978	0.056674886494875	0.0650628134608269	0.0187448728829622	-0.0794600397348404	0.0550094321370125	-0.0756680741906166	0.0778780207037926	-0.04052734375	0.0719395875930786	0.00387831125408411	0.076172336935997	0.00727935880422592	0.0077383448369801	-0.0633651092648506	-0.0678016766905785	0.0498222969472408	0.0470995083451271	0.101278409361839	0.0463203936815262	0.108552061021328	0.135397970676422	-0.0265278983861208	0.0332558639347553	0.00976083613932133	-0.0435181446373463	-0.0563726089894772	-0.041270662099123	0.0728404521942139	-0.0941729322075844	0.0625572875142097	0.0616452544927597	-0.0691435858607292	0.0258511919528246	0.0527969859540462	0.129733264446259	0.0750815197825432	-0.00233360077254474	0.0647355169057846	-0.15456822514534	0.1483423858881	-0.170398518443108	-0.271096140146255	-0.0632857903838158	-0.0493809655308723	0.143452569842339	-0.0383781678974628	-0.0190371628850698	0.0559929385781288	-0.0831028446555138	0.00651182420551777	-0.0254393387585878	-0.110755376517773	-0.0730329006910324	0.0652649998664856	0.131512835621834	0.0261441972106695	0.0808129087090492	0.12317781150341	0.0557835400104523	-0.0535573810338974	-0.00627415347844362	-0.0101355724036694	0.0336576700210571	-0.00327212759293616	-0.0268236212432384	0.0466276630759239	0.0606742687523365	-0.00312042399309576	-0.0691840350627899	-0.0899078324437141
InferredCov5	-0.0243878606706858	0.109457902610302	-0.0336639247834682	-0.0348656252026558	0.0217382200062275	-0.000226475502131507	0.0686219409108162	-0.0377816259860992	0.136821404099464	-0.00898323766887188	-0.00348050915636122	-0.0942537486553192	-0.0574355348944664	0.0392251946032047	0.00554824993014336	0.0624986663460732	-0.108333602547646	-0.0130145968869328	0.0343375280499458	0.171146497130394	-0.0287958923727274	-0.00273319776169956	-0.0315818525850773	-0.0235604103654623	0.0641145706176758	0.0835139900445938	0.0168610606342554	-0.0212514791637659	0.0366640351712704	-0.019646231085062	-0.0235487669706345	0.00414276961237192	-0.0831590667366982	0.140487909317017	-0.163518041372299	0.0546846836805344	-0.0867385640740395	-0.0508785657584667	0.0196511745452881	-0.0860878825187683	0.0503606870770454	-0.00905589573085308	-0.150749087333679	0.0254844408482313	0.0287384986877441	-0.110478468239307	-0.0420178733766079	-0.0721218436956406	0.0333467945456505	0.00165595405269414	-0.0300692822784185	-0.0278787575662136	-0.0201072338968515	0.0302866026759148	-0.0316851958632469	-0.0277642700821161	-0.0479506887495518	0.189557552337646	-0.0135978199541569	-0.0609099119901657	-0.0407697334885597	0.0733000040054321	0.0987371057271957	-0.0828047841787338	0.0772749483585358	0.0871079191565514	0.120166093111038	0.0348736383020878	0.0373615846037865	-0.00971800554543734	0.0351066589355469	0.104313246905804	0.135277017951012	0.0387016870081425	-0.100327022373676	0.0454553812742233	0.0315496064722538	-0.0872270464897156	0.0559200756251812	-0.0669563636183739	-0.0411121472716331	-0.141986414790154	-0.0725517347455025	0.0544336624443531	0.105648383498192	0.0300662089139223	0.0614690221846104	-0.205912530422211	0.0162077751010656	-0.0445947200059891	-0.0427980124950409	0.0548709630966187	0.00798884592950344	0.0475092381238937	-0.0505762659013271	-0.00401932979002595	-0.122411154210567	0.0201086513698101	-0.0751823931932449	0.137661099433899	-0.0202608946710825	0.0511161088943481	-0.0992925763130188
InferredCov6	-0.0164354778826237	-0.000778577523306012	0.00655997078865767	0.116351246833801	0.0344216860830784	-0.0823981240391731	-0.0470794849097729	0.0127852521836758	0.174544751644135	0.00590021908283234	0.0553329847753048	-0.0265808179974556	0.0583660900592804	0.0075812335126102	-0.0307145956903696	0.0061815669760108	0.0866623669862747	0.0588967986404896	-0.0135529907420278	0.0671201124787331	0.0123778227716684	0.039712093770504	-0.048769399523735	0.145292326807976	0.00640284083783627	-0.0771507173776627	-0.0718375891447067	-0.0880680978298187	0.101836860179901	0.0131986774504185	0.0429182685911655	-0.036266203969717	-0.0335062555968761	0.0521020330488682	0.00321062677539885	0.0270032472908497	-0.0567392259836197	-0.09853495657444	-0.0515214167535305	-0.0959826111793518	-0.0736810490489006	0.042938407510519	0.0787446051836014	-0.0970240384340286	-0.0397181287407875	-0.166942030191422	-0.0214714277535677	0.032244335860014	-0.0236421469599009	-0.0297455098479986	0.0813001543283463	-0.000949455134104937	-0.00987548381090164	0.0107702342793345	0.0290350690484047	0.0627116709947586	-0.101491704583168	0.157753452658653	0.0376286394894123	-0.151029914617538	-0.180740341544151	-0.105792596936226	-0.221212565898895	0.020076185464859	-0.0221336297690868	-0.0391652397811413	-0.0649165585637093	-0.0450356900691986	0.0298520382493734	-0.081446148455143	-0.0443576797842979	0.106960892677307	0.0683830752968788	-0.0769409239292145	-0.0389416143298149	0.0481995642185211	0.036481611430645	0.0351755619049072	0.046678863465786	0.015718124806881	-0.0609587803483009	0.251281440258026	0.0195284802466631	0.0401898548007011	0.0529609955847263	0.0121637033298612	0.0535994097590446	0.100891306996346	-0.0483060441911221	0.0770036056637764	0.0447634644806385	0.0117887062951922	-0.0384529456496239	-0.115091130137444	-0.0209549944847822	0.00103342090733349	0.00819303747266531	-0.0792951658368111	-0.0169105883687735	0.0674863532185555	0.0683538690209389	-0.0766198709607124	0.0854203924536705
InferredCov7	0.0388816632330418	0.0109443515539169	0.0391791649162769	-0.028547678142786	0.0614386349916458	0.137561321258545	0.156029060482979	-0.046048142015934	-0.129958659410477	-0.0998573154211044	0.0200663805007935	-0.16087917983532	-0.122115582227707	0.0694868415594101	-0.0542069412767887	-0.0143413422629237	0.0378918424248695	-0.0454140119254589	0.099195271730423	-0.0647808313369751	0.102807186543941	-0.00805310159921646	-0.0347476899623871	-0.118394620716572	0.00233625620603561	-0.0175455883145332	0.0199862811714411	0.0456507876515388	-0.0258503872901201	-0.00438012555241585	-0.103620313107967	-0.0456213131546974	-0.0219590906053782	-0.0158483125269413	0.0560585930943489	-0.0320123247802258	0.0249617081135511	0.0650248229503632	0.169878602027893	-0.114223167300224	-0.0262431148439646	-0.0529101602733135	-0.0615152418613434	-0.0128460768610239	-0.00643378449603915	-0.0561783239245415	-0.00627249013632536	0.0596053674817085	0.0200431048870087	-0.0676194727420807	-0.0153961237519979	-0.141737475991249	-0.00947190541774035	-0.115483805537224	-0.0105479890480638	-0.00706574227660894	-0.0549812279641628	-0.032255869358778	-0.0106036756187677	-0.00227869651280344	-0.0582824498414993	-0.105122186243534	0.028781509026885	-0.0235473327338696	0.155349791049957	-0.121053591370583	0.0483405850827694	-0.0148101728409529	0.0180207695811987	-0.0204127449542284	-0.0247990023344755	-0.0286546330899	-0.0187507253140211	0.0706631243228912	-0.151335194706917	0.0579210557043552	0.062074389308691	0.158083632588387	0.0844076499342918	-0.0277278833091259	-0.0154671352356672	0.139008700847626	-0.0260931849479675	0.0541934855282307	0.122370816767216	0.108343467116356	-0.153914242982864	0.179931253194809	0.046255175024271	-0.0363210216164589	0.104089878499508	0.0600209198892117	0.0448468886315823	0.167095482349396	-0.00319480593316257	-0.0353027433156967	-0.0538538545370102	-0.00798182934522629	-0.00685099139809608	0.00139407871756703	0.0632266104221344	-0.0452469028532505	-0.0354699306190014
