ID	GTEX-11GSP	GTEX-11NV4	GTEX-11UD1	GTEX-11WQC	GTEX-12WSA	GTEX-12WSC	GTEX-12WSD	GTEX-12WSF	GTEX-12WSH	GTEX-12WSM	GTEX-12ZZW	GTEX-12ZZX	GTEX-12ZZY	GTEX-12ZZZ	GTEX-13112	GTEX-1399T	GTEX-139T8	GTEX-139TS	GTEX-139TT	GTEX-13CF2	GTEX-13CIG	GTEX-13CZV	GTEX-13FHO	GTEX-13FHP	GTEX-13FLV	GTEX-13FLW	GTEX-13FXS	GTEX-13G51	GTEX-13JUV	GTEX-13JVG	GTEX-13N1W	GTEX-13NYB	GTEX-13NYS	GTEX-13NZA	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVH	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13PLJ	GTEX-13RTJ	GTEX-13S7M	GTEX-13SLW	GTEX-13SLX	GTEX-13VXU	GTEX-13X6I	GTEX-13X6J	GTEX-13X6K	GTEX-145MG	GTEX-145MH	GTEX-N7MS	GTEX-N7MT	GTEX-NL3H	GTEX-NL4W	GTEX-NPJ7	GTEX-NPJ8	GTEX-OHPN	GTEX-OXRN	GTEX-P44H	GTEX-PVOW	GTEX-PWO3	GTEX-Q2AG	GTEX-QMR6	GTEX-QVJO	GTEX-R55E	GTEX-RU72	GTEX-RVPU	GTEX-RVPV	GTEX-S7PM	GTEX-S7SE	GTEX-T2IS	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-UTHO	GTEX-WHSE	GTEX-WL46	GTEX-WVLH	GTEX-WWYW	GTEX-WZTO	GTEX-X261	GTEX-X4XX	GTEX-X585	GTEX-XMD1	GTEX-Y8DK	GTEX-YFC4	GTEX-YJ89	GTEX-Z93S	GTEX-ZAB4	GTEX-ZE7O	GTEX-ZF28	GTEX-ZUA1	GTEX-ZV68	GTEX-ZVT3	GTEX-ZVZQ	GTEX-ZXG5 
C1	-0.0218	0.1172	0.1325	0.1173	-0.0219	-0.0212	0.1297	-0.0221	-0.021	-0.0218	-0.0205	-0.0106	-0.0202	-0.0215	-0.0212	-0.0224	-0.022	-0.0208	-0.0217	-0.0202	-0.0222	-0.0211	-0.0203	0.1121	-0.0215	0.1074	0.1214	-0.0212	0.1161	-0.0206	-0.0207	0.1132	-0.0216	-0.0218	-0.0217	-0.0215	-0.0223	-0.0208	-0.022	-0.021	-0.0217	-0.0219	-0.0207	-0.0234	-0.0216	-0.0217	-0.02	0.1041	-0.0199	-0.0219	-0.0159	-0.0213	0.1106	-0.0201	-0.0217	-0.0225	0.0756	-0.0211	-0.02	-0.0219	-0.0166	-0.022	-0.0216	-0.0201	-0.0207	-0.0222	-0.0202	-0.0196	-0.0186	0.0238	-0.0209	-0.0211	0.0071	-0.0218	-0.0209	-0.0226	-0.0221	-0.0215	-0.0227	-0.0196	-0.0209	-0.0224	-0.0218	-0.0174	-0.0209	-0.0153	0.1336	-0.0208	-0.0215	-0.0215	-0.0114	-0.0215	-0.0189	-0.0197	-0.021	-0.0221	-0.0206	-0.0196	-0.0224	-0.013
C2	0.0025	0.0134	0.0212	0.0101	-0.0068	0.0024	0.0214	0.0136	0.0071	0.0028	0.0097	-0.1344	0.0031	0.0044	0.0019	0.0028	0.0088	0.0033	0.0158	-0.0159	0.012	0.005	0.0058	0.0147	0.0049	0.0195	0.0019	0.0025	-0.0059	0.0065	0.0032	0.0132	0.008	0.0061	0.0055	-0.0014	-0.0025	0.0084	0.0121	0.0146	0.0138	0.0063	0.0041	0.0135	-3e-04	-0.011	0.0109	0.0063	0.0043	0.0148	-0.0036	0.0113	0.0052	-0.0052	0.01	0.005	-0.0353	0.0099	-0.0194	0.0045	0.0056	-4e-04	0.0185	0.0097	0.0031	0.0149	-0.0074	0.0063	0.0077	-0.603	0.0027	-0.0294	-0.4243	0.015	0.0127	0.0065	0.0071	-0.0175	0.014	0.0112	0.0021	-0.0015	-0.001	-0.0018	0.0012	-0.0097	0.0149	0.0147	0.0124	0.015	-4e-04	0.0034	2e-04	0.0067	0.0155	0.0124	-0.0013	0.003	0.0141	-0.0284
C3	-0.012	-0.0069	-0.0014	-0.0079	0.0533	0.0025	-0.0052	0.02	-0.0196	0.0204	-0.0138	0.0568	0.0019	0.0231	0.0252	0.015	0.001	0.0252	0.0121	-0.0134	0.0327	-0.0018	-0.0108	0.0156	-0.0185	0.0035	0.0088	-0.008	0.0124	0.038	-0.0158	0.0099	0.0565	0.0394	-0.004	0.0251	0.046	2e-04	0.0288	0.0099	0.0268	0.0337	-0.0118	0.0282	0.0219	0.0431	-0.0128	0.034	0.0196	0.0204	-0.1116	0.0205	0.0076	-0.0222	0.0378	0.0533	1e-04	0.0438	0.0571	0.0015	-0.0607	0.0312	0.0254	0.0085	0.0228	0.0294	0.0096	0.0312	-0.022	0.0187	0.0184	0.0685	0.1087	0.0337	0.0092	0.0124	0.0181	0.0239	0.0268	-0.0639	0.0161	0.0154	0.019	-0.0696	0.0047	-0.1789	-0.0084	-0.0075	0.0114	-0.0026	-0.1762	0.0247	0.0045	0.0076	0.0198	0.0239	0.0194	-0.0262	0.0219	-0.1911
InferredCov1	0.0277979038655758	0.0453199148178101	-0.121682047843933	-0.0655349418520927	-0.0782604441046715	0.0957457572221756	0.0140747791156173	0.0374899357557297	-0.055125929415226	0.0363401956856251	-0.0295337866991758	-0.0225040856748819	0.0587762743234634	0.00784727837890387	-0.0686978325247765	0.0752081200480461	-0.120103351771832	-0.0978070050477982	0.0407817102968693	-0.101762242615223	-0.047034490853548	0.0183330085128546	0.0388456135988235	-0.0830655172467232	-0.0333865359425545	0.030140632763505	0.0536058433353901	0.106178171932697	-0.00739762606099248	-0.0722312480211258	0.0329818725585938	-0.0154286539182067	-0.0198384951800108	-0.11412687599659	0.0582946427166462	0.0916455015540123	-0.0109871961176395	-0.104711018502712	0.0450825989246368	-0.00984066724777222	0.00427584070712328	0.0123967956751585	0.00336547032929957	-0.086095929145813	0.0366191864013672	0.0447296947240829	-0.0678308829665184	0.0670108273625374	0.0730484053492546	-0.0203151479363441	0.100307866930962	0.0331866964697838	-0.11004301160574	0.105395123362541	0.0456740185618401	0.0200735125690699	-0.0438326969742775	-0.0328288897871971	-0.0860412418842316	-0.0673111751675606	-0.0310313887894154	-0.0299409776926041	0.0678546577692032	0.0609916932880878	-0.0553966537117958	0.0712292566895485	-0.0323444679379463	0.0499685518443584	0.0154298050329089	0.0285886358469725	0.0200812481343746	-0.0200666524469852	-0.109002396464348	0.0705252066254616	0.116182535886765	0.0630095303058624	0.0736884400248528	0.0302306301891804	0.0814759358763695	0.0757133290171623	0.0670578554272652	0.0522023513913155	0.0223003607243299	0.0551491379737854	-0.0905339792370796	-0.0839061290025711	0.0245283972471952	-0.0695634260773659	0.0113089410588145	-0.0286535322666168	-0.0443724915385246	0.0698690935969353	0.0460376106202602	-0.0138724455609918	-0.0526652149856091	0.0531316548585892	-0.0813541784882545	-0.0824895426630974	-0.0448869578540325	-0.0238115973770618
InferredCov2	-0.0127730555832386	-0.0189678966999054	0.00125373434275389	0.0842073187232018	0.0854763016104698	-0.0185484625399113	0.00938920862972736	0.0217966753989458	-0.0276485830545425	0.0250224992632866	-0.0724650695919991	-0.0498055256903172	-0.0438929349184036	-0.0209439750760794	-0.00278377626091242	-0.00949720200151205	-0.0678645893931389	0.0404833443462849	0.0264262165874243	-0.000881366489920765	-0.0367162972688675	-0.012323223054409	-0.0436925664544106	-0.0369308963418007	-0.0635824352502823	-0.0874183177947998	-0.0914201587438583	-0.0311046559363604	-0.026900565251708	-0.0292351450771093	-0.0310779269784689	-0.134434103965759	-0.067986898124218	-0.0284035429358482	-0.0151542667299509	-0.0928182676434517	-0.0964413359761238	-0.00049939873861149	-0.0338966064155102	-0.0736469551920891	0.00331749254837632	-0.0517793297767639	-0.114252433180809	0.0258066728711128	-0.120786748826504	-0.0707566142082214	0.0111482311040163	-0.0781219825148582	-0.0453441478312016	0.0479694157838821	-7.7597658673767e-05	-0.0851862505078316	-0.0238341689109802	-0.0568775534629822	0.0237004105001688	0.021010072901845	0.040363572537899	0.0212874617427588	0.0977833643555641	0.0499009750783443	-0.012586654163897	0.0656001716852188	0.176628246903419	0.224450200796127	0.108686193823814	-0.0182800628244877	0.167272105813026	0.0867146849632263	0.0213476102799177	-0.00802703853696585	0.0563782230019569	-0.0546139664947987	0.0833448246121407	0.0753579959273338	0.247922673821449	-0.03544906899333	0.0182809792459011	-0.0563959069550037	0.106225557625294	0.00142228568438441	-0.0148006929084659	0.0548187382519245	0.054019957780838	0.0229068864136934	-0.00828550569713116	0.0263112913817167	-0.0527059733867645	0.0516808293759823	0.0117161674425006	0.0245727654546499	-0.0432923026382923	0.0492554567754269	0.0578226000070572	-0.00836493633687496	-0.0608148686587811	-0.0428755916655064	-0.00585428671911359	0.0264505296945572	-0.00757510773837566	0.00148530816659331
InferredCov3	-0.0844516381621361	0.0703417807817459	0.0582938827574253	0.0762615501880646	0.159843266010284	0.073130302131176	-0.00151551282033324	-0.0337039045989513	0.100933395326138	0.137401551008224	0.0508484989404678	0.0590398870408535	0.00716497655957937	-0.0387688614428043	0.0506607480347157	-0.0218941811472178	0.0678033381700516	-0.125259518623352	0.221477046608925	0.0762314945459366	0.0612145811319351	0.0247568301856518	-0.0323756076395512	0.0296349842101336	0.0481540970504284	0.0449874363839626	0.00696264626458287	-0.0396287851035595	-0.0712167546153069	0.00291435932740569	-0.0866897329688072	0.0827052220702171	-0.0835986584424973	0.000850517477374524	0.00906561873853207	-0.0119998753070831	-0.00787483062595129	-0.0593146495521069	-0.00465010432526469	-0.0701180025935173	-0.10618394613266	0.0103873517364264	0.0125124808400869	-0.11033870279789	0.0132549460977316	-0.0653204768896103	-0.0597238354384899	-0.00855040084570646	-0.0279807019978762	-0.083992101252079	0.0446390174329281	0.0227502137422562	0.0968993753194809	0.00501894764602184	-0.00677137309685349	-0.101827494800091	-0.0763355046510696	-0.088580921292305	0.0542366206645966	-0.166561380028725	-0.0831519439816475	-0.0101732928305864	0.0221503991633654	-0.00346349459141493	-0.0104525359347463	-0.0377938598394394	0.0270914603024721	-0.0246672164648771	0.0211173910647631	0.00828983727842569	-0.0346107482910156	-0.0663493052124977	0.0321901328861713	-0.0153122143819928	0.103879384696484	0.00223564309999347	0.0808432772755623	0.0170260686427355	-0.0129400314763188	-0.186363369226456	-0.0197735279798508	0.0314405634999275	-0.0810812711715698	0.0168338436633348	-0.00754035031422973	-0.0627428591251373	-0.055299561470747	-0.221456825733185	-0.0227043628692627	-0.0100682443007827	0.1032405346632	0.056182362139225	0.0105081712827086	0.000767760910093784	0.0259536914527416	0.124840870499611	0.0861636474728584	0.0551603250205517	0.00910907704383135	0.0257406961172819
InferredCov4	-0.0230378583073616	0.105802327394485	0.057336013764143	-0.00273813353851438	-0.0375724025070667	-0.0652314946055412	0.0122427763417363	0.0450270250439644	-0.0372382774949074	-0.135665714740753	-0.0451519154012203	-0.000304754474200308	-0.0268110055476427	0.0587255619466305	0.0615832731127739	-0.0384461134672165	-0.0721033439040184	-0.023136219009757	-0.147746339440346	0.0437663160264492	-0.146437600255013	-0.0958325937390327	0.00529558630660176	0.164087608456612	0.0223538633435965	0.0440893098711967	0.0955029726028442	-0.0830886662006378	-0.122730650007725	-0.0145160155370831	-0.0547562055289745	0.0916278436779976	-0.0981192737817764	-0.00333431665785611	0.130131289362907	0.00235749967396259	0.0473527610301971	-0.0102713108062744	0.0467392578721046	-0.0329789891839027	-0.0199429113417864	0.057184848934412	0.0234788134694099	-0.0231413394212723	-0.0301863104104996	0.0806878656148911	-0.00469771167263389	0.0410557053983212	-0.017638212069869	0.0388247817754745	-0.00175483920611441	-0.00498378742486238	-0.00350883649662137	0.0561713241040707	0.119601882994175	-0.0615910105407238	-0.021198321133852	-0.0260192900896072	0.00709695741534233	-0.073994055390358	-0.0314874686300755	-0.0961170941591263	-0.0529862530529499	0.126638561487198	-0.0514137782156467	-0.0824170336127281	0.153794690966606	0.0111784180626273	0.0720319375395775	-0.067429855465889	-0.00724081136286259	0.103248082101345	0.00178577320184559	-0.042819082736969	-0.0366328991949558	-0.0782089978456497	-0.114366434514523	-0.129348546266556	-0.0400686971843243	-0.0777360051870346	0.16135036945343	0.0424178428947926	0.000659310026094317	0.107157588005066	-0.0413527116179466	0.177796170115471	0.109671734273434	-0.0805116817355156	-0.0154886757954955	0.0510471425950527	0.0159025285393	0.134563863277435	0.0143703185021877	-0.028054965659976	-0.0265422128140926	-0.0422161296010017	-0.087794803082943	0.0275874957442284	0.0165900159627199	0.0499524399638176
InferredCov5	0.0933293849229813	-0.0547306351363659	0.0780283808708191	0.0348658189177513	-0.148385912179947	-0.0315684154629707	0.0740902200341225	-0.148435369133949	-0.1506068110466	-0.0052435239776969	-0.000752365158405155	0.0340902097523212	0.0377369374036789	0.0400061383843422	0.063957117497921	-0.0105192670598626	-0.101756110787392	0.117912992835045	-0.0315322354435921	0.0610409080982208	-0.0523404255509377	0.0149506889283657	0.0421494208276272	0.0198778081685305	0.0124414702877402	0.0103395879268646	0.0305039398372173	0.0782822221517563	-0.0692391246557236	0.0595746636390686	-0.0534889586269855	-0.0387920811772346	-0.138078644871712	0.075273185968399	-0.0240851640701294	0.0415629968047142	-0.0534623600542545	-0.0157987140119076	0.116625405848026	-0.0446083396673203	0.151729002594948	0.0783564299345016	0.0359477214515209	0.105067998170853	-0.0606227926909924	0.049913614988327	0.0498175136744976	0.0229935459792614	0.05042989179492	-0.0439801961183548	0.0658105835318565	-0.0523667335510254	0.116092540323734	0.0169635638594627	-0.0016495434101671	-0.0390988104045391	-0.0966766998171806	-0.0624703839421272	-0.0709859505295753	-0.0541800931096077	-0.0597261153161526	0.0174913499504328	0.0233250558376312	0.027529414743185	-0.0502267442643642	0.0717475190758705	-0.0551893822848797	-0.0154496105387807	0.00619440106675029	0.0411719642579556	-0.0113496677950025	0.00893687922507524	0.0846882537007332	0.0978113561868668	-0.0103465784341097	-0.0255681648850441	0.0416878946125507	-0.081989198923111	-0.0556454584002495	-0.0141394706442952	-0.0717954933643341	0.0660855621099472	-0.148478269577026	0.0340976342558861	-0.00801038462668657	-0.151609688997269	-0.237423047423363	-0.00417798617854714	0.0963995307683945	0.0316791012883186	0.0355241745710373	-0.0919935703277588	0.0118342684581876	0.101203791797161	-0.125128731131554	-0.033320140093565	0.0271764565259218	0.0509454756975174	0.129764825105667	0.0217147134244442
InferredCov6	0.0126721560955048	0.0192317180335522	-0.0451888479292393	-0.0326654762029648	-0.00944941211491823	-0.00888088624924421	0.0350343436002731	0.0865374580025673	-0.102396227419376	-0.0309901591390371	0.0536099262535572	-0.042721901088953	-0.0940706804394722	-0.0782727524638176	-0.0842763483524323	0.105850465595722	0.122228607535362	0.0685583502054214	-0.0947516411542892	-0.00613502459600568	-0.108150526881218	0.105547904968262	0.11809366941452	0.0111551322042942	0.0316261798143387	0.0180258974432945	0.000307152047753334	0.0307820700109005	-0.00178688659798354	-0.0133421579375863	0.026158731430769	0.0198787767440081	-0.0512071438133717	-0.00372871430590749	0.0678222104907036	-0.0764808133244514	0.0106377024203539	0.0329985916614532	-0.0430764183402061	-0.0600237511098385	0.00198957277461886	-0.0207597147673368	0.136915698647499	0.047481644898653	0.111975379288197	-0.00579135725274682	0.0190445091575384	-0.0662514269351959	-0.0159254800528288	-0.00436173845082521	-0.072621263563633	0.167876467108727	-0.0318304896354675	-0.089959405362606	-0.0467628091573715	0.0299124550074339	-0.22012360394001	-0.155442073941231	0.0787523239850998	-0.107335560023785	0.126500278711319	-0.0636725574731827	0.176519244909286	-0.0157277397811413	0.00651823589578271	-0.112867310643196	0.185644119977951	-0.0388360619544983	-0.124666422605515	-0.0357646644115448	0.175502076745033	0.050106517970562	-0.000693664536811411	-0.0439758151769638	-0.0181018691509962	-0.0675916969776154	0.0236715022474527	0.153027266263962	0.00276214489713311	-0.0253083296120167	-0.0390827879309654	0.0164350904524326	-0.0792173966765404	-0.0488281697034836	-0.0260764248669147	-0.111270762979984	0.0362785756587982	0.0461492799222469	0.0309775117784739	0.00888375751674175	0.0108276745304465	-0.0325782969594002	0.0591760762035847	0.062786228954792	-0.00561639713123441	0.037678312510252	-0.0272228084504604	0.0231301281601191	-0.0371621437370777	-0.0245659127831459
InferredCov7	0.0049748606979847	-0.0791159048676491	0.0510488636791706	-0.0762514993548393	-0.220151141285896	-0.0478555932641029	-0.0819927230477333	0.00173875177279115	-0.0801120549440384	0.00251977425068617	0.0594266392290592	-0.0190884098410606	-0.0603855960071087	-0.0358155928552151	0.0265244301408529	-0.168990850448608	0.0427468344569206	-0.209957897663116	-0.133710041642189	-0.0262425281107426	0.031852837651968	0.0799274891614914	0.142197787761688	-0.0152484644204378	-0.00263336370699108	-0.045055229216814	0.0198996681720018	-0.0525199733674526	-0.0189236383885145	0.086601160466671	0.0480806976556778	-0.0507653243839741	0.14536926150322	-0.0262568965554237	0.066403903067112	0.0459749735891819	0.0512182079255581	0.0765043273568153	0.0778529495000839	0.0916475057601929	-0.107640370726585	0.0466575436294079	0.0470767877995968	-0.165458098053932	0.03160510212183	0.078823558986187	-0.0628320723772049	0.0574934743344784	-0.0693854540586472	0.019776739180088	0.0229367353022099	0.0545020662248135	0.0174118764698505	-0.000330520066199824	0.0104897972196341	0.0530452728271484	0.00100373756140471	0.0529682263731956	0.0814426690340042	0.0559011250734329	0.0204080324620008	0.103709079325199	0.0873418226838112	0.0147262951359153	0.0767421796917915	-0.0167103558778763	0.0625010430812836	0.0719209015369415	-0.000976434675976634	0.0911939144134521	-0.0398113094270229	0.0095297172665596	0.0495677143335342	-0.0353197157382965	0.0685756877064705	-0.0298321042209864	0.00044428335968405	-0.10041868686676	0.0653335377573967	-0.114864349365234	-0.110709972679615	0.0574080049991608	-0.0014225619379431	0.0442110672593117	0.101248867809772	-0.0448187328875065	-0.0897393673658371	-0.148318767547607	-0.109623156487942	-0.0818765386939049	-0.0631716027855873	-0.0966835021972656	0.0905975475907326	-0.0312691368162632	0.0566267594695091	-0.0446831099689007	0.0503612272441387	-0.00626458739861846	0.0585170462727547	0.0580644346773624
