ID	GTEX-111CU	GTEX-111FC	GTEX-111YS	GTEX-117YW	GTEX-11DYG	GTEX-11EQ9	GTEX-11P7K	GTEX-11P82	GTEX-11TT1	GTEX-11TUW	GTEX-11WQK	GTEX-11ZUS	GTEX-12696	GTEX-12ZZZ	GTEX-13111	GTEX-1399R	GTEX-1399T	GTEX-139T6	GTEX-13FHO	GTEX-13FTW	GTEX-13FXS	GTEX-13G51	GTEX-13N2G	GTEX-13NYS	GTEX-13O21	GTEX-13O61	GTEX-13OW8	GTEX-13RTJ	GTEX-NFK9	GTEX-NPJ8	GTEX-OIZH	GTEX-OOBJ	GTEX-OOBK	GTEX-PLZ6	GTEX-Q2AI	GTEX-QEG4	GTEX-QLQ7	GTEX-QMRM	GTEX-QV31	GTEX-QV44	GTEX-REY6	GTEX-RM2N	GTEX-RWSA	GTEX-S33H	GTEX-S3XE	GTEX-S4Q7	GTEX-S95S	GTEX-SJXC	GTEX-SNMC	GTEX-SNOS	GTEX-T8EM	GTEX-U3ZM	GTEX-U412	GTEX-U4B1	GTEX-U8XE	GTEX-UTHO	GTEX-V1D1	GTEX-V955	GTEX-VJYA	GTEX-WFG7	GTEX-WFG8	GTEX-WFON	GTEX-WH7G	GTEX-WK11	GTEX-WOFM	GTEX-WZTO	GTEX-X5EB	GTEX-XAJ8	GTEX-XGQ4	GTEX-XMK1	GTEX-XPVG	GTEX-XQ3S	GTEX-Y8E4	GTEX-Y9LG	GTEX-YB5E	GTEX-YF7O	GTEX-YJ8A	GTEX-ZDYS	GTEX-ZLFU	GTEX-ZPU1	GTEX-ZT9W	GTEX-ZTTD	GTEX-ZTX8	GTEX-ZUA1	GTEX-ZVP2	GTEX-ZY6K	GTEX-ZZ64 
C1	-0.018	-0.0156	-0.0215	-0.0166	0.1161	-0.0209	0.1244	-0.0203	0.0243	-0.0208	-0.02	-0.0207	-0.0219	-0.0215	-0.0108	-0.0224	-0.0224	-0.0193	-0.0203	-0.0175	0.1214	-0.0212	-0.021	-0.0216	-0.0214	0.0271	-0.0207	-0.0216	0.0973	-0.0219	-0.0123	0.129	-0.0217	-0.0215	-0.0202	-0.0226	0.0231	-0.0224	-0.0212	-0.0204	-0.0151	-0.0208	-0.0212	-0.0178	-0.0234	-0.0124	-0.0216	-0.0218	-0.0222	0.0763	-0.0219	-0.0207	0.1254	-0.0222	-0.0216	-0.0227	-0.0209	-0.0234	0.1238	-0.0169	-0.0202	-0.0214	-0.0212	-0.0205	-0.022	-0.0174	-0.0208	-0.0221	-0.0209	-0.0202	-0.0213	-0.0208	-0.0128	-0.0226	0.031	-0.0203	-0.0206	-0.0212	0.1234	0.1027	-0.0215	-0.0213	0.089	-0.0221	0.1268	0.1206	-0.0219
C2	0.001	0.0168	0.013	-0.0019	0.0028	0.002	0.0252	0.0065	0.0128	0.0185	0.0121	0.0032	0.0178	0.0044	-0.0493	0.0128	0.0028	0.0081	0.0058	0.0022	0.0019	0.0025	0.0131	0.008	0.0086	-0.0949	0.0041	-3e-04	-0.0054	0.0045	-0.0178	0.0191	0.0106	0.0059	0.0115	0.003	-0.5859	0.0102	-0.0019	-0.0024	0.0031	-0.0152	0.0019	-0.0011	0.0093	-0.0157	0.0051	0.0103	0.004	0.0139	0.0073	-0.003	0.0114	0.0155	0.0096	0.014	0.0028	0.0049	0.0123	-0.0052	0.0136	0.0126	0.0068	-0.0041	0.0059	-0.0018	0.0146	0.0083	0.0056	0.0024	0.0011	0.0039	0.002	0.0094	0.0097	0.0011	0.0056	0.0061	-0.0039	-0.0095	0.0024	0.006	0.0018	0.0124	0.0115	0.004	-0.0019
C3	0.006	0.01	0.0081	-0.101	-0.0039	-0.0158	0.0143	0.0049	0.0141	-0.0149	0.005	-0.0309	0.0097	0.0231	-0.1495	0.0381	0.015	-0.0109	-0.0108	-0.0958	0.0088	-0.008	0.0098	0.0565	-0.0062	-0.0521	-0.0118	0.0219	0.018	0.0015	-0.1342	0.0122	0.0396	0.0017	-0.0366	0.0292	0.0208	0.0433	-0.0039	0.0104	-0.1838	0.0539	0.0119	-0.0517	0.0373	-0.2223	0.0158	0.0239	-0.0093	-0.0055	0.0169	0.0182	0.005	0.0113	0.0316	0.0268	0.0044	0.0387	-0.0041	-0.0827	0.0228	-5e-04	-0.0058	0.0048	0.0252	-0.0696	0.0102	0.0239	0.0114	0.0288	0.042	0.0544	-0.2056	0.0303	0.0024	0.0144	0.0167	0.0141	-0.0212	-0.0127	-0.0066	0.0217	0.014	0.0239	0.0125	-0.0026	0.0189
InferredCov1	-0.0471235923469067	0.06666149944067	-0.0836129263043404	0.0102842785418034	0.0733239576220512	-0.083733007311821	-0.00659877341240644	0.0310834180563688	-0.00846828985959291	0.0576695017516613	-0.0123787457123399	0.0103261638432741	-0.143491119146347	-0.0429529510438442	-0.113880589604378	0.0058499863371253	-0.0438506118953228	0.0229272432625294	-0.00149662769399583	0.0550697706639767	0.0750786662101746	-0.0359761379659176	-0.0585562512278557	-0.0992560535669327	-0.0556041672825813	-0.0232780706137419	-0.0235137566924095	-0.123274222016335	0.101493649184704	-0.113730914890766	0.0530169084668159	-0.0973018035292625	-0.12994296848774	0.070567287504673	0.0854702517390251	0.0339407287538052	-0.0761818438768387	-0.0108641143888235	0.0698067247867584	-0.0328122787177563	0.035215400159359	-0.100221075117588	0.0903603211045265	0.030059976503253	-0.11442518979311	0.0886957868933678	0.00799367483705282	0.0572161637246609	0.0994647443294525	-0.0229108817875385	0.00378295104019344	0.0752559453248978	0.0297255888581276	0.0720880627632141	-0.0924830436706543	-0.00108982378151268	0.165712341666222	-0.066955678164959	-0.121000275015831	-0.00119738979265094	0.0239806734025478	-0.000626672175712883	0.0295442212373018	-0.146919384598732	0.0844107195734978	0.120147578418255	0.0849330946803093	-0.0570157021284103	-0.0666184201836586	0.0539461374282837	-0.0949581041932106	0.0833865627646446	0.05391601100564	0.0600837171077728	0.0706815719604492	0.0598709434270859	-0.080575592815876	0.00448289699852467	-0.0449064150452614	-0.0254498887807131	0.00738925533369184	-0.0242492258548737	0.00773072196170688	0.167408376932144	-0.0662098452448845	0.0432750172913074	0.0613533407449722
InferredCov2	-0.0180974714457989	0.0923126935958862	-0.026270916685462	0.046142041683197	0.128176108002663	-0.0614865645766258	-0.0440222397446632	-0.080939345061779	-0.0623177699744701	-0.0795259401202202	-0.057614803314209	0.116562254726887	-0.0918456614017487	0.105487316846848	-0.00761221908032894	0.0350635200738907	0.0437883473932743	-0.00591909047216177	0.0975950509309769	-0.0994571223855019	0.0423368960618973	0.172058582305908	0.117382474243641	0.0724310502409935	0.0374984405934811	0.0257323980331421	0.0781542509794235	0.0409305281937122	-0.0157102607190609	0.0730979591608047	-0.0237975809723139	0.0400090701878071	-0.0523407831788063	-0.00555316871032119	-0.0168515648692846	0.0989786088466644	0.00646733259782195	0.0264789722859859	-0.0629273951053619	0.114104531705379	-0.013331001624465	0.00195116235408932	0.0835103318095207	0.00211865035817027	-0.135045379400253	-0.0409620776772499	-0.00195471663028002	-0.0136602194979787	-0.0270777624100447	-0.0988181084394455	0.097618356347084	-0.0683068558573723	0.101518124341965	-0.0206891391426325	-0.0495184846222401	0.159376531839371	0.0143608991056681	0.0253563039004803	-0.110114946961403	-0.0864083617925644	0.0282226167619228	0.048447635024786	-0.0389222130179405	0.0239698924124241	-0.0544530674815178	0.0516182705760002	-0.0929784625768661	0.0645363479852676	0.0327123440802097	-0.0736709460616112	-0.0538367070257664	0.0762439593672752	0.0607599206268787	-0.0566442422568798	-0.0812371000647545	-0.0458809100091457	-0.0257925875484943	-0.082963839173317	-0.00143899442628026	-0.0413856841623783	-0.131323605775833	0.0587731301784515	-0.0670441761612892	0.00129305536393076	-0.133521974086761	-0.0901894122362137	0.0060548041947186
InferredCov3	-0.0301431491971016	0.0567999184131622	-0.0166385341435671	0.0130874402821064	-0.008625746704638	0.12447402626276	0.128714829683304	0.107936337590218	-0.0674450621008873	-0.0953622236847878	-0.212147042155266	0.0763829201459885	0.0911197140812874	0.0412076748907566	0.141106173396111	0.0477927923202515	0.100303709506989	-0.0557455867528915	-0.0870750993490219	-0.0337988212704659	0.0459678880870342	0.0254819821566343	0.0186921954154968	-0.0424080342054367	0.014360073953867	-0.0829811543226242	-0.0337452702224255	0.140582337975502	0.0843422934412956	-0.048358827829361	-0.0667013376951218	0.0322722010314465	0.0175143331289291	0.0899549052119255	-0.0980794280767441	0.0651664212346077	-0.0551220923662186	0.00449220789596438	0.0313580334186554	0.0492816641926765	0.0411449074745178	-0.0826658308506012	-0.0542420633137226	-0.13394370675087	-0.080394372344017	-0.0752192288637161	-0.0487194880843163	0.0528923198580742	0.0601170510053635	0.0154523840174079	0.00243132514879107	0.00197158427909017	-0.122401967644691	0.00147691683378071	-0.226355820894241	-0.0724221244454384	-0.0181370880454779	0.0347347110509872	0.0249436609447002	0.0759334191679955	-0.0847725123167038	0.00961283501237631	0.00770573690533638	0.10382878780365	0.0307253617793322	0.0381132066249847	0.0137934861704707	-0.0462013594806194	0.0545640774071217	0.0358845554292202	-0.0769027695059776	0.0288046654313803	-0.0113200396299362	0.0609152019023895	0.00229487521573901	-0.0247847698628902	-0.171952188014984	0.0251692086458206	0.0725914984941483	-0.0788956210017204	0.0574514642357826	-0.0651432424783707	0.0328512564301491	0.0827654302120209	0.119586072862148	-0.145501762628555	0.0197252966463566
InferredCov4	0.085567831993103	0.0837194994091988	-0.0402091033756733	-0.104600474238396	-0.0697199031710625	0.0246807150542736	-0.109093315899372	-0.0247610509395599	-0.031759224832058	0.0892198234796524	0.161022186279297	0.0637203752994537	0.0686620697379112	-0.0126405321061611	0.0112564954906702	-0.0736646354198456	0.0519030094146729	0.00112298771273345	-0.176269993185997	-0.0657636672258377	0.0982876345515251	0.0313975214958191	-0.0524042658507824	-0.014558712951839	-0.0810901150107384	-0.0687846764922142	0.0220472160726786	0.0908874049782753	0.11343839019537	0.133283153176308	0.106604464352131	-0.168646782636642	0.104977190494537	-0.0562693029642105	-0.0234365276992321	0.110899217426777	0.0286996513605118	-0.0275379419326782	-0.0915559381246567	0.0164910685271025	-0.0265651717782021	0.049562431871891	-0.03206592425704	0.0755927413702011	-0.0065848995000124	-0.0782423913478851	0.0571060106158257	0.0764010325074196	0.0998032540082932	-0.0501291081309319	0.014866448007524	-0.0132373468950391	-0.141700059175491	-0.0622761808335781	0.0826928243041039	-0.0535137169063091	0.0253788698464632	0.0765096396207809	-0.0812169834971428	-0.137224972248077	-0.072580061852932	-0.132312968373299	0.0182449631392956	0.0871638059616089	-0.0989408493041992	0.130577236413956	0.0630149394273758	-0.0257235337048769	0.00425713695585728	0.0208157002925873	0.0184801127761602	0.101678878068924	-0.0915204435586929	-0.0854679644107819	-0.0333025455474854	0.020286301150918	0.0406306684017181	-0.0137352962046862	-0.0579375848174095	-0.154695942997932	-0.0245691630989313	-0.00935440696775913	0.0605438426136971	0.0976866781711578	-0.0321105346083641	0.0659469440579414	0.0251675490289927
InferredCov5	0.07633176445961	-0.0809058770537376	0.0447866171598434	-0.207404404878616	-0.0384689494967461	0.053656630218029	0.00322277238592505	-0.0493888519704342	-0.0300268866121769	-0.0184517670422792	-0.0417762771248817	0.072051115334034	0.0509867332875729	-0.111904114484787	0.151394248008728	-0.0907530337572098	-0.0169815178960562	0.0894967541098595	-0.0247369483113289	0.00178593723103404	-0.102950356900692	0.0949435010552406	-0.0968202501535416	-0.158874422311783	0.0424105823040009	0.0557404235005379	-0.0810512602329254	0.082970917224884	-0.0964412167668343	-0.0593437254428864	-0.0047130286693573	-0.0434841215610504	0.0736180394887924	0.0712412297725677	0.0832350626587868	-0.0183401424437761	0.0620675012469292	0.045826967805624	0.0284815356135368	0.011287503875792	-0.0938408598303795	0.103608928620815	0.111432075500488	-0.0698928683996201	-0.0547225996851921	0.140107244253159	0.059299498796463	-0.172424301505089	-0.000801779853645712	-0.0240014400333166	0.146665096282959	0.0947931036353111	-0.0550209917128086	0.0151757104322314	-0.0450687743723392	-0.0809037610888481	0.0018408898031339	-0.0611685700714588	-0.171420127153397	-0.0956629663705826	0.0959549397230148	0.0414841696619987	-0.00095902435714379	-0.0212840978056192	0.0435532964766026	-0.0798583403229713	0.0213546063750982	0.145705074071884	0.101895898580551	-0.0051526459865272	0.0493719354271889	0.0452444553375244	0.0698264688253403	0.065314494073391	0.0745195150375366	-0.0179806612432003	0.0116542503237724	0.0751749351620674	0.00636523030698299	-0.0719663202762604	-0.0172160156071186	-0.0734092071652412	0.036694522947073	-0.0519616343080997	-0.139385744929314	-0.0741898864507675	0.0941965281963348
InferredCov6	-0.0669010803103447	0.0524270199239254	0.0344895832240582	0.00250617507845163	0.0116157718002796	-0.0155660100281239	-0.0395503714680672	0.0731809362769127	-0.108857825398445	0.0856916233897209	0.18888983130455	0.00901489704847336	0.135203331708908	-0.0887065455317497	0.035786546766758	-0.0546405203640461	-0.0699974969029427	-0.050249058753252	0.178450062870979	-0.08510722219944	-0.15169170498848	-0.0600314885377884	-0.0830461978912354	0.162430763244629	0.0622106455266476	-0.120954014360905	-0.05263776704669	0.103155873715878	0.00124882010277361	0.102577932178974	0.0265676137059927	0.0333020910620689	0.00719554349780083	0.039387620985508	-0.0348434261977673	0.0200840048491955	-0.125260770320892	-0.0709909126162529	0.0171849709004164	-0.0467219613492489	0.0882525593042374	0.0106563018634915	0.123846545815468	-0.0935510843992233	0.00834581721574068	0.113119676709175	-0.0428794249892235	0.0039404695853591	-0.0586698353290558	0.0145734213292599	0.0201525688171387	-0.00541379489004612	0.0127777978777885	0.0207553934305906	-0.0185652859508991	-0.00107781391125172	0.0256287921220064	0.0201511606574059	-0.0389350391924381	-0.0229796916246414	-0.120277836918831	-0.0736201405525208	-0.00981201510876417	0.0982611924409866	0.156381607055664	-0.0425449050962925	0.0275673232972622	-0.0442700199782848	-0.147795349359512	-0.105573333799839	-0.107643604278564	-0.0330533795058727	0.0331239439547062	0.182157441973686	0.0401653125882149	-0.039406169205904	0.0406414978206158	-0.0870006754994392	0.0437158681452274	-0.11817491799593	0.0136566776782274	0.143987268209457	-0.140809595584869	0.0135168945416808	-0.0165518298745155	-0.0136936977505684	0.0730279386043549
InferredCov7	0.00373810739256442	-0.0335581116378307	-0.108619198203087	0.0260334089398384	0.0973473265767097	0.0445881858468056	-0.0298554226756096	-0.0600081905722618	0.0527754090726376	-0.0631840750575066	0.00101314636413008	0.0790848582983017	0.136759221553802	0.0215459689497948	0.0901234745979309	-0.0575047880411148	-0.0398768410086632	-0.00228756759315729	-0.0132956812158227	-0.0141718853265047	0.0376031957566738	0.000272324163233861	-0.0602921284735203	-0.0338619761168957	0.0166902728378773	-0.0792277306318283	-0.0520531982183456	0.104614622890949	0.0162260141223669	0.0312782898545265	-0.0489195361733437	0.0532822944223881	0.130274012684822	-0.104328349232674	0.0987593829631805	-0.0874295085668564	-0.117418207228184	-0.0328401438891888	0.141192018985748	-0.0216995105147362	-0.135559767484665	-0.0710809752345085	-0.143700957298279	0.0266226679086685	0.00347682391293347	0.0729624480009079	-0.125241219997406	-0.126004174351692	-0.0111418562009931	-0.0508056469261646	-0.118933141231537	0.0613912157714367	0.122934266924858	-0.136239811778069	0.0556723773479462	0.00678908219560981	0.172496512532234	-0.0765022858977318	-0.078770786523819	0.0404658429324627	0.0307064782828093	-0.0136125218123198	-0.0916471630334854	0.0839149802923203	-0.135058373212814	-0.00581538723781705	-0.0502957180142403	-0.0199916325509548	-0.0304621104151011	-0.0317919999361038	-0.00723876338452101	0.0622223280370235	0.101514592766762	-0.00290600094012916	-0.0311285834759474	0.118671074509621	-0.0177193079143763	-0.0257176011800766	0.0902945026755333	0.159254521131516	-0.00126882351469249	0.0638543739914894	0.0333270207047462	0.227660939097404	-0.0255978461354971	0.0443092882633209	-0.13260443508625
