ID	GTEX-11GSP	GTEX-11WQC	GTEX-11WQK	GTEX-11ZUS	GTEX-12126	GTEX-12WSA	GTEX-12WSC	GTEX-12WSD	GTEX-12WSE	GTEX-12WSF	GTEX-12WSH	GTEX-12WSM	GTEX-12ZZW	GTEX-12ZZX	GTEX-12ZZY	GTEX-12ZZZ	GTEX-139TS	GTEX-13CZV	GTEX-13FHO	GTEX-13FLV	GTEX-13FLW	GTEX-13FTZ	GTEX-13FXS	GTEX-13G51	GTEX-13IVO	GTEX-13JUV	GTEX-13JVG	GTEX-13N1W	GTEX-13N2G	GTEX-13NYB	GTEX-13NYS	GTEX-13NZA	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13QIC	GTEX-13QJC	GTEX-13RTJ	GTEX-13S7M	GTEX-13SLW	GTEX-13SLX	GTEX-13X6I	GTEX-13X6J	GTEX-13X6K	GTEX-145MG	GTEX-145MH	GTEX-N7MS	GTEX-N7MT	GTEX-NL3H	GTEX-NL4W	GTEX-NPJ7	GTEX-NPJ8	GTEX-OXRN	GTEX-OXRO	GTEX-P44H	GTEX-Q2AG	GTEX-QDT8	GTEX-QMR6	GTEX-QVJO	GTEX-QVUS	GTEX-RVPU	GTEX-S7SE	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-WL46	GTEX-WVLH	GTEX-WWYW	GTEX-WZTO	GTEX-X261	GTEX-X4EP	GTEX-X4XX	GTEX-X585	GTEX-XLM4	GTEX-XMD1	GTEX-Y8DK	GTEX-YFC4	GTEX-YJ89	GTEX-Z93S	GTEX-ZAB4	GTEX-ZDXO	GTEX-ZE7O	GTEX-ZF28	GTEX-ZUA1	GTEX-ZV68	GTEX-ZVT3	GTEX-ZVZQ	GTEX-ZXG5 
C1	-0.0218	0.1173	-0.02	-0.0207	0.1181	-0.0219	-0.0212	0.1297	-0.0222	-0.0221	-0.021	-0.0218	-0.0205	-0.0106	-0.0202	-0.0215	-0.0208	-0.0211	-0.0203	-0.0215	0.1074	-0.0197	0.1214	-0.0212	-0.0232	0.1161	-0.0206	-0.0207	-0.021	0.1132	-0.0216	-0.0218	-0.0217	-0.0215	-0.0208	-0.022	-0.0217	-0.0219	-0.0207	-0.0173	-0.02	-0.0216	-0.0217	-0.02	0.1041	-0.0219	-0.0159	-0.0213	0.1106	-0.0201	-0.0217	-0.0225	0.0756	-0.0211	-0.02	-0.0219	-0.022	-0.0165	-0.0216	-0.0222	-0.0196	-0.0202	-0.0196	-0.0229	-0.0209	-0.0218	-0.0226	-0.0221	-0.0215	-0.0209	-0.0224	-0.0218	-0.0174	-0.0209	-0.0203	-0.0153	0.1336	-0.0216	-0.0208	-0.0215	-0.0215	-0.0114	-0.0215	-0.0189	-0.0221	-0.0197	-0.021	-0.0221	-0.0206	-0.0196	-0.0224	-0.013
C2	0.0025	0.0101	0.0121	0.0032	0.0209	-0.0068	0.0024	0.0214	0.0069	0.0136	0.0071	0.0028	0.0097	-0.1344	0.0031	0.0044	0.0033	0.005	0.0058	0.0049	0.0195	0.0028	0.0019	0.0025	1e-04	-0.0059	0.0065	0.0032	0.0131	0.0132	0.008	0.0061	0.0055	-0.0014	0.0084	0.0121	0.0138	0.0063	0.0041	-0.0043	0.0045	-3e-04	-0.011	0.0109	0.0063	0.0148	-0.0036	0.0113	0.0052	-0.0052	0.01	0.005	-0.0353	0.0099	-0.0194	0.0045	-4e-04	0.0051	0.0185	0.0149	0.0021	-0.0074	0.0063	-2e-04	0.0027	0.015	0.0065	0.0071	-0.0175	0.0021	-0.0015	-0.001	-0.0018	0.0012	0.0074	-0.0097	0.0149	0.0054	0.0147	0.0124	0.015	-4e-04	0.0034	2e-04	0.0069	0.0067	0.0155	0.0124	-0.0013	0.003	0.0141	-0.0284
C3	-0.012	-0.0079	0.005	-0.0309	0.0039	0.0533	0.0025	-0.0052	0.0043	0.02	-0.0196	0.0204	-0.0138	0.0568	0.0019	0.0231	0.0252	-0.0018	-0.0108	-0.0185	0.0035	0.0047	0.0088	-0.008	0.0726	0.0124	0.038	-0.0158	0.0098	0.0099	0.0565	0.0394	-0.004	0.0251	2e-04	0.0288	0.0268	0.0337	-0.0118	-0.0631	-0.0257	0.0219	0.0431	-0.0128	0.034	0.0204	-0.1116	0.0205	0.0076	-0.0222	0.0378	0.0533	1e-04	0.0438	0.0571	0.0015	0.0312	-0.0917	0.0254	0.0294	-0.023	0.0096	0.0312	0.0086	0.0184	0.0337	0.0124	0.0181	0.0239	0.0161	0.0154	0.019	-0.0696	0.0047	0.0218	-0.1789	-0.0084	0.035	-0.0075	0.0114	-0.0026	-0.1762	0.0247	0.0045	0.0148	0.0076	0.0198	0.0239	0.0194	-0.0262	0.0219	-0.1911
InferredCov1	0.115865230560303	0.0720969885587692	0.0684455186128616	0.0420576892793179	-0.0365033410489559	0.134763821959496	-0.0606031082570553	0.088240846991539	-0.135564610362053	-0.0442107617855072	-0.0232955235987902	-0.0499652810394764	0.0774138942360878	-0.0859022289514542	-0.0198861826211214	-0.0434086993336678	0.0548754893243313	-0.0111259361729026	-0.00900018215179443	0.0481329448521137	-0.0158813949674368	0.0385590009391308	-0.0155010661110282	-0.00270735961385071	0.0929478853940964	0.0574731938540936	0.138138443231583	-0.0217130091041327	0.0826443731784821	-0.015428738668561	0.0214959289878607	0.0547420457005501	0.00330485263839364	-0.0677158161997795	0.119070261716843	-0.00524445343762636	-0.00149645586498082	-0.0288899317383766	0.0405556634068489	-0.0287593118846416	0.0291764512658119	-0.0365880355238914	-0.03478042781353	0.080414779484272	-0.0404299907386303	0.0143267102539539	-0.0676363259553909	-0.0114627918228507	-0.0650918632745743	-0.0942589044570923	-0.0550430230796337	0.0158668980002403	-0.0929930284619331	0.0803325176239014	-0.00592440832406282	0.0118320155888796	0.0126832043752074	0.0748697966337204	0.0211377535015345	-0.0873284190893173	-0.0555243790149689	-0.0246306899935007	-0.0410127080976963	0.0205047763884068	0.0625137165188789	-0.076081208884716	-0.0564716905355453	-0.10613851994276	0.00323808891698718	-0.127460241317749	-0.0982801467180252	-0.0282049383968115	-0.0956026092171669	0.0759437456727028	0.0420247167348862	-0.0404748246073723	-0.0656895861029625	0.00451385183259845	0.124978773295879	-0.063392236828804	-0.057535033673048	-0.0499695762991905	-0.0455369688570499	0.030888007953763	0.0304940994828939	0.109335534274578	-0.0242624375969172	0.00607732543721795	0.134648337960243	0.0173387937247753	-0.0225856974720955	0.03930289670825
InferredCov2	-0.0113292364403605	-0.0548672080039978	0.0434480085968971	0.0964786037802696	0.0411828085780144	-0.00554040307179093	-0.0644223019480705	0.0249255616217852	-0.0148259587585926	-0.0608712173998356	-0.0619489513337612	0.0215236619114876	-0.000216441141674295	-0.020897438749671	-0.0162652228027582	-0.0478893779218197	0.0413844846189022	-0.0428919084370136	0.0330118797719479	-0.0537279769778252	0.00774535024538636	-0.0500142648816109	-0.0693958401679993	-0.00684788823127747	-0.0355918556451797	-0.00868551805615425	0.000274725811323151	-0.128645569086075	0.0457522198557854	-0.0788165703415871	-0.135208964347839	-0.0680456012487411	-0.13628625869751	-0.0570141449570656	0.0442877188324928	-0.01961181871593	-0.111459732055664	-0.168130174279213	-0.0190688651055098	-0.0426896847784519	-0.0545006766915321	-0.0714865103363991	0.00914021581411362	-0.0057219248265028	-0.176890209317207	0.0516412034630775	-0.0112975873053074	0.0171619430184364	-0.00797613617032766	0.0147471306845546	-0.0273017361760139	-0.03223941847682	-0.0280491728335619	0.00250578392297029	0.103250190615654	-0.0126251876354218	0.0609297156333923	0.0374167002737522	0.140725940465927	0.0278964024037123	0.24407859146595	0.163715660572052	0.134647697210312	0.167605265974998	-0.0496604219079018	0.0768067762255669	0.00243292283266783	0.0422171987593174	0.0317585468292236	0.0410053469240665	0.082617960870266	0.0729781985282898	0.0146144377067685	-0.0485126487910748	0.0311544500291348	0.0117254937067628	0.0136263864114881	0.0164109598845243	0.0835042372345924	-0.00339699210599065	0.0387518927454948	-0.00314878788776696	-0.027210334315896	0.0254961065948009	0.0161474402993917	0.0583017840981483	-0.0343639105558395	0.0301153231412172	-0.0400677993893623	-0.0420142151415348	-5.96724457864184e-05	0.00268329144455492
InferredCov3	0.00194805662613362	0.0364895053207874	0.0232238415628672	0.0631830096244812	0.103872984647751	0.00275561166927218	0.0917970091104507	0.20912067592144	0.0298447459936142	-0.0414186790585518	-0.0723927989602089	0.0312275234609842	0.0872486904263496	-0.0140559216961265	0.179881811141968	0.0681978017091751	0.224829062819481	-0.0613947957754135	-0.0357514955103397	-0.0191295519471169	-0.00046192979789339	0.00995257217437029	0.0600266493856907	0.0570260919630527	-0.125912055373192	0.0341142565011978	0.0179714318364859	-0.0647029653191566	-0.115153156220913	0.0371864996850491	-0.116313338279724	0.0264006815850735	0.057601559907198	0.0190057195723057	-0.0603426061570644	0.00405164808034897	0.0142849329859018	0.0150921009480953	0.0174147412180901	-0.0146401049569249	-0.134750694036484	-0.0258945636451244	-0.00963560398668051	0.0121589684858918	-0.0117706246674061	0.00492700655013323	0.111269824206829	-0.0119083151221275	0.0673895329236984	-0.0217807814478874	0.0248166266828775	-0.0615891441702843	-0.143990188837051	-0.0286682806909084	-0.0788068696856499	-0.178843542933464	-0.0278763547539711	-0.0454877652227879	0.0767031759023666	-0.0470180660486221	-0.0119197871536016	0.01889861933887	-0.0768376290798187	-0.0461510941386223	0.00690701836720109	0.00502151763066649	-0.0146773364394903	0.00555683672428131	0.0400801412761211	0.0100377900525928	-0.00867841299623251	-0.105711244046688	-0.0128251509740949	-0.0893514230847359	-0.097431592643261	-0.112173721194267	-0.118685387074947	-0.0372407659888268	-0.102481380105019	0.0354018546640873	-0.0059440447948873	0.0731194391846657	0.0857186987996101	0.0241791717708111	0.0226761363446712	0.00352141680195928	-0.112452901899815	0.105187579989433	0.0418757386505604	0.0551622062921524	0.0729794576764107	0.094784289598465
InferredCov4	-0.0791239589452744	-0.00719986064359546	0.145149797201157	0.138837784528732	0.108549647033215	-0.0649219825863838	0.0562888868153095	0.0189860090613365	-0.0086350254714489	-0.0489412546157837	0.0586343035101891	0.0358431003987789	0.0114372642710805	0.0353872328996658	0.128263890743256	0.069667860865593	0.125174552202225	-0.173840939998627	-0.0897614359855652	-0.0807921215891838	-0.104929156601429	-0.0491191931068897	-0.0118298698216677	-0.0266699269413948	0.135981902480125	0.0362818874418736	-0.0747951045632362	-0.0514632165431976	0.173015788197517	-0.0193444453179836	0.0741706192493439	0.00310873542912304	-0.0713990107178688	0.0118409311398864	0.00397207820788026	-0.0735821723937988	-0.0403996631503105	-0.0424385815858841	-0.0557823516428471	-0.0624072998762131	0.0703666061162949	-0.0980570390820503	-0.00746493274345994	-0.0231653321534395	-0.023239066824317	0.0533612444996834	0.0504547320306301	-0.0471182651817799	0.0662985220551491	-0.0432997010648251	0.0364481881260872	-0.0534671768546104	0.127139300107956	0.147781774401665	0.0386857390403748	0.061616487801075	0.0174319241195917	0.17383748292923	-0.059247687458992	0.0217548403888941	-0.098903015255928	-0.0714854001998901	-0.00584558630362153	-0.0326250344514847	-0.167700499296188	-0.0680166333913803	0.0289656966924667	-0.0428090766072273	0.0282279402017593	0.0273615252226591	-0.0675828382372856	0.0208541732281446	-0.00350846350193024	0.0432970002293587	0.0553629659116268	0.0556959621608257	0.0175000913441181	-0.0740765705704689	-0.0792311578989029	0.00593895418569446	-0.0529518611729145	0.0227685198187828	0.042417723685503	-0.0980046093463898	-0.120089396834373	-0.145520657300949	0.0724512487649918	0.0136190839111805	0.00564307812601328	-0.0236727092415094	0.0171339474618435	0.0516041070222855
InferredCov5	-0.0690211430191994	-0.131874933838844	0.162842616438866	0.0488019213080406	-0.101980224251747	-0.0169874913990498	0.110398903489113	0.0688062161207199	-0.0482175201177597	0.0292436853051186	-0.0156575366854668	-0.109488248825073	-0.0215168986469507	-0.0838717445731163	0.101686909794807	-0.029788238927722	-0.0121960155665874	0.0386993549764156	0.00809175055474043	-0.0735313668847084	-0.0399121679365635	-0.0454656407237053	0.00197553122416139	-0.0578723661601543	-0.0869969576597214	-0.066469244658947	-0.0508619956672192	0.0753005892038345	0.124621577560902	0.033214595168829	0.131852000951767	-0.0330734923481941	0.165532350540161	0.0159390494227409	0.0254627019166946	-0.114190213382244	-0.0604798160493374	0.0405369736254215	-0.0562820434570312	0.0341380201280117	0.0776666104793549	0.106357298791409	-0.0424490235745907	-0.0413070544600487	0.123463548719883	0.00722540030255914	0.0227290019392967	-0.0210532713681459	-0.00409313151612878	-0.0366221368312836	-0.00251767900772393	0.013340431265533	-0.0820586159825325	-0.0800457522273064	0.0300273578613997	-0.0694894567131996	-0.0433479808270931	-0.0136419292539358	0.150778606534004	-0.151388630270958	0.0174740720540285	0.094697579741478	-0.0407841391861439	0.155801102519035	0.100306235253811	-0.00535658420994878	-0.00890177022665739	0.0676662027835846	0.0566067546606064	0.0153573323041201	-0.00629239762201905	0.0127064036205411	-0.0673222914338112	0.0507277324795723	0.251705259084702	-0.0699351876974106	0.0741796642541885	0.033474113792181	-0.0750957429409027	0.00973358098417521	-0.033822875469923	-0.0346701927483082	-0.0582838095724583	0.0174227487295866	-0.0379593707621098	-0.0940759479999542	-0.10047122836113	0.0381217636168003	-0.0627008005976677	0.0107336975634098	-0.0103925690054893	-0.13571959733963
InferredCov6	-0.0244328621774912	-0.107360407710075	0.061966311186552	0.164450496435165	-0.0446019247174263	0.104101940989494	0.0814926624298096	0.0781676024198532	0.0159041304141283	-0.00874804239720106	-0.113968208432198	-0.00949172303080559	-0.0696671232581139	-0.0143028879538178	0.054081741720438	0.0380857288837433	-0.0241795685142279	-0.0202332641929388	-0.0402604378759861	-0.0455937087535858	0.141898915171623	-0.0981082990765572	-0.0219048988074064	0.0693187639117241	-0.0563774742186069	-0.00774543033912778	0.0887328386306763	0.0421029441058636	0.113655030727386	0.0110852243378758	0.0120019055902958	-0.0755337253212929	-0.0361359529197216	-0.01371587254107	-0.00161895295605063	0.0535851456224918	-0.0873617678880692	-0.0320624113082886	-0.0422850139439106	-0.0487218610942364	0.021676529198885	0.0203094948083162	0.000266443239524961	-0.156881585717201	0.00120783702004701	0.0629724189639091	0.0580191053450108	0.0720328912138939	0.0317213535308838	0.0703788846731186	0.0303438901901245	0.0679400041699409	-0.00377306458540261	0.0542815923690796	-0.106745667755604	-0.0481903441250324	-0.135271325707436	-0.131065040826797	-0.129700839519501	0.0150573076680303	-0.124248698353767	-0.175931110978127	0.0375130139291286	-0.108038142323494	-0.0465651676058769	0.0119488229975104	0.0622012577950954	-0.0277096219360828	-0.0941417813301086	0.0287953931838274	0.0409624725580215	0.0292928908020258	0.0564617626368999	-0.0402298979461193	0.0486523173749447	-0.0510259605944157	0.120314031839371	0.027637330815196	0.218799531459808	0.0152301387861371	0.0535379722714424	-0.058245450258255	-0.0189520344138145	-0.0308021996170282	0.066089354455471	0.231406942009926	-0.0538979470729828	0.0230836905539036	-0.0955987647175789	-0.107384748756886	0.0643410980701447	0.0157457832247019
InferredCov7	0.0317723974585533	0.027817890048027	0.100064635276794	0.127085387706757	0.0417325757443905	-0.0337668992578983	-0.0796637758612633	-0.212221324443817	0.0231694672256708	0.037704948335886	-0.132325127720833	0.0817599520087242	-0.0643533319234848	0.0579654015600681	-0.0628955811262131	0.0317063331604004	-0.0735140144824982	-0.0378435216844082	0.132980674505234	0.0890174210071564	-0.082078792154789	0.0144627951085567	0.0271944440901279	0.0595753826200962	-0.146455228328705	0.0791536718606949	0.016048451885581	0.0379760451614857	0.129994824528694	0.0455231703817844	-0.0688879564404488	0.0598581619560719	-0.0499885939061642	0.0195897184312344	0.235976606607437	0.0808000043034554	0.091440424323082	0.0261372607201338	0.147805824875832	0.0151822026818991	-0.00567375868558884	-0.0596465468406677	-0.0384856648743153	0.0189481116831303	-0.051976103335619	-0.0331403985619545	-0.0108888745307922	0.0397273264825344	-0.0331623442471027	-0.025366423651576	0.0559216775000095	-0.0188765339553356	-0.144209578633308	0.0682810619473457	0.0057033458724618	-0.0392344444990158	-0.0740073844790459	-0.152423575520515	-0.0135255204513669	0.0899508520960808	-0.044648103415966	0.0173630230128765	-0.0141776911914349	0.00768967624753714	-0.111416354775429	-0.000563146255444735	0.133859172463417	-0.0293208118528128	0.0508235096931458	0.0251880530267954	-0.038238488137722	-0.176672235131264	0.0455298982560635	-0.0185303725302219	0.10977891087532	-0.078242763876915	0.00366351986303926	0.113622903823853	-0.0942690074443817	0.0187402032315731	-0.061462726444006	-0.00318743218667805	-0.0130659751594067	0.0163639467209578	-0.0361085496842861	-0.145905002951622	-0.0230827424675226	0.0310204848647118	-0.00057346245739609	0.00491666747257113	-0.0692595988512039	-0.0234127603471279
