ID	GTEX-11DXY	GTEX-11DXZ	GTEX-11EQ9	GTEX-11GSP	GTEX-11NUK	GTEX-11NV4	GTEX-11WQC	GTEX-11ZTS	GTEX-11ZUS	GTEX-11ZVC	GTEX-1212Z	GTEX-12696	GTEX-12KS4	GTEX-12WSD	GTEX-12WSG	GTEX-12WSI	GTEX-12WSL	GTEX-12WSM	GTEX-12ZZZ	GTEX-13112	GTEX-13113	GTEX-1399R	GTEX-1399T	GTEX-139TS	GTEX-139TU	GTEX-139YR	GTEX-13FLV	GTEX-13FTW	GTEX-13FTZ	GTEX-13N11	GTEX-13N2G	GTEX-13NYB	GTEX-13NZB	GTEX-13O3O	GTEX-13OW6	GTEX-13QJC	GTEX-13SLX	GTEX-13VXU	GTEX-145MF	GTEX-145MO	GTEX-OOBJ	GTEX-P78B	GTEX-PX3G	GTEX-Q2AG	GTEX-Q734	GTEX-QDVN	GTEX-QEG4	GTEX-QEL4	GTEX-QESD	GTEX-QV44	GTEX-R53T	GTEX-REY6	GTEX-RM2N	GTEX-RN64	GTEX-RNOR	GTEX-RTLS	GTEX-RU72	GTEX-RWSA	GTEX-S32W	GTEX-S33H	GTEX-S4Z8	GTEX-SJXC	GTEX-T6MN	GTEX-TKQ2	GTEX-U3ZN	GTEX-UPK5	GTEX-UTHO	GTEX-VUSG	GTEX-WFON	GTEX-WQUQ	GTEX-WYVS	GTEX-WZTO	GTEX-X261	GTEX-X3Y1	GTEX-X4EO	GTEX-X4EP	GTEX-X4XY	GTEX-XBEC	GTEX-Y5LM	GTEX-Y5V5	GTEX-YB5E	GTEX-YEC4	GTEX-YECK	GTEX-YFC4	GTEX-Z9EW	GTEX-ZAB4	GTEX-ZAB5	GTEX-ZF29	GTEX-ZF2S	GTEX-ZPU1	GTEX-ZTPG	GTEX-ZVP2	GTEX-ZVT3	GTEX-ZVT4	GTEX-ZYT6	GTEX-ZYY3	GTEX-ZZPU 
C1	-0.0156	0.111	-0.0209	-0.0218	-0.0206	0.1172	0.1173	-0.0212	-0.0207	-0.0203	-0.0205	-0.0219	-0.0159	0.1297	-0.0207	-0.0223	-0.0207	-0.0218	-0.0215	-0.0212	0.0846	-0.0224	-0.0224	-0.0208	-0.0142	-0.0228	-0.0215	-0.0175	-0.0197	0.1151	-0.021	0.1132	-0.0214	-0.0217	-0.0217	-0.02	0.1041	-0.0199	-0.0199	-0.0204	0.129	-0.0216	-0.0206	-0.0222	-0.022	-0.0207	-0.0226	-0.0165	-0.0217	-0.0204	0	-0.0151	-0.0208	-0.0207	-0.0213	-0.0203	0.0238	-0.0212	-0.0192	-0.0178	-0.0217	-0.0218	-0.0221	-0.0228	-0.0212	-0.0219	-0.0227	-0.0226	-0.0214	-0.0226	-0.022	-0.0174	-0.0209	0.1098	-0.0203	-0.0203	-0.0216	-0.0206	-0.0214	-0.0224	0.031	-0.0206	-0.0219	-0.0215	-0.0218	-0.0189	-0.0217	-0.0209	-0.0205	0.1027	-0.0182	0.1268	-0.0196	-0.0209	-0.0203	-0.0167	-0.021
C2	-0.0021	0.0047	0.002	0.0025	-0.0021	0.0134	0.0101	0.0123	0.0032	0.003	0.0039	0.0178	0.0016	0.0214	0.0055	0.0093	0.0115	0.0028	0.0044	0.0019	0.0177	0.0128	0.0028	0.0033	-0.0085	0.0087	0.0049	0.0022	0.0028	0.0024	0.0131	0.0132	0.0079	0.0055	0.0138	0.0045	0.0063	0.0043	0.0085	0.005	0.0191	-0.004	0.0024	0.0149	0.0175	0.0012	0.003	-0.0035	0.0081	-0.0024	-0.0117	0.0031	-0.0152	-0.0109	-0.0074	0.011	-0.603	0.0019	0.0012	-0.0011	0.0056	0.0103	0.0071	0.0069	0.0105	5e-04	0.014	0.0183	0.0126	-0.0042	0.0122	-0.0018	0.0012	0.0094	0.0067	0.0074	0.0058	0.0083	0.0035	-5e-04	0.0097	0.0068	-0.0082	0.015	0.0144	2e-04	2e-04	0.0066	0.008	-0.0095	0.0058	0.0115	0.003	0.0035	0.013	0.0049	0.0051
C3	-0.1011	-0.0062	-0.0158	-0.012	0.0084	-0.0069	-0.0079	0.0225	-0.0309	0.0128	0.0042	0.0097	-0.0938	-0.0052	0.0109	0.0271	0.0144	0.0204	0.0231	0.0252	-0.0107	0.0381	0.015	0.0252	-0.158	0.0426	-0.0185	-0.0958	0.0047	-0.0016	0.0098	0.0099	0.0154	-0.004	0.0268	-0.0257	0.034	0.0196	-0.0074	0.0127	0.0122	0.0222	0.004	0.0294	0.0368	0.0313	0.0292	-0.0818	0.0201	0.0104	0.0315	-0.1838	0.0539	0.0295	0.0152	0.0182	0.0187	0.0119	-0.0097	-0.0517	0.0276	0.0239	0.0181	0.0123	-0.0151	0.0026	0.0268	0.0225	-5e-04	0.0457	0.019	-0.0696	0.0047	0.022	0.0187	0.0218	0.0298	0.0444	0.0133	-0.0065	0.0024	0.0138	0.0067	-0.0026	-0.002	0.0045	0.0166	0.0303	-0.0034	-0.0127	-0.0359	0.0125	-0.0262	0.0227	0.0116	-0.1054	-0.0099
InferredCov1	-0.0873575285077095	0.0120417596772313	0.0728510096669197	-0.0682690143585205	-0.11675887554884	-0.104438826441765	-0.0324183478951454	-0.0727625414729118	-0.099829837679863	-0.0634093210101128	-0.0443745367228985	0.0222513265907764	0.0211150422692299	-0.0331810750067234	0.088515505194664	-0.0184648372232914	0.0802776515483856	-0.0417750030755997	-0.107787877321243	-0.0903346389532089	0.0204203780740499	0.0300747789442539	-0.0450978800654411	-0.0320499986410141	-0.022726034745574	0.0791661143302917	-0.0272579342126846	0.081815592944622	-0.0715790838003159	0.0626123622059822	-0.0219691265374422	-0.0642166286706924	-0.0446525029838085	0.0220382288098335	-0.0715197548270226	-0.0275286193937063	-0.0391303636133671	-0.0942341312766075	-0.0349488742649555	0.021936047822237	0.0222566667944193	0.0266245845705271	0.00326227163895965	-0.0659210309386253	0.0526144653558731	0.129962310194969	-0.0650229901075363	0.0789587944746017	-0.0202616918832064	0.0375413745641708	0.0402201004326344	0.0158831607550383	0.0977619215846062	-0.131985783576965	-0.124607399106026	-0.0280829761177301	-0.0159978568553925	0.00815540552139282	0.118381425738335	0.0172160230576992	0.0784504115581512	-0.0991374403238297	-0.088452972471714	0.0814981237053871	0.085809700191021	0.0218565836548805	0.011964506469667	0.0715123638510704	0.0721028223633766	0.0342343598604202	0.0371898375451565	-0.114707641303539	-0.00718668382614851	0.05513596534729	0.00493141962215304	-0.0209965892136097	0.052818588912487	-0.0755744129419327	0.0990911275148392	-0.0479399561882019	0.12860144674778	0.0678570047020912	-0.0920587107539177	-0.00964661780744791	0.101633548736572	-8.27769908937626e-05	0.0300179701298475	0.0894167870283127	0.0388141013681889	0.0999990180134773	0.0842815712094307	0.0576988458633423	-0.0825098901987076	-0.0183796752244234	-0.0699362233281136	0.0387126430869102	0.0490502528846264
InferredCov2	0.0616482123732567	0.0829900279641151	0.0450173206627369	-0.094286784529686	0.00938999839127064	0.0276543125510216	0.0128315323963761	0.00885364040732384	0.0154890511184931	-0.0016454653814435	0.00241560186259449	-0.0208755768835545	-0.0600493475794792	-0.00604577315971255	-0.067948192358017	-0.0301750283688307	0.00459133321419358	0.0269252341240644	-0.0567806586623192	0.0248107463121414	-0.0370425507426262	0.123027689754963	0.0493203885853291	-0.00336833903566003	-0.0286458004266024	-0.0837665870785713	0.0109743708744645	0.0287903528660536	0.0761351361870766	0.000820890651084483	-0.0248899161815643	-0.00794329680502415	-0.0647874101996422	-0.0907088816165924	0.00314783048816025	-0.0282246172428131	0.00685055973008275	0.0887496471405029	0.0755091458559036	-0.0481071583926678	0.0921633765101433	0.0460865013301373	0.0818769857287407	-0.0454421415925026	-0.0270244255661964	-0.073710985481739	0.0603594034910202	-0.0878466293215752	0.0419257991015911	0.0686590969562531	0.129265308380127	-0.079086922109127	0.0326131246984005	0.0177060551941395	-0.0119488956406713	-7.92694263509475e-05	-0.0270627159625292	-0.0983328521251678	-0.0574611574411392	-0.0466557815670967	0.0541441738605499	0.0215639099478722	0.0122204637154937	0.053471814841032	0.120068237185478	0.0321650058031082	-0.156549274921417	-0.0418932475149632	0.0261651985347271	-0.0107074081897736	-0.0264826379716396	0.00663301907479763	-0.0227863006293774	0.0834982469677925	-0.0582242906093597	-0.0969117134809494	-0.131796479225159	-0.0825270861387253	0.0840862169861794	0.0573143251240253	0.0385010093450546	0.0102667678147554	0.000294042576570064	-0.0428088530898094	0.0704559683799744	-0.192639529705048	0.076383002102375	0.0679003745317459	0.136704444885254	0.0974214971065521	-0.154630124568939	0.0124322334304452	0.00607055751606822	-0.124363794922829	0.102240666747093	-0.162301182746887	0.0879896655678749
InferredCov3	-0.0479951910674572	0.109415493905544	0.0324010774493217	0.126704290509224	0.020433297380805	-0.0281112045049667	0.0122275725007057	0.00130859669297934	-0.0819259509444237	-0.0600667744874954	0.0495914816856384	-0.143401697278023	0.0719744563102722	0.120714344084263	-0.0483101271092892	0.0812798589468002	-0.109488427639008	-0.0430241860449314	0.037431288510561	0.0232846513390541	-0.0519702062010765	0.100135006010532	0.0554840452969074	-0.0118658188730478	-0.00365380547009408	0.00991489179432392	0.101521521806717	0.0222764164209366	-0.100243248045444	0.00559509731829166	-0.051333487033844	0.0154120400547981	-0.057968758046627	-0.181074187159538	0.0671658590435982	-0.0988328233361244	0.0671666637063026	-0.0458017364144325	-0.0230645965784788	-0.0508049838244915	0.0446730405092239	-0.0108784260228276	0.0406598336994648	0.0389109961688519	0.139448508620262	-0.0227216649800539	-0.103692464530468	0.0243757646530867	0.0141983460634947	0.0636727064847946	0.0231921318918467	-0.0783138126134872	-0.0153715079650283	-0.0454962551593781	0.0617188327014446	-0.0391639359295368	-0.0195753145962954	-0.0119939036667347	-0.0557464994490147	-0.0440020896494389	-0.0138649540022016	-0.0126387495547533	0.0248504634946585	-0.0186999384313822	0.000126727885799482	0.0526424497365952	0.171968728303909	0.00931149534881115	0.0513307750225067	-0.0881486535072327	0.187458097934723	-0.0799411684274673	-0.063861109316349	0.0191420149058104	-0.0708709210157394	-0.0602751448750496	-0.211363911628723	0.0220852326601744	-0.0499120987951756	-0.0265190061181784	0.0732850730419159	-0.119878500699997	-0.00190609414130449	-0.137229055166245	-0.0273540522903204	0.167877718806267	0.121018901467323	-0.0337643772363663	0.079255573451519	-0.0553221553564072	0.0477552115917206	0.0393611341714859	0.0755496993660927	-0.0252902004867792	-0.00596847804263234	0.0964058637619019	-0.0330627635121346
InferredCov4	-0.0165964420884848	-0.0572005696594715	-0.0670764744281769	-0.105242602527142	-0.0650045648217201	-0.0165356416255236	0.0579212084412575	-0.078064039349556	-0.0131967943161726	0.0140945129096508	-0.0662102252244949	0.00674711307510734	0.0123738907277584	-0.118140682578087	-0.0216348208487034	0.0135709038004279	0.0632767304778099	0.0463636666536331	0.053690318018198	-0.0127443354576826	-0.0466219745576382	0.0426260717213154	-0.0131899788975716	0.094462938606739	0.0194097626954317	0.124962627887726	-0.027938611805439	-0.084640696644783	0.0173836573958397	0.0161194875836372	0.140345215797424	0.0155923347920179	0.132654458284378	-0.168242052197456	-0.0560954734683037	0.0326196402311325	-0.0284507796168327	-0.00333433202467859	-0.0193378366529942	-0.0277026537805796	0.0375105142593384	0.0864316001534462	0.0111139677464962	0.111795149743557	0.131576523184776	0.00500946771353483	-0.0288077164441347	0.109184920787811	-0.0963627845048904	0.0261828228831291	0.0740315914154053	-0.00636949436739087	-0.0959131494164467	0.018749600276351	0.0255143474787474	-0.0481400601565838	0.0932221934199333	-0.227123379707336	0.0958840101957321	0.185918107628822	0.0192024223506451	-0.0239743888378143	-0.0236735064536333	0.0461393408477306	-0.0456174351274967	0.0985796079039574	0.0751958712935448	0.0534993186593056	-0.0440761931240559	0.121843829751015	0.0345472283661366	0.0490424372255802	0.147773057222366	0.011905362829566	-0.156390517950058	-0.0844021067023277	0.0275425128638744	0.102610446512699	0.00160533050075173	0.0244430173188448	-0.0647944882512093	-0.0908592641353607	-0.0440843515098095	0.0683379173278809	-0.0702230110764503	-0.0822298750281334	0.0636354237794876	-0.137678429484367	0.00366229354403913	-0.0455327928066254	-0.0112073887139559	-0.0406570173799992	-0.019886564463377	-0.205530539155006	-0.0174191482365131	-0.0117974169552326	-0.0300035923719406
InferredCov5	-0.0757409259676933	-0.0220192838460207	-0.0682091191411018	0.0630803927779198	-0.0137526104226708	-0.0732322931289673	0.0890770629048347	0.107828736305237	-0.111081808805466	0.0849636867642403	0.00890232436358929	-0.10922833532095	0.0146282268688083	0.0226710848510265	-0.0482935905456543	-0.00770619884133339	-0.0106090381741524	0.00590142840519547	0.0272323805838823	0.0259255599230528	-0.101775117218494	0.00161914143245667	0.084441140294075	-0.029882051050663	0.0177166126668453	-0.0244294330477715	-0.0328980945050716	-0.109515696763992	0.064474031329155	-0.307755619287491	0.0712155848741531	-0.0365508422255516	0.135995700955391	0.0686069428920746	-0.0164232645183802	0.0493332706391811	-0.0407855771481991	0.0836137533187866	-0.0817702487111092	0.0247638411819935	0.0467620976269245	-0.0865197032690048	-0.100882641971111	0.0842960178852081	0.000640990154352039	-0.0485568009316921	-0.0633494481444359	-0.0547062233090401	-0.102909713983536	0.0846963748335838	0.0371290668845177	-0.067626953125	0.0582213252782822	-0.13386158645153	-0.0638219490647316	-0.0237959790974855	0.0220126081258059	0.0534924753010273	-0.0873053818941116	0.0851977616548538	-0.0516408570110798	-0.0579093508422375	0.0128340199589729	0.093430832028389	0.221609368920326	0.0720184892416	-0.0128162242472172	0.11643148958683	-0.0112427202984691	-0.0576534979045391	-0.0130509650334716	-0.0510230511426926	0.00907160528004169	-0.0262094922363758	0.026661578565836	0.0227289199829102	0.0865345969796181	-0.0816658511757851	-0.0725011304020882	0.140250504016876	-0.0958739668130875	-0.0541492663323879	0.0209966786205769	0.0214436743408442	0.120386376976967	0.0179249700158834	0.0450788587331772	-0.0179212875664234	0.0510931611061096	0.212118372321129	-0.0203535091131926	-0.0902870818972588	0.0586573779582977	0.0905093103647232	-0.0849924609065056	0.0263225100934505	-0.0363144725561142
InferredCov6	-0.0166857149451971	-0.085448756814003	0.0039504636079073	-0.0416036956012249	-0.106412120163441	0.023226710036397	0.0635514035820961	-0.0430062860250473	0.0770847648382187	-0.0456502847373486	-0.0419104434549809	-0.0210812967270613	0.129021480679512	-0.0465476475656033	0.00771187944337726	0.221106335520744	-0.0240260642021894	0.104936167597771	0.120503298938274	0.0489650517702103	-0.216724365949631	-0.0414785854518414	0.0589039735496044	0.0388107523322105	-0.0272514801472425	-0.00239906297065318	0.0569961778819561	0.0102464808151126	0.121512450277805	0.0647456496953964	0.0484242178499699	0.140041097998619	-0.112657703459263	0.0916129499673843	-0.0235945619642735	0.0389667637646198	0.0825896188616753	0.120219513773918	0.018445597961545	0.0550735369324684	-0.0692992135882378	-0.074843741953373	-0.0542898215353489	0.104715242981911	-0.0593376569449902	0.0425218716263771	0.0202995669096708	-0.00662466743960977	-0.0170735083520412	-0.127419948577881	-0.0632540285587311	-0.0118509493768215	0.0168855059891939	-0.129246771335602	-0.059836320579052	-0.00757667794823647	0.0715254992246628	-0.0338745526969433	0.0946618542075157	-0.0158371068537235	-0.0444332994520664	-0.0217632800340652	0.114870436489582	-0.0214923657476902	0.106506645679474	-0.0633651167154312	0.050107654184103	-0.118898920714855	-0.0839341282844543	-0.145746678113937	-0.0358376502990723	-0.0525775551795959	0.0588027164340019	-0.055083055049181	0.0127382110804319	-0.173797622323036	-0.0324054472148418	-0.0796732828021049	0.164870798587799	-0.0919466912746429	0.222140535712242	-0.0667236521840096	0.0644600391387939	-0.0374123491346836	0.00619030930101871	-0.0891939252614975	-0.0526906587183475	-0.0212060920894146	-0.0356245040893555	0.0303989183157682	0.0480597838759422	0.0174743868410587	0.0208302885293961	-0.00910120643675327	-0.00611620442941785	0.0284588038921356	-0.0773095265030861
InferredCov7	0.00352547294460237	0.0554123073816299	0.136672288179398	0.0139182936400175	0.0118838176131248	0.0341438204050064	0.0503209084272385	-0.0205238200724125	0.0431846529245377	0.0338057093322277	-0.0964140743017197	0.0738241523504257	-0.0759297907352448	-0.08670923858881	-0.0546615198254585	0.106491208076477	0.0693022310733795	0.0868146866559982	0.222396865487099	0.0112909972667694	0.0146311046555638	-0.0460645407438278	0.0236357469111681	-0.148441717028618	-0.0562091842293739	-0.0678748488426208	-0.129046961665154	0.0334927998483181	-0.0323107205331326	-0.0416461750864983	0.099839948117733	-0.0258466433733702	0.0472750999033451	0.0165697615593672	0.0390301644802094	-0.123249046504498	-0.193828105926514	-0.0147151779383421	-0.137904718518257	-0.0913087725639343	0.0253953766077757	-0.108028538525105	-0.0451492629945278	0.109811626374722	-0.0382125154137611	0.164212748408318	0.0143673671409488	-0.00316166295669973	-0.132859885692596	-0.0468950420618057	-0.131326749920845	-0.156481325626373	0.0683594569563866	0.0744620785117149	0.125954702496529	-0.0811325833201408	-0.0894746109843254	-0.0240914616733789	-5.38887470611371e-05	-0.0299087781459093	0.103236302733421	-0.0232869852334261	0.0216699838638306	-0.0217914618551731	0.0583561174571514	-0.0584086067974567	0.0260495264083147	-0.0944146141409874	0.0922068804502487	-0.00838079489767551	0.0628108009696007	0.0624218657612801	0.0617013461887836	0.135509878396988	0.0074037928134203	-0.0888208746910095	-0.0220810379832983	0.118504256010056	-0.0573482178151608	-0.0286585949361324	-0.0575827173888683	0.152492225170135	-0.0708815157413483	-0.0825105458498001	0.0830027163028717	0.0868037566542625	0.000889227259904146	0.0832968354225159	-0.0460312329232693	-0.00134709768462926	-0.0836450085043907	0.103399224579334	0.047733087092638	-0.0316911637783051	-0.0514781624078751	-0.0378122515976429	0.078211136162281
