ID	GTEX-1117F	GTEX-111FC	GTEX-1128S	GTEX-117XS	GTEX-1192X	GTEX-11DXW	GTEX-11DXY	GTEX-11EI6	GTEX-11EMC	GTEX-11GS4	GTEX-11GSO	GTEX-11GSP	GTEX-11NUK	GTEX-11NV4	GTEX-11ONC	GTEX-11PRG	GTEX-11TTK	GTEX-11WQK	GTEX-11ZUS	GTEX-12126	GTEX-12WSA	GTEX-12WSC	GTEX-12WSD	GTEX-12WSH	GTEX-12ZZW	GTEX-12ZZX	GTEX-12ZZY	GTEX-12ZZZ	GTEX-1399T	GTEX-139T8	GTEX-13FHO	GTEX-13FHP	GTEX-13FLW	GTEX-13FXS	GTEX-13G51	GTEX-13IVO	GTEX-13JUV	GTEX-13JVG	GTEX-13NYB	GTEX-13NYC	GTEX-13NYS	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVH	GTEX-13OVJ	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13PL6	GTEX-13QIC	GTEX-13S7M	GTEX-13SLX	GTEX-13VXU	GTEX-13X6J	GTEX-13X6K	GTEX-145MF	GTEX-145MG	GTEX-145MH	GTEX-N7MT	GTEX-NPJ7	GTEX-NPJ8	GTEX-OXRN	GTEX-PVOW	GTEX-PWO3	GTEX-Q2AG	GTEX-QDT8	GTEX-QMR6	GTEX-QVJO	GTEX-QVUS	GTEX-R55F	GTEX-RNOR	GTEX-RU72	GTEX-T2IS	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-UTHO	GTEX-WHSE	GTEX-WL46	GTEX-WVLH	GTEX-WWYW	GTEX-WZTO	GTEX-X4XX	GTEX-X585	GTEX-XLM4	GTEX-Y111	GTEX-Y8DK	GTEX-YFC4	GTEX-YJ89	GTEX-Z93S	GTEX-ZAJG	GTEX-ZE7O	GTEX-ZUA1	GTEX-ZVT3	GTEX-ZYFD	GTEX-ZZPT 
C1	0.108	-0.0156	-0.0202	-0.0206	-0.0209	-0.0215	-0.0156	-0.0218	-0.0197	-0.0144	-0.0215	-0.0218	-0.0206	0.1172	-0.0208	0.1369	-0.0217	-0.02	-0.0207	0.1181	-0.0219	-0.0212	0.1297	-0.021	-0.0205	-0.0106	-0.0202	-0.0215	-0.0224	-0.022	-0.0203	0.1121	0.1074	0.1214	-0.0212	-0.0232	0.1161	-0.0206	0.1132	-0.0197	-0.0216	-0.0217	-0.0215	-0.0223	-0.0208	-0.0217	-0.0219	-0.0207	-0.0066	-0.0173	-0.0217	0.1041	-0.0199	-0.0159	-0.0213	-0.0199	0.1106	-0.0201	-0.0225	-0.02	-0.0219	-0.022	-0.0201	-0.0207	-0.0222	-0.0196	-0.0202	-0.0196	-0.0229	-0.0216	-0.0213	0.0238	-0.0209	-0.0226	-0.0221	-0.0215	-0.0227	-0.0196	-0.0209	-0.0224	-0.0218	-0.0174	-0.0153	0.1336	-0.0216	-0.0209	-0.0215	-0.0215	-0.0114	-0.0215	0.1102	-0.0197	-0.0221	-0.0196	-0.0212	-0.0228
C2	0.0121	0.0168	0.0106	0.0011	0.0095	0.011	-0.0021	0.0054	-0.006	-0.0029	0.0052	0.0025	-0.0021	0.0134	0.005	0.0079	-0.0024	0.0121	0.0032	0.0209	-0.0068	0.0024	0.0214	0.0071	0.0097	-0.1344	0.0031	0.0044	0.0028	0.0088	0.0058	0.0147	0.0195	0.0019	0.0025	1e-04	-0.0059	0.0065	0.0132	2e-04	0.008	0.0055	-0.0014	-0.0025	0.0084	0.0138	0.0063	0.0041	-0.0579	-0.0043	-0.011	0.0063	0.0043	-0.0036	0.0113	0.0085	0.0052	-0.0052	0.005	-0.0194	0.0045	-4e-04	0.0097	0.0031	0.0149	0.0021	-0.0074	0.0063	-2e-04	0.015	-0.0074	-0.603	0.0127	0.0065	0.0071	-0.0175	0.014	0.0112	0.0021	-0.0015	-0.001	-0.0018	-0.0097	0.0149	0.0054	0.0034	0.0124	0.015	-4e-04	0.0034	0.0108	0.0067	0.0124	0.003	0.0152	8e-04
C3	0.0032	0.01	0.0322	-0.0233	0.0108	-0.0097	-0.1011	0.0305	-0.0044	-0.1688	-0.0053	-0.012	0.0084	-0.0069	0.019	-0.0039	0.0364	0.005	-0.0309	0.0039	0.0533	0.0025	-0.0052	-0.0196	-0.0138	0.0568	0.0019	0.0231	0.015	0.001	-0.0108	0.0156	0.0035	0.0088	-0.008	0.0726	0.0124	0.038	0.0099	-0.068	0.0565	-0.004	0.0251	0.046	2e-04	0.0268	0.0337	-0.0118	-0.0222	-0.0631	0.0431	0.034	0.0196	-0.1116	0.0205	-0.0074	0.0076	-0.0222	0.0533	0.0571	0.0015	0.0312	0.0085	0.0228	0.0294	-0.023	0.0096	0.0312	0.0086	0.0244	0.0152	0.0187	0.0092	0.0124	0.0181	0.0239	0.0268	-0.0639	0.0161	0.0154	0.019	-0.0696	-0.1789	-0.0084	0.035	0.008	0.0114	-0.0026	-0.1762	0.0247	-0.0032	0.0076	0.0239	-0.0262	-0.005	0.0406
InferredCov1	-0.0733975693583488	0.00405208161100745	-0.00200556963682175	0.0623265169560909	-0.0559390895068645	0.0389664173126221	0.0429254993796349	-0.0532532930374146	-0.0586337633430958	-0.0342731550335884	0.00613098870962858	-0.118534274399281	0.0467175617814064	-0.0227626506239176	-0.0359533168375492	0.058072566986084	-0.117859601974487	-0.0594413094222546	0.103557355701923	0.0696456506848335	-0.148240566253662	0.0634093061089516	-0.081081435084343	0.0213702581822872	-0.0455995090305805	0.0671938061714172	-0.0118630267679691	0.000984554179012775	-0.020057799294591	-0.098100021481514	-0.0152336908504367	-0.0136795686557889	0.0335340090095997	0.0590521357953548	-0.0901007950305939	-0.106735967099667	-0.0905988812446594	-0.10304881632328	-0.00522935763001442	0.0321710966527462	-0.0234484858810902	0.0214143469929695	0.0446540489792824	0.0179800670593977	-0.12710976600647	0.0260722003877163	-0.0598501600325108	-0.0298432242125273	0.000694077578373253	-0.0234229117631912	-0.04602225497365	0.0566322095692158	0.0649153366684914	0.00963263399899006	-0.0649360716342926	0.0256967023015022	0.0163756236433983	0.0869324505329132	-0.10014495998621	-0.0636560022830963	-0.0590530820190907	-0.00564726162701845	0.131106823682785	-0.116177022457123	0.0124411210417747	-0.0257961768656969	0.0247275792062283	0.00295119895599782	-0.0736051723361015	0.014509791508317	0.078141026198864	-0.0136512042954564	0.112637013196945	0.0909351259469986	0.0674629956483841	0.0838943868875504	0.0301276165992022	0.0476632155478001	0.0950238704681396	0.0999712646007538	0.0561197027564049	0.0581799298524857	0.0283574070781469	-0.007955152541399	0.00156210083514452	0.0203075148165226	0.0333695374429226	0.0445728190243244	0.0350563302636147	0.106228977441788	-0.0478531457483768	-0.0470694415271282	0.0802744477987289	-0.0110843721777201	0.0534472689032555	-0.0827846750617027
InferredCov2	-0.126499027013779	-0.0471948087215424	0.033473826944828	-0.0653117448091507	-0.0746151059865952	-0.0295028779655695	0.0183381587266922	0.0587013587355614	0.0126175917685032	-0.171190321445465	-0.0178392622619867	0.0479184091091156	0.0697163343429565	0.0552514754235744	-0.0992938429117203	0.0547592826187611	0.0839590206742287	0.05361283197999	-0.0262068416923285	-0.0207137335091829	-0.0067353299818933	-0.0287600457668304	-0.0163547527045012	0.0255062710493803	0.0261397734284401	0.00279133976437151	-0.141789138317108	0.0722214356064796	0.0126712219789624	0.07182277739048	-0.0396413095295429	-0.0718133896589279	-0.0724021196365356	-0.0543829649686813	-0.14019364118576	0.0969446823000908	0.00158719869796187	0.0707194060087204	-0.0963757783174515	0.0805321037769318	-8.26344839879312e-05	-0.0158757362514734	0.00159441668074578	-0.0463735535740852	-0.00100299098994583	-0.0424218513071537	0.0282855425029993	-0.115329101681709	0.0645133554935455	6.57878408674151e-05	-0.0113494116812944	-0.0771760568022728	-0.0645182207226753	0.0875135958194733	0.112348698079586	-0.0840824842453003	-0.00149964028969407	0.0237494967877865	-0.109564997255802	0.0379703566431999	-0.0595390535891056	0.08782859146595	0.120263665914536	0.119096413254738	-0.0873452797532082	0.0236005019396544	0.109386630356312	0.073654443025589	-0.00985466223210096	0.033863864839077	0.0191768240183592	0.0771438032388687	0.091492734849453	-0.0340952277183533	-0.0895997434854507	0.0943107530474663	0.0458227917551994	-0.015461397357285	-0.0759971961379051	0.0188089180737734	0.0631189867854118	0.0900216177105904	0.0383971855044365	-0.0310135204344988	0.00272030616179109	-0.0306967571377754	0.0862423628568649	-0.0571967363357544	-0.0331538803875446	0.00161961477715522	-0.15054415166378	0.0692295506596565	0.0248620882630348	0.00797379575669765	-0.0421490706503391	0.0294597297906876
InferredCov3	0.0395479872822762	-0.133259892463684	0.0205407589673996	0.0832021087408066	-0.0317712910473347	-0.00226479978300631	-0.00579122314229608	0.0580595843493938	0.0876806601881981	-0.0145471543073654	0.0410458296537399	0.0549136139452457	-1.16228929982753e-05	0.0694500952959061	0.0362245105206966	0.0348119549453259	0.0233439095318317	-0.026551129296422	0.00669695576652884	0.0804411992430687	-0.0349455885589123	0.0728998705744743	0.0634404718875885	-0.00192188704386353	0.0894590616226196	0.0298270918428898	-0.0549590364098549	-0.0199404321610928	0.0523432306945324	0.0336536839604378	-0.0877269431948662	-0.082504615187645	-0.0259720478206873	0.0118746245279908	-0.202993869781494	-0.00949412677437067	0.0592305473983288	0.029000660404563	-0.002313386881724	-0.0377251617610455	-0.0278335027396679	0.0408381782472134	0.0731218233704567	-0.00597659312188625	-0.0214061066508293	0.0112438574433327	0.0223112534731627	-0.0147043569013476	0.0319229513406754	0.0813897177577019	0.0548783764243126	0.0863496512174606	0.0160448923707008	-0.00798387825489044	-0.00486993417143822	0.0341974869370461	0.0827226117253304	-0.0119959404692054	-0.121903888881207	-0.0476252995431423	-0.0716992095112801	-0.0141217783093452	-0.166600778698921	-0.0286686941981316	0.051965493708849	-0.164631918072701	-0.198521122336388	0.0147423511371017	-0.0905689522624016	0.0466136448085308	-0.0536908134818077	0.0408967100083828	-0.0591484196484089	0.0216260924935341	-0.0084459288045764	-0.0910480096936226	-0.232224598526955	-0.00794869754463434	-0.0265605133026838	0.0100892009213567	0.00144779530819505	-0.0136605072766542	-0.0141267590224743	0.00705778691917658	-0.0435280986130238	0.103962525725365	0.0305333789438009	-0.054336205124855	0.0983344614505768	0.0788494795560837	-0.0117215476930141	0.127068683505058	-0.00198683491908014	0.0772076621651649	0.0312328729778528	0.0376765839755535
InferredCov4	-0.0353986918926239	-0.0255391243845224	0.0565269701182842	0.00233978847973049	0.0538098588585854	-0.038518164306879	-0.0377435944974422	-0.000923190207686275	-0.0396424345672131	-0.0383426398038864	-0.020907174795866	-0.0430412776768208	-0.0516351833939552	-0.116807259619236	0.00834946427494287	-0.0436356663703918	-0.0305450912564993	0.112248487770557	-0.0180290956050158	0.0321716405451298	-0.0423804223537445	7.88036486483179e-05	-0.0762843787670135	0.143432572484016	-0.0219306815415621	0.0193599388003349	-0.00927560310810804	-0.0408746339380741	-0.0615852549672127	0.0316589139401913	-0.0750633031129837	-0.0755289196968079	-0.0556305982172489	0.0459292307496071	-0.0873843878507614	0.194446310400963	0.0168046373873949	0.0074708154425025	-0.065575011074543	0.178446859121323	0.234345868229866	-0.0433803722262383	-0.0126799307763577	0.00353361922316253	0.00649135606363416	-0.0371155217289925	-0.0737434923648834	-0.0369493700563908	-0.00131903123110533	-0.0291990078985691	-0.0419527739286423	0.0400287210941315	0.0100831734016538	-0.103406950831413	-0.0887765884399414	-0.0174297504127026	-0.0426946207880974	-0.0123183690011501	-0.016876108944416	0.0334766879677773	0.209750205278397	0.0475429818034172	-0.0136245125904679	-0.0192623808979988	0.0168074872344732	-0.118331156671047	-0.0897479876875877	0.0235522203147411	-0.0610255151987076	0.0755968242883682	-0.00263318722136319	0.0053904321976006	-0.0516010113060474	0.0253666415810585	-0.0277573093771935	-0.00295836548320949	0.0336301364004612	0.052321020513773	-0.00579531025141478	-0.0429516397416592	0.152197420597076	-0.00392870930954814	0.14724537730217	0.167926236987114	-0.0441800318658352	-0.0455573350191116	-0.0723810121417046	-0.00362251908518374	-0.0319691188633442	0.020105080679059	0.162253633141518	-0.111553773283958	-0.0371093228459358	-0.0442579947412014	0.0714702159166336	0.098368838429451
InferredCov5	0.130719929933548	0.0069578867405653	0.0727364271879196	0.00905837956815958	0.0231414716690779	0.115852944552898	-0.0638714581727982	0.0384911373257637	0.0474057197570801	-0.00612287968397141	0.0548008866608143	-0.0239930152893066	-0.00461905868723989	-0.249939247965813	-0.0268846675753593	-0.0739285051822662	-0.0894381403923035	-0.131636291742325	-0.0664170011878014	-0.0595611147582531	-0.0866972878575325	-0.0148977292701602	0.0423002429306507	0.141838610172272	0.0708135962486267	-0.0215180031955242	-0.00447392789646983	0.103601843118668	0.00147749600000679	0.00478077214211226	-0.0293289870023727	-0.0491738393902779	-0.0622548684477806	0.0651595965027809	-0.0954762399196625	0.0477324612438679	-0.151249021291733	-0.0622532553970814	0.0225402638316154	-0.032404899597168	0.0205621048808098	0.0399341657757759	-0.0244498942047358	0.0104485657066107	-0.111546128988266	0.0149373961612582	0.100445739924908	0.0244072917848825	0.106450721621513	0.0740027204155922	0.155867800116539	-0.0152983898296952	0.00681225582957268	-0.0423023365437984	-0.0536434501409531	0.0179859641939402	0.0918402597308159	0.0113194426521659	-0.053565438836813	-0.0462989024817944	-0.0235182326287031	0.0329250022768974	0.0111804334446788	0.00473242532461882	0.0242956075817347	0.0780029743909836	0.0820036679506302	-0.0288421120494604	0.0572665445506573	0.0416215434670448	0.0894285142421722	0.0339406505227089	-0.0257160104811192	-0.0525823198258877	0.0300710778683424	0.0701647102832794	0.095636174082756	-0.232016548514366	-0.0931635573506355	-0.058599378913641	-0.0856328085064888	-0.0891686379909515	0.107787884771824	-0.123358190059662	0.0583752244710922	-0.0483466312289238	-0.0580614283680916	-0.0276741795241833	0.06033780798316	-0.0480099581182003	0.0731951296329498	0.0390828140079975	-0.0437778457999229	0.128067582845688	-0.022290974855423	0.0207901392132044
InferredCov6	0.0576422214508057	-0.0668740272521973	-0.0540266819298267	0.047460526227951	-0.0461592487990856	0.0315054319798946	0.0572582967579365	-0.0467843599617481	0.00176642381120473	-0.00856287311762571	0.0383279137313366	0.0423534959554672	0.0533326268196106	-0.225373685359955	0.077387623488903	-0.0119565315544605	0.0971985906362534	0.262464344501495	-0.02959337644279	-0.0188419818878174	-0.0699310600757599	-0.0165521465241909	0.00461546937003732	-0.0958477258682251	-0.0178769491612911	-0.0490753836929798	-0.0520438849925995	0.0111520895734429	0.0187158826738596	-0.0348539054393768	0.138662964105606	-0.0695253014564514	-0.0272530186921358	0.0305950976908207	-0.115129746496677	-0.128788381814957	-0.060169767588377	0.118405275046825	-0.0345811732113361	0.0881885290145874	0.0930708050727844	0.138695597648621	-0.0613021068274975	0.0261792633682489	0.161900401115417	0.00396648794412613	0.00333210430108011	0.0939162075519562	-0.0321769714355469	0.04971818998456	0.0617906227707863	0.0393040515482426	0.021278778091073	-0.0673441737890244	-0.0184365380555391	3.0387915103347e-05	0.00553374690935016	-0.0132109196856618	-0.0635404512286186	-0.0598125196993351	-0.136987641453743	-0.0410818383097649	-0.0610928051173687	-0.0581542178988457	-0.0897709727287292	0.0457690469920635	0.104912534356117	-0.0835190713405609	0.0146851846948266	-0.0232185591012239	-0.0315268635749817	-0.0222059488296509	-0.0444484055042267	0.0561469607055187	0.0336781069636345	0.131265342235565	-0.0467422865331173	0.116430312395096	-0.0242567025125027	-0.0135912327095866	-0.0358330793678761	0.0323447659611702	-0.121914453804493	0.155622944235802	0.117230124771595	-0.0756209269165993	-0.0434994697570801	-0.0220241732895374	-0.0107186222448945	-0.0964940562844276	-0.0795095339417458	-0.0404869951307774	-0.00272999168373644	0.060358963906765	0.097374439239502	-0.0421849563717842
InferredCov7	0.234294354915619	-0.0694583132863045	-0.0608783848583698	-0.0161712653934956	-0.0199292525649071	-0.0181316900998354	-0.0594673380255699	-0.065783828496933	-0.0272785779088736	-0.0496791675686836	-0.0808336585760117	-0.116237118840218	-0.15953828394413	0.0937402918934822	-0.0876612514257431	-0.0741020441055298	0.0913330465555191	-0.0460741370916367	-0.0284140016883612	-0.0822310373187065	-0.00777090666815639	-0.0410381481051445	-0.142926648259163	-0.019966047257185	0.0910906717181206	-0.0560462586581707	-0.114139303565025	-0.0719450116157532	-0.0588469840586185	0.075445830821991	0.136861830949783	-0.0786819607019424	0.0879242941737175	-0.208252623677254	-0.103056758642197	-0.127348899841309	-0.0232805497944355	-0.123349919915199	0.0709051117300987	-0.00111486471723765	0.020725030452013	0.0188394319266081	0.0113819306716323	-0.031337957829237	-0.0750111043453217	-0.0646033808588982	-0.100688181817532	-0.0100798942148685	0.0362473055720329	0.014277664013207	0.0178792998194695	0.0767765194177628	0.0108827371150255	0.0106318658217788	-0.000348586618201807	-0.0548490323126316	0.0555182881653309	-0.0499028973281384	0.0552855730056763	0.118536613881588	3.35728873324115e-06	0.0187245979905128	-0.0175475068390369	0.0541680492460728	-0.0357195176184177	0.119617946445942	0.0337101481854916	0.0819052085280418	0.0885967537760735	0.0546432100236416	-0.0316240265965462	-0.0383437909185886	0.0447042137384415	0.110348798334599	0.0322322845458984	0.000952926464378834	0.0425558909773827	-0.0279916636645794	0.0570779554545879	0.0951154157519341	0.0805737152695656	-0.0446147173643112	-0.0440785624086857	0.142192527651787	0.0741583108901978	0.00903642363846302	0.0502630919218063	-0.0482909679412842	0.0497767254710197	0.111110240221024	0.114290870726109	0.106443658471107	-0.0691444203257561	0.0177351702004671	-0.0056698564440012	0.0738161876797676
