ID	GTEX-11GSP	GTEX-11NV4	GTEX-11WQC	GTEX-12WSA	GTEX-12WSC	GTEX-12WSD	GTEX-12WSE	GTEX-12WSF	GTEX-12WSI	GTEX-12WSM	GTEX-12ZZW	GTEX-12ZZX	GTEX-12ZZY	GTEX-12ZZZ	GTEX-13112	GTEX-139TS	GTEX-139TT	GTEX-13CF2	GTEX-13CZV	GTEX-13FHO	GTEX-13FHP	GTEX-13FLV	GTEX-13FLW	GTEX-13FXS	GTEX-13G51	GTEX-13JUV	GTEX-13JVG	GTEX-13N1W	GTEX-13N2G	GTEX-13NYB	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW8	GTEX-13QJC	GTEX-13RTJ	GTEX-13S7M	GTEX-13VXU	GTEX-13X6I	GTEX-13X6J	GTEX-13X6K	GTEX-145MG	GTEX-145MH	GTEX-N7MS	GTEX-N7MT	GTEX-NL3H	GTEX-NPJ8	GTEX-OHPN	GTEX-Q2AG	GTEX-QDT8	GTEX-QMR6	GTEX-R55E	GTEX-RNOR	GTEX-RU72	GTEX-RVPU	GTEX-S7SE	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-WHSE	GTEX-WL46	GTEX-WVLH	GTEX-WWYW	GTEX-WZTO	GTEX-X261	GTEX-X4EP	GTEX-XLM4	GTEX-Y8DK	GTEX-YFC4	GTEX-YJ89	GTEX-Z93S	GTEX-ZAB4	GTEX-ZDXO	GTEX-ZE7O	GTEX-ZUA1	GTEX-ZV68	GTEX-ZVT3	GTEX-ZVZQ	GTEX-ZXG5 
InferredCov8	-0.0755478963255882	-0.0792452245950699	0.0209284666925669	0.126949056982994	-0.0986138358712196	-0.163660377264023	-0.0627016872167587	0.126684382557869	-0.0397925190627575	0.017576452344656	-0.0441637337207794	-0.0163107831031084	-0.0657649412751198	-0.0438750833272934	-0.171194434165955	-0.0321959741413593	-0.0180589705705643	-0.0162326786667109	0.0849991962313652	-0.076153390109539	0.0212198048830032	-0.0213820394128561	-0.0289514306932688	0.0776177197694778	-0.00925237592309713	-0.12315359711647	0.0778418332338333	-0.0657714679837227	-0.152275800704956	0.0127275539562106	0.00993871130049229	0.122025370597839	-0.0457306504249573	-0.0562893413007259	0.0349477529525757	0.0234347730875015	0.0320458114147186	0.0152360433712602	0.0291423313319683	0.0270356219261885	-0.0407363809645176	-0.000248447147896513	-0.0703835934400558	0.0885915532708168	-0.0171894803643227	-0.0646292790770531	0.0380888320505619	0.0899289101362228	0.192463397979736	0.0752712786197662	-0.0209193397313356	0.0647846236824989	0.0811649039387703	0.224985286593437	-0.0814012587070465	0.19771109521389	0.145381391048431	0.0151298372074962	0.0667341873049736	0.0185187421739101	-0.0206907745450735	0.108309611678123	-0.0233270991593599	-0.00132245162967592	0.107237316668034	0.0101616512984037	-0.0366563685238361	0.0265926346182823	-0.0270922053605318	0.00186055433005095	0.0363781675696373	0.112070232629776	-0.0996505096554756	0.070487380027771	-0.0427458137273788	-0.0407724045217037	-0.0828168913722038	-0.114761292934418	0.0276882145553827	-0.0740212723612785	-0.197772979736328	-0.0961562991142273
InferredCov9	-0.00802243780344725	-0.0466619282960892	0.0577833093702793	-0.134648948907852	-0.0649130195379257	0.0221752598881721	0.239297688007355	-0.0542603768408298	0.00539177469909191	-0.0881301015615463	-0.157842770218849	0.0206876583397388	-0.0317921079695225	-0.0218565091490746	-0.0632349625229836	0.0853101760149002	-0.00516720907762647	-0.0391872711479664	0.0360574647784233	0.107804201543331	0.0335305295884609	-0.0237277895212173	-0.0972258001565933	0.021955193951726	-0.0182738173753023	-0.0422377735376358	0.0393998995423317	0.100720427930355	-0.0872478410601616	0.0344017781317234	0.113786607980728	-0.0572330877184868	0.0639226883649826	0.130055963993073	0.0492838807404041	0.0428930930793285	0.0786872059106827	-0.218565061688423	-0.0626222789287567	-0.0432623066008091	0.0281020235270262	-0.0735364556312561	-0.0339405983686447	-0.023151870816946	0.0335686802864075	-0.0385637432336807	0.0438133962452412	-0.123446986079216	-0.12374159693718	-0.19896674156189	-0.0559928230941296	-0.0443520694971085	0.0871801823377609	0.108332455158234	-0.0641052648425102	0.010455759242177	0.0447438359260559	-0.0211652107536793	-0.014173780567944	0.0475860983133316	0.011690934188664	-0.0115784630179405	0.177705660462379	0.0699269399046898	0.104225195944309	-0.124688744544983	-0.0245408620685339	0.0272080190479755	0.183486849069595	0.0109708765521646	0.0694030150771141	0.0666422173380852	0.016025485470891	0.0429195165634155	-0.0692325159907341	0.0435957759618759	0.0607701875269413	-0.0136036016047001	-0.110526323318481	0.0927121192216873	-0.0842828452587128	-0.0445878989994526
InferredCov10	0.0382926240563393	-0.040946863591671	0.0141130303964019	-0.0956528782844543	0.0712309628725052	0.0435400605201721	-0.0252176430076361	-0.00242644338868558	0.0155158527195454	-0.0222117621451616	0.0626929923892021	-0.0670943185687065	-0.0322728604078293	-0.00839149300009012	0.082915261387825	-0.00735506974160671	-0.00918148923665285	-0.0404516123235226	-0.0327535383403301	0.0435059815645218	-0.0594353899359703	0.0767853856086731	-0.0724609196186066	-0.0174930766224861	0.0223258789628744	-0.0599469318985939	-0.0208247303962708	-0.0394903309643269	-0.012137446552515	0.00173870322760195	0.034455444663763	6.52597518637776e-05	-0.0400342978537083	-0.0733878389000893	0.27069953083992	0.0341827906668186	0.0423677898943424	-0.0511071421205997	0.0350023619830608	0.111523576080799	-0.0341594070196152	0.00235465774312615	-0.0152124892920256	-0.0637390986084938	0.0702220052480698	-0.0368140339851379	-0.0842732042074203	-0.0716291964054108	0.113959826529026	-0.0624786876142025	-0.338703602552414	-0.0138808963820338	0.0121030164882541	-0.00256068981252611	-0.0605714693665504	0.0356625206768513	0.00964404549449682	0.0707012265920639	-0.042365550994873	-0.00302650919184089	0.047823179513216	-0.039790254086256	0.0282647758722305	-0.0694022476673126	-0.0628729090094566	0.255638062953949	-0.0082833506166935	0.140471130609512	-0.0022497063037008	-0.0452323444187641	0.0136820720508695	0.0612726770341396	0.0297354571521282	0.0116194831207395	-0.07344751060009	-0.00901885144412518	0.109393559396267	-0.061159260571003	0.0197337027639151	-0.159394294023514	0.0885649174451828	0.0683699622750282
InferredCov11	-0.101420313119888	0.0235542114824057	-0.0108921052888036	-0.0328196622431278	0.0195200182497501	0.00351859908550978	0.0443769469857216	-0.00280465325340629	0.11845812946558	-0.052785936743021	0.00898274127393961	0.00675633642822504	-0.0363494977355003	-0.0374188385903835	0.0460763014853001	0.0662065967917442	0.0306709166616201	-0.0700016990303993	-0.147198349237442	0.0586882829666138	0.0235563851892948	-0.0267180129885674	-0.0262853652238846	-0.0403112433850765	0.0224804822355509	-0.0724580436944962	-0.0378086864948273	-0.14310996234417	0.242266714572906	0.0585924051702023	-0.0538952797651291	0.0240942109376192	0.0154232271015644	0.121102400124073	-0.0629264190793037	-0.0251021683216095	-0.0348237380385399	0.047137837857008	-0.0405207127332687	0.0305740162730217	-0.00780815165489912	-0.111893840134144	-0.0116317411884665	-0.0198388490825891	0.0229947175830603	-0.0185511261224747	-0.0130302775651217	-0.0126875452697277	-0.0403475426137447	0.19861114025116	-0.0811364054679871	0.0136749278753996	0.0709610059857368	-0.00454415706917644	-0.132662504911423	0.0856560617685318	-0.0887693166732788	0.0779148638248444	0.125529959797859	-0.0560314580798149	0.0519771352410316	-0.0860011205077171	-0.0204799827188253	0.121952436864376	0.064791165292263	-0.0863336771726608	0.0542515367269516	0.154905736446381	-0.109162591397762	-0.0669543370604515	0.000509441015310585	-0.0561156794428825	-0.0631870701909065	0.181064933538437	-0.0187948849052191	0.0586089864373207	-0.0612771287560463	0.00728617748245597	-0.0339039750397205	0.0534916929900646	-0.0316938608884811	-0.0675312429666519
InferredCov12	0.0400362946093082	-0.017282648012042	0.109363339841366	0.175997123122215	-0.0458766184747219	0.0924195051193237	0.079992838203907	-0.143836513161659	-0.050132155418396	0.130640208721161	-0.00901433546096087	-0.0707182660698891	-0.03626773878932	0.0104264402762055	0.0391856729984283	-0.0233686715364456	-0.0338424518704414	0.0282718483358622	-0.00888202711939812	-0.0735626742243767	0.0267476569861174	-0.00798695627599955	-0.0667749866843224	-0.05014967918396	0.0361890643835068	0.0851508304476738	-0.0139700742438436	0.101240277290344	0.125807553529739	-0.0779361799359322	0.102363884449005	0.0168411638587713	-0.0765660181641579	-0.0246231444180012	-0.00713513279333711	0.020844578742981	-0.0136413415893912	0.180658236145973	-0.00599173223599792	0.10877314209938	0.0322230160236359	0.0435721762478352	0.0547307766973972	0.019056124612689	0.0713019818067551	0.067725770175457	-0.0113026853650808	0.0191307924687862	-0.0608638748526573	-0.0698108971118927	-0.0728642791509628	0.0230431109666824	0.0465663336217403	-0.00231053493916988	-0.113800458610058	0.140334218740463	0.0920778140425682	0.0156298466026783	-0.0206501558423042	-0.164923205971718	-0.0140511663630605	0.0003218236961402	0.0269652735441923	-0.101710222661495	-0.0919169411063194	-0.112246826291084	-0.120911322534084	-0.0908710956573486	0.103654690086842	-0.136956542730331	0.00530650792643428	-0.0714168772101402	0.0525391027331352	-0.00895036850124598	-0.0186546538025141	0.0405068434774876	-0.00092476059217006	-0.0628573447465897	-0.0209692940115929	-0.0356341302394867	-0.0985822081565857	-0.00486826756969094
InferredCov13	-0.0443161800503731	-0.0147902583703399	-0.110427364706993	-0.128484174609184	-0.0686378926038742	0.0536508858203888	0.0140890721231699	-0.0264147631824017	-0.03486068546772	-0.0328232645988464	0.0644003078341484	-0.0147935766726732	-0.0472661890089512	-0.0122489919885993	-0.0380659364163876	0.0227239076048136	-0.0492137931287289	0.0398473963141441	-0.0487178675830364	0.0744858980178833	-0.000844767899252474	-0.0774484500288963	0.00579823739826679	-0.000116050629003439	0.00433377549052238	-0.160409688949585	0.0516743361949921	-0.126823633909225	-0.089146114885807	-0.020341394469142	0.006881233304739	0.0571799576282501	-0.0140147712081671	0.00926167238503695	-0.100811086595058	-0.00450984900817275	0.0287195537239313	-0.072323814034462	0.0471611171960831	-0.00935807731002569	-0.0179512873291969	-0.00686162151396275	0.0126280225813389	0.0725791826844215	0.01078827586025	0.0545316748321056	0.0950751379132271	0.117396108806133	0.031218534335494	0.13560988008976	-0.0858648046851158	0.0227608121931553	-0.00587717304006219	-0.0902689397335052	0.0132617354393005	0.0599516332149506	0.0827294886112213	0.0217990949749947	0.00351622421294451	-0.151098608970642	-0.0643567517399788	0.0102706309407949	-0.0747081264853477	-0.0478877313435078	-0.0504774376749992	-0.0834912806749344	4.30639047408476e-05	-0.0178304258733988	0.308659344911575	-0.00121644232422113	-0.0110582141205668	-0.0351107083261013	-0.00741624878719449	0.0229614172130823	0.104016058146954	-0.0285870991647243	0.12352991104126	0.0152425356209278	0.0746320784091949	0.0252020917832851	0.148053973913193	0.0811344236135483
InferredCov14	-0.112585484981537	-0.0344332158565521	0.00426866905763745	0.156327769160271	-0.00450458331033587	-0.0178286284208298	0.0357452407479286	-0.119728468358517	0.0382297821342945	-0.0115214437246323	0.0098863635212183	0.0220060795545578	0.022412708029151	-0.0225478708744049	-0.0251501370221376	0.0349681973457336	-0.0378265753388405	0.071164071559906	0.112050600349903	0.123656921088696	-0.0602605268359184	-0.137834504246712	-0.130393877625465	-0.108019158244133	0.0469454787671566	0.0870249345898628	-0.0388116799294949	-0.038414366543293	-0.0947814956307411	-0.0686846971511841	0.0286685582250357	0.00913777481764555	-0.0545320324599743	0.0821175500750542	0.0470526851713657	-0.00107642146758735	0.0316543132066727	0.0485441982746124	0.104523614048958	0.00234681298024952	0.032366719096899	0.13126277923584	-0.0029541531112045	0.0186433270573616	-0.075128860771656	0.0970545560121536	-0.0643521845340729	0.0514552406966686	-0.0494044870138168	0.0704704150557518	-0.0949732959270477	0.00180786196142435	-0.0230021588504314	0.014767131768167	-0.0106649249792099	0.0138138681650162	-0.0702058374881744	-0.0469370521605015	-0.107455186545849	0.107719801366329	-0.0781460031867027	-0.157548487186432	0.0509799793362617	0.0685893818736076	-0.0559576600790024	0.0146416174247861	-0.0260498560965061	0.0835945308208466	-0.0600930638611317	0.104638695716858	0.0208254493772984	-0.00511805014684796	-0.0211724024266005	0.0374798141419888	0.142161831259727	-0.0906686410307884	0.0150419138371944	-0.0268206149339676	-0.000799802248366177	0.0643619447946548	-0.0637735202908516	-0.010360861197114
InferredCov15	0.0223097689449787	-0.029820391908288	-0.0897437632083893	-0.066358357667923	-0.0399333611130714	0.0555590912699699	0.0190550107508898	-0.116996973752975	-0.000779772060923278	-0.0015366985462606	-0.0195397697389126	-0.0203473381698132	-0.00902724359184504	-0.00475940201431513	-0.0582809783518314	-0.0249905623495579	-0.0200179684907198	-0.0382501482963562	0.0408430099487305	0.106106407940388	-0.0233169011771679	-0.0162957236170769	-0.0299808904528618	-0.026863656938076	0.0464185029268265	-0.0565021224319935	0.086483545601368	0.133303686976433	0.0507505051791668	-0.0403029881417751	0.0260948538780212	-0.0360497198998928	0.174316167831421	-0.0592247694730759	-0.0281566325575113	-0.0175379943102598	0.026074705645442	-0.0624040775001049	-0.0110719129443169	-0.0105474106967449	0.0131333135068417	0.00644774828106165	0.0098832082003355	0.0220184568315744	-0.0185367576777935	0.0178058966994286	0.0821112766861916	-0.0114278700202703	0.0252762287855148	0.10978726297617	0.0398338474333286	0.0423746593296528	0.00945012830197811	-0.0278706680983305	0.0518763437867165	0.0825126990675926	0.0361232794821262	-0.0638249665498734	-0.049573615193367	-0.00115866120904684	-0.0251858774572611	0.0335744917392731	0.0280185490846634	-0.0183723755180836	-0.0255957916378975	0.0504216253757477	-0.0235089138150215	-0.0731855407357216	-0.271174967288971	-0.0427914299070835	-0.00527221709489822	0.00547131150960922	0.0450839921832085	0.113524340093136	0.0232168436050415	0.0249110013246536	0.0965312197804451	-0.0534883923828602	-0.00867754686623812	-0.0636814758181572	0.000242816284298897	-0.0147780254483223
gender	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	1	2	2	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	1	2	2	1	2	2	2	2	1	2	1	1	1	2
Platform	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
